span_id,role,chapter,verse_ref,surface,strongs,morph,stem,sense,linked_char_spans,linked_char_refs,verse_text
271538,qualifier,119,Psa 119:153,deliver,H2502A H9020,HVpv2ms HSp1bs,Piel,deliver (chalats),,,"Resh Psa 119:153 Look on my affliction and deliver me, for I do not forget your law ."
271542,qualifier,119,Psa 119:153,law,H8451,HNcfsc,,law (torah),,,"Resh Psa 119:153 Look on my affliction and deliver me, for I do not forget your law ."
271543,qualifier,119,Psa 119:154,Plead,H7378,HVqv2ms,Qal,plead my cause (rib),,,Psa 119:154 Plead my cause and redeem me; give me life according to your promise !
271544,standalone,119,Psa 119:154,cause,H7379 H9012,HNcmsc HSh,,cause (rib),,,Psa 119:154 Plead my cause and redeem me; give me life according to your promise !
271545,qualifier,119,Psa 119:154,redeem,H1350A H9020,HVqv2ms HSp1bs,Qal,redeem (gaal),,,Psa 119:154 Plead my cause and redeem me; give me life according to your promise !
271546,qualifier,119,Psa 119:154,give me life,H2421 H9030 H9021,HVpv2ms HSp1bs HSp2ms,Piel,give life / revive (chayah),,,Psa 119:154 Plead my cause and redeem me; give me life according to your promise !
271547,qualifier,119,Psa 119:154,promise,H0565A H9005 H9030,HNcfsc HR HSp1bs,,promise/word (imrah),,,Psa 119:154 Plead my cause and redeem me; give me life according to your promise !
271548,qualifier,119,Psa 119:155,Salvation,H3444,HNcfsa,,salvation (yeshuah),,,"Psa 119:155 Salvation is far from the wicked , for they do not seek your statutes ."
271555,qualifier,119,Psa 119:155,statutes,H2706G,HNcmpc,,statutes (chuqqim),,,"Psa 119:155 Salvation is far from the wicked , for they do not seek your statutes ."
271557,qualifier,119,Psa 119:156,mercy,H7356B,HNcmpc,,mercy (racham),,,"Psa 119:156 Great is your mercy , O Lord ; give me life according to your rules ."
271559,qualifier,119,Psa 119:156,give me life,H2421 H9030 H9021,HVpv2ms HSp1bs HSp2ms,Piel,give life / revive (chayah),,,"Psa 119:156 Great is your mercy , O Lord ; give me life according to your rules ."
271560,qualifier,119,Psa 119:156,rules,H4941G H9004,HNcmpc HR,,rules (mishpatim),,,"Psa 119:156 Great is your mercy , O Lord ; give me life according to your rules ."
271565,qualifier,119,Psa 119:157,swerve,H5186,HVqp1cs,Qal,incline my heart (natah),,,"Psa 119:157 Many are my persecutors and my adversaries , but I do not swerve from your testimonies ."
271567,qualifier,119,Psa 119:157,testimonies,H5715,HNcfpc,,testimonies (edut),,,"Psa 119:157 Many are my persecutors and my adversaries , but I do not swerve from your testimonies ."
271574,qualifier,119,Psa 119:158,commands,H0565A,HNcfsc,,promise/word (imrah),,,"Psa 119:158 I look at the faithless with disgust , because they do not keep your commands ."
271578,qualifier,119,Psa 119:159,precepts,H6490 H3068G,HNcmpc HNpt,,precepts (piqqudim),,,"Psa 119:159 Consider how I love your precepts ! Give me life , O Lord , according to your steadfast love ."
271579,qualifier,119,Psa 119:159,Give me life,H2421 H9030 H9021,HVpv2ms HSp1bs HSp2ms,Piel,give life / revive (chayah),,,"Psa 119:159 Consider how I love your precepts ! Give me life , O Lord , according to your steadfast love ."
271581,qualifier,119,Psa 119:159,steadfast love,H2617A H9004,HNcmsc HR,,steadfast love (chesed),,,"Psa 119:159 Consider how I love your precepts ! Give me life , O Lord , according to your steadfast love ."
271589,qualifier,119,Psa 119:160,word,H1697G,HNcmsc,,word (dabar),,,"Psa 119:160 The sum of your word is truth , and every one of your righteous rules endures forever ."
271590,qualifier,119,Psa 119:160,truth,H0571H H9021,HNcfsa HSp2ms,,truth (emeth),,,"Psa 119:160 The sum of your word is truth , and every one of your righteous rules endures forever ."
271592,qualifier,119,Psa 119:160,righteous,H6664G H9021,HNcmsc HSp2ms,,righteous rules (tsedeq),,,"Psa 119:160 The sum of your word is truth , and every one of your righteous rules endures forever ."
271593,qualifier,119,Psa 119:160,rules,H4941G,HNcmsc,,rules (mishpatim),,,"Psa 119:160 The sum of your word is truth , and every one of your righteous rules endures forever ."
271594,standalone,119,Psa 119:160,endures forever,H5769G H9002 H9005,HNcmsa HC HR,,forever (olam),,,"Psa 119:160 The sum of your word is truth , and every one of your righteous rules endures forever ."
271600,qualifier,119,Psa 119:161,words,H1697G H9002 H9006,HNcmsc HC HR,,word (dabar),,,"Sin and Shin Psa 119:161 Princes persecute me without cause , but my heart stands in awe of your words ."
271602,qualifier,119,Psa 119:162,word,H0565A H0595 H5921A,HNcfsc HPp1bs HR,,promise/word (imrah),,,Psa 119:162 I rejoice at your word like one who finds great spoil .
271611,qualifier,119,Psa 119:163,law,H8451,HNcfsc,,law (torah),,,"Psa 119:163 I hate and abhor falsehood , but I love your law ."
271615,qualifier,119,Psa 119:164,righteous,H6664G H9021,HNcmsc HSp2ms,,righteous rules (tsedeq),,,Psa 119:164 Seven times a day I praise you for your righteous rules .
271616,qualifier,119,Psa 119:164,rules,H4941G H9031 H5921A,HNcmpc HSp2ms HR,,rules (mishpatim),,,Psa 119:164 Seven times a day I praise you for your righteous rules .
271618,standalone,119,Psa 119:165,peace,H7965G,HNcmsa,,peace (shalom),,,Psa 119:165 Great peace have those who love your law ; nothing can make them stumble .
271620,qualifier,119,Psa 119:165,law,H8451,HNcfsc,,law (torah),,,Psa 119:165 Great peace have those who love your law ; nothing can make them stumble .
271622,standalone,119,Psa 119:165,stumble,H4383 H9005 H9038,HNcmsa HR HSp3mp,,stumbling block (mikshol),,,Psa 119:165 Great peace have those who love your law ; nothing can make them stumble .
271624,qualifier,119,Psa 119:166,salvation,H3444 H9005,HNcfsc HR,,salvation (yeshuah),,,"Psa 119:166 I hope for your salvation , O Lord , and I do your commandments ."
271627,qualifier,119,Psa 119:166,commandments,H4687 H9002,HNcfpc HC,,commandments (mitsvot),,,"Psa 119:166 I hope for your salvation , O Lord , and I do your commandments ."
271630,qualifier,119,Psa 119:167,testimonies,H5713B H9020,HNcfpc HSp1bs,,testimonies (edot),,,Psa 119:167 My soul keeps your testimonies ; I love them exceedingly .
271634,qualifier,119,Psa 119:168,precepts,H6490,HNcmpc,,precepts (piqqudim),,,"Psa 119:168 I keep your precepts and testimonies , for all my ways are before you ."
271635,qualifier,119,Psa 119:168,testimonies,H5713B H9002 H9021,HNcfpc HC HSp2ms,,testimonies (edot),,,"Psa 119:168 I keep your precepts and testimonies , for all my ways are before you ."
271638,standalone,119,Psa 119:168,ways,H1870G,HNcbpc,,way (derek),,,"Psa 119:168 I keep your precepts and testimonies , for all my ways are before you ."
271642,standalone,119,Psa 119:169,come,H7126G,HVqi3fs,Qal,draw near (qarab),,,"Taw Psa 119:169 Let my cry come before you, O Lord ; give me understanding according to your word !"
271646,qualifier,119,Psa 119:169,understanding,H0995 H9021,HVhv2ms HSp2ms,Hiphil,give understanding (bin),,,"Taw Psa 119:169 Let my cry come before you, O Lord ; give me understanding according to your word !"
271648,qualifier,119,Psa 119:169,word,H1697G,HNcmsc,,word (dabar),,,"Taw Psa 119:169 Let my cry come before you, O Lord ; give me understanding according to your word !"
271656,standalone,119,Psa 119:170,plea,H8467,HNcfsc,,plea (techinnah),,,Psa 119:170 Let my plea come before you; deliver me according to your word .
271659,qualifier,119,Psa 119:170,deliver,H5337 H9021,HVhv2ms HSp2ms,Hiphil,deliver/take not (natsal),,,Psa 119:170 Let my plea come before you; deliver me according to your word .
271661,qualifier,119,Psa 119:170,word,H0565A H9004 H9021,HNcfsc HR HSp2ms,,promise/word (imrah),,,Psa 119:170 Let my plea come before you; deliver me according to your word .
271663,standalone,119,Psa 119:171,pour forth,H5042,HVhi3fp,Hiphil,pour forth (naba),,,"Psa 119:171 My lips will pour forth praise , for you teach me your statutes ."
271666,qualifier,119,Psa 119:171,teach,H3925G,HVpi2ms,Piel,teach (lamad),,,"Psa 119:171 My lips will pour forth praise , for you teach me your statutes ."
271668,qualifier,119,Psa 119:171,statutes,H2706G H9030,HNcmpc HSp1bs,,statutes (chuqqim),,,"Psa 119:171 My lips will pour forth praise , for you teach me your statutes ."
271671,qualifier,119,Psa 119:172,word,H0565A H9020,HNcfsc HSp1bs,,promise/word (imrah),,,"Psa 119:172 My tongue will sing of your word , for all your commandments are right ."
271674,qualifier,119,Psa 119:172,commandments,H4687,HNcfpc,,commandments (mitsvot),,,"Psa 119:172 My tongue will sing of your word , for all your commandments are right ."
271675,qualifier,119,Psa 119:172,right,H6664G H9021,HNcmsa HSp2ms,,righteous rules (tsedeq),,,"Psa 119:172 My tongue will sing of your word , for all your commandments are right ."
271677,qualifier,119,Psa 119:173,help,H5826 H9005 H9021,HVqcc HR HSp2ms,Qal,help (azar),,,"Psa 119:173 Let your hand be ready to help me, for I have chosen your precepts ."
271680,qualifier,119,Psa 119:173,precepts,H6490,HNcmpc,,precepts (piqqudim),,,"Psa 119:173 Let your hand be ready to help me, for I have chosen your precepts ."
271682,qualifier,119,Psa 119:174,salvation,H3444 H9005,HNcfsc HR,,salvation (yeshuah),,,"Psa 119:174 I long for your salvation , O Lord , and your law is my delight ."
271684,qualifier,119,Psa 119:174,law,H8451 H9002,HNcfsc HC,,law (torah),,,"Psa 119:174 I long for your salvation , O Lord , and your law is my delight ."
271687,qualifier,119,Psa 119:175,live,H2421,HVqj3fs,Qal,give life / revive (chayah),,,"Psa 119:175 Let my soul live and praise you, and let your rules help me ."
271689,qualifier,119,Psa 119:175,rules,H4941G H9002 H9031,HNcmsc HC HSp2ms,,rules (mishpatim),,,"Psa 119:175 Let my soul live and praise you, and let your rules help me ."
271690,qualifier,119,Psa 119:175,help,H5826 H9021,HVqi3mp HSp2ms,Qal,help (azar),,,"Psa 119:175 Let my soul live and praise you, and let your rules help me ."
271695,qualifier,119,Psa 119:176,seek,H1245,HVpv2ms,Piel,seek your servant (baqash),,,"Psa 119:176 I have gone astray like a lost sheep ; seek your servant , for I do not forget your commandments ."
271700,qualifier,119,Psa 119:176,commandments,H4687,HNcfpc,,commandments (mitsvot),,,"Psa 119:176 I have gone astray like a lost sheep ; seek your servant , for I do not forget your commandments ."
272292,standalone,120,Psa 120:1,Song,H7892A,HNcmsc,,Song (shir),,,"A Song of Ascents . Psa 120:1 In my distress I called to the Lord , and he answered me ."
272293,standalone,120,Psa 120:1,Ascents,H4609A H9009,HNcfpa HTd,,Ascents (maalah),,,"A Song of Ascents . Psa 120:1 In my distress I called to the Lord , and he answered me ."
272295,standalone,120,Psa 120:1,distress,H6869B,HNcfsa,,distress (tsarah),,,"A Song of Ascents . Psa 120:1 In my distress I called to the Lord , and he answered me ."
272299,qualifier,120,Psa 120:1,answered,H6030B,HVqw3ms,Qal,answered (anah),,,"A Song of Ascents . Psa 120:1 In my distress I called to the Lord , and he answered me ."
272301,qualifier,120,Psa 120:2,Deliver,H5337,HVhv2ms,Hiphil,deliver (natsal),,,"Psa 120:2 Deliver me , O Lord , from lying lips , from a deceitful tongue ."
272306,standalone,120,Psa 120:2,lips,H8193G,HNcfsc,,lips (saphah),,,"Psa 120:2 Deliver me , O Lord , from lying lips , from a deceitful tongue ."
272309,standalone,120,Psa 120:2,tongue,H3956G,HNcbsa,,tongue (lashon),,,"Psa 120:2 Deliver me , O Lord , from lying lips , from a deceitful tongue ."
272311,qualifier,120,Psa 120:3,given,H5414G,HVqi3ms,Qal,given (nathan),,,"Psa 120:3 What shall be given to you, and what more shall be done to you, you deceitful tongue ?"
272313,qualifier,120,Psa 120:3,done,H3254H,HVhi3ms,Hiphil,done (yasaph),,,"Psa 120:3 What shall be given to you, and what more shall be done to you, you deceitful tongue ?"
272315,standalone,120,Psa 120:3,tongue,H3956G H9005 H9032,HNcbsa HR HSp2ms,,tongue (lashon),,,"Psa 120:3 What shall be given to you, and what more shall be done to you, you deceitful tongue ?"
307776,standalone,120,Psa 120:4,warrior’s,H1368,HNcmsa,,warrior's (gibbor),,,"Psa 120:4 A warrior’s sharp arrows, with glowing coals of the broom tree!"
307777,standalone,120,Psa 120:4,sharp,H8150,HVqsmpa,Qal,sharp (shanan),,,"Psa 120:4 A warrior’s sharp arrows, with glowing coals of the broom tree!"
307778,standalone,120,Psa 120:4,arrows,H2671,HNcmpc,,arrows (chets),,,"Psa 120:4 A warrior’s sharp arrows, with glowing coals of the broom tree!"
307779,standalone,120,Psa 120:4,glowing,H1513 H5973A,HNcmpc HR,,glowing coals (gachal),,,"Psa 120:4 A warrior’s sharp arrows, with glowing coals of the broom tree!"
307780,standalone,120,Psa 120:4,broom tree,H7574,HNcmpa,,broom tree (rethem),,,"Psa 120:4 A warrior’s sharp arrows, with glowing coals of the broom tree!"
307781,standalone,120,Psa 120:5,Woe,H0190,HTj,,woe (oyah),,,"Psa 120:5 Woe to me, that I sojourn in Meshech, that I dwell among the tents of Kedar!"
307785,standalone,120,Psa 120:5,dwell,H7931,HVqp1cs,Qal,dwell (shakan),,,"Psa 120:5 Woe to me, that I sojourn in Meshech, that I dwell among the tents of Kedar!"
272318,standalone,120,Psa 120:6,dwelling,H7931,HVqp3fs,Qal,dwelling (shakan),,,Psa 120:6 Too long have I had my dwelling among those who hate peace .
272321,standalone,120,Psa 120:6,peace,H7965G,HNcmsa,,peace (shalom),,,Psa 120:6 Too long have I had my dwelling among those who hate peace .
272325,standalone,120,Psa 120:7,speak,H1696G,HVpi1cs,Piel,speak (dabar),,,"Psa 120:7 I am for peace , but when I speak , they are for war !"
272327,standalone,120,Psa 120:7,war,H4421 H9005,HNcfsa HRd,,war (milchamah),,,"Psa 120:7 I am for peace , but when I speak , they are for war !"
272329,standalone,121,Psa 121:1,Ascents,H4609A H9005,HNcfpa HRd,,Ascents (maalah),,,A Song of Ascents . Psa 121:1 I lift up my eyes to the hills . From where does my help come ?
272337,qualifier,121,Psa 121:1,help,H5828,HNcmsc,,help (ezer),,,A Song of Ascents . Psa 121:1 I lift up my eyes to the hills . From where does my help come ?
272338,qualifier,121,Psa 121:1,come,H0935G,HVqi3ms,Qal,come (bo),,,A Song of Ascents . Psa 121:1 I lift up my eyes to the hills . From where does my help come ?
272339,qualifier,121,Psa 121:2,help,H5828,HNcmsc,,help (ezer),,,"Psa 121:2 My help comes from the Lord , who made heaven and earth ."
272348,qualifier,121,Psa 121:3,moved,H4132 H9005,HNcmsa HRd,,be moved (mot),,,Psa 121:3 He will not let your foot be moved ; he who keeps you will not slumber .
272349,qualifier,121,Psa 121:3,keeps,H8104H,HVqrmsc,Qal,keeps (shamar),,,Psa 121:3 He will not let your foot be moved ; he who keeps you will not slumber .
272352,qualifier,121,Psa 121:3,slumber,H5123,HVqj3ms,Qal,slumber (num),,,Psa 121:3 He will not let your foot be moved ; he who keeps you will not slumber .
272354,qualifier,121,Psa 121:4,keeps,H8104H,HVqrmsc,Qal,keeps (shamar),,,"Psa 121:4 Behold , he who keeps Israel will neither slumber nor sleep ."
272357,qualifier,121,Psa 121:4,slumber,H5123,HVqi3ms,Qal,slumber (num),,,"Psa 121:4 Behold , he who keeps Israel will neither slumber nor sleep ."
272359,qualifier,121,Psa 121:4,sleep,H3462,HVqi3ms,Qal,sleep (yashen),,,"Psa 121:4 Behold , he who keeps Israel will neither slumber nor sleep ."
272361,qualifier,121,Psa 121:5,keeper,H8104H,HVqrmsc,Qal,keeper (shamar),,,Psa 121:5 The Lord is your keeper ; the Lord is your shade on your right hand .
272363,qualifier,121,Psa 121:5,shade,H6738,HNcmsc,,shade (tsel),,,Psa 121:5 The Lord is your keeper ; the Lord is your shade on your right hand .
307791,qualifier,121,Psa 121:6,strike,H5221 H9033,HVhi3ms HSp2ms,Hiphil,strike (nakah),,,"Psa 121:6 The sun shall not strike you by day, nor the moon by night."
272368,qualifier,121,Psa 121:7,keep,H8104H,HVqi3ms,Qal,keep (shamar),,,Psa 121:7 The Lord will keep you from all evil ; he will keep your life .
272371,standalone,121,Psa 121:7,evil,H7451B,HAamsa,,evil (ra),,,Psa 121:7 The Lord will keep you from all evil ; he will keep your life .
272372,qualifier,121,Psa 121:7,keep,H8104H,HVqi3ms,Qal,keep (shamar),,,Psa 121:7 The Lord will keep you from all evil ; he will keep your life .
272376,qualifier,121,Psa 121:8,keep,H8104H,HVqi3ms,Qal,keep (shamar),,,Psa 121:8 The Lord will keep your going out and your coming in from this time forth and forevermore .
272377,standalone,121,Psa 121:8,going out,H3318G,HVqcc,Qal,going out (yatsa),,,Psa 121:8 The Lord will keep your going out and your coming in from this time forth and forevermore .
272378,standalone,121,Psa 121:8,coming in,H0935G H9041,HVqcc HSp2ms,Qal,coming in (bo),,,Psa 121:8 The Lord will keep your going out and your coming in from this time forth and forevermore .
272383,standalone,122,Psa 122:1,Ascents,H4609A H9009,HNcfpa HTd,,Ascents (maalah),,,"A Song of Ascents . Of David . Psa 122:1 I was glad when they said to me, “Let us go to the house of the Lord !”"
272391,standalone,122,Psa 122:2,standing,H5975G,HVqrfpa,Qal,standing (amad),,,"Psa 122:2 Our feet have been standing within your gates , O Jerusalem !"
272395,standalone,122,Psa 122:3,built,H1129 H9009,HVqsfsa HTd,Qal,built (banah),,,"Psa 122:3 Jerusalem — built as a city that is bound firmly together ,"
272398,standalone,122,Psa 122:3,bound firmly,H2266,HVPp3fs,Pual,bound firmly (chabar),,,"Psa 122:3 Jerusalem — built as a city that is bound firmly together ,"
272401,standalone,122,Psa 122:4,tribes,H7626H,HNcmpa,,tribes (shebet),,,"Psa 122:4 to which the tribes go up , the tribes of the Lord , as was decreed for Israel , to give thanks to the name of the Lord ."
272402,standalone,122,Psa 122:4,go up,H5927G,HVqp3cp,Qal,go up (alah),,,"Psa 122:4 to which the tribes go up , the tribes of the Lord , as was decreed for Israel , to give thanks to the name of the Lord ."
272403,standalone,122,Psa 122:4,tribes,H7626H,HNcmpc,,tribes (shebet),,,"Psa 122:4 to which the tribes go up , the tribes of the Lord , as was decreed for Israel , to give thanks to the name of the Lord ."
272405,standalone,122,Psa 122:4,decreed,H5715,HNcfsa,,decreed (edut),,,"Psa 122:4 to which the tribes go up , the tribes of the Lord , as was decreed for Israel , to give thanks to the name of the Lord ."
272409,qualifier,122,Psa 122:4,name,H8034 H9005,HNcmsc HR,,name (shem),,,"Psa 122:4 to which the tribes go up , the tribes of the Lord , as was decreed for Israel , to give thanks to the name of the Lord ."
272412,standalone,122,Psa 122:5,thrones,H3678G,HNcfpa,,thrones (kisse),,,"Psa 122:5 There thrones for judgment were set , the thrones of the house of David ."
272413,standalone,122,Psa 122:5,judgment,H4941G H9005,HNcmsa HR,,judgment (mishpat),,,"Psa 122:5 There thrones for judgment were set , the thrones of the house of David ."
272414,standalone,122,Psa 122:5,set,H3427 H9011,HVqp3cp HSd,Qal,set (yashab),,,"Psa 122:5 There thrones for judgment were set , the thrones of the house of David ."
272415,standalone,122,Psa 122:5,thrones,H3678G,HNcfpa,,thrones (kisse),,,"Psa 122:5 There thrones for judgment were set , the thrones of the house of David ."
272419,standalone,122,Psa 122:6,peace,H7965G,HNcmsc,,peace (shalom),,,Psa 122:6 Pray for the peace of Jerusalem ! “May they be secure who love you !
272421,standalone,122,Psa 122:6,secure,H7951,HVqi3mp,Qal,be secure (shalah),,,Psa 122:6 Pray for the peace of Jerusalem ! “May they be secure who love you !
272424,standalone,122,Psa 122:7,Peace,H7965G H1961,HNcmsa HVqj3ms,,peace (shalom),,,Psa 122:7 Peace be within your walls and security within your towers !”
272425,standalone,122,Psa 122:7,walls,H2426 H9003,HNcmsc HR,,walls (chel),,,Psa 122:7 Peace be within your walls and security within your towers !”
272426,standalone,122,Psa 122:7,security,H7962 H9022,HNcfsa HSp2fs,,security (shalvah),,,Psa 122:7 Peace be within your walls and security within your towers !”
272433,standalone,122,Psa 122:8,Peace,H7965G H4994,HNcmsa HTj,,peace (shalom),,,"Psa 122:8 For my brothers and companions ’ sake I will say , “ Peace be within you !”"
272441,standalone,122,Psa 122:9,good,H2896B,HAamsa,,good (tob),,,"Psa 122:9 For the sake of the house of the Lord our God , I will seek your good ."
307796,standalone,123,Psa 123:1,Ascents,H4609A H9009,HNcfpa HTd,,Ascents (maalah),,,"Psa 123:1 A Song of Ascents.To you I lift up my eyes, O you who are enthroned in the heavens!"
307800,qualifier,123,Psa 123:1,enthroned,H3427 H9009 H9020,HVqrmsc HTd HSp1bs,Qal,enthroned (yashab),,,"Psa 123:1 A Song of Ascents.To you I lift up my eyes, O you who are enthroned in the heavens!"
272450,standalone,123,Psa 123:2,maidservant,H8198,HNcfsa,,maidservant (shiphchah),,,"Psa 123:2 Behold , as the eyes of servants look to the hand of their master , as the eyes of a maidservant to the hand of her mistress , so our eyes look to the Lord our God , till he has mercy upon us ."
272453,standalone,123,Psa 123:2,mistress,H1404,HNcfsc,,mistress (gebereth),,,"Psa 123:2 Behold , as the eyes of servants look to the hand of their master , as the eyes of a maidservant to the hand of her mistress , so our eyes look to the Lord our God , till he has mercy upon us ."
272460,qualifier,123,Psa 123:2,mercy,H2603A H9007,HVqi3ms HTr,Qal,mercy (chanan),,,"Psa 123:2 Behold , as the eyes of servants look to the hand of their master , as the eyes of a maidservant to the hand of her mistress , so our eyes look to the Lord our God , till he has mercy upon us ."
272462,qualifier,123,Psa 123:3,mercy,H2603A,HVqv2ms,Qal,mercy (chanan),,,"Psa 123:3 Have mercy upon us, O Lord , have mercy upon us, for we have had more than enough of contempt ."
272464,qualifier,123,Psa 123:3,mercy,H2603A,HVqv2ms,Qal,mercy (chanan),,,"Psa 123:3 Have mercy upon us, O Lord , have mercy upon us, for we have had more than enough of contempt ."
272467,standalone,123,Psa 123:3,enough,H7646,HVqp1cp,Qal,enough (saba),,,"Psa 123:3 Have mercy upon us, O Lord , have mercy upon us, for we have had more than enough of contempt ."
272468,standalone,123,Psa 123:3,contempt,H0937,HNcmsa,,contempt (buz),,,"Psa 123:3 Have mercy upon us, O Lord , have mercy upon us, for we have had more than enough of contempt ."
272471,standalone,123,Psa 123:4,enough,H7646,HVqp3fs,Qal,enough (saba),,,"Psa 123:4 Our soul has had more than enough of the scorn of those who are at ease , of the contempt of the proud ."
272472,standalone,123,Psa 123:4,scorn,H3933 H9009 H9025,HNcmsc HTd HSp1bp,,scorn (laag),,,"Psa 123:4 Our soul has had more than enough of the scorn of those who are at ease , of the contempt of the proud ."
272474,standalone,123,Psa 123:4,contempt,H0937 H9009,HNcmsa HTd,,contempt (buz),,,"Psa 123:4 Our soul has had more than enough of the scorn of those who are at ease , of the contempt of the proud ."
272477,standalone,124,Psa 124:1,Ascents,H4609A H9009,HNcfpa HTd,,Ascents (maalah),,,A Song of Ascents . Of David . Psa 124:1 If it had not been the Lord who was on our side— let Israel now say —
307805,standalone,124,Psa 124:2,up,H6965J H9003 H1961 H9007 H9005 H9035,HVqcc HR HVqp3ms HTr HR HSp1bp,Qal,rose up (qum),,,"Psa 124:2 if it had not been the Lord who was on our side when people rose up against us,"
272485,standalone,124,Psa 124:3,swallowed us up,H1104,HVqp3cp,Qal,swallow up (bala),,,"Psa 124:3 then they would have swallowed us up alive , when their anger was kindled against us ;"
272486,standalone,124,Psa 124:3,alive,H2416A,HAampa,,alive (chay),,,"Psa 124:3 then they would have swallowed us up alive , when their anger was kindled against us ;"
272489,standalone,124,Psa 124:3,kindled,H2734 H9003 H9035,HVqcc HR HSp1bp,Qal,kindled (charah),,,"Psa 124:3 then they would have swallowed us up alive , when their anger was kindled against us ;"
272492,standalone,124,Psa 124:4,flood,H4325G H9009,HNcmpa HTd,,flood (mayim),,,"Psa 124:4 then the flood would have swept us away , the torrent would have gone over us ;"
272493,standalone,124,Psa 124:4,away,H7857,HVqp3cp,Qal,sweep away (shataph),,,"Psa 124:4 then the flood would have swept us away , the torrent would have gone over us ;"
272494,standalone,124,Psa 124:4,torrent,H5158A H9035,HNcmsa HSp1bp,,torrent (nachal),,,"Psa 124:4 then the flood would have swept us away , the torrent would have gone over us ;"
272495,standalone,124,Psa 124:4,gone,H5674A H9011,HVqp3ms HSd,Qal,gone over (abar),,,"Psa 124:4 then the flood would have swept us away , the torrent would have gone over us ;"
272501,standalone,124,Psa 124:5,gone,H5674A,HVqp3ms,Qal,gone over (abar),,,Psa 124:5 then over us would have gone the raging waters .
272502,standalone,124,Psa 124:5,raging,H2121 H9009,HAampa HTd,,raging (zeidon),,,Psa 124:5 then over us would have gone the raging waters .
272503,standalone,124,Psa 124:5,waters,H4325G H9009 H9025,HNcmpa HTd HSp1bp,,waters (mayim),,,Psa 124:5 then over us would have gone the raging waters .
272509,standalone,124,Psa 124:6,prey,H2964 H9035,HNcmsa HSp1bp,,prey (tereph),,,"Psa 124:6 Blessed be the Lord , who has not given us as prey to their teeth !"
272511,standalone,124,Psa 124:6,teeth,H8127G H9005,HNcfdc HR,,teeth (shen),,,"Psa 124:6 Blessed be the Lord , who has not given us as prey to their teeth !"
272513,standalone,124,Psa 124:7,escaped,H4422,HVNp3fs,Niphal,escaped (malat),,,"Psa 124:7 We have escaped like a bird from the snare of the fowlers ; the snare is broken , and we have escaped !"
272514,standalone,124,Psa 124:7,bird,H6833 H9004 H9025,HNcbsa HR HSp1bp,,bird (tsippor),,,"Psa 124:7 We have escaped like a bird from the snare of the fowlers ; the snare is broken , and we have escaped !"
272516,standalone,124,Psa 124:7,snare,H6341A,HNcmsa,,snare (pach),,,"Psa 124:7 We have escaped like a bird from the snare of the fowlers ; the snare is broken , and we have escaped !"
272517,standalone,124,Psa 124:7,fowlers,H3369,HVqrmpa,Qal,fowlers (yaqosh),,,"Psa 124:7 We have escaped like a bird from the snare of the fowlers ; the snare is broken , and we have escaped !"
272518,standalone,124,Psa 124:7,snare,H6341A H9009,HNcmsa HTd,,snare (pach),,,"Psa 124:7 We have escaped like a bird from the snare of the fowlers ; the snare is broken , and we have escaped !"
272519,standalone,124,Psa 124:7,broken,H7665,HVNrmsa,Niphal,broken (shabar),,,"Psa 124:7 We have escaped like a bird from the snare of the fowlers ; the snare is broken , and we have escaped !"
272521,standalone,124,Psa 124:7,escaped,H4422 H9002,HVNp1cp HC,Niphal,escaped (malat),,,"Psa 124:7 We have escaped like a bird from the snare of the fowlers ; the snare is broken , and we have escaped !"
307807,qualifier,124,Psa 124:8,help,H5828,HNcmsc,,help (ezer),,,"Psa 124:8 Our help is in the name of the Lord, who made heaven and earth."
307808,qualifier,124,Psa 124:8,name,H8034 H9003 H9025,HNcmsc HR HSp1bp,,name (shem),,,"Psa 124:8 Our help is in the name of the Lord, who made heaven and earth."
272523,standalone,125,Psa 125:1,Ascents,H4609A H9009,HNcfpa HTd,,Ascents (maalah),,,"A Song of Ascents . Psa 125:1 Those who trust in the Lord are like Mount Zion , which cannot be moved , but abides forever ."
272529,qualifier,125,Psa 125:1,moved,H4131,HVNi3ms,Niphal,be moved (mot),,,"A Song of Ascents . Psa 125:1 Those who trust in the Lord are like Mount Zion , which cannot be moved , but abides forever ."
272530,qualifier,125,Psa 125:1,abides,H3427,HVqi3ms,Qal,abides (yashab),,,"A Song of Ascents . Psa 125:1 Those who trust in the Lord are like Mount Zion , which cannot be moved , but abides forever ."
272531,standalone,125,Psa 125:1,forever,H5769G H9005,HNcmsa HR,,forever (olam),,,"A Song of Ascents . Psa 125:1 Those who trust in the Lord are like Mount Zion , which cannot be moved , but abides forever ."
307814,qualifier,125,Psa 125:2,surround,H5439G,HNcbsa,,surround (sabib),,,"Psa 125:2 As the mountains surround Jerusalem, so the Lord surrounds his people, from this time forth and forevermore."
307817,qualifier,125,Psa 125:2,surrounds,H5439G,HNcbsa,,surrounds (sabib),,,"Psa 125:2 As the mountains surround Jerusalem, so the Lord surrounds his people, from this time forth and forevermore."
272533,standalone,125,Psa 125:3,scepter,H7626G,HNcmsc,,scepter (shebet),,,"Psa 125:3 For the scepter of wickedness shall not rest on the land allotted to the righteous , lest the righteous stretch out their hands to do wrong ."
