span_id,role,chapter,verse_ref,surface,strongs,morph,stem,sense,linked_char_spans,linked_char_refs,verse_text
275342,standalone,1,Psa 1:1,man,H0376G H9009,HNcmsa HTd,,man,,,"Psa 1:1 Blessed is the man who walks not in the counsel of the wicked , nor stands in the way of sinners , nor sits in the seat of scoffers ;"
275345,standalone,1,Psa 1:1,counsel,H6098 H9003,HNcfsc HR,,counsel,,,"Psa 1:1 Blessed is the man who walks not in the counsel of the wicked , nor stands in the way of sinners , nor sits in the seat of scoffers ;"
275346,standalone,1,Psa 1:1,wicked,H7563,HNcmpa,,wicked,,,"Psa 1:1 Blessed is the man who walks not in the counsel of the wicked , nor stands in the way of sinners , nor sits in the seat of scoffers ;"
275349,standalone,1,Psa 1:1,way,H1870G H9002 H9003,HNcbsc HC HR,,way,,,"Psa 1:1 Blessed is the man who walks not in the counsel of the wicked , nor stands in the way of sinners , nor sits in the seat of scoffers ;"
275350,standalone,1,Psa 1:1,sinners,H2400,HAampa,,sinners,,,"Psa 1:1 Blessed is the man who walks not in the counsel of the wicked , nor stands in the way of sinners , nor sits in the seat of scoffers ;"
275353,standalone,1,Psa 1:1,seat,H4186 H9002 H9003,HNcmsc HC HR,,seat,,,"Psa 1:1 Blessed is the man who walks not in the counsel of the wicked , nor stands in the way of sinners , nor sits in the seat of scoffers ;"
275354,standalone,1,Psa 1:1,scoffers,H3887,HAampa,,scoffers,,,"Psa 1:1 Blessed is the man who walks not in the counsel of the wicked , nor stands in the way of sinners , nor sits in the seat of scoffers ;"
275356,standalone,1,Psa 1:2,law,H8451 H9003 H3588B H0518B,HNcfsc HR HTc HTc,,law,,,"Psa 1:2 but his delight is in the law of the Lord , and on his law he meditates day and night ."
275358,standalone,1,Psa 1:2,law,H8451 H9003 H9002 H9023,HNcfsc HR HC HSp3ms,,law,,,"Psa 1:2 but his delight is in the law of the Lord , and on his law he meditates day and night ."
275360,standalone,1,Psa 1:2,day,H3119,HD,,day,,,"Psa 1:2 but his delight is in the law of the Lord , and on his law he meditates day and night ."
275361,standalone,1,Psa 1:2,night,H3915 H9002,HNcmsa HC,,night,,,"Psa 1:2 but his delight is in the law of the Lord , and on his law he meditates day and night ."
275368,standalone,1,Psa 1:3,yields,H5414G H9023,HVqi3ms HSp3ms,Qal,yields,,,"Psa 1:3 He is like a tree planted by streams of water that yields its fruit in its season , and its leaf does not wither . In all that he does , he prospers ."
275373,standalone,1,Psa 1:3,wither,H5034B H9023,HVqi3ms HSp3ms,Qal,wither,,,"Psa 1:3 He is like a tree planted by streams of water that yields its fruit in its season , and its leaf does not wither . In all that he does , he prospers ."
275376,standalone,1,Psa 1:3,prospers,H6743B,HVhi3ms,Hiphil,prospers,,,"Psa 1:3 He is like a tree planted by streams of water that yields its fruit in its season , and its leaf does not wither . In all that he does , he prospers ."
275377,standalone,1,Psa 1:4,wicked,H7563 H9009,HNcmpa HTd,,wicked,,,"Psa 1:4 The wicked are not so , but are like chaff that the wind drives away."
275381,standalone,1,Psa 1:4,wind,H7307H H9033,HNcfsa HSp3ms,,wind,,,"Psa 1:4 The wicked are not so , but are like chaff that the wind drives away."
275382,standalone,1,Psa 1:4,drives,H5086 H0834A,HVqi3fs HTr,Qal,drives,,,"Psa 1:4 The wicked are not so , but are like chaff that the wind drives away."
275384,standalone,1,Psa 1:5,wicked,H7563,HNcmpa,,wicked,,,"Psa 1:5 Therefore the wicked will not stand in the judgment , nor sinners in the congregation of the righteous ;"
275387,standalone,1,Psa 1:5,judgment,H4941G H9003,HNcmsa HRd,,judgment,,,"Psa 1:5 Therefore the wicked will not stand in the judgment , nor sinners in the congregation of the righteous ;"
275388,standalone,1,Psa 1:5,sinners,H2400 H9002,HAampa HC,,sinners,,,"Psa 1:5 Therefore the wicked will not stand in the judgment , nor sinners in the congregation of the righteous ;"
275389,standalone,1,Psa 1:5,congregation,H5712 H9003,HNcfsc HR,,congregation,,,"Psa 1:5 Therefore the wicked will not stand in the judgment , nor sinners in the congregation of the righteous ;"
275390,standalone,1,Psa 1:5,righteous,H6662,HAampa,,righteous,,,"Psa 1:5 Therefore the wicked will not stand in the judgment , nor sinners in the congregation of the righteous ;"
275391,standalone,1,Psa 1:6,Lord,H3068G,HNpt,,Lord,,,"Psa 1:6 for the Lord knows the way of the righteous , but the way of the wicked will perish ."
275392,qualifier,1,Psa 1:6,knows,H3045 H3588A,HVqrmsa HTc,Qal,knows the way of the righteous,,,"Psa 1:6 for the Lord knows the way of the righteous , but the way of the wicked will perish ."
275393,standalone,1,Psa 1:6,way,H1870L,HNcbsc,,way,,,"Psa 1:6 for the Lord knows the way of the righteous , but the way of the wicked will perish ."
275394,standalone,1,Psa 1:6,righteous,H6662,HAampa,,righteous,,,"Psa 1:6 for the Lord knows the way of the righteous , but the way of the wicked will perish ."
275395,standalone,1,Psa 1:6,way,H1870L H9002,HNcbsc HC,,way,,,"Psa 1:6 for the Lord knows the way of the righteous , but the way of the wicked will perish ."
275396,standalone,1,Psa 1:6,wicked,H7563,HNcmpa,,wicked,,,"Psa 1:6 for the Lord knows the way of the righteous , but the way of the wicked will perish ."
275397,standalone,1,Psa 1:6,perish,H0006,HVqi3fs,Qal,perish,,,"Psa 1:6 for the Lord knows the way of the righteous , but the way of the wicked will perish ."
276491,standalone,2,Psa 2:1,nations,H1471A,HNcmpa,,nations,,,Psa 2:1 Why do the nations rage and the peoples plot in vain ?
276493,standalone,2,Psa 2:1,peoples,H3816 H9002,HNcmpa HC,,peoples,,,Psa 2:1 Why do the nations rage and the peoples plot in vain ?
276495,standalone,2,Psa 2:1,vain,H7385,HNcmsa,,vain,,,Psa 2:1 Why do the nations rage and the peoples plot in vain ?
276522,standalone,2,Psa 2:2,rulers,H7336,HVqrmpa,Qal,rulers,,,"Psa 2:2 The kings of the earth set themselves, and the rulers take counsel together , against the Lord and against his Anointed , saying,"
305962,standalone,2,Psa 2:3,burst,H5423,HVpc1cp,Piel,burst,,,Psa 2:3 “Let us burst their bonds apart and cast away their cords from us.”
305963,standalone,2,Psa 2:3,bonds,H4147 H0853,HNcfpc HTo,,bonds,,,Psa 2:3 “Let us burst their bonds apart and cast away their cords from us.”
305966,standalone,2,Psa 2:3,cords,H5688 H4480A H9035,HNcmpc HR HSp1bp,,cords,,,Psa 2:3 “Let us burst their bonds apart and cast away their cords from us.”
305967,standalone,2,Psa 2:4,sits,H3427,HVqrmsa,Qal,sits,,,Psa 2:4 He who sits in the heavens laughs; the Lord holds them in derision.
305969,qualifier,2,Psa 2:4,laughs,H7832,HVqi3ms,Qal,laughs at them,,,Psa 2:4 He who sits in the heavens laughs; the Lord holds them in derision.
305970,standalone,2,Psa 2:4,Lord,H0136,HNpt,,Lord,,,Psa 2:4 He who sits in the heavens laughs; the Lord holds them in derision.
305972,standalone,2,Psa 2:4,derision,H3932,HVqi3ms,Qal,derision,,,Psa 2:4 He who sits in the heavens laughs; the Lord holds them in derision.
276529,qualifier,2,Psa 2:5,speak,H1696G H0227A,HVpi3ms HD,Piel,speaks in wrath,,,"Psa 2:5 Then he will speak to them in his wrath , and terrify them in his fury , saying,"
276531,standalone,2,Psa 2:5,wrath,H0639G H9003 H9038,HNcmsc HR HSp3mp,,wrath,,,"Psa 2:5 Then he will speak to them in his wrath , and terrify them in his fury , saying,"
276532,qualifier,2,Psa 2:5,terrify,H0926 H9023,HVpi3ms HSp3ms,Piel,terrifies them,,,"Psa 2:5 Then he will speak to them in his wrath , and terrify them in his fury , saying,"
276534,standalone,2,Psa 2:5,fury,H2740 H9003 H9002 H9023,HNcmsc HR HC HSp3ms,,fury,,,"Psa 2:5 Then he will speak to them in his wrath , and terrify them in his fury , saying,"
276540,standalone,2,Psa 2:6,holy,H6944G H9020,HNcmsc HSp1bs,,holy,,,"Psa 2:6 “As for me , I have set my King on Zion , my holy hill .”"
276543,standalone,2,Psa 2:7,decree,H2706G H0413,HNcmsa HR,,decree,,,"Psa 2:7 I will tell of the decree : The Lord said to me, “You are my Son ; today I have begotten you ."
276551,qualifier,2,Psa 2:8,Ask,H7592,HVqv2ms,Qal,Ask of me,,,"Psa 2:8 Ask of me, and I will make the nations your heritage , and the ends of the earth your possession ."
276559,standalone,2,Psa 2:9,break,H7489B,HVqi2ms,Qal,break,,,Psa 2:9 You shall break them with a rod of iron and dash them in pieces like a potter’s vessel .”
276562,standalone,2,Psa 2:9,dash them in pieces,H5310A H9038,HVpi2ms HSp3mp,Piel,dash them in pieces,,,Psa 2:9 You shall break them with a rod of iron and dash them in pieces like a potter’s vessel .”
276497,standalone,2,Psa 2:10,kings,H4428G,HNcmpa,,kings,,,"Psa 2:10 Now therefore, O kings , be wise ; be warned , O rulers of the earth ."
276499,standalone,2,Psa 2:10,warned,H3256,HVNv2mp,Niphal,warned,,,"Psa 2:10 Now therefore, O kings , be wise ; be warned , O rulers of the earth ."
276500,standalone,2,Psa 2:10,rulers,H8199,HVqrmpc,Qal,rulers,,,"Psa 2:10 Now therefore, O kings , be wise ; be warned , O rulers of the earth ."
276503,standalone,2,Psa 2:11,Lord,H3068G H0853,HNpt HTo,,Lord,,,"Psa 2:11 Serve the Lord with fear , and rejoice with trembling ."
276504,standalone,2,Psa 2:11,fear,H3374 H9003,HNcfsa HR,,fear,,,"Psa 2:11 Serve the Lord with fear , and rejoice with trembling ."
276506,standalone,2,Psa 2:11,trembling,H7461B H9003,HNcfsa HR,,trembling,,,"Psa 2:11 Serve the Lord with fear , and rejoice with trembling ."
276509,qualifier,2,Psa 2:12,angry,H0599 H6435,HVqi3ms HTc,Qal,lest he be angry,,,"Psa 2:12 Kiss the Son , lest he be angry , and you perish in the way , for his wrath is quickly kindled . Blessed are all who take refuge in him ."
276512,standalone,2,Psa 2:12,wrath,H0639G,HNcmsc,,wrath,,,"Psa 2:12 Kiss the Son , lest he be angry , and you perish in the way , for his wrath is quickly kindled . Blessed are all who take refuge in him ."
276513,standalone,2,Psa 2:12,quickly,H4592 H9004,HNcmsa HR,,quickly,,,"Psa 2:12 Kiss the Son , lest he be angry , and you perish in the way , for his wrath is quickly kindled . Blessed are all who take refuge in him ."
276514,qualifier,2,Psa 2:12,kindled,H1197A H3588A,HVqi3ms HTc,Qal,wrath quickly kindled,,,"Psa 2:12 Kiss the Son , lest he be angry , and you perish in the way , for his wrath is quickly kindled . Blessed are all who take refuge in him ."
276515,standalone,2,Psa 2:12,Blessed,H0835 H9023,HNcmpc HSp3ms,,Blessed,,,"Psa 2:12 Kiss the Son , lest he be angry , and you perish in the way , for his wrath is quickly kindled . Blessed are all who take refuge in him ."
278151,standalone,3,Psa 3:1,rising,H6965J,HVqrmpa,Qal,rising,,,"A Psalm of David , when he fled from Absalom his son . Psa 3:1 O Lord , how many are my foes ! Many are rising against me ;"
278157,standalone,3,Psa 3:2,no,H0369,HNcmsc,,no,,,"Psa 3:2 many are saying of my soul , ""There is no salvation for him in God ."" Selah"
278158,standalone,3,Psa 3:2,salvation,H3444 H9020,HNcfsa HSp1bs,,salvation,,,"Psa 3:2 many are saying of my soul , ""There is no salvation for him in God ."" Selah"
278163,standalone,3,Psa 3:3,shield,H4043,HNcmsa,,shield,,,"Psa 3:3 But you , O Lord , are a shield about me, my glory , and the lifter of my head ."
278164,standalone,3,Psa 3:3,glory,H3519 H1157 H9030,HNcbsc HAcbsc HSp1bs,,glory,,,"Psa 3:3 But you , O Lord , are a shield about me, my glory , and the lifter of my head ."
278165,qualifier,3,Psa 3:3,lifter,H7311A H9020,HVhrmsa HSp1ms,Hiphil,lifter of my head,,,"Psa 3:3 But you , O Lord , are a shield about me, my glory , and the lifter of my head ."
278167,standalone,3,Psa 3:3,head,H7218A,HNcmsc,,head,,,"Psa 3:3 But you , O Lord , are a shield about me, my glory , and the lifter of my head ."
278169,standalone,3,Psa 3:4,aloud,H6963A,HNcmsc,,aloud,,,"Psa 3:4 I cried aloud to the Lord , and he answered me from his holy hill . Selah"
278171,standalone,3,Psa 3:4,Lord,H3068G H9020,HNpt HSp1bs,,Lord,,,"Psa 3:4 I cried aloud to the Lord , and he answered me from his holy hill . Selah"
278172,qualifier,3,Psa 3:4,answered,H6030B,HVqw3ms,Qal,answered me,,,"Psa 3:4 I cried aloud to the Lord , and he answered me from his holy hill . Selah"
278173,standalone,3,Psa 3:4,holy,H6944G,HNcmsc,,holy,,,"Psa 3:4 I cried aloud to the Lord , and he answered me from his holy hill . Selah"
278178,standalone,3,Psa 3:5,slept,H3462,HVqw1cs,Qal,slept,,,"Psa 3:5 I lay down and slept ; I woke again, for the Lord sustained me ."
278179,standalone,3,Psa 3:5,woke,H6974 H9012,HVhp1cs HSh,Hiphil,woke,,,"Psa 3:5 I lay down and slept ; I woke again, for the Lord sustained me ."
278181,qualifier,3,Psa 3:5,sustained,H5564,HVqi3ms,Qal,the LORD sustained me,,,"Psa 3:5 I lay down and slept ; I woke again, for the Lord sustained me ."
278185,standalone,3,Psa 3:6,thousands,H7233 H9006,HNcfpc HR,,thousands,,,Psa 3:6 I will not be afraid of many thousands of people who have set themselves against me all around .
278191,qualifier,3,Psa 3:7,Arise,H6965B,HVqv2ms,Qal,"Arise, O LORD",,,"Psa 3:7 Arise , O Lord ! Save me, O my God ! For you strike all my enemies on the cheek ; you break the teeth of the wicked ."
278193,qualifier,3,Psa 3:7,Save,H3467,HVhv2ms,Hiphil,Save me,,,"Psa 3:7 Arise , O Lord ! Save me, O my God ! For you strike all my enemies on the cheek ; you break the teeth of the wicked ."
278195,qualifier,3,Psa 3:7,strike,H5221 H9020 H3588A,HVhp2ms HSp1bs HTc,Hiphil,strike the enemies,,,"Psa 3:7 Arise , O Lord ! Save me, O my God ! For you strike all my enemies on the cheek ; you break the teeth of the wicked ."
278199,standalone,3,Psa 3:7,break,H7665,HVpp2ms,Piel,break,,,"Psa 3:7 Arise , O Lord ! Save me, O my God ! For you strike all my enemies on the cheek ; you break the teeth of the wicked ."
278200,standalone,3,Psa 3:7,teeth,H8127G,HNcfdc,,teeth,,,"Psa 3:7 Arise , O Lord ! Save me, O my God ! For you strike all my enemies on the cheek ; you break the teeth of the wicked ."
278201,standalone,3,Psa 3:7,wicked,H7563,HNcmpa,,wicked,,,"Psa 3:7 Arise , O Lord ! Save me, O my God ! For you strike all my enemies on the cheek ; you break the teeth of the wicked ."
278203,standalone,3,Psa 3:8,Lord,H3068G H9005,HNpt HR,,Lord,,,Psa 3:8 Salvation belongs to the Lord ; your blessing be on your people ! Selah
278205,standalone,3,Psa 3:8,blessing,H1293,HNcfsc,,blessing,,,Psa 3:8 Salvation belongs to the Lord ; your blessing be on your people ! Selah
278207,standalone,3,Psa 3:8,people,H5971A,HNcmsc,,people,,,Psa 3:8 Salvation belongs to the Lord ; your blessing be on your people ! Selah
279420,standalone,4,Psa 4:1,God,H0430G H9030,HNcmpc HSp1bs,,God,,,"To the choirmaster : with stringed instruments . A Psalm of David . Psa 4:1 Answer me when I call , O God of my righteousness ! You have given me relief when I was in distress . Be gracious to me and hear my prayer !"
279421,standalone,4,Psa 4:1,righteousness,H6664G,HNcmsc,,righteousness,,,"To the choirmaster : with stringed instruments . A Psalm of David . Psa 4:1 Answer me when I call , O God of my righteousness ! You have given me relief when I was in distress . Be gracious to me and hear my prayer !"
279422,qualifier,4,Psa 4:1,given me relief,H7337,HVhp2ms,Hiphil,gave relief in distress,,,"To the choirmaster : with stringed instruments . A Psalm of David . Psa 4:1 Answer me when I call , O God of my righteousness ! You have given me relief when I was in distress . Be gracious to me and hear my prayer !"
279423,standalone,4,Psa 4:1,distress,H6862B H9003 H9020,HAamsa HRd HSp1bs,,distress,,,"To the choirmaster : with stringed instruments . A Psalm of David . Psa 4:1 Answer me when I call , O God of my righteousness ! You have given me relief when I was in distress . Be gracious to me and hear my prayer !"
279424,standalone,4,Psa 4:1,gracious,H2603A H9005 H9030,HVqv2ms HR HSp1bs,Qal,gracious,,,"To the choirmaster : with stringed instruments . A Psalm of David . Psa 4:1 Answer me when I call , O God of my righteousness ! You have given me relief when I was in distress . Be gracious to me and hear my prayer !"
279425,qualifier,4,Psa 4:1,hear,H8085G H9020,HVqv2ms HSp1bs,Qal,hear my prayer,,,"To the choirmaster : with stringed instruments . A Psalm of David . Psa 4:1 Answer me when I call , O God of my righteousness ! You have given me relief when I was in distress . Be gracious to me and hear my prayer !"
279427,standalone,4,Psa 4:1,prayer,H8605,HNcfsc,,prayer,,,"To the choirmaster : with stringed instruments . A Psalm of David . Psa 4:1 Answer me when I call , O God of my righteousness ! You have given me relief when I was in distress . Be gracious to me and hear my prayer !"
279428,standalone,4,Psa 4:2,men,H1121G H0376G,HNcmpc HNcmsa,,men,,,"Psa 4:2 O men , how long shall my honor be turned into shame ? How long will you love vain words and seek after lies ? Selah"
279431,standalone,4,Psa 4:2,honor,H3519,HNcbsc,,honor,,,"Psa 4:2 O men , how long shall my honor be turned into shame ? How long will you love vain words and seek after lies ? Selah"
279432,standalone,4,Psa 4:2,shame,H3639 H9005 H9020,HNcfsa HR HSp1ms,,shame,,,"Psa 4:2 O men , how long shall my honor be turned into shame ? How long will you love vain words and seek after lies ? Selah"
279434,standalone,4,Psa 4:2,vain,H7385 H9013,HNcmsa HSn,,vain,,,"Psa 4:2 O men , how long shall my honor be turned into shame ? How long will you love vain words and seek after lies ? Selah"
279435,standalone,4,Psa 4:2,seek,H1245,HVpi2mp,Piel,seek,,,"Psa 4:2 O men , how long shall my honor be turned into shame ? How long will you love vain words and seek after lies ? Selah"
279436,standalone,4,Psa 4:2,lies,H3577,HNcmsa,,lies,,,"Psa 4:2 O men , how long shall my honor be turned into shame ? How long will you love vain words and seek after lies ? Selah"
279440,qualifier,4,Psa 4:3,set apart,H6395 H3588A,HVhp3ms HTc,Hiphil,set apart the godly,,,Psa 4:3 But know that the Lord has set apart the godly for himself; the Lord hears when I call to him .
279441,standalone,4,Psa 4:3,godly,H2623,HAamsa,,godly,,,Psa 4:3 But know that the Lord has set apart the godly for himself; the Lord hears when I call to him .
279443,qualifier,4,Psa 4:3,hears,H8085G,HVqi3ms,Qal,hears when I call,,,Psa 4:3 But know that the Lord has set apart the godly for himself; the Lord hears when I call to him .
279445,standalone,4,Psa 4:3,call,H7121G H9003,HVqcc HR,Qal,call,,,Psa 4:3 But know that the Lord has set apart the godly for himself; the Lord hears when I call to him .
279449,standalone,4,Psa 4:4,sin,H2398 H0408 H9002,HVqj2mp HTn HC,Qal,sin,,,"Psa 4:4 Be angry , and do not sin ; ponder in your own hearts on your beds , and be silent . Selah"
279451,standalone,4,Psa 4:4,hearts,H3824 H9003,HNcmsc HR,,hearts,,,"Psa 4:4 Be angry , and do not sin ; ponder in your own hearts on your beds , and be silent . Selah"
279454,standalone,4,Psa 4:4,silent,H1826H H9026,HVqv2mp HSp2mp,Qal,silent,,,"Psa 4:4 Be angry , and do not sin ; ponder in your own hearts on your beds , and be silent . Selah"
279456,standalone,4,Psa 4:5,Offer,H2076,HVqv2mp,Qal,Offer,,,"Psa 4:5 Offer right sacrifices , and put your trust in the Lord ."
279457,standalone,4,Psa 4:5,right,H6664G,HNcmsa,,right,,,"Psa 4:5 Offer right sacrifices , and put your trust in the Lord ."
279458,standalone,4,Psa 4:5,sacrifices,H2077,HNcmpc,,sacrifices,,,"Psa 4:5 Offer right sacrifices , and put your trust in the Lord ."
279460,standalone,4,Psa 4:5,Lord,H3068G H0413,HNpt HR,,Lord,,,"Psa 4:5 Offer right sacrifices , and put your trust in the Lord ."
305978,qualifier,4,Psa 4:6,Lift,H5375Q,HVqv2ms,Qal,lift the light of your face,,,"Psa 4:6 There are many who say, “Who will show us some good? Lift up the light of your face upon us, O Lord!”"
305979,standalone,4,Psa 4:6,light,H0216 H9012 H5921A H9035,HNcfsc HSh HR HSp1bp,,light,,,"Psa 4:6 There are many who say, “Who will show us some good? Lift up the light of your face upon us, O Lord!”"
305980,standalone,4,Psa 4:6,face,H6440H,HNcmpc,,face,,,"Psa 4:6 There are many who say, “Who will show us some good? Lift up the light of your face upon us, O Lord!”"
279463,standalone,4,Psa 4:7,heart,H3820A H9003,HNcmsc HR,,heart,,,Psa 4:7 You have put more joy in my heart than they have when their grain and wine abound .
279470,standalone,4,Psa 4:8,peace,H7965G,HNcmsa,,peace,,,"Psa 4:8 In peace I will both lie down and sleep ; for you alone , O Lord , make me dwell in safety ."
279473,standalone,4,Psa 4:8,sleep,H3462,HVqu1cs,Qal,sleep,,,"Psa 4:8 In peace I will both lie down and sleep ; for you alone , O Lord , make me dwell in safety ."
279477,standalone,4,Psa 4:8,dwell,H3427 H9030,HVhi2ms HSp1bs,Hiphil,dwell,,,"Psa 4:8 In peace I will both lie down and sleep ; for you alone , O Lord , make me dwell in safety ."
279478,standalone,4,Psa 4:8,safety,H0983 H9005,HNcmsa HR,,safety,,,"Psa 4:8 In peace I will both lie down and sleep ; for you alone , O Lord , make me dwell in safety ."
280656,standalone,5,Psa 5:1,Give ear,H0238 H9020,HVhv2ms HSp1bs,Hiphil,Give ear,,,"To the choirmaster : for the flutes . A Psalm of David . Psa 5:1 Give ear to my words , O Lord ; consider my groaning ."
280659,qualifier,5,Psa 5:1,consider,H0995,HVqv2ms,Qal,consider (bin),,,"To the choirmaster : for the flutes . A Psalm of David . Psa 5:1 Give ear to my words , O Lord ; consider my groaning ."
280689,standalone,5,Psa 5:2,Give attention,H7181,HVhv2ms,Hiphil,Give attention,,,"Psa 5:2 Give attention to the sound of my cry , my King and my God , for to you do I pray ."
280690,standalone,5,Psa 5:2,sound,H6963H H9005 H9012,HNcmsc HR HSh,,sound,,,"Psa 5:2 Give attention to the sound of my cry , my King and my God , for to you do I pray ."
280691,standalone,5,Psa 5:2,cry,H7773,HNcmsc,,cry,,,"Psa 5:2 Give attention to the sound of my cry , my King and my God , for to you do I pray ."
280699,qualifier,5,Psa 5:3,hear,H8085G,HVqi2ms,Qal,hear my voice,,,"Psa 5:3 O Lord , in the morning you hear my voice ; in the morning I prepare a sacrifice for you and watch ."
280700,standalone,5,Psa 5:3,voice,H6963A,HNcmsc,,voice,,,"Psa 5:3 O Lord , in the morning you hear my voice ; in the morning I prepare a sacrifice for you and watch ."
280703,standalone,5,Psa 5:3,watch,H6822 H9005 H9031,HVpu1cs HR HSp2ms,Piel,watch,,,"Psa 5:3 O Lord , in the morning you hear my voice ; in the morning I prepare a sacrifice for you and watch ."
280705,qualifier,5,Psa 5:4,delights,H2655,HAamsa,,delights not in wickedness,,,Psa 5:4 For you are not a God who delights in wickedness ; evil may not dwell with you.
280706,standalone,5,Psa 5:4,wickedness,H7562,HNcmsa,,wickedness,,,Psa 5:4 For you are not a God who delights in wickedness ; evil may not dwell with you.
280707,standalone,5,Psa 5:4,evil,H7451B H9031,HAamsa HSp2ms,,evil,,,Psa 5:4 For you are not a God who delights in wickedness ; evil may not dwell with you.
280710,standalone,5,Psa 5:5,boastful,H1984C,HVqrmpa,Qal,boastful,,,Psa 5:5 The boastful shall not stand before your eyes ; you hate all evildoers .
280716,qualifier,5,Psa 5:5,hate,H8130,HVqp2ms,Qal,hates evildoers,,,Psa 5:5 The boastful shall not stand before your eyes ; you hate all evildoers .
280718,standalone,5,Psa 5:5,evildoers,H6466 H0205G,HVqrmpc HNcmsa,Qal,evildoers,,,Psa 5:5 The boastful shall not stand before your eyes ; you hate all evildoers .
280721,standalone,5,Psa 5:6,lies,H3577,HNcmsa,,lies,,,Psa 5:6 You destroy those who speak lies ; the Lord abhors the bloodthirsty and deceitful man .
280723,qualifier,5,Psa 5:6,abhors,H8581,HVpi3ms,Piel,abhors the bloodthirsty,,,Psa 5:6 You destroy those who speak lies ; the Lord abhors the bloodthirsty and deceitful man .
280724,standalone,5,Psa 5:6,bloodthirsty,H1818,HNcmpa,,bloodthirsty,,,Psa 5:6 You destroy those who speak lies ; the Lord abhors the bloodthirsty and deceitful man .
280725,standalone,5,Psa 5:6,deceitful,H4820 H9002,HNcfsa HC,,deceitful,,,Psa 5:6 You destroy those who speak lies ; the Lord abhors the bloodthirsty and deceitful man .
280729,standalone,5,Psa 5:7,steadfast love,H2617A,HNcmsc,,steadfast love,,,"Psa 5:7 But I , through the abundance of your steadfast love , will enter your house . I will bow down toward your holy temple in the fear of you."
280731,standalone,5,Psa 5:7,house,H1004B,HNcmsc,,house,,,"Psa 5:7 But I , through the abundance of your steadfast love , will enter your house . I will bow down toward your holy temple in the fear of you."
280732,standalone,5,Psa 5:7,bow down,H7812 H9021,HVti1cs HSp2ms,Hithpael,bow down,,,"Psa 5:7 But I , through the abundance of your steadfast love , will enter your house . I will bow down toward your holy temple in the fear of you."
280733,standalone,5,Psa 5:7,holy,H6944G,HNcmsc,,holy,,,"Psa 5:7 But I , through the abundance of your steadfast love , will enter your house . I will bow down toward your holy temple in the fear of you."
280734,standalone,5,Psa 5:7,temple,H1964G H0413,HNcmsc HR,,temple,,,"Psa 5:7 But I , through the abundance of your steadfast love , will enter your house . I will bow down toward your holy temple in the fear of you."
280736,standalone,5,Psa 5:7,fear,H3374 H9021 H9021,HNcfsc HSp2ms HSp2ms,,fear,,,"Psa 5:7 But I , through the abundance of your steadfast love , will enter your house . I will bow down toward your holy temple in the fear of you."
280737,qualifier,5,Psa 5:8,Lead,H5148,HVqv2ms,Qal,Lead me in righteousness,,,"Psa 5:8 Lead me, O Lord , in your righteousness because of my enemies ; make your way straight before me."
280739,standalone,5,Psa 5:8,righteousness,H6666 H9003 H9030,HNcfsc HR HSp1bs,,righteousness,,,"Psa 5:8 Lead me, O Lord , in your righteousness because of my enemies ; make your way straight before me."
280743,standalone,5,Psa 5:8,way,H1870G H9020,HNcbsc HSp1bs,,way,,,"Psa 5:8 Lead me, O Lord , in your righteousness because of my enemies ; make your way straight before me."
280748,standalone,5,Psa 5:9,mouth,H6310G H9003,HNcmsc HR,,mouth,,,Psa 5:9 For there is no truth in their mouth ; their inmost self is destruction ; their throat is an open grave ; they flatter with their tongue .
280750,standalone,5,Psa 5:9,destruction,H1942 H9028,HNcfpa HSp3mp,,destruction,,,Psa 5:9 For there is no truth in their mouth ; their inmost self is destruction ; their throat is an open grave ; they flatter with their tongue .
280751,standalone,5,Psa 5:9,throat,H1627,HNcmsc,,throat,,,Psa 5:9 For there is no truth in their mouth ; their inmost self is destruction ; their throat is an open grave ; they flatter with their tongue .
280753,standalone,5,Psa 5:9,grave,H6913,HNcmsa,,grave,,,Psa 5:9 For there is no truth in their mouth ; their inmost self is destruction ; their throat is an open grave ; they flatter with their tongue .
280755,standalone,5,Psa 5:9,flatter,H2505B H9013,HVhi3mp HSn,Hiphil,flatter,,,Psa 5:9 For there is no truth in their mouth ; their inmost self is destruction ; their throat is an open grave ; they flatter with their tongue .
280661,standalone,5,Psa 5:10,guilt,H0816,HVhv2ms,Hiphil,guilt,,,"Psa 5:10 Make them bear their guilt , O God ; let them fall by their own counsels ; because of the abundance of their transgressions cast them out, for they have rebelled against you ."
280663,standalone,5,Psa 5:10,fall,H5307G,HVqi3mp,Qal,fall,,,"Psa 5:10 Make them bear their guilt , O God ; let them fall by their own counsels ; because of the abundance of their transgressions cast them out, for they have rebelled against you ."
280664,standalone,5,Psa 5:10,counsels,H4156 H9006,HNcfpc HR,,counsels,,,"Psa 5:10 Make them bear their guilt , O God ; let them fall by their own counsels ; because of the abundance of their transgressions cast them out, for they have rebelled against you ."
280667,standalone,5,Psa 5:10,transgressions,H6588,HNcmpc,,transgressions,,,"Psa 5:10 Make them bear their guilt , O God ; let them fall by their own counsels ; because of the abundance of their transgressions cast them out, for they have rebelled against you ."
280668,standalone,5,Psa 5:10,cast,H5080 H9028,HVhv2ms HSp3mp,Hiphil,cast,,,"Psa 5:10 Make them bear their guilt , O God ; let them fall by their own counsels ; because of the abundance of their transgressions cast them out, for they have rebelled against you ."
