"strong","mounce_parsed","row_type"
"G5280","memory","lookup"
"G5280","remembrance","lookup"
"G0448","merciless","lookup"
"G1655","merciful","lookup"
"G1655","including feelings of pity","description"
"G1655","with a focus of showing compassion to those in serious need","description"
"G2433","(middle) to make atonement for","description"
"G2433","with a focus on the means for accomplishing forgiveness","description"
"G2433","resulting in reconciliation","lookup"
"G2433","(passive) to have mercy on","description"
"G2433","be merciful to pardon","description"
"G2435","atoning sacrifice","lookup"
"G2435","atonement cover","lookup"
"G2435","the place where sins are forgiven","description"
"G2435","traditionally propitiation or mercy seat","description"
"G3629","merciful","lookup"
"G3629","compassionate","lookup"
"G8849","full of mercy","lookup"
"G0363","to remember","lookup"
"G0363","remind","lookup"
"G1106","purpose","lookup"
"G1106","resolve","lookup"
"G1106","judgment","lookup"
"G1106","consent resolution","lookup"
"G1374","double-minded","lookup"
"G2104","of noble birth","lookup"
"G2104","of noble character high-born","description"
"G2473","like","lookup"
"G2473","of like soul","lookup"
"G2473","heart or mind minded","description"
"G2588","heart","lookup"
"G3130","insanity","lookup"
"G3130","madness","lookup"
"G3328","(middle) to change one’s mind","description"
"G3403","to remember","lookup"
"G3403","recall","lookup"
"G3403","bring to remembrance","lookup"
"G3403","often with an implication that a response or action of some kind will occur","description"
"G3415","be remembered","lookup"
"G3415","remember","lookup"
"G3421","to remember","lookup"
"G3421","to think of","lookup"
"G3510","mind","lookup"
"G3524","sober","lookup"
"G3525","to be self-controlled","lookup"
"G3525","clear-headed sober","lookup"
"G3540","mind","lookup"
"G3540","thought","lookup"
"G3540","mind","lookup"
"G3540","scheme","lookup"
"G3540","design","lookup"
"G3540","plot","lookup"
"G3675","living in harmony with","description"
"G3675","like-minded","lookup"
"G3912","to be out of one’s mind","description"
"G3912","insane","lookup"
"G4993","to be in a right state of mind","description"
"G4993","have sober judgment","lookup"
"G4993","to be self-controlled","lookup"
"G5279","to remind","lookup"
"G5279","call to mind","lookup"
"G5279","(passive) to remember","lookup"
"G5427","mind","lookup"
"G5590G","soul/heart","lookup"
"G5590G","life","lookup"
"G5590G","soul","lookup"
"G5590G","heart","lookup"
"G5590G","mind","lookup"
"G5590G","a person","lookup"
"G5590G","the immaterial (and eternal) part of inner person","description"
"G5590G","often meaning the animate self","description"
"G5590G","which can be translated by pronouns my soul = I","description"
"G5590G","myself","lookup"
"G5591","pertaining to the natural state physical","description"
"G5591","unspiritual","lookup"
"G5591","without the Spirit","lookup"
"G8272","high-minded","lookup"
"G2354","to sing a funeral dirge","description"
"G2354","lament","lookup"
"G2354","mourn","lookup"
"G2799","to weep","lookup"
"G2799","cry","lookup"
"G2799","wail","lookup"
"G2799","mourn","lookup"
"G2870","mourning","lookup"
"G2870","sorrowing","lookup"
"G2870","lamentation","lookup"
"G2875","to cut","lookup"
"G2875","(middle) to mourn","lookup"
"G2875","beat one’s breast","lookup"
"G3602","deep sorrow","lookup"
"G3602","mourning","lookup"
"G3602","lamentation","lookup"
"G7891","to mourn","lookup"
"G8692","mournful","lookup"
"G3980","to obey","lookup"
"G3980","to take advice","lookup"
"G5218","obedience","lookup"
"G5219","to obey","lookup"
"G5219","be obedient","lookup"
"G5219","to answer (the door)","description"
"G5255","obedient","lookup"
"G5292","obedience","lookup"
"G5292","submission","lookup"
"G5293","to put in subjection","description"
"G5293","subject","lookup"
"G5293","subordinate","lookup"
"G5293","(passive) to submit","lookup"
"G5293","be subject to","lookup"
"G5442G","observe","lookup"
"G5442G","to obey","lookup"
"G5442G","keep","lookup"
"G5442G","to guard","lookup"
"G5442G","watch","lookup"
"G5442G","to keep away from","description"
"G5442G","abstain","lookup"
"G3804","suffering","lookup"
"G3804","misfortune","lookup"
"G3804","passion","lookup"
"G7513","passion","lookup"
"G0530","once","lookup"
"G0530","once more","lookup"
"G0530","once for all","lookup"
"G0530","the Greek idiom once and yet twice means to do something repeatedly","description"
"G0530","again and again (Php 4 16)","description"
"G0425","rest","lookup"
"G0425","relaxation","lookup"
"G0425","relief","lookup"
"G1514","to live in peace","description"
"G1514","be at peace","lookup"
"G1515","peace","lookup"
"G1515","harmony","lookup"
"G1515","tranquility","lookup"
"G1515","","not applicable"
"G1517","to make peace","lookup"
"G1517","to cause reconciliation between two parties","description"
"G1517","as in Christ causing the believer’s peace with God reconcile","description"
"G2263","- tranquil","lookup"
"G2270","to be silent","lookup"
"G2270","have no objection","lookup"
"G2270","to rest","lookup"
"G2270","to lead a quiet life","description"
"G2270","to give up","lookup"
"G4601","to be or become silent","description"
"G4601","(passive) to be hidden","description"
"G4601","concealed","lookup"
"G4623","to be quiet","lookup"
"G4623","remain silent","lookup"
"G4623","to be calm","lookup"
"G4623","not agitated","lookup"
"G5392","to muzzle","lookup"
"G5392","to silence","lookup"
"G5392","(passive) to be quiet","description"
"G1294","(act.) to subvert","lookup"
"G1294","pervert","lookup"
"G1294","make turn away","lookup"
"G1294","twist(passive) to be perverted","description"
"G1294","depraved","lookup"
"G1294","turned from the truth twisted","description"
"G1608","to engage in sexual immorality","description"
"G6882","perverseness","lookup"
"G0133","praise","lookup"
"G0133","speaking of the excellence of someone or something","description"
"G0134","to praise","lookup"
"G0134","in the NT","lookup"
"G0134","speaking of the excellence of God","description"
"G0136","praise","lookup"
"G0437","to give thanks","lookup"
"G0437","praise","lookup"
"G0703","(moral) goodness","lookup"
"G0703","excellence","lookup"
"G0703","virtue","lookup"
"G1392","to glorify","lookup"
"G1392","give praise","lookup"
"G1392","honor","lookup"
"G1867","to praise","lookup"
"G1867","commend","lookup"
"G1868","- laudation","lookup"
"G1868","concretely","lookup"
"G1868","a commendable thing","lookup"
"G2127","to praise","lookup"
"G2127","give thanks to","lookup"
"G2127","speak well of","lookup"
"G2127","extol","lookup"
"G2127","(passive) to be blessed","description"
"G2127","receive blessing","lookup"
"G2127","in some contexts","lookup"
"G2127","to give a blessing is to act kindly and impart benefits to the one being blessed","description"
"G2128","worthy of being praised","description"
"G2128","blessed","lookup"
"G2128","or commendedpraiseworthy","lookup"
"G2129","praise","lookup"
"G3670","to confess","lookup"
"G3670","acknowledge","lookup"
"G3670","agree","lookup"
"G3670","admit","lookup"
"G3670","declare","lookup"
"G3670","this can be a profession of allegiance","description"
"G3670","an admission of bad behavior","description"
"G3670","or an emphatic declaration of a truth","description"
"G5214","to sing hymns","lookup"
"G5214","sing praisespraise","lookup"
"G5567","to sing hymns","lookup"
"G5567","sing songs of praise","description"
"G6165","praise","lookup"
"G7765","to sing praise","lookup"
"G1162","prayer","lookup"
"G1162","request","lookup"
"G1162","petition","lookup"
"G2171","vow","lookup"
"G2171","oath","lookup"
"G2171","prayer","lookup"
"G4335","prayer","lookup"
"G4335","place of prayer","lookup"
"G5187","(passive) to be or become conceited","description"
"G5187","implying foolishness","lookup"
"G5243","arrogance","lookup"
"G5243","pride","lookup"
"G5448","to puff up","lookup"
"G5448","inflate","lookup"
"G5448","(passive) to be proud","description"
"G5448","arrogant","lookup"
"G4394","prophecy","lookup"
"G4394","an inspired message","lookup"
"G4394","sometimes encouraging obedience to God","description"
"G4394","sometimes proclaiming the future as a warning to preparedness and continued obedience","description"
"G4395","to prophesy","lookup"
"G4395","to speak an inspired message","description"
"G4395","sometimes encouraging obedience to God","description"
"G4395","sometimes proclaiming the future as a warning to preparedness and continued obedience","description"
"G4397","prophetic","lookup"
"G4397","prophesy","lookup"
"G4397","see also G4394","lookup"
"G0047","purity","lookup"
"G0047","in the sense of moral purity and proper sexual conduct","description"
"G0054","purity","lookup"
"G0862","imperishable","lookup"
"G0862","immortal","lookup"
"G0862","lasting forever","lookup"
"G1520","one","lookup"
"G1520","single","lookup"
"G2443","a marker that shows purpose or result in order that","description"
"G2443","in order to","lookup"
"G2443","so that","lookup"
"G2443","then","lookup"
"G2443","it can focus on the introduction of a discourse or on the content itself","description"
"G2761","without reason","lookup"
"G2761","in vain","lookup"
"G2761","to no purpose vainly","description"
"G3661","united","lookup"
"G3661","in togetherness","lookup"
"G3661","as one","lookup"
"G4160G","do/work","lookup"
"G4160G","to do","lookup"
"G4160G","make","lookup"
"G4160G","practice","lookup"
"G4160G","produce","lookup"
"G4160G","a generic term of action or performance","description"
"G4388","(middle) to plan","lookup"
"G4388","purpose","lookup"
"G4388","to present","lookup"
"G4388","bring forth","lookup"
"G5056","end","lookup"
"G5056","result","lookup"
"G5056","outcome","lookup"
"G5056","finish","lookup"
"G5056","goal","lookup"
"G5056","revenue","lookup"
"G5056","tax","lookup"
"G5056","duty","lookup"
"G5087","(act.) to place","lookup"
"G5087","put","lookup"
"G5087","(passive) to be placed or put","description"
"G5087","(middle) to set","lookup"
"G5087","appoint","lookup"
"G5087","decide","lookup"
"G5087","arrange","lookup"
"G0158","basis","lookup"
"G0158","reason or cause (for legal charges)","description"
"G0158","source","lookup"
"G0473","in exchange for (often as a sign of benefaction)","description"
"G0473","in place of (often as a sign of contrast)","description"
"G0473","instead of (often as a sign of an exchange of a relationship)","description"
"G0473","one after another (often as a sign of purpose or result). Note that this preposition used in absolute does not mean to be against or in opposition to something","description"
"G0804","safe","lookup"
"G0804","firm","lookup"
"G0804","certain","lookup"
"G0804","definite","lookup"
"G0804","the truth","lookup"
"G1063","for","lookup"
"G1223","(gen.) through","lookup"
"G1223","by means of","lookup"
"G1223","(acc.) because of","lookup"
"G1223","for the sake of","description"
"G1223","therefore","lookup"
"G1256","to reason","lookup"
"G1256","discuss","lookup"
"G1256","discourse","lookup"
"G1256","to argue","lookup"
"G1256","dispute","lookup"
"G1352","therefore","lookup"
"G1352","that is why","lookup"
"G1352","for this reason","lookup"
"G1500","in vain","lookup"
"G1500","for nothing","lookup"
"G1500","to no purpose","lookup"
"G1752","because of","lookup"
"G1752","on account of","lookup"
"G3049","to credit","lookup"
"G3049","count","lookup"
"G3049","reckon","lookup"
"G3049","regard","lookup"
"G3049","think","lookup"
"G3049","consider","lookup"
"G3050","spiritual","lookup"
"G3050","logical","lookup"
"G4802","to discuss","lookup"
"G4802","to debate","lookup"
"G4802","argue","lookup"
"G4803","discussion","lookup"
"G4817","to discuss together","lookup"
"G5484","because of this","lookup"
"G5484","for this reason","lookup"
"G5484","therefore","lookup"
"G0181","disorder","lookup"
"G0181","rebellion","lookup"
"G0181","riot","lookup"
"G0485","argument","lookup"
"G0485","opposition","lookup"
"G0485","rebellion","lookup"
"G0646","turning away","lookup"
"G0646","rebellion","lookup"
"G0646","abandonment","lookup"
"G0646","apostasy","lookup"
"G3894","rebellion","lookup"
"G3894","revolt","lookup"
"G6149","rebellion","lookup"
"G2643","reconciliation","lookup"
"G0096","failing the test","lookup"
"G0096","rejected","lookup"
"G0114","to reject","lookup"
"G0114","set aside","lookup"
"G0579","rejected (as unclean)","lookup"
"G0580","rejection","lookup"
"G0580","loss","lookup"
"G0593","to reject","lookup"
"G0654","to turn away from","description"
"G0654","rebel","lookup"
"G0654","mislead","lookup"
"G0654","to desert","lookup"
"G0654","reject","lookup"
"G0654","to return","lookup"
"G0654","put back","lookup"
"G0683","to reject","lookup"
"G0683","repudiate","lookup"
"G0683","push aside","lookup"
"G0720","to deny","lookup"
"G0720","disown","lookup"
"G0720","renounce","lookup"
"G0720","repudiate","lookup"
"G1544","to take out","lookup"
"G1544","remove","lookup"
"G1544","to drive out","lookup"
"G1544","expel","lookup"
"G1544","bring out","lookup"
"G1544","send out","lookup"
"G1609","to scorn","lookup"
"G1609","spit outreject","lookup"
"G1847","(passive) to be rejected","description"
"G1847","treated with contempt","lookup"
"G1848","to treat with contempt","description"
"G1848","look down on","lookup"
"G1848","ridicule","lookup"
"G1848","(passive) to be rejected","description"
"G1848","despised reject","lookup"
"G3868","to request","lookup"
"G3868","beg","lookup"
"G3868","to make excuses","lookup"
"G3868","to refuse","lookup"
"G3868","reject","lookup"
"G3868","to excuse","lookup"
"G6493","rejection","lookup"
"G6493","returning","lookup"
"G6493","submission","lookup"
"G6493","turning","lookup"
"G2165","(act.) to cause celebration","description"
"G2165","make glad","lookup"
"G2165","(middle/passive) to celebrate","lookup"
"G2165","rejoice","lookup"
"G2165","be glad","lookup"
"G7471","to rejoice at","lookup"
"G7953","to rejoice against","lookup"
"G8946","to rejoice with","lookup"
"G0330","to renew","lookup"
"G0330","cause to grow or bloom again","description"
"G0340","to bring back","lookup"
"G0340","restore","lookup"
"G0341","to renew","lookup"
"G0342","renewal","lookup"
"G0365","to be made new","description"
"G0365","renewed","lookup"
"G3824","renewal","lookup"
"G3824","rebirth","lookup"
"G3824","regeneration","lookup"
"G7361","to renew","lookup"
"G0278","without regret","lookup"
"G0278","so","lookup"
"G0278","not revocable","lookup"
"G3338","(middle) to regret","lookup"
"G3338","repent","lookup"
"G3338","(passive) to be repentant","description"
"G3338","changed of mind","lookup"
"G3338","remorseful","lookup"
"G3340","to repent","lookup"
"G3340","to change any or all of the elements composing one’s life attitude","description"
"G3340","thoughts","lookup"
"G3340","and behaviors concerning the demands of God for right living","description"
"G3341","change of mind","lookup"
"G3341","repentance","lookup"
"G3341","the state of changing any or all of the elements composing one’s life attitude","description"
"G3341","thoughts","lookup"
"G3341","and behaviors concerning the demands of God for right living","description"
"G3341","note that this state can refer to the foundational salvation event in Christ","description"
"G3341","or to on-going repentance in the Christian life","description"
"G8298","repentance","lookup"
"G0327","to look for","lookup"
"G0327","search for","lookup"
"G1377","to pursue","lookup"
"G1377","persecute","lookup"
"G1377","to systematically oppress and harass a person or group","description"
"G1377","as an extended meaning of pursuing a person on foot in a chase","description"
"G1377","also from the image of the chase comes the meaning of striving and pressing on to a goal with intensity to press on","description"
"G1567","to seek out","lookup"
"G1567","seek earnestly","lookup"
"G1567","(passive) to be held responsible","description"
"G2021","to attempt","lookup"
"G2021","try to","lookup"
"G2614","to look for","lookup"
"G2614","search for seek","lookup"
"G0192","lack of self-control","lookup"
"G0193","without self-control","lookup"
"G1466","self-control","lookup"
"G1467","to have self-control (of oneself)","description"
"G1468","disciplined","lookup"
"G1468","self-controlled","lookup"
"G4995","self-discipline","lookup"
"G4995","with an implication that this discipline demonstrates prudence and wisdom","description"
"G4996","in self-control","lookup"
"G4997","propriety","lookup"
"G4997","appropriateness","lookup"
"G4997","reasonableness","lookup"
"G4997","mental soundness","lookup"
"G4998","self-controlled","lookup"
"G4998","implied to be wise and prudent in nature","description"
"G0149","disgraceful","lookup"
"G0149","shameful","lookup"
"G0150","shameful-","lookup"
"G0152","shamefulness","lookup"
"G0153","to be ashamed","lookup"
"G0153","dishonored","lookup"
"G0153","2Co.10.8","lookup"
"G0153","Php.1.20","lookup"
"G0153","1Pe.4.16","lookup"
"G0153","1Jn.2.28","lookup"
"G0153","with inf. Luk.16.3","lookup"
"G0524","to lose all sensitivity","description"
"G0524","become callous","lookup"
"G0808","indecent act","lookup"
"G0808","shame","lookup"
"G0818","to dishonor","lookup"
"G0818","disgrace","lookup"
"G0818","treat shamefully","lookup"
"G0818","insult","lookup"
"G0819","dishonor","lookup"
"G0819","disgrace","lookup"
"G0819","shame","lookup"
"G0819","common use","lookup"
"G1788","to cause shame","lookup"
"G1788","(passive) to be ashamed","description"
"G1788","(middle) to care about","description"
"G1788","respect","lookup"
"G1791","shame","lookup"
"G1791","humiliation","lookup"
"G2617","to dishonor","lookup"
"G2617","humiliate","lookup"
"G2617","shame","lookup"
"G2617","disappoint","lookup"
"G3856","to subject to public disgrace","description"
"G3856","hold up to contempt","description"
"G5195","to insult","lookup"
"G5195","mistreat","lookup"
"G6396","to cast shame","lookup"
"G0051","sin committed in ignorance","description"
"G0264","to sin","lookup"
"G0264","do wrong","lookup"
"G0264","usually to do any act contrary to the will and law of God","description"
"G0265","sin","lookup"
"G0265","wrongdoing","lookup"
"G0265","usually any act contrary to the will and law of God","description"
"G0268","(a.) sinful","lookup"
"G0268","as an absolute moral failure","description"
"G0268","(n.) sinner","lookup"
"G0268","one who violates God’s will or law","description"
"G0268","in some contexts","lookup"
"G0268","one who does not keep orthodox traditions and behaviors","description"
"G0361","without sin","lookup"
"G21497","Sin/Shin","lookup"
"G3781","debtor","lookup"
"G3781","one who owes","lookup"
"G3781","is obligated","lookup"
"G3781","guilty","lookup"
"G3900","trespass","lookup"
"G3900","transgression","lookup"
"G3900","sin against","lookup"
"G3900","to sin as a moral failure to keep a command","description"
"G3900","figuratively","lookup"
"G3900","stepping out of the bounds of God’s law","description"
"G4202","sexual immorality","lookup"
"G4202","fornication","lookup"
"G4202","marital unfaithfulness","lookup"
"G4202","prostitution","lookup"
"G4202","adultery","lookup"
"G4202","a generic term for sexual sin of any kind","description"
"G4203","to commit sexual immorality of any kind","description"
"G4203","adultery sin sexually","lookup"
"G4258","to sin earlier","lookup"
"G4258","to have sinned beforehand","description"
"G7292","to lead into sin","description"
"G0055","- purely","lookup"
"G0055","i.e. honestly","lookup"
"G0055","with pure motives Php.1.17.","description"
"G0097","pure","lookup"
"G0097","uncontaminated or tainted","lookup"
"G0228","true","lookup"
"G0228","genuine","lookup"
"G0858","sincerity","lookup"
"G0858","simplicity","lookup"
"G1103","true","lookup"
"G1103","loyal","lookup"
"G1103","sincere","lookup"
"G1103","genuine","lookup"
"G1505","sincerity","lookup"
"G1505","the positive moral quality of purity (especially in motives)","description"
"G1505","a figurative extension of an unadulterated or unmixed substance","description"
"G1506","pure","lookup"
"G1506","wholesome","lookup"
"G0987","to blaspheme","lookup"
"G0987","insult","lookup"
"G0987","slander","lookup"
"G0987","curse","lookup"
"G0988","blasphemy","lookup"
"G0988","slander","lookup"
"G0988","malicious talk","lookup"
"G0989","blasphemous","lookup"
"G0989","slanderous","lookup"
"G0989","abusive","lookup"
"G0989","evil","lookup"
"G0989","hurtful (speech)","lookup"
"G0989","as a noun","lookup"
"G0989","a reviler","lookup"
"G0989","blasphemer","lookup"
"G1228G","the devil","lookup"
"G1228G","Satan","lookup"
"G1228H","devilish","lookup"
"G1228H","malicious","lookup"
"G1228H","slanderous","lookup"
"G1228H","like the devil who is an accuser and a liar","description"
"G1908","to mistreat","lookup"
"G1908","speak maliciously against","lookup"
"G2635","to speak against","lookup"
"G2635","slander","lookup"
"G2635","accuse","lookup"
"G2637","slanderous","lookup"
"G2637","defamatory","lookup"
"G3059","insult","lookup"
"G3059","slander","lookup"
"G3059","verbal abuse","lookup"
"G5396","to gossip","lookup"
"G5396","talk nonsense","lookup"
"G3095","magic","lookup"
"G5331","witchcraft","lookup"
"G5331","magic","lookup"
"G5331","the use of spells and potions of magic","description"
"G5331","often involving drugs","lookup"
"G5333","one who practices magical arts","description"
"G5333","magician","lookup"
"G4036","overwhelmingly sorrowful","lookup"
"G4036","greatly distressing","lookup"
"G4818","(passive) to be deeply distressed","description"
"G4818","grieved with grieve","lookup"
"G3163","quarrel","lookup"
"G3163","conflict","lookup"
"G3163","fighting","lookup"
"G4645","to harden (the heart)","description"
"G4645","make obstinate","lookup"
"G4645","make stubborn","lookup"
"G4645","(passive) to be hardened","description"
"G4645","become obstinate","lookup"
"G3860","to hand over","lookup"
"G3860","betray","lookup"
"G3860","deliver to prison","lookup"
"G3860","to entrust","lookup"
"G3860","commit","lookup"
"G3986G","temptation","lookup"
"G3986G","test","lookup"
"G3986G","trial","lookup"
"G3986G","temptation","lookup"
"G3986H","testing","lookup"
"G3986H","test","lookup"
"G3986H","trial","lookup"
"G3986H","temptation","lookup"
"G4625","stumbling block","lookup"
"G4625","obstacle","lookup"
"G4625","offense","lookup"
"G4625","something that causes sin","description"
"G7898","a terror","lookup"
"G7899","to strike with terror","description"
"G3056","word","lookup"
"G3056","spoken or written","lookup"
"G3056","often with a focus on the content of a communication","description"
"G3056","matter","lookup"
"G3056","thing. The Word is a title of Christ (Jn 1 1)","description"
"G3056","emphasizing his own deity and communication of who God is and what he is like","description"
"G3140","to testify","lookup"
"G3140","give testimony","lookup"
"G3140","commend","lookup"
"G3140","speak well of","lookup"
"G3140","vouch for","lookup"
"G3141","testimony","lookup"
"G3141","evidence","lookup"
"G3141","(good) reputation","lookup"
"G3142","testimony","lookup"
"G3142","proof","lookup"
"G4750","mouth","lookup"
"G4750","by extension edge (of a sword)","description"
"G5576","to give false testimony lie","description"
"G5577","false testimony lie","lookup"
"G0515","to consider worthy","lookup"
"G0515","consider wise or fitting","description"
"G1270","thought","lookup"
"G1760","to think","lookup"
"G1760","ponder","lookup"
"G1760","reflect","lookup"
"G2233","to govern","lookup"
"G3309","to worry","lookup"
"G3309","have anxiety","lookup"
"G3309","be concerned","lookup"
"G5429","wise","lookup"
"G5429","sensible","lookup"
"G5429","shrewd","lookup"
"G5429","","not applicable"
"G7243","a thought","lookup"
"G7243","idea","lookup"
"G7244","inner thought","lookup"
"G3845","to break","lookup"
"G3845","transgress","lookup"
"G3845","to leave","lookup"
"G3845","turn aside","lookup"
"G3847","transgression","lookup"
"G3847","breaking","lookup"
"G3847","violation","lookup"
"G3848","transgressor","lookup"
"G5233","to wrong","lookup"
"G5233","transgress against","lookup"
"G5233","sin against","lookup"
"G8634","a transgression","lookup"
"G3982","to persuade","lookup"
"G6381","worthy of trust","lookup"
"G0225","truth","lookup"
"G0225","truthfulness","lookup"
"G0225","corresponding to reality","lookup"
"G0226","to be truthful","lookup"
"G0226","tell the truth","lookup"
"G0227","true","lookup"
"G0227","genuine","lookup"
"G0227","reliable","lookup"
"G0227","trustworthy","lookup"
"G0227","valid","lookup"
"G0230","truly","lookup"
"G0230","surely","lookup"
"G0803","security","lookup"
"G0803","safety","lookup"
"G0803","certainty","lookup"
"G0803","truth","lookup"
"G3483","yes","lookup"
"G3483","indeed","lookup"
"G3483","a marker of strong agreement","description"
"G3483","affirmation","lookup"
"G3483","or emphasis","lookup"
"G3689","really","lookup"
"G3689","certainly","lookup"
"G3689","surely indeed","lookup"
"G0050","to be ignorant","lookup"
"G0050","not know","lookup"
"G0050","not understand","lookup"
"G0191","audible","lookup"
"G0687","- an interrogation to which a negative answer is presumed","description"
"G1065","emphatic particle indeed","lookup"
"G1065","surely","lookup"
"G1097","to know","lookup"
"G1097","come to know","lookup"
"G1097","recognize","lookup"
"G1097","understand","lookup"
"G1097","to have sexual relations","description"
"G1107","to make known","lookup"
"G1107","tell","lookup"
"G1107","reveal","lookup"
"G1492G","to know","lookup"
"G1492G","to possess information","lookup"
"G1492G","recognize","lookup"
"G1492G","realize","lookup"
"G1492G","to come to know","description"
"G1492G","to understand","lookup"
"G1492G","to be able to use knowledge","description"
"G1921","to know (fully)","lookup"
"G1921","recognize","lookup"
"G1921","realize","lookup"
"G1921","come to understand","lookup"
"G1987","to understand","lookup"
"G1987","know","lookup"
"G1987","be aware","lookup"
"G2638","to obtain","lookup"
"G2638","attain","lookup"
"G2638","take hold of","lookup"
"G2638","seize","lookup"
"G2638","overtake","lookup"
"G2638","(middle) to grasp","lookup"
"G2638","understand","lookup"
"G2638","realize","lookup"
"G2638","find out","lookup"
"G3609","belonging to theof one’s household","description"
"G3609","of the immediate family","description"
"G3877","to follow","lookup"
"G3877","accompany","lookup"
"G3877","to know all about","description"
"G3877","to investigate","lookup"
"G5424","(plural) thinking","lookup"
"G5424","understanding","lookup"
"G1775","unity","lookup"
"G4886","bond","lookup"
"G4886","sinew","lookup"
"G4886","captive","lookup"
"G1346","- equitably","lookup"
"G2117","straight","lookup"
"G3716","to act in line with (the truth)","description"
"G3716","act rightly be upright","description"
"G3717","- right (as rising)","lookup"
"G3717","i.e. (perpendicularly) erect (figuratively, honest)","description"
"G3717","or (horizontally) level or direct","description"
"G0102","impossible","lookup"
"G0102","powerless","lookup"
"G0769G","weak/disabled","lookup"
"G0769G","weakness","lookup"
"G0769G","illness","lookup"
"G0769G","infirmity","lookup"
"G0769H","ill","lookup"
"G0769H","weakness","lookup"
"G0769H","illness","lookup"
"G0769H","infirmity","lookup"
"G0770G","weak/disabled","lookup"
"G0770G","to be weak","lookup"
"G0770G","ill","lookup"
"G0770H","ill","lookup"
"G0770H","to be weak","lookup"
"G0770H","ill","lookup"
"G0771","failing","lookup"
"G0771","weakness","lookup"
"G0772G","weak/disabled","lookup"
"G0772G","weak","lookup"
"G0772G","ill (of physical weakness or illness, also of moral or spiritual weakness)","description"
"G0772H","ill","lookup"
"G0772H","weak","lookup"
"G0772H","ill (of physical weakness or illness, also of moral or spiritual weakness)","description"
"G1133","weak-willed woman","lookup"
"G1133","little woman","lookup"
"G2577G","weak/disabled","lookup"
"G2577G","to grow weary","lookup"
"G2577G","be sick","lookup"
"G3886","(passive) to be paralyzed","description"
"G3886","disabled","lookup"
"G3886","(n.) paralytic paralyze","lookup"
"G3935","to leave undone","lookup"
"G3935","neglect","lookup"
"G3935","(passive) to be feeble","description"
"G3935","weakened","lookup"
"G3935","listlessrelax","lookup"
"G7735","weak voiced","lookup"
"G0763","ungodliness","lookup"
"G0763","godlessness","lookup"
"G0763","impiety (in thought and act)","description"
"G0829","overbearing","lookup"
"G0829","arrogant","lookup"
"G0829","stubborn","lookup"
"G0829","self-willed","lookup"
"G0830","on one’s own initiative","description"
"G0830","of one’s own accord","description"
"G2071","- will be","lookup"
"G2308","will","lookup"
"G2308","decision","lookup"
"G3801","who was","lookup"
"G3801","is","lookup"
"G3801","and will be","lookup"
"G4289","- forward in spirit","lookup"
"G4289","i.e. predisposed","lookup"
"G4289","neuter (as noun) alacrity","description"
"G4483","- to utter","lookup"
"G4483","i.e. speak or say","description"
"G4909","to approve of","lookup"
"G4909","give approval","lookup"
"G4909","to be willing agree","description"
"G7124","be willing","lookup"
"G7124","volunteer","lookup"
"G7124","to","lookup"
"G4678","wisdom (either secular or divine). Christ is called the wisdom of God in 1Co 1 24","description"
"G4678","30. On the basis of the OT","description"
"G4678","wisdom can be personified","description"
"G4679","to make wise","lookup"
"G4679","(passive) to be cleverly invented","description"
"G1569","astonished","lookup"
"G1839","to amaze","lookup"
"G1839","astound","lookup"
"G1839","(intr.) to be amazed","description"
"G1839","out of one’s senses","description"
"G2285","amazement","lookup"
"G2285","astonishment","lookup"
"G2285","wonder","lookup"
"G2295","wonder","lookup"
"G2295","marvel","lookup"
"G2295","astonishment","lookup"
"G2296","to wonder","lookup"
"G2296","be (utterly) amazed marvel","description"
"G2297","wonderful","lookup"
"G2297","remarkable marvelous","lookup"
"G2298","wonderful","lookup"
"G2298","marvelous","lookup"
"G2298","remarkable marvellous","lookup"
"G4592","(miraculous) sign","lookup"
"G4592","signal","lookup"
"G4592","mark","lookup"
"G5059","wonder","lookup"
"G5059","miracle","lookup"
"G5059","which is by implication a sign or portent","description"
"G7643","to cause wonder","lookup"
"G1479","self-imposed religion","lookup"
"G2151","to worship","lookup"
"G2151","to put religion into practice","description"
"G2151","show piety toward","lookup"
"G2356","religion","lookup"
"G2356","worship","lookup"
"G2999","worship","lookup"
"G2999","ministry","lookup"
"G2999","service (to God)","lookup"
"G3000","to serve","lookup"
"G3000","minister (in religious duties)","description"
"G3009","religious service","lookup"
"G3009","ceremony","lookup"
"G3009","service","lookup"
"G3009","ministry","lookup"
"G3009","help","lookup"
"G4352","to worship","lookup"
"G4352","pay homage","lookup"
"G4352","show reverence","lookup"
"G4352","to kneel down (before)","description"
"G4353","worshiper","lookup"
"G4573","to worship","lookup"
"G0514","worthy","lookup"
"G0514","deserving","lookup"
"G0514","in keeping with","lookup"
"G0514","corresponding to","lookup"
"G1308","(tr.) to carry","lookup"
"G1308","spread out","lookup"
"G1308","(intr.) to differ","lookup"
"G1308","to be more valuable than","description"
"G20258","worth two talents","lookup"
"G20833","desire","lookup"
"G20833","long for","lookup"
"G0591","give","lookup"
"G0591","give away","lookup"
"G0591","pay","lookup"
"G0591","pay back","lookup"
"G0985","to sprout","lookup"
"G0985","bud","lookup"
"G1325","to give","lookup"
"G1502","to give in","lookup"
"G1502","yield","lookup"
"G1627","to bring out","lookup"
"G1627","carry out","lookup"
"G1627","to produce","lookup"
