"strong","sense_label","gloss","note","row_type"
"G3860","II.2","to","with infinitive , one .., : with accusative of things , , ὁ θεὸς τοῦτό γε οὐ παρεδίδου ; πληγὴν.. παραδοθεῖσαν εἰσιδών a blow , i. e. opportunity of striking, if he , : less frequently in aorist , πότμου παραδόντος","lookup"
"G3860","II.2","permit","with infinitive , one .., : with accusative of things , , ὁ θεὸς τοῦτό γε οὐ παρεδίδου ; πληγὴν.. παραδοθεῖσαν εἰσιδών a blow , i. e. opportunity of striking, if he , : less frequently in aorist , πότμου παραδόντος","lookup"
"G3860","II.2","offered","with infinitive , one .., : with accusative of things , , ὁ θεὸς τοῦτό γε οὐ παρεδίδου ; πληγὴν.. παραδοθεῖσαν εἰσιδών a blow , i. e. opportunity of striking, if he , : less frequently in aorist , πότμου παραδόντος","lookup"
"G3860","II.2","permits","with infinitive , one .., : with accusative of things , , ὁ θεὸς τοῦτό γε οὐ παρεδίδου ; πληγὴν.. παραδοθεῖσαν εἰσιδών a blow , i. e. opportunity of striking, if he , : less frequently in aorist , πότμου παραδόντος","lookup"
"G3860","III","hazard",", τὰς ψυχὰς ὑπέρ τινος","lookup"
"G3986G","headword","πειρ-ασμός",", ὁ,","headword"
"G3986G","I","trial",", ; οἱ ἐπὶ τῶν παθῶν π.","lookup"
"G3986G","I.2","worry",",","lookup"
"G3986G","II","temptation",",","lookup"
"G3986H","headword","πειρ-ασμός",", ὁ,","headword"
"G3986H","I","trial",", ; οἱ ἐπὶ τῶν παθῶν π.","lookup"
"G3986H","I.2","worry",",","lookup"
"G3986H","II","temptation",",","lookup"
"G4625","headword","σκανδαλ-ιστής","Included with: , οῦ, ὁ,","headword"
"G4625","I","acrobat who performed on a trapeze","probably (σκάνδαλον), , or laid for an enemy, ; probably laid for animals, : metaphorically ,","lookup"
"G4625","I","trap","probably (σκάνδαλον), , or laid for an enemy, ; probably laid for animals, : metaphorically ,","lookup"
"G4625","I","snare","probably (σκάνδαλον), , or laid for an enemy, ; probably laid for animals, : metaphorically ,","lookup"
"G4625","I","stumbling-block","probably (σκάνδαλον), , or laid for an enemy, ; probably laid for animals, : metaphorically ,","lookup"
"G4625","I","offence","probably (σκάνδαλον), , or laid for an enemy, ; probably laid for animals, : metaphorically ,","lookup"
"G4625","I","scandal","probably (σκάνδαλον), , or laid for an enemy, ; probably laid for animals, : metaphorically ,","lookup"
"G4625","II","","see at {σκανδαλιστής}.","lookup"
"G7898","headword","κατά-πληξις",", εως, ἡ,","headword"
"G7898","I","amazement",", ,","lookup"
"G7898","I","consternation",", ,","lookup"
"G7898","I","fixation",", ,","lookup"
"G7898","I.2","extreme shyness",",","lookup"
"G7899","headword","κατα-πλήσσω",",","headword"
"G7899","I","καταπλήττω","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","-ξω","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","strike down","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","strike with amazement","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","astound","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","terrify","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","tax","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","browbeat","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","bully","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","to be panic-stricken","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","astounded","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","to be amazed at","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","-πεπλήγη","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G7899","I","abject terror","Attic dialect , future :— , τινὸς εἰς τὴν κατακλεῖδα [ξίφος] , , [same place]; κ. τοὺς ἀκροατάς, of orators, him with his treachery, ; — middle , — passive , , most frequently in aorist 2 and perfect ( present , : with accusative , ; μηδὲν -πλαγέντες τὸν Φίλιππον Decrees cited in ; , : later intransitive in perfect -πέπληγα, pluperfect : especially in participle , , etc.; τὸ περιδεὲς καὶ -πεπληγός ,","lookup"
"G3056","headword","λόγος",", ὁ,","headword"
"G3056","I","","verbal noun of λέγω (B), with senses corresponding to λέγω (B) II and III (on the various senses of the word see 111, compareinfr. VI. 1 a:","lookup"
"G3056","I","computation","(compare λέγω (B) II).","lookup"
"G3056","I","reckoning","(compare λέγω (B) II).","lookup"
"G3056","I.1","account","of money handled, σανίδες εἰς ἃς τὸν λ. ἀναγράφομεν ; συνᾶραι λόγον μετά τινος settle with, ; δεύτεροι λ. a second ; ὁ τραπεζιτικὸς λ. banking , Theo Sm.p.73 H.: metaphorically , οὐκ ἂν πριαίμην οὐδενὸς λ. βροτόν","lookup"
"G3056","I.1","accounts","of money handled, σανίδες εἰς ἃς τὸν λ. ἀναγράφομεν ; συνᾶραι λόγον μετά τινος settle with, ; δεύτεροι λ. a second ; ὁ τραπεζιτικὸς λ. banking , Theo Sm.p.73 H.: metaphorically , οὐκ ἂν πριαίμην οὐδενὸς λ. βροτόν","lookup"
"G3056","I.1","audit","of money handled, σανίδες εἰς ἃς τὸν λ. ἀναγράφομεν ; συνᾶραι λόγον μετά τινος settle with, ; δεύτεροι λ. a second ; ὁ τραπεζιτικὸς λ. banking , Theo Sm.p.73 H.: metaphorically , οὐκ ἂν πριαίμην οὐδενὸς λ. βροτόν","lookup"
"G3056","I.1.b","public accounts",", i. e. branch of , ἴδιος λ., in Egypt, ; also as title of , ; δημόσιος λ., = Latin fiscus , , etc. (but later, =","lookup"
"G3056","I.1.b","treasury",", i. e. branch of , ἴδιος λ., in Egypt, ; also as title of , ; δημόσιος λ., = Latin fiscus , , etc. (but later, =","lookup"
"G3056","I.1.b","treasurer",", i. e. branch of , ἴδιος λ., in Egypt, ; also as title of , ; δημόσιος λ., = Latin fiscus , , etc. (but later, =","lookup"
"G3056","I.1.b","aerarium",", i. e. branch of , ἴδιος λ., in Egypt, ; also as title of , ; δημόσιος λ., = Latin fiscus , , etc. (but later, =","lookup"
"G3056","I.2","account","generally, , μὴ φῦναι τὸν ἅπαντα νικᾷ λ. excels the whole , i.e. is best of , ; δόντας λ. τῶν ἐποίησαν for, i.e. paying the penalty for their doings, ; λ. ὑπέχειν, δοῦναι, ; λ. ἡ ἐπιστήμη, πολλὰ δὲ ὁ λ. the is manifold, ; ἔχων λόγον τοῦ διὰ τί an of the cause, ; ἐς λ. τινός on of, ἐς χρημάτων λ. ; λόγῳ with genitive , by of, ; κατὰ λόγον τοῦ μεγέθους if we take into his size,","lookup"
"G3056","I.2","reckoning","generally, , μὴ φῦναι τὸν ἅπαντα νικᾷ λ. excels the whole , i.e. is best of , ; δόντας λ. τῶν ἐποίησαν for, i.e. paying the penalty for their doings, ; λ. ὑπέχειν, δοῦναι, ; λ. ἡ ἐπιστήμη, πολλὰ δὲ ὁ λ. the is manifold, ; ἔχων λόγον τοῦ διὰ τί an of the cause, ; ἐς λ. τινός on of, ἐς χρημάτων λ. ; λόγῳ with genitive , by of, ; κατὰ λόγον τοῦ μεγέθους if we take into his size,","lookup"
"G3056","I.2","account","generally, , μὴ φῦναι τὸν ἅπαντα νικᾷ λ. excels the whole , i.e. is best of , ; δόντας λ. τῶν ἐποίησαν for, i.e. paying the penalty for their doings, ; λ. ὑπέχειν, δοῦναι, ; λ. ἡ ἐπιστήμη, πολλὰ δὲ ὁ λ. the is manifold, ; ἔχων λόγον τοῦ διὰ τί an of the cause, ; ἐς λ. τινός on of, ἐς χρημάτων λ. ; λόγῳ with genitive , by of, ; κατὰ λόγον τοῦ μεγέθους if we take into his size,","lookup"
"G3056","I.2","all","generally, , μὴ φῦναι τὸν ἅπαντα νικᾷ λ. excels the whole , i.e. is best of , ; δόντας λ. τῶν ἐποίησαν for, i.e. paying the penalty for their doings, ; λ. ὑπέχειν, δοῦναι, ; λ. ἡ ἐπιστήμη, πολλὰ δὲ ὁ λ. the is manifold, ; ἔχων λόγον τοῦ διὰ τί an of the cause, ; ἐς λ. τινός on of, ἐς χρημάτων λ. ; λόγῳ with genitive , by of, ; κατὰ λόγον τοῦ μεγέθους if we take into his size,","lookup"
"G3056","I.2","accounting","generally, , μὴ φῦναι τὸν ἅπαντα νικᾷ λ. excels the whole , i.e. is best of , ; δόντας λ. τῶν ἐποίησαν for, i.e. paying the penalty for their doings, ; λ. ὑπέχειν, δοῦναι, ; λ. ἡ ἐπιστήμη, πολλὰ δὲ ὁ λ. the is manifold, ; ἔχων λόγον τοῦ διὰ τί an of the cause, ; ἐς λ. τινός on of, ἐς χρημάτων λ. ; λόγῳ with genitive , by of, ; κατὰ λόγον τοῦ μεγέθους if we take into his size,","lookup"
"G3056","I.2","way","generally, , μὴ φῦναι τὸν ἅπαντα νικᾷ λ. excels the whole , i.e. is best of , ; δόντας λ. τῶν ἐποίησαν for, i.e. paying the penalty for their doings, ; λ. ὑπέχειν, δοῦναι, ; λ. ἡ ἐπιστήμη, πολλὰ δὲ ὁ λ. the is manifold, ; ἔχων λόγον τοῦ διὰ τί an of the cause, ; ἐς λ. τινός on of, ἐς χρημάτων λ. ; λόγῳ with genitive , by of, ; κατὰ λόγον τοῦ μεγέθους if we take into his size,","lookup"
"G3056","I.3","measure","; ἐς τούτου (i.e. γήραος) λ. οὐ πολλοί τινες ἀπικνέονται to the of old age, .; ὁ ξύμπας λ. the full , ; κοινῷ λ. νομίσαντα common , ; of expenditure, ; ὁ τῆς οὐσίας λ., = Latin patrimonii modus,","lookup"
"G3056","I.3","tale","; ἐς τούτου (i.e. γήραος) λ. οὐ πολλοί τινες ἀπικνέονται to the of old age, .; ὁ ξύμπας λ. the full , ; κοινῷ λ. νομίσαντα common , ; of expenditure, ; ὁ τῆς οὐσίας λ., = Latin patrimonii modus,","lookup"
"G3056","I.3","point","; ἐς τούτου (i.e. γήραος) λ. οὐ πολλοί τινες ἀπικνέονται to the of old age, .; ὁ ξύμπας λ. the full , ; κοινῷ λ. νομίσαντα common , ; of expenditure, ; ὁ τῆς οὐσίας λ., = Latin patrimonii modus,","lookup"
"G3056","I.3","tale","; ἐς τούτου (i.e. γήραος) λ. οὐ πολλοί τινες ἀπικνέονται to the of old age, .; ὁ ξύμπας λ. the full , ; κοινῷ λ. νομίσαντα common , ; of expenditure, ; ὁ τῆς οὐσίας λ., = Latin patrimonii modus,","lookup"
"G3056","I.3","measure","; ἐς τούτου (i.e. γήραος) λ. οὐ πολλοί τινες ἀπικνέονται to the of old age, .; ὁ ξύμπας λ. the full , ; κοινῷ λ. νομίσαντα common , ; of expenditure, ; ὁ τῆς οὐσίας λ., = Latin patrimonii modus,","lookup"
"G3056","I.3","sum","; ἐς τούτου (i.e. γήραος) λ. οὐ πολλοί τινες ἀπικνέονται to the of old age, .; ὁ ξύμπας λ. the full , ; κοινῷ λ. νομίσαντα common , ; of expenditure, ; ὁ τῆς οὐσίας λ., = Latin patrimonii modus,","lookup"
"G3056","I.3","total","; ἐς τούτου (i.e. γήραος) λ. οὐ πολλοί τινες ἀπικνέονται to the of old age, .; ὁ ξύμπας λ. the full , ; κοινῷ λ. νομίσαντα common , ; of expenditure, ; ὁ τῆς οὐσίας λ., = Latin patrimonii modus,","lookup"
"G3056","I.4","esteem","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","consideration","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","value","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","worth","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","account","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","repute","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","account","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","esteemed","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","value","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","reputation","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","regard","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","reckoned","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","count","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","I.4","reckoned","put on a person or thing (compare infr. VI. 2 d), οὗ πλείων λ. ἢ τῶν ἄλλων who is of more than all the rest, ; βροτῶν λ. οὐκ ἔσχεν οὐδέν᾽ ; λόγου οὐδενὸς γίνεσθαι πρός τινος to be of no with.., ; λόγου ποιήσασθαί τινα make one of , ; ἐλαχίστου, πλείστου λ. εἶναι, to be highly, lowly , ; but also λόγον τινὸς ποιεῖσθαι, like Latin rationem habere alicujus , make of, set a on, (but also, have the of.., see below; ἐν οὐδενὶ λ. ἀπώλοντο without , ; ὑμεῖς οὔτ᾽ ἐν λ. οὔτ᾽ ἐν ἀριθμῷ Oracle texts cited in ; ἐν ἀνδρῶν λ. [εἶναι] to be as a man, ; ἐν ἰδιώτεω λόγῳ καὶ ἀτίμου as..,","lookup"
"G3056","II","relation",",","lookup"
"G3056","II","correspondence",",","lookup"
"G3056","II","proportion",",","lookup"
