"strong","related_strong","related_form","related_transliteration","related_gloss","status"
"H0505H","H0506","אֲלַ֑ף","a.laph","thousand","ok"
"H0505H","H0507","הָאֶ֫לֶף","ha.e.leph","Haeleph","ok"
"H0529","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0529","H0525","אָמוֹן","a.mon","artisan","ok"
"H0529","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0529","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0529","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0529","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0529","H0539","אָמַן","a.man","be faithful","ok"
"H0529","H0540","אֲמַן","a.man","to trust","ok"
"H0529","H0542","אָמָּן","am.man","artisan","ok"
"H0529","H0543","אָמֵן","a.men","amen","ok"
"H0529","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0529","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0529","H0546","אׇמְנָה","om.nah","truly","ok"
"H0529","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0529","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0529","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0529","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0529","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0529","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0529","H0551","אׇמְנָם","om.nam","truly","ok"
"H0529","H0552","אֻמְנָם","um.nam","truly","ok"
"H0529","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0529","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0529","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0529","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0529","H1968G","הֵימָן","he.man","Heman","ok"
"H0529","H1968H","הֵימָן","he.man","Heman","ok"
"H0529","H1968I","הֵימָן","he.man","Heman","ok"
"H0529","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0530","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0530","H0525","אָמוֹן","a.mon","artisan","ok"
"H0530","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0530","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0530","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0530","H0529","אֵמֻן","e.mun","faithful","ok"
"H0530","H0539","אָמַן","a.man","be faithful","ok"
"H0530","H0540","אֲמַן","a.man","to trust","ok"
"H0530","H0542","אָמָּן","am.man","artisan","ok"
"H0530","H0543","אָמֵן","a.men","amen","ok"
"H0530","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0530","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0530","H0546","אׇמְנָה","om.nah","truly","ok"
"H0530","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0530","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0530","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0530","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0530","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0530","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0530","H0551","אׇמְנָם","om.nam","truly","ok"
"H0530","H0552","אֻמְנָם","um.nam","truly","ok"
"H0530","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0530","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0530","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0530","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0530","H1968G","הֵימָן","he.man","Heman","ok"
"H0530","H1968H","הֵימָן","he.man","Heman","ok"
"H0530","H1968I","הֵימָן","he.man","Heman","ok"
"H0530","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0533","H0531","אָמוֹץ","a.mots","Amoz","ok"
"H0533","H0553","אָמֵץ","a.mets","to strengthen","ok"
"H0533","H0554","אָמֹץ","a.mots","strong","ok"
"H0533","H0555","אֹ֫מֶץ","o.mets","strength","ok"
"H0533","H0556","אַמְצָה","am.tsah","strength","ok"
"H0533","H0557G","אַמְצִי","am.tsi","Amzi","ok"
"H0533","H0557H","אַמְצִי","am.tsi","Amzi","ok"
"H0533","H0558G","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0533","H0558H","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0533","H0558I","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0533","H0558J","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0533","H3981","מַאֲמָץ","ma.a.mats","power","ok"
"H0535","H0536","אֻמְלַל","um.lal","weak","ok"
"H0535","H0537","אֲמֵלָל","a.me.lal","weak","ok"
"H0536","H0535","אָמַל","a.mal","to weaken","ok"
"H0536","H0537","אֲמֵלָל","a.me.lal","weak","ok"
"H0537","H0535","אָמַל","a.mal","to weaken","ok"
"H0537","H0536","אֻמְלַל","um.lal","weak","ok"
"H0539","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0539","H0525","אָמוֹן","a.mon","artisan","ok"
"H0539","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0539","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0539","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0539","H0529","אֵמֻן","e.mun","faithful","ok"
"H0539","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0539","H0540","אֲמַן","a.man","to trust","ok"
"H0539","H0541","אָמַן","a.man","to turn right","ok"
"H0539","H0542","אָמָּן","am.man","artisan","ok"
"H0539","H0543","אָמֵן","a.men","amen","ok"
"H0539","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0539","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0539","H0546","אׇמְנָה","om.nah","truly","ok"
"H0539","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0539","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0539","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0539","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0539","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0539","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0539","H0551","אׇמְנָם","om.nam","truly","ok"
"H0539","H0552","אֻמְנָם","um.nam","truly","ok"
"H0539","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0539","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0539","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0539","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0539","H1968G","הֵימָן","he.man","Heman","ok"
"H0539","H1968H","הֵימָן","he.man","Heman","ok"
"H0539","H1968I","הֵימָן","he.man","Heman","ok"
"H0539","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0540","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0540","H0525","אָמוֹן","a.mon","artisan","ok"
"H0540","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0540","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0540","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0540","H0529","אֵמֻן","e.mun","faithful","ok"
"H0540","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0540","H0539","אָמַן","a.man","be faithful","ok"
"H0540","H0542","אָמָּן","am.man","artisan","ok"
"H0540","H0543","אָמֵן","a.men","amen","ok"
"H0540","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0540","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0540","H0546","אׇמְנָה","om.nah","truly","ok"
"H0540","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0540","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0540","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0540","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0540","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0540","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0540","H0551","אׇמְנָם","om.nam","truly","ok"
"H0540","H0552","אֻמְנָם","um.nam","truly","ok"
"H0540","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0540","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0540","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0540","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0540","H1968G","הֵימָן","he.man","Heman","ok"
"H0540","H1968H","הֵימָן","he.man","Heman","ok"
"H0540","H1968I","הֵימָן","he.man","Heman","ok"
"H0540","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0543","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0543","H0525","אָמוֹן","a.mon","artisan","ok"
"H0543","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0543","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0543","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0543","H0529","אֵמֻן","e.mun","faithful","ok"
"H0543","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0543","H0539","אָמַן","a.man","be faithful","ok"
"H0543","H0540","אֲמַן","a.man","to trust","ok"
"H0543","H0542","אָמָּן","am.man","artisan","ok"
"H0543","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0543","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0543","H0546","אׇמְנָה","om.nah","truly","ok"
"H0543","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0543","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0543","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0543","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0543","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0543","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0543","H0551","אׇמְנָם","om.nam","truly","ok"
"H0543","H0552","אֻמְנָם","um.nam","truly","ok"
"H0543","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0543","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0543","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0543","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0543","H1968G","הֵימָן","he.man","Heman","ok"
"H0543","H1968H","הֵימָן","he.man","Heman","ok"
"H0543","H1968I","הֵימָן","he.man","Heman","ok"
"H0543","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0544","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0544","H0525","אָמוֹן","a.mon","artisan","ok"
"H0544","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0544","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0544","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0544","H0529","אֵמֻן","e.mun","faithful","ok"
"H0544","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0544","H0539","אָמַן","a.man","be faithful","ok"
"H0544","H0540","אֲמַן","a.man","to trust","ok"
"H0544","H0542","אָמָּן","am.man","artisan","ok"
"H0544","H0543","אָמֵן","a.men","amen","ok"
"H0544","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0544","H0546","אׇמְנָה","om.nah","truly","ok"
"H0544","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0544","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0544","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0544","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0544","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0544","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0544","H0551","אׇמְנָם","om.nam","truly","ok"
"H0544","H0552","אֻמְנָם","um.nam","truly","ok"
"H0544","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0544","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0544","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0544","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0544","H1968G","הֵימָן","he.man","Heman","ok"
"H0544","H1968H","הֵימָן","he.man","Heman","ok"
"H0544","H1968I","הֵימָן","he.man","Heman","ok"
"H0544","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0551","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0551","H0525","אָמוֹן","a.mon","artisan","ok"
"H0551","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0551","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0551","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0551","H0529","אֵמֻן","e.mun","faithful","ok"
"H0551","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0551","H0539","אָמַן","a.man","be faithful","ok"
"H0551","H0540","אֲמַן","a.man","to trust","ok"
"H0551","H0542","אָמָּן","am.man","artisan","ok"
"H0551","H0543","אָמֵן","a.men","amen","ok"
"H0551","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0551","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0551","H0546","אׇמְנָה","om.nah","truly","ok"
"H0551","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0551","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0551","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0551","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0551","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0551","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0551","H0552","אֻמְנָם","um.nam","truly","ok"
"H0551","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0551","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0551","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0551","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0551","H1968G","הֵימָן","he.man","Heman","ok"
"H0551","H1968H","הֵימָן","he.man","Heman","ok"
"H0551","H1968I","הֵימָן","he.man","Heman","ok"
"H0551","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0553","H0531","אָמוֹץ","a.mots","Amoz","ok"
"H0553","H0533","אַמִּיץ","am.mits","strong","ok"
"H0553","H0554","אָמֹץ","a.mots","strong","ok"
"H0553","H0555","אֹ֫מֶץ","o.mets","strength","ok"
"H0553","H0556","אַמְצָה","am.tsah","strength","ok"
"H0553","H0557G","אַמְצִי","am.tsi","Amzi","ok"
"H0553","H0557H","אַמְצִי","am.tsi","Amzi","ok"
"H0553","H0558G","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0553","H0558H","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0553","H0558I","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0553","H0558J","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0553","H3981","מַאֲמָץ","ma.a.mats","power","ok"
"H0554","H0531","אָמוֹץ","a.mots","Amoz","ok"
"H0554","H0533","אַמִּיץ","am.mits","strong","ok"
"H0554","H0553","אָמֵץ","a.mets","to strengthen","ok"
"H0554","H0555","אֹ֫מֶץ","o.mets","strength","ok"
"H0554","H0556","אַמְצָה","am.tsah","strength","ok"
"H0554","H0557G","אַמְצִי","am.tsi","Amzi","ok"
"H0554","H0557H","אַמְצִי","am.tsi","Amzi","ok"
"H0554","H0558G","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0554","H0558H","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0554","H0558I","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0554","H0558J","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0554","H3981","מַאֲמָץ","ma.a.mats","power","ok"
"H0555","H0531","אָמוֹץ","a.mots","Amoz","ok"
"H0555","H0533","אַמִּיץ","am.mits","strong","ok"
"H0555","H0553","אָמֵץ","a.mets","to strengthen","ok"
"H0555","H0554","אָמֹץ","a.mots","strong","ok"
"H0555","H0556","אַמְצָה","am.tsah","strength","ok"
"H0555","H0557G","אַמְצִי","am.tsi","Amzi","ok"
"H0555","H0557H","אַמְצִי","am.tsi","Amzi","ok"
"H0555","H0558G","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0555","H0558H","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0555","H0558I","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0555","H0558J","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0555","H3981","מַאֲמָץ","ma.a.mats","power","ok"
"H0556","H0531","אָמוֹץ","a.mots","Amoz","ok"
"H0556","H0533","אַמִּיץ","am.mits","strong","ok"
"H0556","H0553","אָמֵץ","a.mets","to strengthen","ok"
"H0556","H0554","אָמֹץ","a.mots","strong","ok"
"H0556","H0555","אֹ֫מֶץ","o.mets","strength","ok"
"H0556","H0557G","אַמְצִי","am.tsi","Amzi","ok"
"H0556","H0557H","אַמְצִי","am.tsi","Amzi","ok"
"H0556","H0558G","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0556","H0558H","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0556","H0558I","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0556","H0558J","אֲמַצְיָ֫הוּ","a.mats.ya.hu","Amaziah","ok"
"H0556","H3981","מַאֲמָץ","ma.a.mats","power","ok"
"H0559","H0201","אוֹמָר","o.mar","Omar","ok"
"H0559","H0204","אֹן","on","On","ok"
"H0559","H0534","אָמִיר","a.mir","top","ok"
"H0559","H0560","אֲמַר","a.mar","to say","ok"
"H0559","H0561","אֵמֶר","e.mer","word","ok"
"H0559","H0562","אֹמֶר","o.mer","word","ok"
"H0559","H0564G","אִמֵּר","im.mer","Immer","ok"
"H0559","H0564H","אִמֵּר","im.mer","Immer","ok"
"H0559","H0564I","אִמֵּר","im.mer","Immer","ok"
"H0559","H0564J","אִמֵּר","im.mer","Immer","ok"
"H0559","H0565A","אִמְרָה","im.rah","word","ok"
"H0559","H0565B","אֶמְרָה","em.rah","threat","ok"
"H0559","H0566G","אִמְרִי","im.ri","Imri","ok"
"H0559","H0566H","אִמְרִי","im.ri","Imri","ok"
"H0559","H0567","אֱמֹרִי","e.mo.ri","Amorite","ok"
"H0559","H0568G","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568H","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568I","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568J","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568K","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568L","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568M","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568N","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0568O","אֲמַרְיָ֫הוּ","a.mar.ya.hu","Amariah","ok"
"H0559","H0569","אַמְרָפֶל","am.ra.phel","Amraphel","ok"
"H0559","H0570","אֶ֫מֶשׁ","e.mesh","last night","ok"
"H0559","H0577","אָֽנָּ֫א","a.n.na","Please!","ok"
"H0559","H3982","מַאֲמַר","ma.a.mar","command","ok"
"H0560","H0559","אָמַר","a.mar","to say","ok"
"H0560","H0563","אִמַּר","im.mar","lamb","ok"
"H0560","H3983","מֵאמַר","me.mar","command","ok"
"H0571G","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0571G","H0525","אָמוֹן","a.mon","artisan","ok"
"H0571G","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0571G","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0571G","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0571G","H0529","אֵמֻן","e.mun","faithful","ok"
"H0571G","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0571G","H0539","אָמַן","a.man","be faithful","ok"
"H0571G","H0540","אֲמַן","a.man","to trust","ok"
"H0571G","H0542","אָמָּן","am.man","artisan","ok"
"H0571G","H0543","אָמֵן","a.men","amen","ok"
"H0571G","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0571G","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0571G","H0546","אׇמְנָה","om.nah","truly","ok"
"H0571G","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0571G","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0571G","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0571G","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0571G","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0571G","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0571G","H0551","אׇמְנָם","om.nam","truly","ok"
"H0571G","H0552","אֻמְנָם","um.nam","truly","ok"
"H0571G","H0571H","אֱמֶת","e.met","truth: true","ok"
"H0571G","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0571G","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0571G","H1968G","הֵימָן","he.man","Heman","ok"
"H0571G","H1968H","הֵימָן","he.man","Heman","ok"
"H0571G","H1968I","הֵימָן","he.man","Heman","ok"
"H0571G","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0571H","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0571H","H0525","אָמוֹן","a.mon","artisan","ok"
"H0571H","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0571H","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0571H","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0571H","H0529","אֵמֻן","e.mun","faithful","ok"
"H0571H","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0571H","H0539","אָמַן","a.man","be faithful","ok"
"H0571H","H0540","אֲמַן","a.man","to trust","ok"
"H0571H","H0542","אָמָּן","am.man","artisan","ok"
"H0571H","H0543","אָמֵן","a.men","amen","ok"
"H0571H","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
"H0571H","H0545","אׇמְנָה","om.nah","brought up","ok"
"H0571H","H0546","אׇמְנָה","om.nah","truly","ok"
"H0571H","H0547","אֹמְנָה","o.me.nah","pillar","ok"
"H0571H","H0548","אֲמָנָה","a.ma.nah","sure","ok"
"H0571H","H0549G","אֲמָנָה","a.ma.nah","Amana","ok"
"H0571H","H0549H","אֲמָנָה","a.ma.nah","Amana","ok"
"H0571H","H0550G","אַמְנוֹן","am.non","Amnon","ok"
"H0571H","H0550H","אַמְנוֹן","am.non","Amnon","ok"
"H0571H","H0551","אׇמְנָם","om.nam","truly","ok"
"H0571H","H0552","אֻמְנָם","um.nam","truly","ok"
"H0571H","H0571G","אֱמֶת","e.met","truth: faithful","ok"
"H0571H","H0571I","אֱמֶת","e.met","truth: certain","ok"
"H0571H","H0573","אֲמִתַּי","a.mit.tay","Amittai","ok"
"H0571H","H1968G","הֵימָן","he.man","Heman","ok"
"H0571H","H1968H","הֵימָן","he.man","Heman","ok"
"H0571H","H1968I","הֵימָן","he.man","Heman","ok"
"H0571H","H4104","מְהוּמָן","me.hu.man","Mehuman","ok"
"H0571I","H0071","אֲבָנָה","a.va.nah","Abana","ok"
"H0571I","H0525","אָמוֹן","a.mon","artisan","ok"
"H0571I","H0526G","אָמוֹן","a.mon","Amon","ok"
"H0571I","H0526H","אָמוֹן","a.mon","Amon","ok"
"H0571I","H0526I","אָמוֹן","a.mon","Amon","ok"
"H0571I","H0529","אֵמֻן","e.mun","faithful","ok"
"H0571I","H0530","אֱמוּנָה","e.mu.nah","faithfulness","ok"
"H0571I","H0539","אָמַן","a.man","be faithful","ok"
"H0571I","H0540","אֲמַן","a.man","to trust","ok"
"H0571I","H0542","אָמָּן","am.man","artisan","ok"
"H0571I","H0543","אָמֵן","a.men","amen","ok"
"H0571I","H0544","אֹ֫מֶן","o.men","faithfulness","ok"
