"strong","related_strong","related_form","related_transliteration","related_gloss","status"
"H2508","H2505B","חָלַק","cha.laq","to smooth","ok"
"H2508","H2506A","חֵ֫לֶק","che.leq","portion","ok"
"H2508","H2562","חֲמַר","cha.mar","wine","ok"
"H2508","H2591","חִנְטָה","chin.tah","wheat","ok"
"H2508","H2597","חֲנֻכָּה","cha.nuk.kah","dedication","ok"
"H2508","H4255","מַחְלְקָה","mach.le.qah","class","ok"
"H2514","H2505A","חָלַק","cha.laq","to divide","ok"
"H2514","H2505B","חָלַק","cha.laq","to smooth","ok"
"H2514","H2506A","חֵ֫לֶק","che.leq","portion","ok"
"H2514","H2506B","חֵ֫לֶק","che.leq","smoothness","ok"
"H2514","H2509","חָלָק","cha.laq","smooth","ok"
"H2514","H2510","חָלָק","cha.laq","[Mount] Halak","ok"
"H2514","H2511","חַלָּק","chal.laq","smooth","ok"
"H2514","H2512","חַלֻּק","chal.luq","smooth","ok"
"H2514","H2513A","חֶלְקָה","chel.qah","portion","ok"
"H2514","H2513B","חֶלְקָה","chel.qah","smoothness","ok"
"H2514","H2519","חֲלַקְלַקּוֹת","cha.laq.laq.qot","smoothness","ok"
"H2514","H5555","סֶלַע הַמַּחְלְקוֹת","se.la ham.mach.le.qot","Rock of Escape","ok"
"H2515","H2505A","חָלַק","cha.laq","to divide","ok"
"H2515","H2505B","חָלַק","cha.laq","to smooth","ok"
"H2515","H2506A","חֵ֫לֶק","che.leq","portion","ok"
"H2515","H2506B","חֵ֫לֶק","che.leq","smoothness","ok"
"H2515","H2507","חֵ֫לֶק","che.leq","Helek","ok"
"H2515","H2512","חַלֻּק","chal.luq","smooth","ok"
"H2515","H2513A","חֶלְקָה","chel.qah","portion","ok"
"H2515","H2513B","חֶלְקָה","chel.qah","smoothness","ok"
"H2515","H2516","חֶלְקִי","chel.qi","Helekite","ok"
"H2515","H2517","חֶלְקָ֑י","chel.qa","Helkai","ok"
"H2515","H2518G","חִלְקִיָּהוּ","chil.qiy.ya.hu","Hilkiah","ok"
"H2515","H2518H","חִלְקִיָּהוּ","chil.qiy.ya.hu","Hilkiah","ok"
"H2515","H2518I","חִלְקִיָּהוּ","chil.qiy.ya.hu","Hilkiah","ok"
"H2515","H2518J","חִלְקִיָּהוּ","chil.qiy.ya.hu","Hilkiah","ok"
"H2515","H2518K","חִלְקִיָּהוּ","chil.qiy.ya.hu","Hilkiah","ok"
"H2515","H2518L","חִלְקִיָּהוּ","chil.qiy.ya.hu","Hilkiah","ok"
"H2515","H2518M","חִלְקִיָּהוּ","chil.qiy.ya.hu","Hilkiah","ok"
"H2515","H2520","חֶלְקָת֙","chel.qat","Helkath","ok"
"H2515","H2521","חֶלְקַת הַצֻּרִים","chel.qat hats.tsu.rim","Helkath-hazzurim","ok"
"H2515","H4256","מַחֲלֹ֫קֶת","ma.cha.lo.qet","division","ok"
"H2519","H2505A","חָלַק","cha.laq","to divide","ok"
"H2519","H2505B","חָלַק","cha.laq","to smooth","ok"
"H2519","H2506A","חֵ֫לֶק","che.leq","portion","ok"
"H2519","H2506B","חֵ֫לֶק","che.leq","smoothness","ok"
"H2519","H2509","חָלָק","cha.laq","smooth","ok"
"H2519","H2510","חָלָק","cha.laq","[Mount] Halak","ok"
"H2519","H2511","חַלָּק","chal.laq","smooth","ok"
"H2519","H2512","חַלֻּק","chal.luq","smooth","ok"
"H2519","H2513A","חֶלְקָה","chel.qah","portion","ok"
"H2519","H2513B","חֶלְקָה","chel.qah","smoothness","ok"
"H2519","H2514","חֲלַקָּה","cha.laq.qah","flattery","ok"
"H2519","H5555","סֶלַע הַמַּחְלְקוֹת","se.la ham.mach.le.qot","Rock of Escape","ok"
"H2522","H2476","חֲלוּשָׁה","cha.lu.shah","weakness","ok"
"H2522","H2523","חַלָּשׁ","chal.lash","weak","ok"
"H2522","H2526G","חָם","cham","Ham","ok"
"H2522","H2526H","חָם","cham","Ham","ok"
"H2523","H2476","חֲלוּשָׁה","cha.lu.shah","weakness","ok"
"H2523","H2522","חָלַשׁ","cha.lash","to weaken","ok"
"H2523","H2526G","חָם","cham","Ham","ok"
"H2523","H2526H","חָם","cham","Ham","ok"
"H2528","H2529A","חֶמְאָה","chem.ah","curd","ok"
"H2528","H2529B","חֵמָה","che.mah","heat","ok"
"H2528","H2534","חֵמָה","che.mah","rage","ok"
"H2528","H3179","יָחַם","ya.cham","to conceive","ok"
"H2530A","H2530B","חֲמוּדָה","cha.mu.dah","precious thing","ok"
"H2530A","H2531","חֶ֫מֶד","che.med","delight","ok"
"H2530A","H2532A","חֶמְדָּה","chem.dah","desire","ok"
"H2530A","H2532B","חֲמוּדָה","cha.mu.dah","desirable thing","ok"
"H2530A","H2533","חֶמְדָּן","chem.dan","Hemdan","ok"
"H2530A","H4261","מַחְמָד","mach.mad","desire","ok"
"H2530A","H4262","מַחְמֹד","mach.mod","desirable","ok"
"H2530B","H2530A","חָמַד","cha.mad","to desire","ok"
"H2530B","H2531","חֶ֫מֶד","che.med","delight","ok"
"H2530B","H2532A","חֶמְדָּה","chem.dah","desire","ok"
"H2530B","H2532B","חֲמוּדָה","cha.mu.dah","desirable thing","ok"
"H2530B","H2533","חֶמְדָּן","chem.dan","Hemdan","ok"
"H2530B","H4261","מַחְמָד","mach.mad","desire","ok"
"H2530B","H4262","מַחְמֹד","mach.mod","desirable","ok"
"H2531","H2530A","חָמַד","cha.mad","to desire","ok"
"H2531","H2530B","חֲמוּדָה","cha.mu.dah","precious thing","ok"
"H2531","H2532A","חֶמְדָּה","chem.dah","desire","ok"
"H2531","H2532B","חֲמוּדָה","cha.mu.dah","desirable thing","ok"
"H2531","H2533","חֶמְדָּן","chem.dan","Hemdan","ok"
"H2531","H4261","מַחְמָד","mach.mad","desire","ok"
"H2531","H4262","מַחְמֹד","mach.mod","desirable","ok"
"H2532A","H2530A","חָמַד","cha.mad","to desire","ok"
"H2532A","H2530B","חֲמוּדָה","cha.mu.dah","precious thing","ok"
"H2532A","H2531","חֶ֫מֶד","che.med","delight","ok"
"H2532A","H2532B","חֲמוּדָה","cha.mu.dah","desirable thing","ok"
"H2532A","H2533","חֶמְדָּן","chem.dan","Hemdan","ok"
"H2532A","H4261","מַחְמָד","mach.mad","desire","ok"
"H2532A","H4262","מַחְמֹד","mach.mod","desirable","ok"
"H2532B","H2530A","חָמַד","cha.mad","to desire","ok"
"H2532B","H2530B","חֲמוּדָה","cha.mu.dah","precious thing","ok"
"H2532B","H2531","חֶ֫מֶד","che.med","delight","ok"
"H2532B","H2532A","חֶמְדָּה","chem.dah","desire","ok"
"H2532B","H2533","חֶמְדָּן","chem.dan","Hemdan","ok"
"H2532B","H4261","מַחְמָד","mach.mad","desire","ok"
"H2532B","H4262","מַחְמֹד","mach.mod","desirable","ok"
"H2534","H2528","חֱמָא","che.ma","rage","ok"
"H2534","H2529A","חֶמְאָה","chem.ah","curd","ok"
"H2534","H2529B","חֵמָה","che.mah","heat","ok"
"H2534","H3179","יָחַם","ya.cham","to conceive","ok"
"H2550","H2538","חָמוּל","cha.mul","Hamul","ok"
"H2550","H2539","חָמוּלִי","cha.mu.li","Hamulite","ok"
"H2550","H2551","חֶמְלָה","chem.lah","compassion","ok"
"H2550","H4263","מַחְמָל","mach.mal","compassion","ok"
"H2551","H2538","חָמוּל","cha.mul","Hamul","ok"
"H2551","H2539","חָמוּלִי","cha.mu.li","Hamulite","ok"
"H2551","H2550","חָמַל","cha.mal","to spare","ok"
"H2551","H4263","מַחְמָל","mach.mal","compassion","ok"
"H2552","H2525","חָם","cham","hot","ok"
"H2552","H2527","חֹם","chom","heat","ok"
"H2552","H2535","חַמָּה","cham.mah","heat","ok"
"H2552","H2536","חַמּוּאֵל","cham.mu.el","Hammuel","ok"
"H2552","H2540","חַמּוֹן","cham.mon","Hammon","ok"
"H2552","H2553","חַמָּן","cham.man","pillar","ok"
"H2552","H2575A","חַמַּת","cham.mat","Hammath","ok"
"H2552","H2575B","חַמַּת","cham.mat","Hammath","ok"
"H2552","H2576","חַמֹּת דֹּאר","cham.mot dor","Hammoth-dor","ok"
"H2553","H2525","חָם","cham","hot","ok"
"H2553","H2527","חֹם","chom","heat","ok"
"H2553","H2535","חַמָּה","cham.mah","heat","ok"
"H2553","H2536","חַמּוּאֵל","cham.mu.el","Hammuel","ok"
"H2553","H2540","חַמּוֹן","cham.mon","Hammon","ok"
"H2553","H2552","חָמַם","cha.mam","to warm","ok"
"H2553","H2575A","חַמַּת","cham.mat","Hammath","ok"
"H2553","H2575B","חַמַּת","cham.mat","Hammath","ok"
"H2553","H2576","חַמֹּת דֹּאר","cham.mot dor","Hammoth-dor","ok"
"H2555","H2554","חָמַס","cha.mas","to injure","ok"
"H2555","H8464","תַּחְמָס","tach.mas","ostrich","ok"
"H2556B","H2541","חָמוֹץ","cha.mots","oppression","ok"
"H2556B","H2548","חָמִיץ","cha.mits","salted","ok"
"H2556B","H2556A","חָמֵץ","cha.mets","to leaven","ok"
"H2556B","H2556C","חָמַץ","cha.mats","to oppress","ok"
"H2556B","H2557A","חָמֵץ","cha.mets","leaven","ok"
"H2556B","H2557B","מַחְמֶ֫צֶת","mach.me.tset","leaven","ok"
"H2556B","H2558","חֹ֫מֶץ","cho.mets","vinegar","ok"
"H2556C","H2541","חָמוֹץ","cha.mots","oppression","ok"
"H2556C","H2548","חָמִיץ","cha.mits","salted","ok"
"H2556C","H2556A","חָמֵץ","cha.mets","to leaven","ok"
"H2556C","H2556B","חָמַץ","cha.mats","be red","ok"
"H2556C","H2557A","חָמֵץ","cha.mets","leaven","ok"
"H2556C","H2557B","מַחְמֶ֫צֶת","mach.me.tset","leaven","ok"
"H2556C","H2558","חֹ֫מֶץ","cho.mets","vinegar","ok"
"H2560C","H2543","חֲמוֹר","cha.mor","donkey","ok"
"H2560C","H2544","חֲמוֹר","cha.mor","Hamor","ok"
"H2560C","H2560A","חָמַר","cha.mar","to aggitate","ok"
"H2560C","H2560B","חָמַר","cha.mar","to daub","ok"
"H2560C","H2561","חֶ֫מֶר","che.mer","wine","ok"
"H2560C","H2563A","חֹ֫מֶר","cho.mer","clay","ok"
"H2560C","H2563B","חֹ֫מֶר","cho.mer","heap","ok"
"H2560C","H2563C","חֹ֫מֶר","cho.mer","homer","ok"
"H2560C","H2564","חֵמָר","che.mar","bitumen","ok"
"H2560C","H2565","חֲמוֹר","cha.mor","heap","ok"
"H2560C","H2566","חַמְרָן","cham.ran","Hemdan","ok"
"H2560C","H3180","יַחְמוּר","yach.mur","roebuck","ok"
"H2567","H2549","חֲמִישִׁי","cha.mi.shi","fifth","ok"
"H2567","H2568","חָמֵשׁ","cha.mesh","five","ok"
"H2567","H2569","חֹ֫מֶשׁ","cho.mesh","fifth","ok"
"H2567","H2572","חֲמִשִּׁים","cha.mish.shim","fifty","ok"
"H2573","H2346G","חוֹמָה","cho.mah","wall","ok"
"H2573","H2346H","חוֹמָה","cho.mah","[Broad] Wall","ok"
"H2573","H2574G","חֲמָת","cha.mat","Hamath","ok"
"H2573","H2574H","חֲמָת","cha.mat","[Zobah]-Hamath","ok"
"H2573","H2577","חֲמָתִי","cha.ma.ti","Hamathite","ok"
"H2573","H2579","חֲמַת רַבָּה","cha.mat rab.bah","Hamath the great","ok"
"H2580","H2433","חִין","chin","beauty","ok"
"H2580","H2581","חֵן","chen","Hen","ok"
"H2580","H2582G","חֵנָדָד","che.na.dad","Henadad","ok"
"H2580","H2582H","חֵנָדָד","che.na.dad","Henadad","ok"
"H2580","H2582I","חֵנָדָד","che.na.dad","Henadad","ok"
"H2580","H2584","חַנָּה","chan.nah","Hannah","ok"
"H2580","H2586G","חָנוּן","cha.nun","Hanun","ok"
"H2580","H2586H","חָנוּן","cha.nun","Hanun","ok"
"H2580","H2586I","חָנוּן","cha.nun","Hanun","ok"
"H2580","H2587","חַנּוּן","chan.nun","gracious","ok"
"H2580","H2592G","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2580","H2592H","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2580","H2594","חֲנִינָה","cha.ni.nah","favor","ok"
"H2580","H2600","חִנָּם","chin.nam","for nothing","ok"
"H2580","H2603A","חָנַן","cha.nan","be gracious","ok"
"H2580","H2603B","חָנַן","cha.nan","be loathsome","ok"
"H2580","H2605G","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605H","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605I","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605J","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605K","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605L","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605M","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605N","חָנָן","cha.nan","Hanan","ok"
"H2580","H2605O","חָנָן","cha.nan","Hanan","ok"
"H2580","H2606","חֲנַנְאֵל","cha.nan.el","[Tower of] Hananel","ok"
"H2580","H2607G","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2580","H2607H","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2580","H2607I","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2580","H2607J","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2580","H2607K","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2580","H2608A","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608B","חֲנַנְיָה","cha.nan.yah","Hananiah","ok"
"H2580","H2608G","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608H","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608I","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608J","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608K","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608L","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608M","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608N","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608O","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608P","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608Q","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608R","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608S","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2608T","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2580","H2615","חַנָּתֹן","chan.na.ton","Hannathon","ok"
"H2580","H8467","תְּחִנָּה","te.chin.nah","supplication","ok"
"H2580","H8468","תְּחִנָּה","te.chin.nah","Tehinnah","ok"
"H2580","H8469","תַּחֲנוּן","ta.cha.nun","supplication","ok"
"H2587","H2433","חִין","chin","beauty","ok"
"H2587","H2580","חֵן","chen","favor","ok"
"H2587","H2581","חֵן","chen","Hen","ok"
"H2587","H2582G","חֵנָדָד","che.na.dad","Henadad","ok"
"H2587","H2582H","חֵנָדָד","che.na.dad","Henadad","ok"
"H2587","H2582I","חֵנָדָד","che.na.dad","Henadad","ok"
"H2587","H2584","חַנָּה","chan.nah","Hannah","ok"
"H2587","H2586G","חָנוּן","cha.nun","Hanun","ok"
"H2587","H2586H","חָנוּן","cha.nun","Hanun","ok"
"H2587","H2586I","חָנוּן","cha.nun","Hanun","ok"
"H2587","H2592G","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2587","H2592H","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2587","H2594","חֲנִינָה","cha.ni.nah","favor","ok"
"H2587","H2600","חִנָּם","chin.nam","for nothing","ok"
"H2587","H2603A","חָנַן","cha.nan","be gracious","ok"
"H2587","H2603B","חָנַן","cha.nan","be loathsome","ok"
"H2587","H2605G","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605H","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605I","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605J","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605K","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605L","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605M","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605N","חָנָן","cha.nan","Hanan","ok"
"H2587","H2605O","חָנָן","cha.nan","Hanan","ok"
"H2587","H2606","חֲנַנְאֵל","cha.nan.el","[Tower of] Hananel","ok"
"H2587","H2607G","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2587","H2607H","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2587","H2607I","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2587","H2607J","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2587","H2607K","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2587","H2608A","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608B","חֲנַנְיָה","cha.nan.yah","Hananiah","ok"
"H2587","H2608G","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608H","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608I","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608J","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608K","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608L","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608M","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608N","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608O","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608P","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608Q","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608R","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608S","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2608T","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2587","H2615","חַנָּתֹן","chan.na.ton","Hannathon","ok"
"H2587","H8467","תְּחִנָּה","te.chin.nah","supplication","ok"
"H2587","H8468","תְּחִנָּה","te.chin.nah","Tehinnah","ok"
"H2587","H8469","תַּחֲנוּן","ta.cha.nun","supplication","ok"
"H2594","H2433","חִין","chin","beauty","ok"
"H2594","H2580","חֵן","chen","favor","ok"
"H2594","H2581","חֵן","chen","Hen","ok"
"H2594","H2582G","חֵנָדָד","che.na.dad","Henadad","ok"
"H2594","H2582H","חֵנָדָד","che.na.dad","Henadad","ok"
"H2594","H2582I","חֵנָדָד","che.na.dad","Henadad","ok"
"H2594","H2584","חַנָּה","chan.nah","Hannah","ok"
"H2594","H2586G","חָנוּן","cha.nun","Hanun","ok"
"H2594","H2586H","חָנוּן","cha.nun","Hanun","ok"
"H2594","H2586I","חָנוּן","cha.nun","Hanun","ok"
"H2594","H2587","חַנּוּן","chan.nun","gracious","ok"
"H2594","H2592G","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2594","H2592H","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2594","H2600","חִנָּם","chin.nam","for nothing","ok"
"H2594","H2603A","חָנַן","cha.nan","be gracious","ok"
"H2594","H2603B","חָנַן","cha.nan","be loathsome","ok"
"H2594","H2605G","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605H","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605I","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605J","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605K","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605L","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605M","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605N","חָנָן","cha.nan","Hanan","ok"
"H2594","H2605O","חָנָן","cha.nan","Hanan","ok"
"H2594","H2606","חֲנַנְאֵל","cha.nan.el","[Tower of] Hananel","ok"
"H2594","H2607G","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2594","H2607H","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2594","H2607I","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2594","H2607J","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2594","H2607K","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2594","H2608A","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608B","חֲנַנְיָה","cha.nan.yah","Hananiah","ok"
"H2594","H2608G","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608H","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608I","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608J","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608K","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608L","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608M","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608N","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608O","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608P","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608Q","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608R","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608S","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2608T","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2594","H2615","חַנָּתֹן","chan.na.ton","Hannathon","ok"
"H2594","H8467","תְּחִנָּה","te.chin.nah","supplication","ok"
"H2594","H8468","תְּחִנָּה","te.chin.nah","Tehinnah","ok"
"H2594","H8469","תַּחֲנוּן","ta.cha.nun","supplication","ok"
"H2600","H2433","חִין","chin","beauty","ok"
"H2600","H2580","חֵן","chen","favor","ok"
"H2600","H2581","חֵן","chen","Hen","ok"
"H2600","H2582G","חֵנָדָד","che.na.dad","Henadad","ok"
"H2600","H2582H","חֵנָדָד","che.na.dad","Henadad","ok"
"H2600","H2582I","חֵנָדָד","che.na.dad","Henadad","ok"
"H2600","H2584","חַנָּה","chan.nah","Hannah","ok"
"H2600","H2586G","חָנוּן","cha.nun","Hanun","ok"
"H2600","H2586H","חָנוּן","cha.nun","Hanun","ok"
"H2600","H2586I","חָנוּן","cha.nun","Hanun","ok"
"H2600","H2587","חַנּוּן","chan.nun","gracious","ok"
"H2600","H2592G","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2600","H2592H","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2600","H2594","חֲנִינָה","cha.ni.nah","favor","ok"
"H2600","H2603A","חָנַן","cha.nan","be gracious","ok"
"H2600","H2603B","חָנַן","cha.nan","be loathsome","ok"
"H2600","H2605G","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605H","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605I","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605J","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605K","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605L","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605M","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605N","חָנָן","cha.nan","Hanan","ok"
"H2600","H2605O","חָנָן","cha.nan","Hanan","ok"
"H2600","H2606","חֲנַנְאֵל","cha.nan.el","[Tower of] Hananel","ok"
"H2600","H2607G","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2600","H2607H","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2600","H2607I","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2600","H2607J","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2600","H2607K","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2600","H2608A","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608B","חֲנַנְיָה","cha.nan.yah","Hananiah","ok"
"H2600","H2608G","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608H","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608I","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608J","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608K","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608L","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608M","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608N","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608O","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608P","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608Q","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608R","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608S","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2608T","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2600","H2615","חַנָּתֹן","chan.na.ton","Hannathon","ok"
"H2600","H8467","תְּחִנָּה","te.chin.nah","supplication","ok"
"H2600","H8468","תְּחִנָּה","te.chin.nah","Tehinnah","ok"
"H2600","H8469","תַּחֲנוּן","ta.cha.nun","supplication","ok"
"H2603A","H2433","חִין","chin","beauty","ok"
"H2603A","H2580","חֵן","chen","favor","ok"
"H2603A","H2581","חֵן","chen","Hen","ok"
"H2603A","H2582G","חֵנָדָד","che.na.dad","Henadad","ok"
"H2603A","H2582H","חֵנָדָד","che.na.dad","Henadad","ok"
"H2603A","H2582I","חֵנָדָד","che.na.dad","Henadad","ok"
"H2603A","H2584","חַנָּה","chan.nah","Hannah","ok"
"H2603A","H2586G","חָנוּן","cha.nun","Hanun","ok"
"H2603A","H2586H","חָנוּן","cha.nun","Hanun","ok"
"H2603A","H2586I","חָנוּן","cha.nun","Hanun","ok"
"H2603A","H2587","חַנּוּן","chan.nun","gracious","ok"
"H2603A","H2592G","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2603A","H2592H","חַנִּיאֵל","chan.ni.el","Hanniel","ok"
"H2603A","H2594","חֲנִינָה","cha.ni.nah","favor","ok"
"H2603A","H2600","חִנָּם","chin.nam","for nothing","ok"
"H2603A","H2603B","חָנַן","cha.nan","be loathsome","ok"
"H2603A","H2604","חֲנַן","cha.nan","be gracious","ok"
