"strong","strong_variant","sense_label","gloss","note","row_type"
"G3141","","I","testimony, evidence, serve, with a subpoena, commendation, demonstrations of favour",", Διονύσου μαρτυρίῃσι his , ; μαρτυριῶν ἀπέχεσθαι to refuse to give , ; γράφειν μ. τινί him , : in non-legal sense, , πάσης μ. ἐπιτήδειον (in sense of ἄξιον) : in plural ,","lookup"
"G3141","","II","aspect","Astrology texts, , Vett. Val.5.5,","lookup"
"G3142","","headword","μαρτύριον","[ῠ], τό,","headword"
"G3142","","I","testimony, proof, here is a proof, namely",", πρῶτον καὶ μέγιστον μ. ; μαρτύριον δέ.., followed by γάρ, .., , etc.; μέγα τόδε μ.,.. γάρ","lookup"
"G3142","","II","the tables of the Decalogue","τὰ μ. ,","lookup"
"G3142","","III","shrine of a martyr",",","lookup"
"G4750","","headword","στόμα",", τό,","headword"
"G4750","","I","στύμα, mouth, the very jaws","Aeolic dialect ; genitive στόματος, but στομάτοιο :— , ; ἱμείρων γλυκεροῦ σ. ; of animals, —_plural_ is sometimes used for _sing._, ἀμφιπίπτων στόμασιν, of kissing, , and frequently in later Poets, , of the battle, as of a devouring monster,","lookup"
"G4750","","I.2","the mouth as the organ of speech, mouth, mouthpiece, organ, speech, utterance","especially , δέκα μὲν γλῶσσαι, δέκα δὲ στόματ᾽ ; frequently in Trag., σ. τὸ Δῖον the of Zeus, ; τὸ Φοίβου θεῖον ἀψευδὲς σ. ; Μοισᾶν καπυρὸν σ. their , ; Πιερίδων τὸ σοφὸν σ., of Homer, ; , ; κἂν καλὸν φορῇ σ. : in plural of a single speaker, ; τοὐμὸν οὐ λύω σ. ; διᾶραι τὸ σ. ; κοίμησον σ. keep silence, ; δάκνειν σ., i.e. to keep a stern silence (compare ὀδάξ), ; ὀδόντι πρῖε τὸ σ. ; so κλῄσας σ. ; οὐκ ἐφέξετε σ.; ; σῖγ᾽ ἕξομεν σ. ; εὖ ἔχειν σ.,= εὐφημεῖν, ; συγκλῄειν σ.","lookup"
"G4750","","I.3","","with Preps.,","lookup"
"G4750","","3.a","one's mouth","ἀνὰ στόμα ἔχειν have always in , whether for good or ill,","lookup"
"G4750","","3.b","","ἀπὸ στόματος εἰπεῖν speak from memory (compare ἀπὸ γλώσσης),","lookup"
"G4750","","3.c","talk","διὰ στόμα λέγειν ; πᾶσι διὰ στόματος 'tis the common ,","lookup"
"G4750","","3.d","","ἐν στόμασι εἶχον","lookup"
"G4750","","3.e","voice","ἐξ ἑνὸς σ. with one , ; so ὡς ἀφ᾽ ἑνὸς σ.","lookup"
"G4750","","3.f","on one's face, face-foremost, prone, pronus, by the command","ἐπὶ στόμα , ἐξεκυλίσθη πρηνὴς.. ἐπὶ σ. ; ὗς ἔκειτ᾽ ἐπὶ σ. ; ἐπὶ σ. κεῖται lies , of the right ventricle, ; ἐπὶ σ.,= ; also ὅ τι νῦν ἦλθ᾽ ἐπὶ σ. whatever came uppermost, ; ἐπὶ στόματος Φαραώ of P.,","lookup"
"G4750","","3.g","face to face, confronted","κατὰ στόμα , ; οἱ κατὰ σ. θεοί (compare ἀντήλιοι) ; κατὰ σ. τινός with him,","lookup"
"G4750","","II","mouth, width, mouths","of a river, ; so ἠϊόνος σ. μακρόν the wide of the bay, ; κόλπου; τὸ ἄνω σ. [τῆς διώρυχος] the of the trench at top, . ,","lookup"
"G4750","","II.2","any outlet, entrance, os uteri, cervix","or , ἀργαλέον σ. λαύρης ; χθόνιον Ἄιδα σ. ; τὰ τῶν διεξόδων σ. ; ἑπτάπυλον σ. the seven gates of Thebes, ,= (not distinguished from the ), ; [ἕλκους]","lookup"
"G4750","","III","foremost part, face, front",":","lookup"
"G4750","","III.1","point, edge","of weapons, , κατὰ στόμα εἱμένα χαλκῷ ; of a sword, μαχαίρας","lookup"
"G4750","","III.1.b","front ranks, front","the of the battle, the , ἀπὸ στόματος (opposed to ἀπὸ τῆς οὐρᾶς)","lookup"
"G4750","","III.1.c","","τὸ τῶν λοχαγῶν τάγμα σ. καλεῖται","lookup"
"G4750","","III.2","edge, top, verge","ἄκρον σ. πύργων the or of the towers, ; πρὸς τῷ σ. τοῦ βίου at the very of life,","lookup"
"G4750","","III.3","staman-, safn","={ὀμφαλός}. (Cf. Avest. , m. 'mouth (of dog)', Welsh 'mouth'.)","lookup"
"G5576","","headword","ψευδομαρτῠρ-έω",",","headword"
"G5576","","I","to be a false witness, bear false witness","","lookup"
"G5577","","headword","ψευδομαρτῠρ-ία",", ἡ,","headword"
"G5577","","I","false witness, perjury","codices: but mostly in genitive plural , ψευδομαρτυριῶν διάκρισις ; -ιῶν ἑλεῖν τινα to convict, and ἁλῶναι to be convicted, of ; -ιῶν ἐπισκήψασθαί τινι make allegation of against one, ; etc. (This form is perhaps always corrupt in codices of classical authors; -ίων ( genitive plural neuter , compare {ψευδομαρτυρίου}) should probably be read for -ιῶν, and may be restored for -ίαν in ; so -ίοις for -ίαις in is unaccented in Papyrus of is an uncertain restoration in ; but the feminine form existed later,","lookup"
"G0515","","headword","ἀξιόω",",","headword"
"G0515","","I","think, deem worthy","perfect ἠξίωκα:— middle , see below 111.2:— passive , future ἀξιωθήσομαι aorist ἠξιώθην: perfect ἠξίωμαι: (ἄξιος):—","lookup"
"G0515","","I","think worthy of a reward, of a punishment, deemed worthy of","with accusative et genitive , whether in good sense, ἡμᾶς ἀξιοῖλόγου; or in bad, γοργύρης; ἀ. τινὰ ἀτιμίας Philipp. cited in :— passive , ἀξιεύμενος θυγατρὸς τῆς σῆς; λέχη.. τυράννων ἠξιωμένα kings,","lookup"
"G0515","","I.2","esteem, honour, honour, value","with accusative only, ; ἀ. τινὰ προσφθέγμασιν one with words, ; of things, οὐκ ἐξἴσου πάσας ἀξιοῦμεν ὑπολήψεις:— passive , καλοῖς ὑμεναίοις ἀξιοῦσθαι","lookup"
"G0515","","I.3","value at","a certain price, ὁπόσης ἂν τιμῆς ἀξιώσῃ τὸ πωλούμενον","lookup"
"G0515","","II","think, worthy, to be esteemed as","c. accusative person et infinitive , one to do or be, σέ τοι ἠξίωσε ναίειν; οὐκ ἀξιῶ ’γὼ ’μαυτὸν ἰσχύειν μέγα :— passive , ; διδάσκαλος ἀξιοῦσθαι a teacher,","lookup"
"G0515","","II.2","think fit, expect, require that.., expect, ask, request, pray, ask, inquire","ἀ. τινὰ ἰέναι; οὐκ ἀ. [ὑμᾶς] τὰ μὴ δεινὰ ἐν ὀρρωδίᾳ ἔχειν we that you do not.., ; ἀ. καὶ παρακαλεῖν τινα with infinitive , Canon Laws texts cited in ; simply, ; especially τὸν θεὸν ὅπως.. Aristeas 245,; also, of an oracle,","lookup"
"G0515","","III","think one has a right to, expect, think I do, deserve, have a right, to be required, one's duty","with infinitive only, ἀ. κομίζεσθαι, τυγχάνειν receive, to receive, I not to be suspected, not to be.., — passive , ὥστε ἀξιοῦσθαι λῃτουργεῖν so as to..,","lookup"
"G0515","","III.2","think fit, expect, consent, resolve, consent, dare, deign, do not hesitate, should be glad, do, think, worth, refusing, thought fit, condescending, deeming oneself worthy","etc., and so in various senses, ἀξιῶ θανεῖν I to die, ; ἀξιῶσαι μάχην συνάψαι; to do, εἴ τις ἀξιοῖ μαθεῖν; ἀξιῶ χρήματα λαμβάνειν I to receive, ; οἶμαι πάντας.. φέρειν ἀξιοῦν ἔρανον I think that all to bring, —frequently with _negative_, οὐδ᾽ ἀξιῶ μνησθῆναι I not them mentioning, —also in middle (not in Attic dialect Prose), ἀξιοῦσθαι μέλειν to care for, ; φονεὺς γὰρ εἶναι ἠξιώσατο to be, ; οὐκ ἀξιεύμεναι ἀναμίσγεσθαι τῇσι ἄλλῃσι not to.., ; οὐκ ἀξιεύμενος ἐς τὸν.. θρόνον ἵζεσθαι not to..,","lookup"
"G0515","","III.3","think, deem, claimed","ἀξιοῦντες ἀδικέεσθαι; ἑκάτεροι νικᾶν ἠξίουν the victory,","lookup"
"G0515","","IV","make a claim, make a claim on","; ἀξιοῦν τινά τι a person,","lookup"
"G0515","","IV.2","hold, opinion.., think, lay down, maintain, state of opinion","ἐγὼ μὲν οὑτωσὶ περὶ τῆς τύχης ἀξιῶ this ; ἐγὼ μὲν οὐκ ἀξιῶ I not, : in philosophic language, ; ἐν τῷ τοιῷδε ἀξιοῦντι in such a variant in","lookup"
"G1270","","headword","διανό-ημα",", ατος, τό,","headword"
"G1270","","I","thought, notion, thought, meanings, whim, sick fancy, intention","; opposed to words, : plural , of words, .; especially ;","lookup"
"G1760","","headword","ἐνθῡμ-έομαι",",","headword"
"G1760","","I","-ήσομαι, -ηθήσομαι, lay to heart, ponder","future , later : aorist ἐνεθυμήθην : perfect ἐντεθύμημαι : pluperfect ἐνετεθύμητο :— ἤτοι κρίνομέν γε ἢ ἐνθυμούμεθα ὀρθῶς τὰ πράγματα ; ἐ. καὶ λογίζεσθαι frequently joined in","lookup"
"G1760","","b","think much, deeply of","with genitive , ἐνθυμεῖσθαί τινος or τοῦ θανόντος","lookup"
"G1760","","c","notice, consider","followed by a relative , ἐ. ὅτι.. or that.., ; ὡς.. how..,","lookup"
"G1760","","d","is, conscious","with participle , οὐκ ἐντεθύμηται ἐπαιρόμενος not that he is becoming excited,","lookup"
"G1760","","I.2","take to heart, be concerned, angry at, to be concerned","or τι : absolutely ,","lookup"
"G1760","","I.3","form a plan, take care, see to it","κράτιστος ἐνθυμηθῆναι ; ἐ. ἵνα μηθεὶς ἀδικῇ","lookup"
"G1760","","I.4","infer, conclude","τί οὖν ἐκ τούτων.. ἐνθυμεῖσθαι δε;","lookup"
"G1760","","II","to be in a person's thoughts, to be desired","active , ἐνθυμέω ; ἐνθυμέομαι, in passive sense, κρατεῖν τῶν ἐνθυμουμένων : perfect","lookup"
"G2233","","headword","ἡγέομαι",",","headword"
"G2233","","I","ἁγ-, -εύμην, go before, lead the way, precede","Doric dialect (irregular present participle ἁγώμενος imperfect ἡγούμην, Ionic dialect : future ἡγήσομαι : aorist 1 ἡγησάμην aorist 1 ἡγήθην: perfect ἥγημαι :— , ὣς εἰπὼν ἡγεῖθ᾽, ἡ δ᾽ ἕσπετο Παλλὰς 'Αθήνη : Astron., in the daily movement,","lookup"
"G2233","","b","","with dative person , Τρωσὶ ποτὶ πτόλιν ἡγήσασθαι","lookup"
"G2233","","c","to go before","with ὁδόν added, ὁδὸν ἡγήσασθαι on the way,","lookup"
"G2233","","d","might guide","with accusative loci, ἥ οἱ.. πόλιν ἡγήσαιτο who him to the city,","lookup"
"G2233","","e","drive","ἅρματα ἡ. chariots,","lookup"
"G2233","","f","to be antecedent","of logical priority, , opposed to ἕπεσθαι,","lookup"
"G2233","","g","leading principle, main thing","ἡγούμενον, τό, the , the ,","lookup"
"G2233","","I.2","to be, leader in, to lead","with dative person et genitive of things , one's a thing, θεῖος ἀοιδὸς.. ἡμῖν ἡγείσθω.. ὀρχηθμοῖο ; ἡ. τινὶ σοφίας, ᾠδῆς, with genitive _of things_, ἁ. νόμων the song,","lookup"
"G2233","","I.3","to be leader in..","with dative of things , , κερδοσύνῃ, νηπιέῃσι ἡ. τινί,","lookup"
"G2233","","I.4","lead, conduct","with accusative of things , , ἡ. τὰς πομπάς ; τὴν ἀποδημίαν (variant for{ᾐτήσατο}) : with adverbial accusative , ἡ γλῶσσα πάνθ᾽ ἡγουμένη","lookup"
"G2233","","I.5","front, advanced","participle ἡγούμενος, η, ον, as adjective , σκέλη ἡγούμενα, opposed to ἑπόμενα, the legs, ; ὁ ἡ. πούς the foot,","lookup"
"G2233","","II","lead, command, might lead, to be in command","in war, with dative , νῆες θοαί, ᾗσιν 'Αχιλλεὺς ἐς Τροίην ἡγεῖτο ; οὐ γὰρ ἔην ὅς τίς σφιν ἐπὶ στίχας ἡγήσαιτο them to their ranks, : absolutely , ,","lookup"
"G2233","","II.2","rule, have dominion, the rulers, leading men, to be the head",", with genitive , τῆς 'Ασίης, τῆς συμμαχίης, , ; ἡ. σχολῆς of a philosophical school,","lookup"
"G2233","","II.3","president","as official title, ἡγούμενος, ὁ, , συνόδου ; ἱερέων","lookup"
"G2233","","II.3.b","","of Roman governors, ἡ. ἔθνους,= Latin praeses provinciae, ; ἡ. τῆς Γαλατίας","lookup"
"G2233","","II.3.c","officials","of subordinate , ἡ. τοῦ στρατηγοῦ ; κώμης","lookup"
"G2233","","II.3.d","abbot, abbess",", ,","lookup"
"G2233","","II.4","principal","ἡγούμενος as adjective , , πυλών","lookup"
"G2233","","III","believe, hold","post-, , , etc.; ἡ. τι εἶναι","lookup"
"G2233","","III.2","hold, regard, to hold","with an attributive word added, ἡ. τινὰ βασιλέα or as king, ; ἡ. τἄλλα πάντα δεύτερα everything else secondary, ; οὐκ αἰσχρὸν ἡγῇ.. τὰ ψευδῆ λέγειν; παρ᾽ οὐδέν Decrees cited in : with participle , πᾶν κέρδος ἡγοῦ ζημιουμένη φυγῇ","lookup"
"G2233","","III.3","to believe in","especially of belief in gods, τὴν μεγίστην δαίμονα ἥγηνται εἶναι ; ἡ. θεούς gods,","lookup"
"G2233","","III.4","think, deem","ἡγοῦμαι δεῖν fit, necessary, with infinitive , ; ἡγήσατο ἐπαινέσαι .","lookup"
"G2233","","IV","being led, sāg-","perfect in passive sense, τὰ ἁγημένα,= τὰ νομιζόμενα, Oracle texts cited in ; ἡγεόμενον , . ( , cf. Latin praesagio. )","lookup"
"G3309","","headword","μεριμν-άω",",","headword"
"G3309","","I","care for, be anxious about, meditate upon, to be cumbered with, cares, to be careful, to be treated with anxious care",", ἔργον μεριμνῶν ποῖον..; ; especially of philosophers, τὰ <μὲν ἀ>φανῆ μ. ; πολλὰ μ. many , : c. infinitive , to do, ὁ μεριμνήσας τὰ δίκαια λέγειν :— passive , ; ἔννοια, ἀμφισβήτησις μ.,","lookup"
"G5429","","headword","φρόνιμ-ος",", ον,","headword"
"G5429","","I","in one's right mind, in one's senses","also η, ον :—","lookup"
"G5429","","II","showing presence of mind, presence of mind","ἐν τοῖς δεινοῖς","lookup"
"G5429","","III","sensible, prudent, possessing sagacity, discernment","opposed to ἄφρων, ; opposed to ἀνόητος, ; τὸν φρόνιμον ζητοῦντας.. ὥσπερ ἀποδεδρακότα ; φ. περί τινος or in a thing, ; περί τι ; εἴς τι","lookup"
"G5429","","III.2","","of thoughts, acts, and the like, φ. τι ἐργάσασθαι","lookup"
"G5429","","III.3","","of birds as giving omens, τοὺς ἄνωθεν φρονιμωτάτους οἰωνούς","lookup"
"G5429","","III.3.b","sagacious","of animals,","lookup"
"G5429","","III.4","practical wisdom, prudence, wisdom","τὸ φ. ; opposed to τὸ ἄφρον, helpless in point of","lookup"
"G5429","","III.5","-μως, -ωτέρως","adverb ; opposed to ἀλόγως, : comparative φρονιμώτερον, διακεῖσθαι τῶν ἄλλων ; : superlative -ώτατα, λέγειν","lookup"
"G7243","","headword","ἐνθῡμ-ημα",", ατος, τό,","headword"
"G7243","","I","thought, piece of reasoning, argument","","lookup"
"G7243","","I.2","meaning, sense","opposed to λέξις,","lookup"
"G7243","","I.3","enthymeme, rhetorical syllogism drawn from probable premises","in Aristotle's Logic, (ἐξ εἰκότων ἢ σημείων), opposed to ἀποδεικτικὸς συλλογισμός,","lookup"
"G7243","","II","invention, device","","lookup"
"G7244","","headword","ἐνθῡμ-ιος",", ον,","headword"
"G7244","","I","taken to heart, weighing upon the mind, heavy on, soul, much thought for, pricks of conscience, that weighs upon thy heart?, causes, any scruple, to heart, scruple about, scruples about, full of care, wrath","(θυμός) μὴ δή τοι κεῖνός γε λίην ἐνθύμιος ἔστω let him not lie too thy take not too him, ; ἐνθύμιόν οἱ ἐγένετο ἐμπρήσαντι τὸ ἱρόν he had for having done it, ; τί δ᾽ ἐστί σοι τοῦτ᾽.. ἐ.; what is't ; ἐπειδή σοι τόδ᾽ ἐστ᾽ ἐ. if this matter thee ; ἐνθύμιον ποιεῖσθαί τι, ={ἐνθυμεῖσθαι}, to take to have a it, ; ἐ. τιθέναι τί τινι to make him have it, ; ἐ. ἔχειν ὡς, with participle , ; ἐ. εὐναί a couch ; ἐνθύμιον ἔστω Δάματρος, formula in a curse,","lookup"
"G7244","","II","meaning, ideas, reflect, hint","ἐνθύμια, τά, ; ; ἐνθύμιον ποιεῖσθαι with accusative et infinitive , ; λαμβάνω τὸ ἐ. I take the Ach. Tat.","lookup"
"G3845","","headword","παραβαίνω",",","headword"
"G3845","","I","go by the side of, stand beside, standing beside","Epic dialect imperfect παρέβασκε (see. below): accusative plural present participle παρβεῶντας future -βήσομαι: perfect -βέβηκ; participle -βεβώς, Epic dialect -βεβᾰώς: perfect passive -βέβασμαι (see. below 11.1): aorist 2 παρέβην: aorist passive παρεβάθην :— , and in perfect , , twice in , with dative , of one the warrior in the chariot (compare παραβάτης), Ἕκτορι παρβεβαώς ; of two warriors, παρβεβαῶτε.. ἀλλήλοιιν ; also imperfect παρέβασκε, of the combatant in the chariot,","lookup"
"G3845","","II","pass beside, beyond","or , mostly metaphorically (literal π. τὸν ὅρον","lookup"
"G3845","","II.1","overstep, transgress, sin against, disappoint, transgressors, to be transgressed, offended against, as offences were committed",", τὰ νόμιμα ; θεσμούς, ὅρκους, a god, ; οὓς παραβαίνειν αἰσχρόν , , :— passive , or , σπονδὰς.., ἅς γε ὁ θεὸς.. νομίζει παραβεβάσθαι ; παραβαινομένων absolutely , ,","lookup"
"G3845","","II.1.b","","with preposition , π. παρὰ τὴν συγγραφήν","lookup"
"G3845","","II.1.c","go aside from","with genitive , , τῆς ἀληθείας","lookup"
"G3845","","II.2","pass over, omit",",","lookup"
"G3845","","II.3","let pass",", καιρούς","lookup"
"G3845","","II.4","escaped","οὔ με παρέβα φάσμα it me not,","lookup"
"G3845","","III","pass on",", π. εἰς ἀπέχθειαν","lookup"
"G3845","","IV","come forward, step forward",", especially of the Comedy texts parabasis (see. παραβασις),π. πρὸς τὸ θέατρον to address the spectators,","lookup"
"G3845","","V","commit an offence against","in middle , with accusative person , , Chor.p.68","lookup"
"G3847","","headword","παρά-βᾰσις",",","headword"
"G3847","","I","παραίβ-, going aside, escape, deviation, digression","Epic dialect , εως, ἡ, , παραίβασις ἔσσετ᾽ ὀλέθρου ; , variant in ; ,","lookup"
"G3847","","I.2","walking","of the action of , π. καὶ παράλλαξις σκελῶν","lookup"
"G3847","","I.3","transition, passage",",","lookup"
"G3847","","II","overstepping, transgression, error, illusion",", ὅρων : absolutely , , ; , ; compare παραβασία.","lookup"
"G3847","","III","parabasis, in which the Chorus came forward",", a part of the Old Comedy, (compare παραβαίνω IV) and addressed the audience in the Poet's name,","lookup"
"G3848","","headword","παρα-βάτης","[βᾰ],","headword"
"G3848","","I","παραιβάτης, one who stands beside, the warrior, combatant who stands beside the charioteer, παραιβάτις","poetry and early Attic dialect , ου, ὁ, (παραβαίνω I) : properly or , ἂν δ᾽ ἔβαν ἐν δίφροισι παραιβάται ἡνίοχοί τε ; feminine ,","lookup"
"G3848","","I.2","velites, ran beside","light troops ( ) who the cavalry,","lookup"
"G3848","","II","transgressor","(παραβαίνω II.1) , (Lyric poetry, in poetry form παρβάτης),","lookup"
"G5233","","headword","ὑπερβαίνω",",","headword"
"G5233","","I","-βήσομαι, step over, mount, scale, cross, step over, overflow","future aorist 2 ὑπερέβην, Epic dialect 3rd.pers. plural ὑπέρβᾰσαν :— with accusative , τεῖχος ; ὑ. τοὺς οὔρους the boundaries, ; τὰ ὄρεα, Αἷμον, ; δόμους the threshold of the house, ; ὑ. τὴν οἰκίαν τινός, of burglars, (the usage with genitive is more than uncertain; in ; in ; in ; of rivers, ἐς τὴν χώρην, ἐς τὰς ἀρούρας,","lookup"
"G5233","","I.2","overstep, transgress, exceed, transgress, trespass, sin","μέτρα ; τἀληθές the truth, : absolutely , ὅτε κέν τις ὑπερβήῃ ( Epic dialect aorist subjunctive ) καὶ ἁμάρτῃ","lookup"
"G5233","","I.3","pass, go beyond, leave out, omit, pass over, omit","or τοὺς προσεχέας ; ; i. e. leave unmolested, the next heir, ; ὑ. τῆς οὐσίας part of it,","lookup"
"G5233","","I.4","jump across","an intervening space,","lookup"
"G5233","","I.5","pass by, elapse","of Time, ὑπερβάντων τῶν τῆς συμπαθείας χρόνων","lookup"
"G5233","","II","go beyond, after passing, transcend, dies, supernumerary","ὑπερβὰς ἑβδομήκοντα [ἔτη] the age of seventy, ; ὑ. τοῦτο this, in their demands, ; τὸν νοῦν : absolutely , ὑπερβαίνοντες days in the calendar,","lookup"
"G5233","","II.2","surpass, outdo","πάσῃ παρὰ πάντας ἀνθρώπους ὑ. ἀρετῇ","lookup"
"G5233","","III","stand over. shield, protect","with dative ,","lookup"
"G5233","","IV","to be higher than","in perfect , δύο [ἐσχάρας] ὑπερβεβηκυίας τὴν ἐν τῷ μεταφρένῳ ἐσχάραν","lookup"
"G5233","","B","put over","Causal in aorist 1, ὑπερβησάτω ἐπὶ τὰς δεξιὰς πλευρὰς τὴν κνήμην, as a direction to one mounting a horse,","lookup"
"G8634","","headword","παρά-πτωσις",", εως, ἡ,","headword"
"G8634","","I","falling beside, lying side by side",",","lookup"
"G8634","","II","falling from the right way, mistake",", π. τοῦ καθήκοντος : absolutely , ={παράπτωμα}; grammatical ,","lookup"
"G8634","","III","situation, off the road","ἡ τοῦ τόπου π. the of a place ,","lookup"
"G8634","","IV","course, pursuing","κατὰ [τὴν] τοῦ διώγματος π. in the of.., ; κατὰ τὴν ἐπὶ τοὺς κελτοὺς π. as they were ,","lookup"
"G3982","","headword","πείθω",",","headword"
"G3982","","I","persuade, πείθομαι, obey",", imperfect ἔπειθον ; Epic dialect and Lyric poetry πεῖθον : future πείσω ; Epic dialect infinitive πεισέμεν : aorist 1 ἔπεισα has only optative πείσειε ; Aeolic dialect participle πείσαις : aorist 2 ἔπῐθον only in Epic dialect reduplicate forms πεπίθωμεν : perfect πέπεικα :— middle and passive , , , etc.: future πείσομαι, etc.: aorist 2 ἐπῐθόμην, Epic dialect πιθόμην ; subjunctive πίθωμαι ; infinitive πιθέσθαι ; participle πιθόμενος : aorist 1 middle ἐπεισάμην W.: future passive πεισθήσομαι : aorist 1 ἐπείσθην : perfect πέπεισμαι ; Thess. perfect infinitive πεπεῖστειν","lookup"
"G3982","","II","","intransitive tenses of active , in passive sense, perfect 2 πέποιθα ; 2nd pers. singular subjunctive πεποίθῃς ; Epic dialect 1st pers. plural πεποίθομεν (for-ωμεν) : pluperfect ἐπεποίθειν ; 3rd.pers. plural ἐπεποίθεσαν ; Epic dialect πεποίθεα ; 1st pers. plural ἐπέπιθμεν aorist 2 participle πιθών ={πιθόμενος},","lookup"
"G3982","","III","πῐθέω, obey, trust, πίθημι","as if from , has future πῐθήσω ( ): aorist participle πῐθήσας ( ),; reduplicate aorist subjunctive πεπῐθήσω transitive , :—also Aeolic dialect , participle πίθεις","lookup"
"G3982","","A","prevail upon, persuade, persuade, to, am persuaded, believe, by persuasion, by fair means, having obtained, consent, by leave, do, attempt to persuade, addressed","active , , usually by fair means, τινα ; πεπιθεῖν φρένας Αἰακίδαο: with accusative person et infinitive , one ..,; π. τινὰς ὥστε δοῦναι, etc., ; ὥστε μὴ.. ; later ἵνα.. ; π. τινὰς ὡς χρὴ.., ὡς ἔστι.., ; πείθω ἐμαυτόν I myself, , participle , πείσας , opposed to ἐν δόλῳ, ; opposed to βίᾳ, ; πόλιν πείσας the city's , ; μὴ πείσας unless , ; πείθοντες, opposed to βίᾳ, ; π. γυναῖκα, opposed to βιάζεσθαι, ; πέπεικε, opposed to ἠνάγκακε, : with neuter pronoun , one to or of a thing, τοῦτό γε οὐκ ἔπειθε τοὺς Φωκαιέας ; μὴ πεῖθ᾽ ἃ μὴ δεῖ not me to.., ; also τοιάνδ᾽ ἔπειθε ῥῆσιν them thus,","lookup"
"G3982","","III.2","prevail on by entreaty",",","lookup"
"G3982","","II","talk over, mislead","in bad sense, , ἐπεὶ οὐ παρελεύσεαι οὐδέ με πείσεις","lookup"
"G3982","","II.2","bribe","π. τινὰ χρήμασι , ; π. ἐπὶ μισθῷ μισθῷ, ( passive , χρήμασι πεισθείς ; πείθειν τινά alone,","lookup"
"G3982","","II.3","tempt","offood, ,","lookup"
"G3982","","B","to be prevailed on, won over, persuaded, be persuaded, comply, to be persuaded, free will, won over","passive and middle , , absolutely , ; imperative frequently in Trag., πείθου , ; but πιθοῦ , : with infinitive , to do, ; πείθεσθέ μοι πρύτανιν ἑλέσθαι ; also πείθεσθαί τινι ὥστε.. ; ὃ.. ὑμεῖς.. ἥκιστ᾽ ἂν ὀξέως πείθοισθε (i.e. πρᾶξαι) ; ἑκὼν καὶ πεπεισμένος of one's own , etc.; τὰ μὲν παρ᾽ ἡμῶν ἴσθι σοι πεπεισμένα we are to you,","lookup"
"G3982","","B.2","listen to, obey, yield, succumb, let us comply with","πείθεσθαί τινι one, him, ; τοῖς ἐν τέλει βεβῶσι π. ; τοῖς ἄρχουσι, τῷ νόμῳ, ; γήραϊ πείθεσθαι to old age, ; στυγερῇ πειθώμεθα δαιτί the custom of eating, sad though the meal be, ; ἀδίκοις ἔργμασι π.","lookup"
"G3982","","B.2.b","obey, in, will","with adjective neuter , σημάντορι πάντα πιθέσθαι him all things, ; ἅ τιν᾽ οὐ πείσεσθαι ὀΐω wherein I think some not ,","lookup"
"G3982","","B.3","","with genitive , four times in ; κείνου.. πιθοίατο vulgar form in","lookup"
"G3982","","B.II","believe, trust in, believe that, do, take, on your word","πείθεσθαί τινι , πείθεθ᾽ ἑταίρῳ : with accusative et infinitive , .., οὐ γάρ πω ἐπείθετο ὃν πατέρ᾽ εἶναι infinitive , π. τινὶ μὴ εἶναι χρήματα, ={ὅτι χρήματα οὐκ ἔχει}, adjective or pronoun , τὰ περὶ Αἴγυπτον τοῖσι λέγουσι αὐτὰ π., οὐκ ἐπείθοντο τὰ ἐσαγγελθέντα; ταῦτ᾽ ἐγώ σοι οὐ πείθομαι I not this ,","lookup"
"G3982","","B.II.b","to believe of","π. τινὰ ὅπως.. him, that..,","lookup"
"G3982","","B.III","trust, rely on, trust, daring to, you may feel confidence, in sure confidence","perfect , with dative person vel of things , (not frequently in early Prose, as αὑτῷ πεποιθέναι : with dative et infinitive , οὔ πω χερσὶ πέποιθα ἄνδρ᾽ ἀπαμύνασθαι infinitive only, πέποιθα τοῦτ᾽ ἐπισπάσειν κλέος I to win this fame, ; αἰχμήν.. μᾶλλον θεοῦ σέβειν πεποιθώς .., : rarely with accusative et infinitive , πέποιθα.. τὸν πυρφόρον ἥξειν κεραυνόν ; π. εἴς τινας ὅτι.. ; ἐπί τινας ὅτι.. that , ; πεποιθώς ,","lookup"
"G3982","","B.IV","believe, trust, persuaded, fides.","post- perfect passive πέπεισμαι , with dative , νεκροῖσι infinitive , συνοίσειν ταῦτα πέπ. ; πεπεισμένος ἔκ τινων λογίων by.., . (Cf. Latin fido , )","lookup"
"G6381","","headword","ἀξιό-πιστος",", ον,","headword"
"G6381","","I","trustworthy, sufficient for..",": comparative ,","lookup"
"G6381","","I.2","trustworthy","of evidence, . adverb -τως, ἀ. συνῶπται","lookup"
"G6381","","I.3","plausible, -τως","in bad sense, in adverb","lookup"
"G0225","","headword","ἀλήθ-εια","[ᾰλ], ἡ,","headword"
"G0225","","I","","Doric dialect ἀλάθεια (also ἀλαθείᾱ ἀληθεί; Ionic dialect ἀληθείη:","lookup"
"G0225","","I","truth, lie, mere appearance",", opposed to or :","lookup"
"G0225","","I.1","a lie, truth, in vino veritas', true","in only opposed to , frequently in phrase ἀληθείην καταλέξαι; παιδὸς πᾶσαν ἀ. μυθεῖσθαι to tell whole about the lad, ; proverbial, οἶνος καὶ ἀ. ` , Alc.[same place], etc.; ἁπλᾶ γάρ ἐστι τῆς ἀ. ἔπη; ἀ. ἔχειν to be ,","lookup"
