"strong","strong_variant","sense_label","gloss","note","row_type"
"G1163","","I","it is needful for, one must, need, there is need of..","c. accusative person et infinitive , one to do, once in why the Argives fight? : with nominative of the pronoun , ἡγούμην.. δεῖν.. μεγαλοψυχότερος φαίνεσθαι : rarely with dative person , for.., θεοῖσι προσβαλεῖν χθονὶ ἄλλην δεήσει γαῖαν","lookup"
"G1163","","I.2","it was fated, was doomed..","with accusative of things et infinitive , δεῖ τι γενέσθαι ; also ἐπεὶ δέ οἱ ἔδεε κακῶς γενέσθαι since for him.., since he ; for οἴομαι δεῖν, see at {οἴομαι}.","lookup"
"G1163","","I.3","","absolutely with infinitive understood, μὴ πεῖθ᾽ ἃ μὴ δεῖ (i.e. πείθειν) ; εἴ τι δέοι, ἤν τι δέῃ (i.e. γενέσθαι), ; κἂν δέῃ (i.e. τροχάζειν), τροχάζῶ","lookup"
"G1163","","II","there is need of","with genitive of things , frequently with negative , οὐδὲν ἂν δέοι πολλοῦ ἀργυρίου ; sometimes with infinitive added, μακροῦ λόγου δεῖ ταῦτ᾽ ἐπεξελθεῖν","lookup"
"G1163","","II.b","there wants much, far from it, there wants little, all but;, there was, to travel","frequently in phrases, πολλοῦ δεῖ ὀλίγου δεῖ in full with infinitive , πολλοῦ δεῖ οὕτως ἔχειν ; τοῦ πλεῦνος αἰεὶ ἔδεε always further absolutely , in same sense,","lookup"
"G1163","","II.2","","with dative person added, δεῖ μοί τινος","lookup"
"G1163","","II.3","","with accusative person added, αὐτὸν γάρ σε δεῖ προμηθέως","lookup"
"G1163","","II.4","is needful","rarely with Subj. in nominative , δεῖ μοί τι something to me, ἓν δεῖ μόνον μοι","lookup"
"G1163","","III","there is need","middle , δεῖται with genitive , δεῖταί σοι τῆς αὐτῆς ἐρωτήσεως : with infinitive , ὥστε βραχἔ ἐμοὶ δεῖσθαι φράσαι","lookup"
"G1163","","IV","δέον, δεῖν, it being needful, fitting, though he ought to have done so, there being, need","neuter participle ( is uncertain in : absolutely , or ; οὐκ ἀπήντα, δέον, he did not appear in court, : with infinitive , ; οὐδὲν δέον no : future ὡς αὐτίκα δεῆσον διώκειν : aorist δεῆσαν with accusative infinitive ,","lookup"
"G1163","","IV.2","δέον","substantive , τό (see entry vocative ).","lookup"
"G1259","","headword","διαλλ-άσσω",",","headword"
"G1259","","I","διαλλάττω","Attic dialect , future -ξω: perfect διήλλαχα","lookup"
"G1259","","I","interchange, make an exchange","middle , τὰς τάξεις : absolutely ,","lookup"
"G1259","","II","exchange","i.e.,","lookup"
"G1259","","II.1","give in exchange","τί τινι ; τινὰ ὑπέρ τινος one for another, ; or,","lookup"
"G1259","","II.2","take in exchange, take, for, change, pass through","δ. ἀετοῦ βίον an eagle's life one's own, ; δ. Μακεδονίαν one land another, i.e. a land, :— middle , τι ἀντί τινος","lookup"
"G1259","","II.3","change, alter","simply, κελεύθους","lookup"
"G1259","","II.4","change, alter, to be discordant, different","absolutely , ; διαλλάττοντας opposed to ὁμοίους,","lookup"
"G1259","","II.4.b","depart this life, die","","lookup"
"G1259","","II.5","change money","δ. τὸ δηνάριον","lookup"
"G1259","","III","change enmity for friendship, reconcile, make it up with, -ηλλάχθην, to be reconciled, to be made friends","especially one to another, τινά τινι : rarely with accusative singular , one, διαλλάξεις με φιλάσας :— passive with future διαλλαχθήσομαι : perfect διήλλαγμαι : aorist :— A.[same place],","lookup"
"G1259","","IV","differ from, in, differing","intransitive , with dative person et accusative of things , one a thing, εἶδος δ. οὐδὲν τοῖσι ἑτέροισι perfect participle διηλλαχώς τῇ ἐγκλίσει AD [prev. cited]","lookup"
"G1259","","IV.2","excel","πολὺ δ. τῇ ἀρετῇ — so,","lookup"
"G1259","","V","to be different","passive , τοῖς εἴδεσι διηλλαγμένα","lookup"
"G1278","","headword","διαπον-έω",",","headword"
"G1278","","I","work out with labour, elaborate, cultivate, practise, exercise, managed, governed, to be taught, thoroughly, veterans","; δ. γράμματα ; σώματα — middle , διαπονεῖσθαι ἐπιτηδεύματα, τέχνας, :— passive , ; διαπονηθῆναι τὴν μουσικήν it","lookup"
"G1278","","I.2","till, cultivate completely","or χώραν :— passive ,","lookup"
"G1278","","I.3","to be worn out, troubled","passive ,","lookup"
"G1278","","II","to work hard, the hard-working, hardy, to be hard-worked","intransitive , δ. τῇ διανοίᾳ καὶ τῷ σώματι : with infinitive , δ. πᾶν ἰσόρροπον ποιεῖν : — middle , δ. τὸ πᾶσαν πίστιν λαβεῖν ; οἱ διαπονούμενοι opposed to ἄπονοι, ; of hounds,","lookup"
"G1282","","headword","δια-πρίω","[ρῑ],","headword"
"G1282","","I","saw through, saw asunder, split","; κύμινον :— passive ,","lookup"
"G1282","","II","gnash","δ. τοὺς ὀδόντας the teeth,","lookup"
"G1282","","III","","διαπρίεται· διαγοράζει, μαίνεται,","lookup"
"G1316","","headword","διαχωρ-ίζω",",","headword"
"G1316","","I","separate, divorced",":— middle , :— passive ,","lookup"
"G1410","","headword","δύνᾰμαι","[ῠ],","headword"
"G1410","","I","","2nd pers. singular δύνασαι ; Aeolic dialect and Doric dialect δύνᾳ ; δύνῃ is subjunctive , ; Ionic dialect 3rd.pers. plural δυνέαται ; subjunctive δύνωμαι, Ionic dialect 2nd pers. singular δύνηαι : imperfect 2nd pers. singular ἐδύνω ; Ionic dialect 3rd.pers. plural ἐδυνέατο : future δυνήσομαι ; Doric dialect δυνᾱσοῦμαι : aorist ἐδυνησάμην , Epic dialect δυν- ; subjunctive δυνήσωνται , never in good Attic dialect , false reading in passive forms, Epic dialect , Ionic dialect , Lyric poetry, ἐδυνάσθην or δυνάσθην ; Trag. and Attic dialect Prose ἐδυνήθην : perfect δεδύνημαι —The double augment ἠδυνάμην is Attic dialect accusative to , but Ionic dialect accusative to ; ἠδύνω is required by metre in ; both forms occur in later writers: ἠδυνήθην occurs in is a late form frequently in Papyrus as [ῠ, except in δῡναμένοιο","lookup"
"G1410","","I","to be able, strong enough, canst, powerful, mighty, multum valet, men of power, rank, and influence, having influence, one that can maintain himself, potentialities","to do, with infinitive present et aorist , , etc.: future infinitive is false reading (πείσειν for πείθειν) in , etc.: frequently absolutely , with infinitive supplied from the context, εἰ δύνασαί γε if at least thou (i.e. περισχέσθαι), : also with accusative pronoun or adjective , ὅσσον δύναμαι χερσίν τε ποσίν τε ; μέγα δυνάμενος very , ; μέγα δύναται, , ; οἱ δυνάμενοι , ; οἱ δυνάμενοι, opposed to οἱ μὴ ἔχοντες, ; opposed to οἱ πένητες, ; δυνάμενος παρά τινι with him, ; δ. τοῖς χρήμασι, τῷ σώματι, ; ὁ δυνάμενος , ; of things, [διαφέρει] οἷς δύνανται differ in their ,","lookup"
"G1410","","I.2","to be able, dare, bear","of moral possibility, to do a thing, mostly with negative , οὔτε τελευτὴν ποιῆσαι δύναται","lookup"
"G1410","","I.2.b","enjoy a legal right",", δ. τῆς γεωργίας ἀπηλλάχθαι","lookup"
"G1410","","I.3","could, possibly can","with ὡς and superlative , ὡς ἐδύναντο ἀδηλότατα as secretly as they , ; ὡς δύναμαι μάλιστα κατατείνας as forcibly as I , ; simply ὡς ἐδύνατο in the best way he ,","lookup"
"G1410","","II","to be equivalent to, that are as good as",", λόγοι ἔργα δυνάμενοι words deeds,","lookup"
"G1410","","II.1","to be worth, pass, be current","of money, , with accusative , ὁ σίγλος δύναται ἑπτὰ ὀβολούς : absolutely , ,","lookup"
"G1410","","II.2","to be equal, equivalent to, will be equivalent to","of Number, etc., or , τριηκόσιαι γενεαὶ δυνέαται μύρια ἔτεα ; δυνήσεται τὴν ὑποτείνουσαν the hypotenuse,","lookup"
"G1410","","II.3","signify, mean, is equivalent to","of words, , ..,","lookup"
"G1410","","II.3.b","avail to produce, brings",", οὐδένα καιρὸν δύναται no advantage,","lookup"
"G1410","","II.3.c","mean, 'spell', mean","of things, , τὸ τριβώνιον τί δύνατα; ; αἱ ἀγγελίαι τοῦτο δύνανται they this much,","lookup"
"G1410","","II.4","to be equivalent when squared to, are the roots, the square on, is greater, square on, representing, square roots, in the roots, powers, hypotenuse","in Mathematics texts, δύνασθαί τι a number or area, τοῖς ἐπιπέδοις ἃ δύνανται in the areas of which they [the lines] , ; ἡ ΒΓ τῆς Α μεῖζον δύναται τῇ ΔΖ ΒΓ than A by the ΔΖ, ; αἱ δυνάμεναι αὐτά [τὰ μεγέθη] the lines their ,; αὐξήσεις δυνάμεναί τε καὶ δυναστευόμεναι increments both and of numbers, ; ἡ δυναμένη, name for the of a right-angled triangle,","lookup"
"G1410","","II.4.b","come to","of numbers multiplied together, ,","lookup"
"G1410","","III","it cannot be, is not to be, it is possible","impersonal , οὐ δύναται, with aorist infinitive , , τοῖσι Σπαρτιήτῃσι καλλιερῆσαι οὐκ ἐδύνατο ; δύναται ,","lookup"
"G1480","","headword","ἐθ-ίζω",",","headword"
"G1480","","I","εἰθ-, accustom, to be, become accustomed, used to, is the custom","poetry : Attic dialect future ἐθιῶ : aorist εἴθισα : perfect εἴθικα :— passive , future ἐθισθήσομαι : aorist εἰθίσθην : perfect εἴθισμαι ; 3rd.pers. plural εἰθίδαται : pluperfect εἴθιστο : (ἔθος):— , ἐ. αὑτὸν χαίρειν : with infinitive , ἐθίσας ἀεί τι λῄζεσθαι :— passive , or or do, with infinitive , ; τι as ; κατὰ τὰ εἰθις μένα , etc.:—in active εἴθιζον.","lookup"
"G1480","","II","become accustomed","intransitive in active , , : with infinitive , infinitive supplied, ὅπως ἀναγραφῇ τὸ ψήφισμα οὗ καὶ τὰ ἄλλα ἐθίζουσιν (i.e. ἀναγράψαι)","lookup"
"G1510","","headword","εἰμί","","headword"
"G1510","","I","sum, ἔμμι, ἠμί","( ), Aeolic dialect ; Cretan dialect ; 2nd pers. singular εἶ, Epic dialect and Ionic dialect εἰς , Epic dialect and Doric dialect ἐσσί ; 3rd.pers. singular ἐστί, Doric dialect ἐντί ; 3rd.pers. dual ἐστόν ; 1st pers. plural ἐσμέν, Epic dialect and Ionic dialect εἰμέν (also in , Doric dialect εἰμές ; 3rd.pers. plural εἰσί (-ίν), Epic dialect and Ionic dialect ἔασι (-ιν) , Doric dialect ἐντί , Epic dialect and Lyric poetry also in middle form ἔσσο ; 3rd.pers. singular ἔστω (ἤτω ; 3rd.pers. plural ἔστωσαν, but ἔστων , and early Attic dialect Inscrr., subjunctive ὦ, ᾖς, ᾖ, Epic dialect ἔω ; 3rd.pers. singular ἔῃ , also Boeotian dialect ἔνθω ; Doric dialect 3rd.pers. plural ὦντι , Boeotian dialect ἴωνθι , -η, also ἔοις, ἔοι, ; 3rd.pers. plural εἴοισαν Ἀρχ. Ἐφ. ; 3rd.pers. dual εἴτην ; 1st pers. plural εἶμεν ; 2nd pers. plural εἶτε ; 3rd.pers. plural εἶεν ; Elean ἔα, ={εἴη}, infinitive εἶναι, ; Epic dialect ἔμμεναι (also Aeolic dialect ἔμμεν᾽ ; Doric dialect εἶμεν Foed. cited in participle ὤν, Epic dialect ἐών, ἐοῦσα, ἐόν, ; Boeotian dialect feminine ἰῶσα , Aeolic dialect and Doric dialect feminine ἔσσα (also Ionic dialect , ; nominative singular εἴς in : imperfect ἦν (also Aeolic dialect , (uncertain in Aeolic dialect , is required by metre in , whence Hom.and later Ionic dialect ἔᾱ ; Epic dialect 3rd.pers. singular ἦεν, always with ν in ; ἔην as 1st pers. singular , only ; 2nd pers. singular ἦσθα, later ἦς (which is variant in ; 3rd.pers. singular ἦν, Epic dialect ἔην, ἤην, ἦεν (see. above), Doric dialect and Aeolic dialect ἦς ; 3rd.pers. dual ἤστην ; Doric dialect 1st pers. plural ἦμες ; 2nd pers. plural ἦτε ; 3rd.pers. plural ἦσαν, Ionic dialect and poetical ἔσαν (in , but is rather a peculiarity of syntax, see below see, but is 3rd.pers. plural in ; Aeolic dialect ἔον , 2nd pers. singular ἦσο , 3rd.pers. singular ἦστο , 1st pers. plural ἤμεθα ; subjunctive ὦμαι ; Ionic dialect and Epic dialect also ἔσκον, used by future ἔσομαι, ἔσται, Epic dialect and Aeolic dialect also ἔσσομαι, ἔσεται, ἔσσετα; Aeolic dialect 2nd pers. singular ἔσσῃ probably in , infinitive ἐσσεῖσθαι —All forms of the present indicative are enclitic (except 2nd pers. singular εἶ and 3rd.pers. plural ἔασι); but 3rd.pers. singular is written ἔστι when it begins a sentence or verse, or when it immediately follows οὐκ, καί, εἰ, ὡς, ἀλλά, or τοῦτ᾽, Hdn.Gr.; later Grammars wrote ἔστι as substantive Verb,","lookup"
