"lemma_key","sort","sense_code","gloss","verse_refs","note","row_type"
"G0212","1","","presumptuous speech","Jas.4.16; 1Jn.2.16","*","lookup"
"G0212","1","","haughtiness","Jas.4.16; 1Jn.2.16","*","lookup"
"G0213","0","","boaster","","","lookup"
"G0213","0","","braggart","","","lookup"
"G0213","1","","prideful","Rom.1.30; 2Ti.3.2","*","lookup"
"G0213","1","","arrogant","Rom.1.30; 2Ti.3.2","*","lookup"
"G0213","1","","boasting","Rom.1.30; 2Ti.3.2","*","lookup"
"G0214","0","","to clang","","","lookup"
"G0214","0","","wail","","","lookup"
"G0214","1","","to raise the war-cry","Mrk.5.38; 1Co.13.1","primarily ἀλαλά : hence, other ; *","description"
"G0214","1","","to utter","Mrk.5.38; 1Co.13.1","primarily ἀλαλά : hence, other ; *","lookup"
"G0214","1","","loud sounds","Mrk.5.38; 1Co.13.1","primarily ἀλαλά : hence, other ; *","lookup"
"G0214","1","","to wail","Mrk.5.38; 1Co.13.1","primarily ἀλαλά : hence, other ; *","lookup"
"G0214","1","","to tinkle","Mrk.5.38; 1Co.13.1","primarily ἀλαλά : hence, other ; *","lookup"
"G0214","1","","ring","Mrk.5.38; 1Co.13.1","primarily ἀλαλά : hence, other ; *","lookup"
"G0218","0","","to anoint","","with oil or ointment","lookup"
"G0218","0","","pour on","","with oil or ointment","lookup"
"G0225","0","","truth","","","lookup"
"G0225","0","","truthfulness","","","lookup"
"G0225","0","","corresponding to reality","","","lookup"
"G0225","1","","truth","Mrk.5.33; 1Co.5.8; Jhn.1.17; Jhn.3.21; 2","; divine revealed to man, ; Gospel Jn. 4","lookup"
"G0225","1","","love of truth","Mrk.5.33; 1Co.5.8; Jhn.1.17; Jhn.3.21; 2","; divine revealed to man, ; Gospel Jn. 4","lookup"
"G0225","1","","sincerity","Mrk.5.33; 1Co.5.8; Jhn.1.17; Jhn.3.21; 2","; divine revealed to man, ; Gospel Jn. 4","lookup"
"G0225","1","","practice in accordance with","Mrk.5.33; 1Co.5.8; Jhn.1.17; Jhn.3.21; 2","; divine revealed to man, ; Gospel Jn. 4","description"
"G0226","0","","to be truthful","","","lookup"
"G0226","0","","tell the truth","","","lookup"
"G0226","1","","to speak","Gal.4.16; Eph.4.15","or or *","lookup"
"G0226","1","","maintain the truth","Gal.4.16; Eph.4.15","or or *","lookup"
"G0226","1","","to act truly","Gal.4.16; Eph.4.15","or or *","lookup"
"G0226","1","","sincerely","Gal.4.16; Eph.4.15","or or *","lookup"
"G0227","0","","true","Jhn.4.18; Jhn.5.31; Jhn.7.18","; ;","lookup"
"G0227","0","","worthy of credit","Jhn.4.18; Jhn.5.31; Jhn.7.18","; ;","lookup"
"G0227","0","","trustworthy","Jhn.4.18; Jhn.5.31; Jhn.7.18","; ;","lookup"
"G0227","0","","valid","Jhn.4.18; Jhn.5.31; Jhn.7.18","; ;","lookup"
"G0227","0","","truthful","Jhn.4.18; Jhn.5.31; Jhn.7.18","; ;","lookup"
"G0227","0","","genuine","Jhn.4.18; Jhn.5.31; Jhn.7.18","; ;","lookup"
"G0227","0","","reliable","Jhn.4.18; Jhn.5.31; Jhn.7.18","; ;","lookup"
"G0228","0","","sterling","Luk.16.11; Jhn.6.32; 1Th.1.9; Jhn.19.35","; ;","lookup"
"G0228","0","","real","Luk.16.11; Jhn.6.32; 1Th.1.9; Jhn.19.35","; ;","lookup"
"G0228","0","","genuine","Luk.16.11; Jhn.6.32; 1Th.1.9; Jhn.19.35","; ;","lookup"
"G0228","0","","unfeigned","Luk.16.11; Jhn.6.32; 1Th.1.9; Jhn.19.35","; ;","lookup"
"G0228","0","","trustworthy","Luk.16.11; Jhn.6.32; 1Th.1.9; Jhn.19.35","; ;","lookup"
"G0228","0","","true","Luk.16.11; Jhn.6.32; 1Th.1.9; Jhn.19.35","; ;","lookup"
"G0230","0","","truly","Mat.14.33; Jhn.17.8; Act.12.11:; Jhn.4.18","; ;","lookup"
"G0230","0","","really","Mat.14.33; Jhn.17.8; Act.12.11:; Jhn.4.18","; ;","lookup"
"G0230","0","","surely","Mat.14.33; Jhn.17.8; Act.12.11:; Jhn.4.18","; ;","lookup"
"G0230","0","","certainly","Mat.14.33; Jhn.17.8; Act.12.11:; Jhn.4.18","; ;","lookup"
"G0230","0","","of a truth","Mat.14.33; Jhn.17.8; Act.12.11:; Jhn.4.18","; ;","lookup"
"G0230","0","","truly","Mat.14.33; Jhn.17.8; Act.12.11:; Jhn.4.18","; ;","lookup"
"G0230","0","","actually","Mat.14.33; Jhn.17.8; Act.12.11:; Jhn.4.18","; ;","lookup"
"G0234","0","","pollution","","","lookup"
"G0234","0","","ritually defiled","","","lookup"
"G0234","1","","defilement","Act.15.20","*","lookup"
"G0235","0","","but","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0235","0","","however","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0235","0","","instead","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0235","0","","yet","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0235","0","","but still more","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0235","0","","at all events","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0235","0","","unless","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0235","0","","except.","Jhn.16.2; Rom.6.5; Php.3.8","ἀλλάγε , ἀλλἠ , Ἀλλά also serves to introduce a sentence with keenness and emphasis, ; 7:7;","lookup"
"G0253","0","","free from anxiety","","","lookup"
"G0253","0","","in the comparative","","","lookup"
"G0253","0","","less anxiety","","","lookup"
"G0253","1","","free from grief","Php.2.28","or *","lookup"
"G0253","1","","sorrow","Php.2.28","or *","lookup"
"G0264","0","","to sin","","","lookup"
"G0264","0","","do wrong","","","lookup"
"G0264","0","","usually to do any act contrary to the will and law of God","","","description"
"G0264","1","","to miss a mark","1Co.15.34; Tit.3.11; Jhn.5.14; Mat.18.15","primarily ;","description"
"G0264","1","","to be in error","1Co.15.34; Tit.3.11; Jhn.5.14; Mat.18.15","primarily ;","description"
"G0264","1","","to sin","1Co.15.34; Tit.3.11; Jhn.5.14; Mat.18.15","primarily ;","lookup"
"G0264","1","","to be guilty of wrong","1Co.15.34; Tit.3.11; Jhn.5.14; Mat.18.15","primarily ;","description"
"G0264","1","","do wrong","1Co.15.34; Tit.3.11; Jhn.5.14; Mat.18.15","primarily ;","lookup"
"G0265","0","","sin","","","lookup"
"G0265","0","","wrongdoing","","","lookup"
"G0265","0","","usually any act contrary to the will and law of God","","","description"
"G0265","1","","an error","Mrk.3.28; 4:12; Rom.3.25; 1Co.6.18",";","lookup"
"G0265","1","","sin","Mrk.3.28; 4:12; Rom.3.25; 1Co.6.18",";","lookup"
"G0265","1","","offence","Mrk.3.28; 4:12; Rom.3.25; 1Co.6.18",";","lookup"
"G0265","1","","wrongdoing","Mrk.3.28; 4:12; Rom.3.25; 1Co.6.18",";","lookup"
"G0266","0","","sin","","","lookup"
"G0266","0","","wrongdoing","","","lookup"
"G0266","0","","usually any act contrary to the will and law of God","","","description"
"G0266","1","","error","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","offence","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","sin","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","wrongdoing","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","a principle","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","cause of sin","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","proneness to sin","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","sinful propensity","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","guilt","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","imputation of sin","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","a guilty subject","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","sin-offering","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0266","1","","expiatory victim","Mat.1.21; Rom.7.7; Rom.7.17, 20; Jhn.9.41; Heb.9.26; 2Co.5.21","; or ; or ;","lookup"
"G0268","0","","(a.) sinful","","","lookup"
"G0268","0","","as an absolute moral failure","","","description"
"G0268","0","","(n.) sinner","","","lookup"
"G0268","0","","one who violates God’s will or law","","","description"
"G0268","0","","in some contexts","","","lookup"
"G0268","0","","one who does not keep orthodox traditions and behaviors","","","description"
"G0268","1","","one who deviates from the path of virtue","Mrk.2.17; Mrk.8.38; Rom.7.13","; ;","description"
"G0268","1","","a sinner","Mrk.2.17; Mrk.8.38; Rom.7.13","; ;","lookup"
"G0268","1","","depraved","Mrk.2.17; Mrk.8.38; Rom.7.13","; ;","lookup"
"G0268","1","","sinful","Mrk.2.17; Mrk.8.38; Rom.7.13","; ;","lookup"
"G0268","1","","detestable","Mrk.2.17; Mrk.8.38; Rom.7.13","; ;","lookup"
"G0273","0","","blameless","Luk.1.6; Php.2.15; 1Th.3.13; Heb.8.7","; 3:6; *","lookup"
"G0273","0","","irreprehensible","Luk.1.6; Php.2.15; 1Th.3.13; Heb.8.7","; 3:6; *","lookup"
"G0273","0","","without defect","Luk.1.6; Php.2.15; 1Th.3.13; Heb.8.7","; 3:6; *","lookup"
"G0273","0","","faultless","Luk.1.6; Php.2.15; 1Th.3.13; Heb.8.7","; 3:6; *","lookup"
"G0275","0","","free from concern","","","lookup"
"G0275","0","","free from care","","","lookup"
"G0275","1","","free from care","Mat.28.14; 1Co.7.32","or ; *","lookup"
"G0275","1","","solicitude","Mat.28.14; 1Co.7.32","or ; *","lookup"
"G0278","0","","not to be repented of","Rom.11.29; 2Co.7.10","by implication *","description"
"G0278","0","","irrevocable","Rom.11.29; 2Co.7.10","by implication *","lookup"
"G0278","0","","enduring","Rom.11.29; 2Co.7.10","by implication *","lookup"
"G0278","0","","without regret","Rom.11.29; 2Co.7.10","by implication *","lookup"
"G0283","0","","unstained","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0283","0","","unsoiled","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0283","0","","undefiled","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0283","0","","chaste","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0283","0","","pure","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0283","0","","sincere","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0283","0","","undefiled","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0283","0","","unimpaired","Heb.7.26; Jas.1.27; 1Pe.1.4","primarily metaphorically 13:4; *","lookup"
"G0298","0","","blameless","2Pe.3.14","*","lookup"
"G0298","0","","unblemished","2Pe.3.14","*","lookup"
"G0299","0","","unblemished","","","lookup"
"G0299","0","","blameless","","","lookup"
"G0318","0","","necessity","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0318","0","","constraint","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0318","0","","compulsion","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0318","0","","obligation of duty","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0318","0","","distress","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0318","0","","trial","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0318","0","","affliction","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0318","0","","hardship","Mat.18.7; 2Co.9.7; Rom.13.5; Luk.21.23; 1Co.7.26; 2Co.6.4; 1Th.3.7","; moral or spiritual ; 12:10;","lookup"
"G0327","0","","to track","Luk.2.44, 45; Act.11.25","; *","lookup"
"G0327","0","","to seek diligently","Luk.2.44, 45; Act.11.25","; *","lookup"
"G0327","0","","look for","Luk.2.44, 45; Act.11.25","; *","lookup"
"G0327","0","","inquire after","Luk.2.44, 45; Act.11.25","; *","lookup"
"G0327","0","","search for","Luk.2.44, 45; Act.11.25","; *","lookup"
"G0330","0","","to grow","Php.4.10","or ; , *","lookup"
"G0330","0","","bloom again","Php.4.10","or ; , *","lookup"
"G0330","0","","to renew","Php.4.10","or ; , *","lookup"
"G0331","0","","curse","","","lookup"
"G0331","0","","oath","","","lookup"
"G0331","0","","one cursed","","","lookup"
"G0331","1","","a devoted thing","Rom.9.3; 1Co.12.3; Gal.1.8; Act.23.14","ordinarily in a bad sense, or 16:22; , 9; *","lookup"
"G0331","1","","a person","Rom.9.3; 1Co.12.3; Gal.1.8; Act.23.14","ordinarily in a bad sense, or 16:22; , 9; *","lookup"
"G0331","1","","thing accursed","Rom.9.3; 1Co.12.3; Gal.1.8; Act.23.14","ordinarily in a bad sense, or 16:22; , 9; *","lookup"
"G0331","1","","a curse","Rom.9.3; 1Co.12.3; Gal.1.8; Act.23.14","ordinarily in a bad sense, or 16:22; , 9; *","lookup"
"G0331","1","","execration","Rom.9.3; 1Co.12.3; Gal.1.8; Act.23.14","ordinarily in a bad sense, or 16:22; , 9; *","lookup"
"G0331","1","","anathema","Rom.9.3; 1Co.12.3; Gal.1.8; Act.23.14","ordinarily in a bad sense, or 16:22; , 9; *","lookup"
"G0331","1","","oath","Rom.9.3; 1Co.12.3; Gal.1.8; Act.23.14","ordinarily in a bad sense, or 16:22; , 9; *","lookup"
"G0332","0","","to bind with an oath","","","description"
"G0332","1","","to declare","Mrk.14.71; Act.23.12, 14, 21","any one ἀνάθεμα ; ; * bind with an oath","lookup"
"G0332","1","","to be","Mrk.14.71; Act.23.12, 14, 21","any one ἀνάθεμα ; ; * bind with an oath","lookup"
"G0332","1","","to curse","Mrk.14.71; Act.23.12, 14, 21","any one ἀνάθεμα ; ; * bind with an oath","lookup"
"G0332","1","","bind by a curse","Mrk.14.71; Act.23.12, 14, 21","any one ἀνάθεμα ; ; * bind with an oath","description"
"G0334","0","","a gift","Luk.21.5","","lookup"
"G0334","0","","or offering consecrated to God","Luk.21.5","","description"
"G0334","0","","*","Luk.21.5","","not applicable"
"G0338","0","","guiltless","Mat.12.5, 7","*","lookup"
"G0338","0","","innocent","Mat.12.5, 7","*","lookup"
"G0340","0","","to bring back","","","lookup"
"G0340","0","","restore","","","lookup"
"G0340","1","","to renovate","Heb.6.6","*","lookup"
"G0340","1","","renew","Heb.6.6","*","lookup"
"G0341","0","","to invigorate","2Co.4.16; Col.3.10","*","lookup"
"G0341","0","","renew","2Co.4.16; Col.3.10","*","lookup"
"G0342","0","","renovation","Rom.12.2; Tit.3.5","*","lookup"
"G0342","0","","renewal","Rom.12.2; Tit.3.5","*","lookup"
"G0350","0","","to sift","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","to examine closely","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","to scrutinize","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","scan","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","to try","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","to judge","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","give judgment upon","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","to put questions","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0350","0","","be inquisitive","Act.17.11; 1Co.2.14, 15; 9.3; Luk.23.14; 1Co.4.3; 1Co.10.25, 27; Act.11.12","; judicially, ; , 4; ; v.l","lookup"
"G0361","0","","without sin","Jhn.8.7","*","lookup"
"G0361","0","","guiltless","Jhn.8.7","*","lookup"
"G0362","0","","to await","1Th.1.10","*","lookup"
"G0362","0","","wait for","1Th.1.10","*","lookup"
"G0362","0","","expect","1Th.1.10","*","lookup"
"G0363","0","","to remind","1Co.4.17; 2Ti.1.6; Mrk.11.21; 14:72; 2Co.7.15; Heb.10.32","; *","lookup"
"G0363","0","","cause to remember","1Co.4.17; 2Ti.1.6; Mrk.11.21; 14:72; 2Co.7.15; Heb.10.32","; *","lookup"
