strongs_number,transliteration,language,owner_count,owner_registries
H3477I,ya.shar,Hebrew,2,"98-justice,168-uprightness"
H3559A,kun,Hebrew,2,"59-faith,163-trust"
H3559B,na.khon,Hebrew,2,"59-faith,163-trust"
H3559H,kun,Hebrew,2,"59-faith,163-trust"
H3559I,kun,Hebrew,2,"59-faith,163-trust"
H3559J,kun,Hebrew,2,"59-faith,163-trust"
H3559K,kun,Hebrew,2,"59-faith,163-trust"
H3561,kav.van,Hebrew,2,"59-faith,163-trust"
H3563A,kos,Hebrew,2,"59-faith,163-trust"
H3563B,kos,Hebrew,2,"59-faith,163-trust"
H3644H,ke.mo,Hebrew,2,"48-diligence,177-worth"
H3680,ka.sah,Hebrew,2,"197-authority,90-innocence"
H3684,ke.sil,Hebrew,2,"78-hope,163-trust"
H3685H,ke.sil,Hebrew,2,"78-hope,163-trust"
H3687,ke.si.lut,Hebrew,2,"78-hope,163-trust"
H3690,kis.lah,Hebrew,2,"78-hope,163-trust"
H3701G,ke.seph,Hebrew,2,"146-shame,43-desire"
H3701H,ke.seph,Hebrew,2,"146-shame,43-desire"
H3809,la,Hebrew,2,"44-despair,49-discernment"
H3818,lo am.mi,Hebrew,2,"44-despair,49-discernment"
H3981,ma.a.mats,Hebrew,2,"33-courage,187-strength"
H4039,me.gil.lah,Hebrew,2,"163-trust,83-idolatry"
H4062,mad.he.vah,Hebrew,2,"123-pride,187-strength"
H4069,mad.du.a,Hebrew,2,"160-thought,100-knowledge"
H4082,me.di.nah,Hebrew,2,"98-justice,152-strife"
H4129,mo.da,Hebrew,2,"160-thought,100-knowledge"
H4130,mo.da.at,Hebrew,2,"160-thought,100-knowledge"
H4161,mo.tsa,Hebrew,2,"185-flesh,156-surrender"
H4163,mo.tsa.ah,Hebrew,2,"185-flesh,156-surrender"
H4181,mo.ra.shah,Hebrew,2,"43-desire,160-thought"
H4245A,ma.cha.leh,Hebrew,2,"71-grief,212-pray"
H4245B,ma.cha.lah,Hebrew,2,"71-grief,212-pray"
H4251,ma.cha.luy,Hebrew,2,"71-grief,212-pray"
H4252,ma.cha.laph,Hebrew,2,"134-renewal,202-transformation"
H4253,ma.cha.la.phah,Hebrew,2,"134-renewal,202-transformation"
H4255,mach.le.qah,Hebrew,2,"199-dominion,52-division"
H4349,ma.khon,Hebrew,2,"59-faith,163-trust"
H4350,me.kho.nah,Hebrew,2,"59-faith,163-trust"
H4369,me.khu.nah,Hebrew,2,"59-faith,163-trust"
H4410,me.lu.khah,Hebrew,2,"199-dominion,160-thought"
H4427B,ma.lakh,Hebrew,2,"199-dominion,160-thought"
H4428H,ham.me.lekh,Hebrew,2,"199-dominion,160-thought"
H4438,mal.khut,Hebrew,2,"199-dominion,160-thought"
H4446,me.le.khet,Hebrew,2,"199-dominion,160-thought"
H4516,man.am.mim,Hebrew,2,"103-love,42-delight"
H4611,ma.a.lal,Hebrew,2,"146-shame,187-strength"
H4637,ma.a.ra.tsah,Hebrew,2,"61-fear,53-dread"
H4645,miph.ga,Hebrew,2,"212-pray,94-intercession"
H4691,me.tsu.qah,Hebrew,2,"5-anguish,51-distress"
H4720,miq.dash,Hebrew,2,"28-consecration,76-holiness"
H4723C,miq.veh,Hebrew,2,"78-hope,163-trust"
H4758,mar.eh,Hebrew,2,"61-fear,58-experience"
H4759A,mar.ah,Hebrew,2,"61-fear,58-experience"
H4759B,mar.ah,Hebrew,2,"61-fear,58-experience"
H4865,mish.be.tsot,Hebrew,2,"5-anguish,2-agony"
H4878,me.shu.vah,Hebrew,2,"135-repentance,160-thought"
H4890,mis.chaq,Hebrew,2,"42-delight,132-rejoicing"
H4911A,ma.shal,Hebrew,2,"197-authority,199-dominion"
H4911B,ma.shal,Hebrew,2,"197-authority,199-dominion"
H4915B,mo.shel,Hebrew,2,"197-authority,199-dominion"
H4941H,mish.pat,Hebrew,2,"98-justice,24-condemnation"
H4941I,mish.pat,Hebrew,2,"98-justice,24-condemnation"
H4941J,mish.pat,Hebrew,2,"98-justice,24-condemnation"
H4941K,mish.pat,Hebrew,2,"98-justice,24-condemnation"
H4999,na.vah,Hebrew,2,"103-love,42-delight"
H5007A,ne.a.tsah,Hebrew,2,"4-anger,205-resentment"
H5007B,ne.a.tsah,Hebrew,2,"4-anger,205-resentment"
H5035A,ne.vel,Hebrew,2,"183-heart,190-contempt"
H5035B,ne.vel,Hebrew,2,"183-heart,190-contempt"
H5036,na.val,Hebrew,2,"183-heart,190-contempt"
H5038,ne.ve.lah,Hebrew,2,"183-heart,190-contempt"
H5068,na.dav,Hebrew,2,"173-will,112-mind"
H5069,ne.dav,Hebrew,2,"173-will,112-mind"
H5132A,na.tsah,Hebrew,2,"4-anger,205-resentment"
H5132B,na.tsats,Hebrew,2,"4-anger,205-resentment"
H5138,na.zid,Hebrew,2,"173-will,123-pride"
H5273B,na.im,Hebrew,2,"103-love,42-delight"
H5278,no.am,Hebrew,2,"103-love,42-delight"
H5282,na.a.man,Hebrew,2,"103-love,42-delight"
H5463,se.gar,Hebrew,2,"156-surrender,176-worship"
H5587A,se.ip.pah,Hebrew,2,"7-anxiety,160-thought"
H5689,a.gav,Hebrew,2,"103-love,43-desire"
H5748,u.gav,Hebrew,2,"103-love,43-desire"
H5753B,a.vah,Hebrew,2,"73-guilt,89-iniquity"
H5760,a.vil,Hebrew,2,"89-iniquity,172-wickedness"
H5765,a.val,Hebrew,2,"89-iniquity,172-wickedness"
H5766B,av.lah,Hebrew,2,"89-iniquity,172-wickedness"
H5767,av.val,Hebrew,2,"89-iniquity,172-wickedness"
H5771H,a.von,Hebrew,2,"73-guilt,89-iniquity"
H5771I,a.von,Hebrew,2,"73-guilt,89-iniquity"
H5772,o.nah,Hebrew,2,"126-purpose,198-might"
H5782,ur,Hebrew,2,"5-anguish,178-wrath"
H5932,al.vah,Hebrew,2,"89-iniquity,172-wickedness"
H5953A,a.lal,Hebrew,2,"146-shame,187-strength"
H5953B,a.lal,Hebrew,2,"146-shame,187-strength"
H5953C,a.lal,Hebrew,2,"146-shame,187-strength"
H5953D,a.lal,Hebrew,2,"146-shame,187-strength"
H5955,o.le.lot,Hebrew,2,"146-shame,187-strength"
H6030B,a.nah,Hebrew,2,"126-purpose,198-might"
H6030C,a.nah,Hebrew,2,"126-purpose,198-might"
H6175,a.rum,Hebrew,2,"211-being,174-wisdom"
H6178,a.ruts,Hebrew,2,"61-fear,53-dread"
H6184,a.rits,Hebrew,2,"61-fear,53-dread"
H6256,et,Hebrew,2,"126-purpose,198-might"
H6258,at.tah,Hebrew,2,"126-purpose,198-might"
H6261,it.ti,Hebrew,2,"126-purpose,198-might"
H6282A,a.tar,Hebrew,2,"212-pray,111-mercy"
H6282B,a.tar,Hebrew,2,"212-pray,111-mercy"
H6294,pe.ga,Hebrew,2,"212-pray,94-intercession"
H6426,pa.lats,Hebrew,2,"61-fear,1-abomination"
H6437G,pa.nah,Hebrew,2,"4-anger,146-shame"
H6437H,pa.nah,Hebrew,2,"4-anger,146-shame"
H6440H,pa.neh,Hebrew,2,"4-anger,146-shame"
H6440I,pa.neh,Hebrew,2,"4-anger,146-shame"
H6440J,pa.neh,Hebrew,2,"4-anger,146-shame"
H6440K,pa.neh,Hebrew,2,"4-anger,146-shame"
H6440L,pa.neh,Hebrew,2,"4-anger,146-shame"
H6440M,pa.neh,Hebrew,2,"4-anger,146-shame"
H6440N,pa.neh,Hebrew,2,"4-anger,146-shame"
H6441,pe.ni.mah,Hebrew,2,"4-anger,146-shame"
H6442,pe.ni.mi,Hebrew,2,"4-anger,146-shame"
H6592,pe.sher,Hebrew,2,"128-rebellion,162-transgression"
H6593,pe.shet,Hebrew,2,"128-rebellion,162-transgression"
H6594,pish.tah,Hebrew,2,"128-rebellion,162-transgression"
H6596,pot,Hebrew,2,"128-rebellion,162-transgression"
H6598,pat-bag,Hebrew,2,"128-rebellion,162-transgression"
H6599,pit.gam,Hebrew,2,"128-rebellion,162-transgression"
H6623,pit.ron,Hebrew,2,"43-desire,173-will"
H6627,tse.ah,Hebrew,2,"185-flesh,156-surrender"
H6631,tse.e.tsa,Hebrew,2,"185-flesh,156-surrender"
H6697G,tsur,Hebrew,2,"51-distress,187-strength"
H6697H,tsur,Hebrew,2,"51-distress,187-strength"
H6736,tsir,Hebrew,2,"5-anguish,151-sorrow"
H6737,tsa.yar,Hebrew,2,"5-anguish,151-sorrow"
H6800A,tsa.na,Hebrew,2,"80-humility,211-being"
H6918H,qa.dosh,Hebrew,2,"28-consecration,76-holiness"
H6922,qad.dish,Hebrew,2,"28-consecration,76-holiness"
H6940,qad.rut,Hebrew,2,"71-grief,151-sorrow"
H6942H,qa.dash,Hebrew,2,"28-consecration,76-holiness"
H6942I,qa.dash,Hebrew,2,"28-consecration,76-holiness"
H6942J,qa.dash,Hebrew,2,"28-consecration,76-holiness"
H6942K,qa.dash,Hebrew,2,"28-consecration,76-holiness"
H6944H,qo.desh,Hebrew,2,"28-consecration,76-holiness"
H6944I,qo.desh,Hebrew,2,"28-consecration,76-holiness"
H6944J,qo.desh,Hebrew,2,"28-consecration,76-holiness"
H6945,qa.desh,Hebrew,2,"28-consecration,76-holiness"
H6946H,qa.desh,Hebrew,2,"28-consecration,76-holiness"
H6948,qe.de.shah,Hebrew,2,"28-consecration,76-holiness"
H6957A,qav,Hebrew,2,"78-hope,163-trust"
H6957B,qav,Hebrew,2,"78-hope,163-trust"
H6961,qa.veh,Hebrew,2,"78-hope,163-trust"
H6963A,qol,Hebrew,2,"146-shame,190-contempt"
H6963B,qol,Hebrew,2,"146-shame,190-contempt"
H6963H,qol,Hebrew,2,"146-shame,190-contempt"
H6963I,qol,Hebrew,2,"146-shame,190-contempt"
H6963J,qol,Hebrew,2,"146-shame,190-contempt"
H6963K,qol,Hebrew,2,"146-shame,190-contempt"
H6963L,qol,Hebrew,2,"146-shame,190-contempt"
H6978,qav.qav,Hebrew,2,"78-hope,163-trust"
H7031,qal,Hebrew,2,"146-shame,190-contempt"
H7044,qa.lal,Hebrew,2,"146-shame,190-contempt"
H7045,qe.la.lah,Hebrew,2,"146-shame,190-contempt"
H7052,qe.lo.qel,Hebrew,2,"146-shame,190-contempt"
H7186,qa.sheh,Hebrew,2,"51-distress,153-stubbornness"
H7200H,ra.ah,Hebrew,2,"61-fear,58-experience"
H7200I,ra.ah,Hebrew,2,"61-fear,58-experience"
H7200J,ra.ah,Hebrew,2,"61-fear,58-experience"
H7200K,ra.ah,Hebrew,2,"61-fear,58-experience"
H7200L,ra.ah,Hebrew,2,"61-fear,58-experience"
H7200M,ra.ah,Hebrew,2,"61-fear,58-experience"
H7202,ra.eh,Hebrew,2,"61-fear,58-experience"
H7203A,ro.eh,Hebrew,2,"61-fear,58-experience"
H7203B,ro.eh,Hebrew,2,"61-fear,58-experience"
H7207,ray.yah,Hebrew,2,"61-fear,58-experience"
H7209,re.i,Hebrew,2,"61-fear,58-experience"
H7210,ro.i,Hebrew,2,"61-fear,58-experience"
H7212,re.ut,Hebrew,2,"61-fear,58-experience"
H7266,re.gaz,Hebrew,2,"4-anger,178-wrath"
H7271,re.gal,Hebrew,2,"4-anger,178-wrath"
H7287B,ra.dah,Hebrew,2,"197-authority,199-dominion"
H7293,ra.hav,Hebrew,2,"123-pride,187-strength"
H7299,rev,Hebrew,2,"61-fear,58-experience"
H7308,ru.ach,Hebrew,2,"4-anger,184-spirit"
H7313,rum,Hebrew,2,"111-mercy,23-compassion"
H7314,rum,Hebrew,2,"111-mercy,23-compassion"
H7328,raz,Hebrew,2,"111-mercy,23-compassion"
H7378,riv,Hebrew,2,"51-distress,152-strife"
H7381,re.ach,Hebrew,2,"4-anger,42-delight"
H7411A,ra.mah,Hebrew,2,"40-deceit,203-treachery"
H7411B,ra.mah,Hebrew,2,"40-deceit,203-treachery"
H7423B,re.miy.yah,Hebrew,2,"40-deceit,203-treachery"
H7462A,bet-e.qed ha.ro.im,Hebrew,2,"103-love,160-thought"
H7462B,ra.ah,Hebrew,2,"103-love,160-thought"
H7462C,ra.ah,Hebrew,2,"103-love,160-thought"
H7462D,ra.ah,Hebrew,2,"103-love,160-thought"
H7497G,re.pha.im,Hebrew,2,"184-spirit,208-sloth"
H7504,ra.pheh,Hebrew,2,"184-spirit,208-sloth"
H7510,riph.yon,Hebrew,2,"184-spirit,208-sloth"
H7568,re.shet,Hebrew,2,"43-desire,160-thought"
H7596,she.e.lah,Hebrew,2,"43-desire,212-pray"
H7660,sha.vats,Hebrew,2,"5-anguish,2-agony"
H7725G,shuv,Hebrew,2,"135-repentance,160-thought"
H7725H,shuv,Hebrew,2,"135-repentance,160-thought"
H7725K,shuv,Hebrew,2,"135-repentance,160-thought"
H7725L,shuv,Hebrew,2,"135-repentance,160-thought"
H7725M,shuv,Hebrew,2,"135-repentance,160-thought"
H7726,sho.vav,Hebrew,2,"135-repentance,160-thought"
H7728,sho.vev,Hebrew,2,"135-repentance,160-thought"
H7814,se.choq,Hebrew,2,"42-delight,132-rejoicing"
H7870,shi.vah,Hebrew,2,"135-repentance,160-thought"
H7896K,shit,Hebrew,2,"126-purpose,112-mind"
H7914,se.khiy.yah,Hebrew,2,"183-heart,85-imagination"
H7915,sak.kin,Hebrew,2,"183-heart,85-imagination"
H7920,se.khal,Hebrew,2,"91-insight,174-wisdom"
H7984,shil.ton,Hebrew,2,"197-authority,199-dominion"
H7990,shal.lit,Hebrew,2,"197-authority,199-dominion"
H8000,she.lem,Hebrew,2,"117-peace,34-covenant"
H8036,shum,Hebrew,2,"117-peace,204-name"
H8146,sa.ni,Hebrew,2,"103-love,75-hatred"
H8196,she.phot,Hebrew,2,"98-justice,24-condemnation"
H8200,she.phat,Hebrew,2,"98-justice,24-condemnation"
H8285,she.rah,Hebrew,2,"185-flesh,153-stubbornness"
H8306,sha.rir,Hebrew,2,"185-flesh,153-stubbornness"
H8324,sho.rer,Hebrew,2,"185-flesh,153-stubbornness"
H8326,sho.rer,Hebrew,2,"185-flesh,153-stubbornness"
H8333,shar.she.rah,Hebrew,2,"185-flesh,153-stubbornness"
H8399,tav.lit,Hebrew,2,"184-spirit,162-transgression"
H8421G,tuv,Hebrew,2,"135-repentance,160-thought"
H8421H,tuv,Hebrew,2,"135-repentance,160-thought"
H8421I,tuv,Hebrew,2,"135-repentance,160-thought"
H8429,te.vah,Hebrew,2,"61-fear,175-wonder"
H8444,to.tsa.ah,Hebrew,2,"185-flesh,156-surrender"
H8492,ti.rosh,Hebrew,2,"43-desire,160-thought"
H8498,te.khu.nah,Hebrew,2,"59-faith,163-trust"
H8499,te.khu.nah,Hebrew,2,"59-faith,163-trust"
H8540,te.mah,Hebrew,2,"61-fear,175-wonder"
H8541,tim.ma.hon,Hebrew,2,"61-fear,175-wonder"
H8586,ta.a.lu.lim,Hebrew,2,"146-shame,187-strength"
H8606,tiph.le.tset,Hebrew,2,"61-fear,1-abomination"
H8615A,tiq.vah,Hebrew,2,"78-hope,163-trust"
H8632A,te.qaph,Hebrew,2,"197-authority,187-strength"
H8632B,te.qoph,Hebrew,2,"197-authority,187-strength"
H8649B,tar.mit,Hebrew,2,"40-deceit,203-treachery"
H8665,tash.bets,Hebrew,2,"5-anguish,2-agony"
H8666,te.shu.vah,Hebrew,2,"135-repentance,160-thought"
