cluster,cluster_name,strongs,translit,type,type_mix,n_keywords,keywords
M16,Folly,G3912,parafroneō,ACTION,A100,6,"insane; mind; beside; wits; foolish; style"
M16,Folly,G3913,parafronia,STATUS,S100,3,"insanity; madness; folly"
M16,Folly,H0191,e.vil,QUALITY,Q100,3,"fool; ish; foolish"
M16,Folly,H0196,e.vi.li,QUALITY,Q100,1,"foolish"
M16,Folly,H0200,iv.ve.let,STATUS,S100,2,"folly; foolishness"
M16,Folly,H1198,ba.ar,QUALITY,Q100,4,"stupid; brutishness; stupidity; brutish"
M16,Folly,H1947,ho.le.lah,STATUS,S100,1,"madness"
M16,Folly,H1948,ho.le.lut,STATUS,S100,1,"madness"
M16,Folly,H1984C,ha.lal,ACTION,A100,2,"foolish; fool"
M16,Folly,H1984I,ha.lal,ACTION,A100,11,"boast; rave; madly; praise; boastful; boasters; praised; praiseworthy; commended; worthy; glory"
M16,Folly,H2031,har.hor,QUALITY,Q100,8,"fantasies; mental; conception; fantasy; image; picture; fancy; imagining"
M16,Folly,H2973,ya.al,ACTION,A100,5,"foolish; fools; foolishly; wicked; folly"
M16,Folly,H3688,ka.sal,ACTION,A100,2,"stupid; foolish"
M16,Folly,H5039,ne.va.lah,STATUS,S100,2,"folly; senselessness"
M16,Folly,H5529,se.khel,STATUS,S100,1,"folly"
M16,Folly,H5530,sa.khal,QUALITY,Q100,1,"fool"
M16,Folly,H5531A,sikh.lut,STATUS,S100,2,"folly; foolishness"
M16,Folly,H5531B,sikh.lut,STATUS,S100,2,"folly; foolishness"
M16,Folly,H6349,pa.chaz,STATUS,S100,5,"recklessness; wantonness; unbridled; license; frothiness"
M16,Folly,H6580,pash,STATUS,S100,3,"folly; weakness; stupidity"
M16,Folly,H7696,sha.ga,ACTION,A100,1,"mad"
M16,Folly,H7697,shig.ga.on,STATUS,S100,1,"madness"
M17,Counsel,G0746,archē,STATUS,S100,24,"beginning; origin; first; ruler; power; authority; position; domain; extremity; corner; attached; cord; headship; high; estate; eminence; magistrate; principality; prince; spiritual; existence; adverbially; wholly; altogether"
M17,Counsel,G1012,boulē,STATUS,S100,12,"plan; purpose; decision; counsel; design; determination; decree; frequently; secret; thoughts; cogitations; mind"
M17,Counsel,G1013,boulēma,STATUS,S100,4,"plan; choice; purpose; determination"
M17,Counsel,G3875,paraklētos,STATUS,S100,26,"counsellor; counselor; sent; assist; advocate; intercessor; helper; encourages; comforts; exclusively; holy; spirit; jesus; christ; pleads; generically; present; render; various; beneficial; service; paraclete; influence; operation; compensate; departure"
M17,Counsel,G4286,prothesis,STATUS,S100,15,"purpose; setting; plan; consecrated; shewbread; twelve; loaves; bread; corresponding; tribes; rows; golden; table; sanctuary; predetermination"
M17,Counsel,G4824,sumboulion,STATUS,S100,8,"counsel; council; plan; plot; decision; consultation; mutual; counsellors"
M17,Counsel,G4825,sumboulos,STATUS,S100,5,"counselor; advisor; counsellor; shares; counsel"
M17,Counsel,G5427,fronēma,STATUS,S100,4,"purpose; frame; thought; aspirations"
M17,Counsel,H1701,div.rah,QUALITY,Q100,1,"reason"
M17,Counsel,H2162,za.mam,STATUS,S100,4,"plan; wicked; device; evil"
M17,Counsel,H4156,mo.e.tsah,STATUS,S100,4,"counsel; plan; principal; device"
M17,Counsel,H5475,sod,STATUS,S100,3,"counsel; council; assembly"
M17,Counsel,H6098,e.tsah,STATUS,S99/A1,3,"counsel; advice; purpose"
M17,Counsel,H6960A,qa.vah,ACTION,A100,5,"await; wait; look; hope; expect"
M17,Counsel,H7663B,sa.var,ACTION,A100,1,"await"
M17,Counsel,H8458,tach.bu.lah,STATUS,S100,4,"counsel; direction; guidance; advice"
M17,Counsel,H8462,te.chil.lah,STATUS,S100,2,"beginning; first"
M18,Hope,G0275,amerimnos,QUALITY,Q100,5,"untroubled; free; concern; care; solicitude"
M18,Hope,G0560,apelpizo,ACTION,A100,8,"despair; expect; nothing; return; lay; aside; hope; despond"
M18,Hope,G0603,apokaradokia,STATUS,S100,5,"eager; expectation; watch; outstretched; head"
M18,Hope,G1679,elpizo,ACTION,A100,11,"hope; expect; attitude; confidently; looking; forward; beneficial; repose; confidence; trust; confide"
M18,Hope,G1680,elpis,STATUS,S100,10,"hope; expectation; object; hoped; author; source; trust; confidence; security; guarantee"
M18,Hope,G1937,epithumeō,ACTION,A100,9,"long; desire; covet; lust; genitive; accusative; heart; earnest; specifically"
M18,Hope,G1971,epipotheō,ACTION,A100,9,"long; crave; desire; besides; earnestly; strong; bent; love; affection"
M18,Hope,G1972,epipothēsis,STATUS,S100,5,"longing; earnest; desire; strong; affection"
M18,Hope,G1973,epipothētos,QUALITY,Q100,3,"longed; earnestly; desired"
M18,Hope,G1974,epipothia,STATUS,S100,3,"longing; desire; earnest"
M18,Hope,G3713,oregō,ACTION,A100,13,"aspire; heart; strive; desire; extend; stretch; self; reach; forward; earnestly; long; indulge; devoted"
M18,Hope,G4328,prosdokaō,ACTION,A100,7,"look; forward; expect; wait; expectant; think; anticipate"
M18,Hope,G4329,prosdokia,STATUS,S100,6,"expectation; anticipation; apprehension; looking; expected; anticipated"
M18,Hope,G5389,filotimeomai,ACTION,A100,12,"aspire; ambition; goal; ambitious; honor; exert; self; accomplish; utmost; efforts; endeavor; earnestly"
M18,Hope,H2442,cha.khah,ACTION,A100,2,"wait; await"
M18,Hope,H3175,ya.chil,STATUS,S100,2,"waiting; hoping"
M18,Hope,H3176G,ya.chal,ACTION,A100,5,"wait; hope; expect; await; tarry"
M18,Hope,H3176H,ya.chal,ACTION,A100,6,"wait; hope; trust; expect; await; tarry"
M18,Hope,H3616,ka.leh,QUALITY,Q100,3,"longing; failing; desire"
M18,Hope,H3700,ka.saph,ACTION,A100,2,"long; yearn"
M18,Hope,H4007,mab.bat,STATUS,S100,4,"expectation; object; hope; confidence"
M18,Hope,H4723B,miq.veh,STATUS,S100,1,"hope"
M18,Hope,H5074,na.dad,ACTION,A100,8,"wander; retreat; flee; depart; move; abroad; stray; flutter"
M18,Hope,H7602A,sha.aph,ACTION,A100,5,"long; gasp; pant; breathe; heavily"
M18,Hope,H7664,se.ver,STATUS,S100,1,"hope"
M18,Hope,H8375,ta.a.vah,STATUS,S100,1,"longing"
M18,Hope,H8431,to.che.let,STATUS,S100,1,"hope"
M18,Hope,H8615B,tiq.vah,STATUS,S100,2,"hope; expectation"
M19,Trust,G0949,bebaios,QUALITY,Q100,7,"firm; sure; certain; binding; stable; steadfast; established"
M19,Trust,G1466,enkrateia,STATUS,S100,3,"self-control; continence; temperance"
M19,Trust,G1467,enkrateuomai,ACTION,A100,6,"self-control; possess; power; continence; practise; abstinence"
M19,Trust,G1468,enkratēs,QUALITY,Q100,8,"self-controlled; disciplined; strong; stout; possessed; mastery; master; self"
M19,Trust,G2204,zeō,ACTION,A100,10,"fervent; fervor; extension; boiling; seething; found; boil; hot; ardent; zealous"
M19,Trust,G2206,zēloō,ACTION,A100,3,"eager; earnest; zealous"
M19,Trust,G3524,nēfaleos,QUALITY,Q100,8,"sober; somber; temperate; abstinent; wine; vigilant; circumspect; self-controlled"
M19,Trust,G4006,pepoithēsis,STATUS,S100,3,"confidence; trust; reliance"
M19,Trust,G4104,pistoō,ACTION,A100,7,"convinced; convince; trustworthy; assured; feel; sure; belief"
M19,Trust,G4704,spoudazō,ACTION,A100,8,"eager; effort; best; hurry; bent; endeavor; earnestly; strive"
M19,Trust,G4733,stereōma,STATUS,S100,5,"firmness; solid; firm; steadfastness; constancy"
M19,Trust,G4995,sōfronismos,STATUS,S100,6,"self-discipline; discipline; demonstrates; prudence; wisdom; self"
M19,Trust,G4998,sōfrōn,QUALITY,Q100,12,"self-controlled; implied; wise; prudent; nature; sound; mind; sane; temperate; discreet; modest; chaste"
M19,Trust,G5431,frontizō,ACTION,A100,3,"careful; concerned; considerate"
M19,Trust,H0540,a.man,QUALITY,Q100,3,"trust; confirm; support"
M19,Trust,H0982,ba.tach,ACTION,A98/S2,4,"trust; feel; safe; careless"
M19,Trust,H0983,be.tach,STATUS,S100,3,"security; safety; securely"
M19,Trust,H0985,bit.chah,STATUS,S100,3,"trust; trusting; confidence"
M19,Trust,H0986,bit.ta.chon,STATUS,S100,3,"trust; confidence; hope"
M19,Trust,H0987,bat.tu.chot,STATUS,S100,2,"security; safety"
M19,Trust,H2620,cha.sah,ACTION,A100,4,"seek; refuge; flee; protection"
M19,Trust,H2622,cha.sut,STATUS,S100,2,"refuge; shelter"
M19,Trust,H3690,kis.lah,STATUS,S100,3,"confidence; folly; stupidity"
M19,Trust,H4009,miv.tach,STATUS,S100,3,"confidence; trust; refuge"
M19,Trust,H4268,mach.s.seh,STATUS,S100,2,"refuge; shelter"
M19,Trust,H4581,ma.oz,STATUS,S100,5,"security; safety; protection; refuge; stronghold"
M19,Trust,H4937A,mish.an,STATUS,S100,2,"support; staff"
M19,Trust,H4937B,mish.en,STATUS,S100,2,"support; staff"
M19,Trust,H5375O,na.sa,ACTION,A100,18,"lift; trust; desire; carry; support; sustain; endure; away; forgive; lifted; exalted; carried; swept; exalt; aid; assist; long; continuously"
M19,Trust,H7365,re.chats,QUALITY,Q100,1,"trust"
M19,Trust,H8172,sha.an,ACTION,A100,3,"lean; trust; support"
M20,Doubt,G0120,athumeō,ACTION,A100,3,"discouraged; lose; heart"
M20,Doubt,G0639,aporeō,ACTION,A100,7,"perplexed; puzzled; loss; wonder; hesitate; doubt; perplexity"
M20,Doubt,G1280,diaporeō,ACTION,A100,7,"perplexed; puzzled; wonder; utterly; loss; doubt; perplexity"
M20,Doubt,G1365,distazō,ACTION,A100,3,"doubt; waver; hesitate"
M20,Doubt,G1374,dipsuchos,QUALITY,Q100,3,"double-minded; inconstant; fickle"
M20,Doubt,G1573,ekkakeō,ACTION,A100,4,"lose; heart; faint; weary"
M20,Doubt,G1820,exaporeō,ACTION,A100,5,"despair; list; deponent; utmost; perplexity"
M20,Doubt,G3308,merimna,STATUS,S100,6,"concern; worry; anxiety; care; anxious; interest"
M20,Doubt,G3309,merimnaō,ACTION,A100,14,"worry; anxiety; concerned; anxious; solicitous; expend; careful; thought; concern; self; thoughts; occupied; feel; interest"
M20,Doubt,G3642,oligopsuchos,QUALITY,Q100,3,"fainthearted; timid; discouraged"
M20,Doubt,H1672,da.ag,ACTION,A100,5,"anxious; fear; concerned; afraid; careful"
M20,Doubt,H2976,ya.ash,ACTION,A100,2,"despair; hopeless"
M20,Doubt,H3512A,ka.ah,ACTION,A100,2,"disheartened; sad"
M20,Doubt,H3512B,ka.eh,ACTION,A100,2,"disheartened; cowed"
M20,Doubt,H7672,she.vash,QUALITY,Q100,2,"perplexed; confuse"
M21,Prayer,G1162,deēsis,STATUS,S100,5,"petition; prayer; request; entreaty; supplication"
M21,Prayer,G1189,deomai,ACTION,A100,11,"pray; ask; beg; plead; want; need; request; offer; prayer; beseech; supplicate"
M21,Prayer,G1303,diatithēmi,ACTION,A100,10,"covenant; confer; assign; list; arrange; according; mind; disposition; settle; ratify"
M21,Prayer,G1522,eisakouō,—,,9,"listen; heard; listened; hear; hearken; heed; prayers; accept; petition"
M21,Prayer,G1783,enteuxis,STATUS,S100,5,"intercession; prayer; meeting; address; supplication"
M21,Prayer,G1873,epakouō,—,,4,"listen; hear; hearken; favor"
M21,Prayer,G1874,epakroaomai,—,,3,"listen; hear; hearken"
M21,Prayer,G1934,epizēteō,ACTION,A100,12,"seek; look; run; earnestly; search; require; demand; desire; endeavor; obtain; care; anxiety"
M21,Prayer,G2065,erōtaō,ACTION,A100,8,"ask; beg; urge; pray; interrogate; inquire; request; beseech"
M21,Prayer,G2124,eulabeia,STATUS,S100,8,"reverence; disposition; caution; circumspection; reverent; submission; god; piety"
M21,Prayer,G2125,eulabeomai,ACTION,A100,10,"revere; holy; fear; reverence; afraid; apprehensive; god; influenced; pious; awe"
M21,Prayer,G2151,eusebeō,ACTION,A100,8,"piety; worship; religion; practice; exercise; deity; relatives; dutiful"
M21,Prayer,G2168,eucharisteō,ACTION,A97/S3,9,"thank; thanks; render; gratitude; mean; express; emotion; matter; thankfulness"
M21,Prayer,G2171,euchē,STATUS,S100,4,"vow; prayer; oath; wish"
M21,Prayer,G2205,zēlos,STATUS,S100,26,"zeal; ardent; concern; enthusiasm; attitude; emotion; deep; earnest; jealousy; envy; rage; morally; corrupt; zealous; ill; generous; rivalry; noble; aspiration; ardor; behalf; affection; bad; malice; indignation; wrath"
M21,Prayer,G2207,zēlōtēs,STATUS,S100,21,"zealot; generous; rival; imitator; aspirant; devoted; adherent; enthusiast; feelings; attitudes; deep; commitment; technically; refer; belonged; nationalist; jewish; group; sought; independence; rome"
M21,Prayer,G2317,theosebeia,STATUS,S100,6,"reverence; god; worship; goddevoutness; worshipping; piety"
M21,Prayer,G2318,theosebēs,QUALITY,Q100,8,"godly; god-fearing; devout; reverencing; god; pious; sincere; worshipper"
M21,Prayer,G3955,parrēsiazomai,ACTION,A100,7,"preach; boldly; speak; fearlessly; plainly; freely; confidently"
M21,Prayer,G4335,proseuchē,STATUS,S100,3,"prayer; offered; oratory"
M21,Prayer,G4336,proseuchomai,ACTION,A100,3,"pray; offer; prayer"
M21,Prayer,G4576,sebomai,ACTION,A100,11,"devout; worship; god-fearing; awe; venerate; reverence; adore; worshiping; pious; proselytes; judaism"
M21,Prayer,G5241,huperentunchanō,ACTION,A100,1,"intercede"
M21,Prayer,G5377,filotheos,QUALITY,Q100,4,"god-loving; god; pious; lover"
M21,Prayer,H1156,be.a,QUALITY,Q100,6,"ask; seek; request; desire; pray; petition"
M21,Prayer,H4862,mish.a.lah,STATUS,S100,3,"petition; request; desire"
M21,Prayer,H6279,a.tar,ACTION,A100,3,"pray; entreat; supplicate"
M21,Prayer,H6739,tse.la,QUALITY,Q100,2,"pray; tsa"
M21,Prayer,H7592,sha.al,ACTION,A100,4,"ask; enquire; borrow; beg"
M21,Prayer,H8467,te.chin.nah,STATUS,S100,2,"supplication; favour"
M21,Prayer,H8469,ta.cha.nun,STATUS,S100,2,"supplication; favour"
M21,Prayer,H8589,ta.a.nit,STATUS,S100,4,"fasting; humiliation; ascetic; practice"
M22,Praise,G0038,hagiasmos,STATUS,S100,4,"holiness; sanctification; purity; sanctity"
M22,Praise,G0040G,hagios,QUALITY,Q100,4,"holy; sacred; pure; persons"
M22,Praise,G0041,hagiotēs,STATUS,S100,8,"holiness; characteristic; god; shared; requiring; lifestyle; acceptable; sanctity"
M22,Praise,G0042,hagiōsunē,STATUS,S100,9,"holiness; characteristic; god; shared; requiring; lifestyle; acceptable; sanctification; sanctity"
M22,Praise,G0133,ainesis,STATUS,S100,3,"praise; speaking; excellence"
M22,Praise,G0134,aineō,ACTION,A100,5,"praise; speaking; excellence; god; celebrate"
M22,Praise,G0136,ainos,STATUS,S100,1,"praise"
M22,Praise,G0514,axios,QUALITY,Q100,14,"worthy; deserving; keeping; corresponding; equal; value; estimable; either; evil; correspondent; comparable; countervailing; suitable; due"
M22,Praise,G1391,doxa,STATUS,S100,51,"glory; wide; range; corresponding; closely; splendor; brilliance; base; awesome; light; radiates; god; presence; associated; power; honor; praise; speaking; excellence; assigning; highest; status; seeming; appearance; notion; imagination; opinion; obtains; respecting; reputation; credit; honorable; consideration; glorification; dignity; majesty; glorious; manifestation; working; dignitaries; future; bliss; pride; ornament; splendid; array; pomp; magnificence; radiance; dazzling; lustre"
M22,Praise,G1867,epaineō,ACTION,A100,3,"praise; commend; applaud"
M22,Praise,G1868,epainos,STATUS,S100,4,"praise; laudation; concretely; commendable"
M22,Praise,G2127,eulogeō,ACTION,A100,20,"praise; bless; thanks; speak; well; extol; blessed; receive; blessing; contexts; kindly; impart; benefits; being; ascribe; glorification; invoke; confer; favor; object"
M22,Praise,G2162,eufēmia,STATUS,S100,6,"report; omen; favorable; expression; praise; commendation"
M22,Praise,G2165,eufrainō,ACTION,A100,10,"celebrate; celebration; glad; rejoice; gladden; exult; feast; token; joy; rejoicing"
M22,Praise,G3742,hosiotēs,STATUS,S100,6,"holiness; piety; sacred; observance; duties; god"
M22,Praise,G5214,humneō,ACTION,A100,7,"praise; sing; hymns; praisespraise; hymn; celebrate; worship"
M22,Praise,G5567,psallō,ACTION,A100,15,"sing; praise; hymns; songs; move; touch; twitch; strike; strings; chords; instrument; play; stringed; music; praises"
M22,Praise,H1293,be.ra.khah,STATUS,S100,8,"blessing; prosperity; praise; god; gift; present; treaty; peace"
M22,Praise,H1420,ge.dul.lah,STATUS,S100,1,"greatness"
M22,Praise,H1433,go.del,STATUS,S100,1,"greatness"
M22,Praise,H1921,ha.dar,ACTION,A86/S14,5,"honor; honour; adorn; glorify; high"
M22,Praise,H1925,he.der,STATUS,S100,4,"glory; ornament; splendour; adornment"
M22,Praise,H1926,ha.dar,STATUS,S100,4,"glory; ornament; splendour; honour"
M22,Praise,H1927,ha.da.rah,STATUS,S100,2,"adornment; glory"
M22,Praise,H1935,hod,STATUS,S100,4,"splendor; splendour; majesty; vigour"
M22,Praise,H1960,huy.ye.dot,STATUS,S100,2,"praise; songs"
M22,Praise,H1974,hil.lul,STATUS,S100,2,"praise; rejoicing"
M22,Praise,H1984B,ha.lal,ACTION,A100,9,"boast; praise; boastful; boasters; praised; praiseworthy; commended; worthy; glory"
M22,Praise,H2172,zim.rah,STATUS,S100,2,"melody; music"
M22,Praise,H3029,ye.da,QUALITY,Q100,3,"praise; thanks; dah"
M22,Praise,H3034,ya.dah,ACTION,A100,4,"thanks; throw; shoot; cast"
M22,Praise,H3519,ka.vod,STATUS,S100,4,"glory; honour; glorious; abundance"
M22,Praise,H3520A,ka.vod,QUALITY,Q100,1,"glorious"
M22,Praise,H3520B,ke.vud.dah,QUALITY,Q100,3,"riches; abundance; wealth"
M22,Praise,H4110,ma.ha.lal,STATUS,S100,2,"praise; boast"
M22,Praise,H4210,miz.mor,STATUS,S100,2,"melody; psalm"
M22,Praise,H5082,ne.di.vah,STATUS,S100,5,"honor; nobility; nobleness; noble; deeds"
M22,Praise,H5273B,na.im,QUALITY,Q100,4,"musical; singing; sweetly; sounding"
M22,Praise,H5329,na.tsach,ACTION,A100,7,"conduct; excel; bright; preeminent; perpetual; overseer; enduring"
M22,Praise,H6918G,qa.dosh,QUALITY,Q100,4,"holy; sacred; saint; apart"
M22,Praise,H6922,qad.dish,QUALITY,Q100,4,"holy; separate; angels; saints"
M22,Praise,H6944G,qo.desh,STATUS,S100,4,"holiness; apartness; sacredness; separateness"
M22,Praise,H7318,ro.mam,STATUS,S100,4,"extolling; praise; exaltation; mah"
M22,Praise,H7624,she.vach,QUALITY,Q100,5,"praise; laud; adulate; adore; sha"
M22,Praise,H8416,te.hil.lah,STATUS,S100,2,"praise; hymn"
M22,Praise,H8426,to.dah,STATUS,S100,3,"thanksgiving; confession; praise"
M23,Strength,G0315,anankazō,ACTION,A100,4,"compel; force; constrain; urge"
M23,Strength,G0831,authenteō,ACTION,A100,2,"domineer; authority"
M23,Strength,G0932,basileia,STATUS,S100,33,"kingdom; kingship; royal; rule; realm; region; country; governed; king; kingly; power; authority; dominion; reign; dignity; title; honor; messiah; false; true; conception; various; limitation; administration; coming; history; parables; distinctive; nature; requirements; privileges; rewards; consummation"
M23,Strength,G0933,basileion,QUALITY,Q100,8,"palace; royal; kingly; residence; royalty; regal; mansion; palaces"
M23,Strength,G0934,basileios,QUALITY,Q100,6,"kingly; courtiers; palaces; body; kings; royal"
M23,Strength,G0936,basileuō,ACTION,A100,14,"reign; king; possess; regal; authority; rule; govern; force; predominate; prevail; kingly; case; fare; royally"
M23,Strength,G0937,basilikos,QUALITY,Q100,11,"royal; noble; kingly; official; regal; substantive; attached; king; courtier; highest; excellence"
M23,Strength,G0938G,basilissa,STATUS,S100,1,"queen"
M23,Strength,G1411,dunamis,STATUS,S100,29,"power; ability; miracle; ruler; extended; supernatural; being; administrative; strength; efficacy; energy; purport; language; authority; majesty; manifestation; instance; mighty; omnipotence; authorities; miraculous; frequently; worker; miracles; hebrew; heavenly; luminaries; spiritual; powers"
M23,Strength,G1412,dunamoō,ACTION,A100,4,"empower; strengthened; strengthen; confirm"
M23,Strength,G1414,dunateō,ACTION,A100,4,"powerful; strong; mighty; self"
M23,Strength,G1415,dunatos,QUALITY,Q94/A6,15,"possible; powerful; mighty; power; god; valid; efficacious; distinguished; rank; authority; influence; skill; excellence; capable; being"
M23,Strength,G1743,endunamoō,ACTION,A100,11,"strengthen; strength; strong; strengthened; empower; invigorate; summon; vigor; energy; acquire; invigorated"
M23,Strength,G1753,energeia,STATUS,S100,5,"energy; working; power; efficacy; operation"
M23,Strength,G1754,energeō,ACTION,A100,16,"work; produce; effect; operation; communicate; energy; efficiency; activity; actively; developed; result; power; principle; instinct; operative; earnest"
M23,Strength,G1755,energēma,STATUS,S100,5,"working; activity; effect; effected; operation"
M23,Strength,G1756,energēs enargēs,QUALITY,Q100,6,"effective; efficient; energetic; adapted; accomplish; effectual"
M23,Strength,G1840,exischuō,ACTION,A100,4,"power; strong; enough; fully"
M23,Strength,G1849,exousia,STATUS,S100,26,"authority; power; right; control; govern; dominion; area; sphere; jurisdiction; ruler; human; supernatural; ability; faculty; efficiency; energy; liberty; licence; rule; authorities; potentates; powers; full; privilege; prerogative; veil"
M23,Strength,G1850,exousiazō,ACTION,A100,10,"authority; power; mastered; exercise; anyone; possess; independent; control; subject; influence"
M23,Strength,G2192,echō,—,,42,"pluperfect; seize; possess; frequently; ready; furnished; matter; crimination; command; power; marriage; affected; subjected; feel; gratitude; thankful; esteem; object; knowledge; faith; practice; entire; possession; retain; intransitive; adverbs; adverbial; expression; fare; present; pregnant; possessed; continued; lived; space; embrace; distant; cling; border; next; tend; immediately"
M23,Strength,G2233,hēgeomai,ACTION,A100,11,"govern; lead; chief; preside; rule; officer; church; think; consider; count; esteem"
M23,Strength,G2292,tharseō,ACTION,A100,5,"heart; confident; confidence; bold; courageous"
M23,Strength,G2293,tharseō,ACTION,A100,8,"heart; courage; cheer; confident; hopeful; bold; maintain; bearing"
M23,Strength,G2478,ischuros,QUALITY,Q100,10,"strong; powerful; forceful; mighty; robust; fortified; vehement; energetic; sure; firm"
M23,Strength,G2479,ischus,STATUS,S100,4,"strength; power; faculty; ability"
M23,Strength,G2480,ischuō,ACTION,A100,11,"strong; powerful; well; health; power; efficiency; avail; valid; service; serviceable; prevail"
M23,Strength,G2610,katagōnizomai,ACTION,A100,5,"conquer; defeat; overcome; subdue; vanquish"
M23,Strength,G2634,katakurieuō,ACTION,A100,13,"master; lord; gain; dominion; power; overcome; subdue; contexts; there; exercise; authority; harsh; domineer"
M23,Strength,G2715,katexousiazō,ACTION,A100,5,"rule; exercise; authority; lordship; domineer"
M23,Strength,G2729,katischuō,ACTION,A100,5,"prevail; overcome; overpower; predominate; upper"
M23,Strength,G2900,krataios,QUALITY,Q100,3,"mighty; strong; powerful"
M23,Strength,G2904,kratos,STATUS,S100,6,"power; strength; force; display; sway; dominion"
M23,Strength,G2908,kreissōn,QUALITY,Q100,10,"greater; better; superior; useful; profitable; conducive; excellent; higher; nature; valuable"
M23,Strength,G2961,kurieuō,ACTION,A100,14,"lord; master; authority; rules; exercises; note; contexts; there; exercised; harsh; possessed; mastery; exercise; control"
M23,Strength,G2962H,kurios,STATUS,S100,26,"lord; master; title; address; higher; status; sir; property; slaves; translation; yahweh; name; god; owner; possessor; potentate; sovereign; power; deity; jehovah; jesus; christ; freq; various; force; frequently"
M23,Strength,G2963,kuriotēs,STATUS,S100,13,"lordship; authority; dominion; power; constituted; authorities; potentates; ephesian; colossian; passage; speaking; angelic; powers"
M23,Strength,G3841,pantokratōr,STATUS,S100,11,"almighty; title; god; translates; lord; hosts; shaddai; mountain; powerful; immovable; omnipotent"
M23,Strength,G4519,sabaōth,STATUS,S100,19,"hosts; deity; lord; god; baal; almighty; high; elohe; israel; banner; peace; provider; righteousness; everlasting; jealous; highest; abba; eli; eloi"
M23,Strength,G4599,sthenoō,ACTION,A100,4,"strengthen; strong; impart; strength"
M23,Strength,G4731,stereos,QUALITY,Q100,11,"strong; solid; standing; firm; steadfast; stiff; hard; food; opposed; liquid; light"
M23,Strength,G4732,stereoō,ACTION,A100,5,"strengthen; strong; strengthened; firm; settle"
M23,Strength,G4821,sumbasileuō,ACTION,A100,4,"reign; king; enjoy; honor"
M23,Strength,G4912,sunechō,ACTION,A100,34,"oppress; cover; crowd; guard; custody; compel; urge; suffer; distressed; devoted; together; confine; shut; close; stop; ears; besieged; city; fast; hem; press; exercise; constraining; influence; seized; affected; fear; disease; mental; constriction; hard; pressed; urgency; circumstances"
M23,Strength,G5242,huperechō,ACTION,A100,14,"higher; govern; authority; better; transcend; surpassing; greatness; intransitive; overtop; surpass; excel; excellence; preeminence; superior"
M23,Strength,G5247,huperochē,STATUS,S100,8,"authority; prominence; excellence; rare; quality; eminent; station; superiority"
M23,Strength,G5293,hupotassō,ACTION,A100,11,"subject; subjection; subordinate; submit; arrange; influence; subordinated; self; render; obedience; submissive"
M23,Strength,G5342,ferō,ACTION,A100,29,"lead; carry; conduct; endure; uphold; maintain; conserve; produce; forward; advance; allege; offer; ascribe; absol; gate; reach; offered; enter; moving; influence; moved; rush; sweep; proceed; utterance; progress; ship; drive; wind"
M23,Strength,H0193A,ul,STATUS,S100,2,"strength; prominence"
M23,Strength,H0193B,ul,STATUS,S100,3,"mighty; nobles; wealthy"
M23,Strength,H0202,on,STATUS,S100,6,"strength; vigour; generative; power; wealth; physical"
M23,Strength,H0353,e.yal,STATUS,S100,2,"strength; help"
M23,Strength,H0360,e.ya.lut,STATUS,S100,2,"strength; help"
M23,Strength,H0386,e.tan,QUALITY,Q100,5,"strong; perpetual; constant; perennial; ever-flowing"
M23,Strength,H0533,am.mits,QUALITY,Q100,2,"strong; mighty"
M23,Strength,H0553,am.mits,ACTION,A100,9,"strong; strengthen; alert; courageous; brave; stout; bold; solid; hard"
M23,Strength,H0554,a.mots,QUALITY,Q100,4,"strong; bay; dappled; piebald"
M23,Strength,H0555,o.mets,STATUS,S100,1,"strength"
M23,Strength,H0556,am.tsah,STATUS,S100,1,"strength"
M23,Strength,H0820,ash.man.nim,STATUS,S100,4,"strong; stout; desolate; dead"
M23,Strength,H1369,ge.vu.rah,STATUS,S100,1,"strength"
M23,Strength,H1396,ga.var,ACTION,A100,5,"prevail; strength; strong; powerful; mighty"
M23,Strength,H1432,ga.del,QUALITY,Q100,2,"growing; becoming"
M23,Strength,H1679,do.ve,STATUS,S100,2,"strength; rest"
M23,Strength,H2388G,cha.zaq,ACTION,A100,31,"strengthen; support; encourage; prevail; harden; strong; courageous; firm; grow; resolute; sore; caught; fast; secure; press; urgent; stout; rigid; hard; severe; grievous; restore; strength; sustain; bold; display; repair; retain; contain; withstand; strongly"
M23,Strength,H2388H,cha.zaq,ACTION,A100,33,"strengthen; seize; fix; prevail; harden; strong; courageous; firm; grow; resolute; sore; caught; fast; secure; press; urgent; stout; rigid; hard; severe; grievous; restore; strength; sustain; encourage; bold; display; support; repair; retain; contain; withstand; strongly"
M23,Strength,H2388I,cha.zaq,ACTION,A100,32,"strengthen; ensure; prevail; harden; strong; courageous; firm; grow; resolute; sore; caught; fast; secure; press; urgent; stout; rigid; hard; severe; grievous; restore; strength; sustain; encourage; bold; display; support; repair; retain; contain; withstand; strongly"
M23,Strength,H2388J,cha.zaq,ACTION,A100,31,"strengthen; prevail; harden; strong; courageous; firm; grow; resolute; sore; caught; fast; secure; press; urgent; stout; rigid; hard; severe; grievous; restore; strength; sustain; encourage; bold; display; support; repair; retain; contain; withstand; strongly"
M23,Strength,H2389,cha.zaq,QUALITY,Q100,3,"strong; stout; mighty"
M23,Strength,H2390,cha.zeq,QUALITY,Q100,2,"stronger; louder"
M23,Strength,H2391,che.zeq,STATUS,S100,1,"strength"
