cluster,cluster_name,strongs,translit,type,type_mix,n_keywords,keywords
M42,Speech,G4601,sigaō,ACTION,A100,8,"silent; hidden; concealed; silence; transitive; reveal; conceal; revealed"
M42,Speech,G4727,ste.na.zo,ACTION,A100,8,"groan; sigh; grumble; inwardly; vent; querulous; censorious; feelings"
M42,Speech,G5455,fōneō,ACTION,A100,9,"summon; sound; utter; cock; crow; cry; exclaim; invite; feast"
M42,Speech,G5456H,fōnē,STATUS,S100,14,"voice; sound; noise; tone; extension; speaking; language; cry; articulate; speech; discourse; address; tongue; dialect"
M42,Speech,H0592,a.niy.yah,STATUS,S100,2,"lamentation; mourning"
M42,Speech,H1897,ha.gah,ACTION,A100,9,"mutter; moan; growl; utter; muse; meditate; devise; plot; speak"
M42,Speech,H1899,he.geh,STATUS,S100,3,"moaning; rumbling; growling"
M42,Speech,H1906,hed,STATUS,S100,2,"shout; joy"
M42,Speech,H1959,he.dad,STATUS,S100,3,"shout; cheer; shouting"
M42,Speech,H2158,za.mir,STATUS,S100,1,"psalm"
M42,Speech,H2167,za.mar,ACTION,A100,3,"sing; praise; music"
M42,Speech,H2176,zim.rat,STATUS,S100,3,"praise; music; melody"
M42,Speech,H2199,za.aq,ACTION,A100,2,"cry; help"
M42,Speech,H2201,ze.a.qah,STATUS,S100,2,"outcry; cry"
M42,Speech,H2814,cha.shah,ACTION,A100,4,"silent; quiet; still; inactive"
M42,Speech,H3960,la.shan,ACTION,A100,2,"slander; tongue"
M42,Speech,H4617,ma.a.neh,STATUS,S100,3,"answer; response; task"
M42,Speech,H5008,na.aq,ACTION,A100,1,"groan"
M42,Speech,H5012,na.va,ACTION,A100,1,"prophesy"
M42,Speech,H5098,na.ham,ACTION,A100,2,"groan; growl"
M42,Speech,H5099,na.ham,STATUS,S100,2,"roaring; growling"
M42,Speech,H6681,tsa.vach,ACTION,A100,3,"cry; aloud; shout"
M42,Speech,H6682,tse.va.chah,STATUS,S100,2,"outcry; shout"
M42,Speech,H6969,qi.nen,ACTION,A100,4,"chant; dirge; wail; lament"
M42,Speech,H7032G,qal,—,,3,"voice; sound; qol"
M42,Speech,H7032H,qal,—,,3,"voice; sound; qol"
M42,Speech,H7438,ron,STATUS,S100,3,"ringing; cry; shout"
M42,Speech,H7440,rin.nah,STATUS,S100,2,"cry; ringing"
M42,Speech,H7442B,ra.nan,ACTION,A100,5,"sing; cry; shout; joy; ringing"
M42,Speech,H7580,sha.ag,ACTION,A100,1,"roar"
M42,Speech,H7581,she.a.gah,STATUS,S100,1,"roaring"
M43,Prophecy,G0144,aisthēsis,STATUS,S100,3,"insight; perception; understanding"
M43,Prophecy,G1253,diakrisis,STATUS,S100,11,"discernment; distinguishing; differentiation; passing; judgment; separation; distinction; doubt; discerning; faculty; estimating"
M43,Prophecy,G1329,diermēneuō,ACTION,A100,3,"interpret; translate; explain"
M43,Prophecy,G1504,eikōn,STATUS,S100,8,"image; likeness; portrait; material; effigy; representation; exact; resemblance"
M43,Prophecy,G2059,hermēneuō,ACTION,A100,3,"interpret; translate; explain"
M43,Prophecy,G3050,logikos,QUALITY,Q100,8,"spiritual; logical; pertaining; speech; reason; rational; mind; soul"
M43,Prophecy,G4152,pneumatikos,QUALITY,Q100,7,"spiritual; non-carnal; ethereal; spirit; supernatural; regenerate; religious"
M43,Prophecy,G4394,profēteia,STATUS,S100,24,"prophecy; inspired; message; encouraging; obedience; god; proclaiming; future; warning; preparedness; continued; prediction; events; gifted; faculty; setting; enforcing; revealed; truth; matter; divine; teaching; special; gift"
M43,Prophecy,H0226G,ot,STATUS,S100,13,"sign; miraculous; signal; distinguishing; banner; remembrance; omen; warning; token; ensign; standard; miracle; proof"
M43,Prophecy,H5016,ne.vu.ah,STATUS,S100,1,"prophecy"
M43,Prophecy,H5017,ne.vu.ah,QUALITY,Q100,1,"prophesying"
M43,Prophecy,H6754,tse.lem,STATUS,S100,1,"image"
M43,Prophecy,H7924,sokh.le.ta.nu,QUALITY,Q100,2,"insight; khel"
M44,Relational,G0079,adelfē,STATUS,S100,10,"sister; fellow; countrywoman; extension; female; believer; family; faith; kinswoman; relative"
M44,Relational,G0081,adelfotēs,STATUS,S100,5,"brotherhood; fellowship; believers; body; christian"
M44,Relational,G1775,henotēs,STATUS,S100,2,"unity; oneness"
M44,Relational,G1843,exomologeomai,ACTION,A100,14,"agree; consent; openly; confess; admit; praise; bind; self; promise; profess; open; avowal; benefits; celebrate"
M44,Relational,G1864,epagōnizomai,ACTION,A100,4,"contend; fight; strenuously; defence"
M44,Relational,G3330,metadidōmi,ACTION,A100,5,"share; impart; contribute; needs; bestow"
M44,Relational,G4829,summerizō,ACTION,A100,5,"share; divide; receive; self; partake"
M44,Relational,G4889,sundoulos,STATUS,S100,7,"fellow; slave; servant; fellow-slave; fellow-servant; fellow-minister; christ"
M44,Relational,H0341,o.yev,ACTION,A100,1,"enemy"
M44,Relational,H0342,e.vah,STATUS,S100,2,"enmity; hatred"
M44,Relational,H0781,a.ra.s,ACTION,A100,2,"betroth; engage"
M44,Relational,H2270,cha.ver,—,,5,"companion; united; associate; fellow; worshippers"
M44,Relational,H2416D,chay.yah,QUALITY,Q97/S3,1,"community"
M44,Relational,H2836B,cha.shaq,ACTION,A100,2,"connect; fillet"
M44,Relational,H6862C,tsar,STATUS,S98/Q2,4,"enemy; adversary; foe; oppressor"
M44,Relational,H7378,riv,ACTION,A100,2,"contend; strive"
M44,Relational,H8474,ta.cha.rah,ACTION,A100,3,"contend; burn; kindled"
M45,Transformation,G0236,allassō,—,,4,"change; exchange; alter; transform"
M45,Transformation,G0329,anazōpureō,ACTION,A100,11,"rekindle; kindle; dormant; fire; fan; flame; revive; excite; stir; quicken; powers"
M45,Transformation,G0341,anakainoō,ACTION,A100,2,"renew; invigorate"
M45,Transformation,G0342,anakainōsis,STATUS,S100,2,"renewal; renovation"
M45,Transformation,G2537,kainos,QUALITY,Q100,19,"new; latest; anew; contexts; superior; old; recently; species; character; mode; novel; strange; possessor; unheard; unusual; renovated; better; higher; excellence"
M45,Transformation,G3328,metaballō,ACTION,A100,2,"change; mind"
M45,Transformation,G3338,metamellomai,ACTION,A100,12,"repent; regret; repentant; changed; mind; remorseful; change; judgment; past; points; conduct; purpose"
M45,Transformation,G3339,metamorfoō,ACTION,A100,10,"transform; transformed; transfigured; changed; change; external; transfigure; undergo; spiritual; transformation"
M45,Transformation,G3340,metanoeo,ACTION,A100,19,"repent; change; elements; composing; life; attitude; thoughts; behaviors; concerning; demands; god; right; living; undergo; frame; mind; principle; practice; reform"
M45,Transformation,G3341,metanoia,STATUS,S100,29,"repentance; change; mind; changing; elements; composing; life; attitude; thoughts; behaviors; concerning; demands; god; right; living; note; refer; foundational; salvation; event; christ; on-going; christian; mode; thought; practical; reformation; reversal; past"
M45,Transformation,G4832,summorfos,QUALITY,Q100,4,"conformed; being; assimilated; similar"
M45,Transformation,H2487,cha.li.phah,STATUS,S100,2,"change; replacement"
M45,Transformation,H5164,no.cham,STATUS,S100,2,"repentance; sorrow"
M45,Transformation,H7725O,shuv,ACTION,A100,35,"return; repent; back; dying; human; relations; spiritual; apostatise; away; inanimate; repetition; restore; refresh; repair; lead; turning; restored; draw; relinquish; payment; report; answer; requital; pay; backward; repel; defeat; repulse; hinder; reject; refuse; mind; reverse; revoke; returned"
M46,Abundance,G0842,autarkēs,QUALITY,Q100,7,"self-sufficient; content; sufficient; adequate; self; contented; lot"
M46,Abundance,G3045,liparos,QUALITY,Q100,5,"rich; costly; riches; fat; sumptuous"
M46,Abundance,G4145,plousios,QUALITY,Q100,8,"rich; opulent; wealthy; abounding; distinguished; glory; dignity; bliss"
M46,Abundance,G4146,plousiōs,QUALITY,Q100,5,"richly; generously; abundantly; rich; largely"
M46,Abundance,G4147,plouteō,ACTION,A100,10,"rich; acquired; wealth; acquire; troponym; abound; abundantly; furnished; spiritually; enriched"
M46,Abundance,G4148,ploutizō,ACTION,A100,4,"enrich; rich; enriched; spiritually"
M46,Abundance,G4149,ploutos,STATUS,S100,15,"riches; wealth; opulence; rich; benefits; abundant; blessings; flow; god; christ; meton; richness; abundance; spiritual; enriching"
M46,Abundance,G4433,ptōcheuō,ACTION,A100,3,"poor; beggar; poverty"
M46,Abundance,G4434,ptōchos,STATUS,S100,30,"poor; beggar; resources; culturally; considered; oppressed; despised; miserable; spirit; lacking; but; positive; quality; humility; realizing; nothing; offer; god; need; free; gifts; reduced; beggary; mendicant; indigent; spiritually; low; beggarly; sorry; lowly"
M46,Abundance,H1878,da.shen,ACTION,A100,5,"prosper; fat; grow; prosperous; anoint"
M46,Abundance,H1952,hon,STATUS,S100,5,"substance; wealth; riches; enough; sufficiency"
M46,Abundance,H2630,cha.san,ACTION,A100,5,"hoard; treasured; hoarded; laid; stored"
M46,Abundance,H2633,cho.sen,STATUS,S100,3,"wealth; riches; treasure"
M46,Abundance,H4924B,mish.man,STATUS,S100,5,"fatness; stout; vigorous; fertile; spots"
M46,Abundance,H5727,a.dan,ACTION,A100,2,"luxuriate; delight"
M46,Abundance,H6223,a.shir,QUALITY,Q100,2,"rich; wealthy"
M46,Abundance,H6238,a.shar,ACTION,A100,6,"enrich; rich; wealthy; pretend; gain; riches"
M46,Abundance,H6239,o.sher,STATUS,S100,2,"riches; wealth"
M46,Abundance,H7230,rov,STATUS,S100,3,"abundance; multitude; greatness"
M46,Abundance,H7600,sha.a.nan,QUALITY,Q100,10,"secure; ease; quiet; careless; wanton; arrogant; subst; security; pride; arrogance"
M46,Abundance,H8080,sha.men,ACTION,A100,2,"grow; fat"
M46,Abundance,H8082,sha.men,QUALITY,Q100,3,"rich; fat; robust"
