cluster,strong,surface,family
M15,G0050,unknown,other-uncategorised
M15,G0052,ignorance,other-uncategorised
M15,G0056,ignorance,other-uncategorised
M15,G0056,no knowledge,knowing-understanding
M15,G0143,perceive,knowing-understanding
M15,G0145,discernment,knowing-understanding
M15,G0333,Consider,knowing-understanding
M15,G0333,observed,keeping-guarding-vigilance
M15,G0474,holding,other-uncategorised
M15,G0483,argumentative,other-uncategorised
M15,G0483,contradict,other-uncategorised
M15,G0483,contrary,other-uncategorised
M15,G0483,deny,other-uncategorised
M15,G0483,objected,other-uncategorised
M15,G0483,opposed,malice-enmity-persecution
M15,G0483,opposes,malice-enmity-persecution
M15,G0483,spoken against,other-uncategorised
M15,G0781,unwise,other-uncategorised
M15,G0801,foolish,wisdom-folly-teaching
M15,G0801,without understanding,knowing-understanding
M15,G1011,deliberate,other-uncategorised
M15,G1011,made plans,will-resolve-vow-intent
M15,G1011,make,other-uncategorised
M15,G1011,planned,will-resolve-vow-intent
M15,G1011,plans,will-resolve-vow-intent
M15,G1011,wanted,other-uncategorised
M15,G1014,I would,other-uncategorised
M15,G1014,chooses,will-resolve-vow-intent
M15,G1014,chooses to,will-resolve-vow-intent
M15,G1014,desire,desire-longing-appetite
M15,G1014,desired,desire-longing-appetite
M15,G1014,desiring,other-uncategorised
M15,G1014,glad,joy-gladness
M15,G1014,intend,other-uncategorised
M15,G1014,intending,other-uncategorised
M15,G1014,refuse,rebellion-stubbornness
M15,G1014,resolved,will-resolve-vow-intent
M15,G1014,want,desire-longing-appetite
M15,G1014,wanted,other-uncategorised
M15,G1014,will,will-resolve-vow-intent
M15,G1014,willing,other-uncategorised
M15,G1014,wills,other-uncategorised
M15,G1014,wish,other-uncategorised
M15,G1014,wished,other-uncategorised
M15,G1014,wishes,other-uncategorised
M15,G1014,wishing,other-uncategorised
M15,G1097,Know,knowing-understanding
M15,G1097,Perceiving,knowing-understanding
M15,G1097,aware,other-uncategorised
M15,G1097,decided,other-uncategorised
M15,G1097,felt,other-uncategorised
M15,G1097,find out,other-uncategorised
M15,G1097,found out,other-uncategorised
M15,G1097,grasp,other-uncategorised
M15,G1097,had,other-uncategorised
M15,G1097,knew,other-uncategorised
M15,G1097,know,knowing-understanding
M15,G1097,knowing,knowing-understanding
M15,G1097,known,knowing-understanding
M15,G1097,knows,knowing-understanding
M15,G1097,learn,wisdom-folly-teaching
M15,G1097,learned,wisdom-folly-teaching
M15,G1097,learning,wisdom-folly-teaching
M15,G1097,news,other-uncategorised
M15,G1097,once regarded,knowing-understanding
M15,G1097,perceive,knowing-understanding
M15,G1097,perceived,knowing-understanding
M15,G1097,regard,knowing-understanding
M15,G1097,shown,other-uncategorised
M15,G1097,sure,other-uncategorised
M15,G1097,unaware,other-uncategorised
M15,G1097,understand,knowing-understanding
M15,G1097,understood,other-uncategorised
M15,G1097,virgin,other-uncategorised
M15,G1106,consent,other-uncategorised
M15,G1106,decided,other-uncategorised
M15,G1106,judgment,other-uncategorised
M15,G1106,mind,knowing-understanding
M15,G1106,purpose,will-resolve-vow-intent
M15,G1108,knowing,knowing-understanding
M15,G1108,knowledge,knowing-understanding
M15,G1108,understanding way,knowing-understanding
M15,G1128,train,other-uncategorised
M15,G1128,trained,other-uncategorised
M15,G1226,insist,other-uncategorised
M15,G1226,make confident assertions,trust-refuge-security
M15,G1231,decide,other-uncategorised
M15,G1231,determine,will-resolve-vow-intent
M15,G1252,contending,other-uncategorised
M15,G1252,criticized,other-uncategorised
M15,G1252,discerning,knowing-understanding
M15,G1252,dispute,other-uncategorised
M15,G1252,distinction,other-uncategorised
M15,G1252,distinctions,other-uncategorised
M15,G1252,doubt,other-uncategorised
M15,G1252,doubting,other-uncategorised
M15,G1252,doubts,other-uncategorised
M15,G1252,hesitation,other-uncategorised
M15,G1252,interpret,other-uncategorised
M15,G1252,judged,other-uncategorised
M15,G1252,sees anything different,other-uncategorised
M15,G1252,waver,other-uncategorised
M15,G1252,weigh,other-uncategorised
M15,G1255,discussed,other-uncategorised
M15,G1255,talked about,speech-mouth-tongue
M15,G1256,addresses,other-uncategorised
M15,G1256,argued,other-uncategorised
M15,G1256,disputing,other-uncategorised
M15,G1256,reasoned,other-uncategorised
M15,G1256,reasoning,other-uncategorised
M15,G1256,talked,speech-mouth-tongue
M15,G1260,discern,knowing-understanding
M15,G1260,discussed,other-uncategorised
M15,G1260,discussing,other-uncategorised
M15,G1260,question,other-uncategorised
M15,G1260,questioned,other-uncategorised
M15,G1260,questioning,other-uncategorised
M15,G1260,said,speech-mouth-tongue
M15,G1260,thought,knowing-understanding
M15,G1261,argument,other-uncategorised
M15,G1261,disputing,other-uncategorised
M15,G1261,doubts,other-uncategorised
M15,G1261,opinions,other-uncategorised
M15,G1261,quarreling,other-uncategorised
M15,G1261,reasoning,other-uncategorised
M15,G1261,thinking,knowing-understanding
M15,G1261,thoughts,knowing-understanding
M15,G1270,thoughts,knowing-understanding
M15,G1321,Teach,wisdom-folly-teaching
M15,G1321,directed,other-uncategorised
M15,G1321,taught,other-uncategorised
M15,G1321,teach,wisdom-folly-teaching
M15,G1321,teaches,wisdom-folly-teaching
M15,G1321,teaching,wisdom-folly-teaching
M15,G1328,interpret,other-uncategorised
M15,G1380,Supposing,other-uncategorised
M15,G1380,appear,other-uncategorised
M15,G1380,considered,knowing-understanding
M15,G1380,convinced,other-uncategorised
M15,G1380,expect,hope-waiting
M15,G1380,imagines,other-uncategorised
M15,G1380,inclined,will-resolve-vow-intent
M15,G1380,judgment,other-uncategorised
M15,G1380,presume,other-uncategorised
M15,G1380,regarded,knowing-understanding
M15,G1380,seem,other-uncategorised
M15,G1380,seemed,other-uncategorised
M15,G1380,seemed best,other-uncategorised
M15,G1380,seemed good,other-uncategorised
M15,G1380,seemed influential,other-uncategorised
M15,G1380,seems,other-uncategorised
M15,G1380,suppose,other-uncategorised
M15,G1380,supposed,other-uncategorised
M15,G1380,supposing,other-uncategorised
M15,G1380,think,knowing-understanding
M15,G1380,thinking,knowing-understanding
M15,G1380,thinks,knowing-understanding
M15,G1380,thought,knowing-understanding
M15,G1425,understand,knowing-understanding
M15,G1492G,consider,knowing-understanding
M15,G1492G,knew,other-uncategorised
M15,G1492G,know,knowing-understanding
M15,G1492G,known,knowing-understanding
M15,G1492G,knows,knowing-understanding
M15,G1492G,looked,other-uncategorised
M15,G1492G,perceive,knowing-understanding
M15,G1492G,saw,other-uncategorised
M15,G1492G,see,other-uncategorised
M15,G1492G,understand,knowing-understanding
M15,G1492I,knew,other-uncategorised
M15,G1492I,know,knowing-understanding
M15,G1492I,known,knowing-understanding
M15,G1492I,understand,knowing-understanding
M15,G1502,yield,other-uncategorised
M15,G1503,like,other-uncategorised
M15,G1760,considered,knowing-understanding
M15,G1760,pondering,knowing-understanding
M15,G1760,think,knowing-understanding
M15,G1761,imagination,other-uncategorised
M15,G1761,thoughts,knowing-understanding
M15,G1764,come,other-uncategorised
M15,G1764,present,other-uncategorised
M15,G1771,intentions,will-resolve-vow-intent
M15,G1771,thinking,knowing-understanding
M15,G1922,acknowledge,other-uncategorised
M15,G1922,knowledge,knowing-understanding
M15,G1948,decided,other-uncategorised
M15,G1955,interpretation,other-uncategorised
M15,G1963,intent,will-resolve-vow-intent
M15,G1987,Knowing,knowing-understanding
M15,G1987,knew,other-uncategorised
M15,G1987,know,knowing-understanding
M15,G1987,knowing,knowing-understanding
M15,G1987,knows,knowing-understanding
M15,G1987,recognize,other-uncategorised
M15,G1987,understand,knowing-understanding
M15,G1987,understands,knowing-understanding
M15,G1990,understanding,knowing-understanding
M15,G2058,interpretation,other-uncategorised
M15,G2467,known,knowing-understanding
M15,G2529,clearly perceived,knowing-understanding
M15,G2924,discerning,knowing-understanding
M15,G3053,arguments,other-uncategorised
M15,G3053,conflicting thoughts,knowing-understanding
M15,G3056,Word,other-uncategorised
M15,G3056,account,other-uncategorised
M15,G3056,accounts,other-uncategorised
M15,G3056,appearance,other-uncategorised
M15,G3056,book,other-uncategorised
M15,G3056,complaint,prayer-petition-crying-out
M15,G3056,conversation,other-uncategorised
M15,G3056,credit,other-uncategorised
M15,G3056,doctrine,other-uncategorised
M15,G3056,encouragement,other-uncategorised
M15,G3056,ground,other-uncategorised
M15,G3056,in,other-uncategorised
M15,G3056,it,other-uncategorised
M15,G3056,justify,other-uncategorised
M15,G3056,length,other-uncategorised
M15,G3056,letter,other-uncategorised
M15,G3056,matter,other-uncategorised
M15,G3056,mean,other-uncategorised
M15,G3056,message,other-uncategorised
M15,G3056,messages,other-uncategorised
M15,G3056,news,other-uncategorised
M15,G3056,preaching,other-uncategorised
M15,G3056,question,other-uncategorised
M15,G3056,reason,other-uncategorised
M15,G3056,report,other-uncategorised
M15,G3056,retort,other-uncategorised
M15,G3056,said,speech-mouth-tongue
M15,G3056,say,speech-mouth-tongue
M15,G3056,saying,other-uncategorised
M15,G3056,sayings,other-uncategorised
M15,G3056,says,other-uncategorised
M15,G3056,sentence,other-uncategorised
M15,G3056,speaker,speech-mouth-tongue
M15,G3056,speaking,speech-mouth-tongue
M15,G3056,speech,speech-mouth-tongue
M15,G3056,statement,other-uncategorised
M15,G3056,story,other-uncategorised
M15,G3056,talk,speech-mouth-tongue
M15,G3056,talking,speech-mouth-tongue
M15,G3056,teaching,wisdom-folly-teaching
M15,G3056,testimony,torah-obedience-word
M15,G3056,things,other-uncategorised
M15,G3056,this,other-uncategorised
M15,G3056,utterance,speech-mouth-tongue
M15,G3056,value,other-uncategorised
M15,G3056,what,other-uncategorised
M15,G3056,why,other-uncategorised
M15,G3056,word,other-uncategorised
M15,G3056,words,other-uncategorised
M15,G3177,meaning,other-uncategorised
M15,G3177,means,other-uncategorised
M15,G3312,arbitrator,other-uncategorised
M15,G3539,Think over,knowing-understanding
M15,G3539,clearly perceived,knowing-understanding
M15,G3539,perceive,knowing-understanding
M15,G3539,see,other-uncategorised
M15,G3539,think,knowing-understanding
M15,G3539,understand,knowing-understanding
M15,G3539,understanding,knowing-understanding
M15,G3540,designs,other-uncategorised
M15,G3540,minds,other-uncategorised
M15,G3540,thought,knowing-understanding
M15,G3540,thoughts,knowing-understanding
M15,G3543,imagining,other-uncategorised
M15,G3543,supposed,other-uncategorised
M15,G3543,supposing,other-uncategorised
M15,G3543,think,knowing-understanding
M15,G3543,thinks,knowing-understanding
M15,G3543,thought,knowing-understanding
M15,G3809,discipline,wisdom-folly-teaching
M15,G3809,training,other-uncategorised
M15,G3873,close at hand,other-uncategorised
M15,G3873,have,other-uncategorised
M15,G3918,came,other-uncategorised
M15,G3918,come,other-uncategorised
M15,G3918,coming,other-uncategorised
M15,G3918,has,other-uncategorised
M15,G3918,have,other-uncategorised
M15,G3918,here,other-uncategorised
M15,G3918,lacks,desire-longing-appetite
M15,G3918,moment,other-uncategorised
M15,G3918,neglecting,other-uncategorised
M15,G3918,present,other-uncategorised
M15,G3918,that you have,other-uncategorised
M15,G3918,to be here,other-uncategorised
M15,G3918,was,other-uncategorised
M15,G3918,yet come,other-uncategorised
M15,G4307,foresight,other-uncategorised
M15,G4307,provision,other-uncategorised
M15,G4388,intended,other-uncategorised
M15,G4388,put forward,other-uncategorised
M15,G4388,set forth,other-uncategorised
M15,G4678,Wisdom,wisdom-folly-teaching
M15,G4678,wisdom,wisdom-folly-teaching
M15,G4679,cleverly devised,will-resolve-vow-intent
M15,G4679,wise,wisdom-folly-teaching
M15,G4680,skilled,other-uncategorised
M15,G4680,wise,wisdom-folly-teaching
M15,G4680,wise men,wisdom-folly-teaching
M15,G4680,wiser,wisdom-folly-teaching
M15,G4817,discussed,other-uncategorised
M15,G4840,present,other-uncategorised
M15,G4894,knowledge,knowing-understanding
M15,G4894,learned,wisdom-folly-teaching
M15,G4894,realized,other-uncategorised
M15,G4907,discernment,knowing-understanding
M15,G4907,insight,other-uncategorised
M15,G4907,understanding,knowing-understanding
M15,G4908,discerning,knowing-understanding
M15,G4908,intelligence,other-uncategorised
M15,G4908,understanding,knowing-understanding
M15,G4920,understand,knowing-understanding
M15,G4920,understanding,knowing-understanding
M15,G4920,understands,knowing-understanding
M15,G4920,understood,other-uncategorised
M15,G4993,right mind,knowing-understanding
M15,G4993,self-controlled,other-uncategorised
M15,G4993,sober judgment,other-uncategorised
M15,G4994,train,other-uncategorised
M15,G4997,rational,other-uncategorised
M15,G4997,self-control,other-uncategorised
M15,G5424,thinking,knowing-understanding
M15,G5426,agree,other-uncategorised
M15,G5426,concern,other-uncategorised
M15,G5426,concerned,other-uncategorised
M15,G5426,feel,other-uncategorised
M15,G5426,harmony,other-uncategorised
M15,G5426,haughty,pride-arrogance-scoffing
M15,G5426,mind,knowing-understanding
M15,G5426,minds,other-uncategorised
M15,G5426,minds on,other-uncategorised
M15,G5426,observes,keeping-guarding-vigilance
M15,G5426,setting your mind,knowing-understanding
M15,G5426,think,knowing-understanding
M15,G5426,thought,knowing-understanding
M15,G5426,view,other-uncategorised
M15,G5426,views,other-uncategorised
M15,G5428,insight,other-uncategorised
M15,G5428,wisdom,wisdom-folly-teaching
M15,G5429,more shrewd,wisdom-folly-teaching
M15,G5429,sensible people,wisdom-folly-teaching
M15,G5429,wise,wisdom-folly-teaching
M15,G5591,natural,other-uncategorised
M15,G5591,unspiritual,other-uncategorised
M15,G5591,worldly,other-uncategorised
M15,G6063,Know,knowing-understanding
M15,G6063,Knowing,knowing-understanding
M15,G6063,acquainted,other-uncategorised
M15,G6063,aware,other-uncategorised
M15,G6063,can,other-uncategorised
M15,G6063,comprehends,knowing-understanding
M15,G6063,for,other-uncategorised
M15,G6063,fully knew,other-uncategorised
M15,G6063,has,other-uncategorised
M15,G6063,knew,other-uncategorised
M15,G6063,know,knowing-understanding
M15,G6063,know how,knowing-understanding
M15,G6063,knowing,knowing-understanding
M15,G6063,knowledge,knowing-understanding
M15,G6063,knows,knowing-understanding
M15,G6063,realizing,other-uncategorised
M15,G6063,regard,knowing-understanding
M15,G6063,respect,other-uncategorised
M15,G6063,sure,other-uncategorised
M15,G6063,understand,knowing-understanding
M15,G6063,understanding,knowing-understanding
M15,G6063,you,other-uncategorised
M15,H0263,explain,other-uncategorised
M15,H0561,answer,being-heard-listening
M15,H0561,decreed,torah-obedience-word
M15,H0561,fawns,other-uncategorised
M15,H0561,sayings,other-uncategorised
M15,H0561,speaks,speech-mouth-tongue
M15,H0561,speech,speech-mouth-tongue
M15,H0561,speeches,speech-mouth-tongue
M15,H0561,true,other-uncategorised
M15,H0561,words,other-uncategorised
M15,H0562,Selah,other-uncategorised
M15,H0562,matter,other-uncategorised
M15,H0562,promises,other-uncategorised
M15,H0562,speech,speech-mouth-tongue
M15,H0562,word,other-uncategorised
M15,H0565A,command,torah-obedience-word
M15,H0565A,commands,torah-obedience-word
M15,H0565A,fulfillment,will-resolve-vow-intent
M15,H0565A,promise,other-uncategorised
M15,H0565A,say,speech-mouth-tongue
M15,H0565A,speech,speech-mouth-tongue
M15,H0565A,word,other-uncategorised
M15,H0565A,words,other-uncategorised
M15,H0908,devised,will-resolve-vow-intent
M15,H0908,inventing,other-uncategorised
M15,H0995,Consider,knowing-understanding
M15,H0995,Mark,other-uncategorised
M15,H0995,Understand,knowing-understanding
M15,H0995,attention,other-uncategorised
M15,H0995,can discern,knowing-understanding
M15,H0995,can feel,other-uncategorised
M15,H0995,cared,other-uncategorised
M15,H0995,carefully,other-uncategorised
M15,H0995,closely,other-uncategorised
M15,H0995,comprehended,knowing-understanding
M15,H0995,consider,knowing-understanding
M15,H0995,considering,knowing-understanding
M15,H0995,could understand,knowing-understanding
M15,H0995,dealt wisely,wisdom-folly-teaching
M15,H0995,discern,knowing-understanding
M15,H0995,discerned,knowing-understanding
M15,H0995,discerning,knowing-understanding
M15,H0995,discerning men,knowing-understanding
M15,H0995,discovered,other-uncategorised
M15,H0995,examine,being-searched-tested-by-god
M15,H0995,expert,other-uncategorised
M15,H0995,explain,other-uncategorised
M15,H0995,gain,other-uncategorised
M15,H0995,gaze,other-uncategorised
M15,H0995,insight,other-uncategorised
M15,H0995,instructed,wisdom-folly-teaching
M15,H0995,intelligent,other-uncategorised
M15,H0995,learn,wisdom-folly-teaching
M15,H0995,look,other-uncategorised
M15,H0995,makes,other-uncategorised
M15,H0995,observe,keeping-guarding-vigilance
M15,H0995,observes,keeping-guarding-vigilance
M15,H0995,only look,other-uncategorised
M15,H0995,pay attention,will-resolve-vow-intent
M15,H0995,perceive,knowing-understanding
M15,H0995,perceived,knowing-understanding
M15,H0995,perceives,knowing-understanding
M15,H0995,ponder,knowing-understanding
M15,H0995,prudent,wisdom-folly-teaching
M15,H0995,regard,knowing-understanding
M15,H0995,reviewed,other-uncategorised
M15,H0995,shrewd,wisdom-folly-teaching
M15,H0995,skillful,other-uncategorised
M15,H0995,taught,other-uncategorised
M15,H0995,teacher,wisdom-folly-teaching
M15,H0995,thought,knowing-understanding
M15,H0995,understand,knowing-understanding
