cluster,strong,surface,family
M24,G5604,birth pains,faint-despair-languishing
M24,G5604,labor pains,faint-despair-languishing
M24,G5604,pangs,other-uncategorised
M24,H0034,needy,humility-lowliness-contrition
M24,H0034,needy one,humility-lowliness-contrition
M24,H0034,poor,humility-lowliness-contrition
M24,H0536,languishing,faint-despair-languishing
M24,H0537,feeble,faint-despair-languishing
M24,H0605,became sick,other-uncategorised
M24,H0605,desperately sick,other-uncategorised
M24,H0605,incurable,other-uncategorised
M24,H0605,sickness,other-uncategorised
M24,H0957,plunder,other-uncategorised
M24,H0957,prey,other-uncategorised
M24,H0957,spoil,other-uncategorised
M24,H0961,plunder,other-uncategorised
M24,H0961,plundered,other-uncategorised
M24,H0961,plundering,other-uncategorised
M24,H0961,spoil,other-uncategorised
M24,H1669,grows dim,other-uncategorised
M24,H1669,languish,faint-despair-languishing
M24,H1669,languishing,faint-despair-languishing
M24,H1727,ache,other-uncategorised
M24,H1738,menstruation,other-uncategorised
M24,H1739,become sick,other-uncategorised
M24,H1739,faint,faint-despair-languishing
M24,H1739,menstrual period,other-uncategorised
M24,H1739,unclean things,sin-guilt-iniquity
M24,H1739,unwell,other-uncategorised
M24,H1741,loathsome,other-uncategorised
M24,H1741,sickbed,other-uncategorised
M24,H1792,contrite,humility-lowliness-contrition
M24,H1792,crush,violence-cruelty
M24,H1792,crushed,violence-cruelty
M24,H1792,crushing,violence-cruelty
M24,H1792,humbled,humility-lowliness-contrition
M24,H1792,pieces,other-uncategorised
M24,H1794,broken,humility-lowliness-contrition
M24,H1794,contrite,humility-lowliness-contrition
M24,H1794,crushed,violence-cruelty
M24,H1795,crushed,violence-cruelty
M24,H1800,haggard,other-uncategorised
M24,H1800,lowly,humility-lowliness-contrition
M24,H1800,needy,humility-lowliness-contrition
M24,H1800,poor,humility-lowliness-contrition
M24,H1800,poor man,humility-lowliness-contrition
M24,H1800,weak,other-uncategorised
M24,H1800,weaker,other-uncategorised
M24,H1800,weakest,other-uncategorised
M24,H1809,air,other-uncategorised
M24,H1809,brought,other-uncategorised
M24,H1809,brought low,other-uncategorised
M24,H1809,diminish,other-uncategorised
M24,H1809,hang useless,other-uncategorised
M24,H1809,weary,faint-despair-languishing
M24,H1854,beat,other-uncategorised
M24,H1854,crush,violence-cruelty
M24,H1854,crushed,violence-cruelty
M24,H1854,fine,other-uncategorised
M24,H1854,made dust,other-uncategorised
M24,H1854,powder,other-uncategorised
M24,H1854,reducing,other-uncategorised
M24,H1854,small,other-uncategorised
M24,H2115,crush,violence-cruelty
M24,H2115,pressed out,other-uncategorised
M24,H2115,squeezed,other-uncategorised
M24,H2456,diseased,other-uncategorised
M24,H2470A,become weak,other-uncategorised
M24,H2470A,faint,faint-despair-languishing
M24,H2470A,themselves out,other-uncategorised
M24,H2470A,weak,other-uncategorised
M24,H2470H,became ill,other-uncategorised
M24,H2470H,diseased,other-uncategorised
M24,H2470H,fallen sick,other-uncategorised
M24,H2470H,hurt,other-uncategorised
M24,H2470H,ill,other-uncategorised
M24,H2470H,sick,other-uncategorised
M24,H2470H,strike,other-uncategorised
M24,H2470H,wounded,other-uncategorised
M24,H2476,defeat,other-uncategorised
M24,H2483,affliction,faint-despair-languishing
M24,H2483,disease,other-uncategorised
M24,H2483,evil,wickedness-ungodliness
M24,H2483,grief,grief-lament-sorrow
M24,H2483,griefs,grief-lament-sorrow
M24,H2483,illness,other-uncategorised
M24,H2483,sick,other-uncategorised
M24,H2483,sickness,other-uncategorised
M24,H2483,sicknesses,other-uncategorised
M24,H2489,helpless,humility-lowliness-contrition
M24,H2522,laid low,other-uncategorised
M24,H2522,low,other-uncategorised
M24,H2522,overwhelmed,faint-despair-languishing
M24,H2523,weak,other-uncategorised
M24,H2556C,cruel man,violence-cruelty
M24,H2638,lack,desire-longing-appetite
M24,H2638,lacked,desire-longing-appetite
M24,H2638,lacking,desire-longing-appetite
M24,H2638,lacks,desire-longing-appetite
M24,H2826,lagging,other-uncategorised
M24,H2862,snatches away,other-uncategorised
M24,H3001,dried,other-uncategorised
M24,H3001,dried out,other-uncategorised
M24,H3001,dried up,other-uncategorised
M24,H3001,dries,other-uncategorised
M24,H3001,dries up,other-uncategorised
M24,H3001,dry,other-uncategorised
M24,H3001,dry up,other-uncategorised
M24,H3001,parched,other-uncategorised
M24,H3001,put to shame,shame-confusion
M24,H3001,up,other-uncategorised
M24,H3001,utterly,speech-mouth-tongue
M24,H3001,wholly,other-uncategorised
M24,H3001,wither,faint-despair-languishing
M24,H3001,wither away,faint-despair-languishing
M24,H3001,withered,faint-despair-languishing
M24,H3001,withers,faint-despair-languishing
M24,H3013,afflicted,faint-despair-languishing
M24,H3013,cause grief,grief-lament-sorrow
M24,H3013,grieve,grief-lament-sorrow
M24,H3013,inflicted,other-uncategorised
M24,H3013,torment,other-uncategorised
M24,H3013,tormentors,other-uncategorised
M24,H3013,who mourn,grief-lament-sorrow
M24,H3019,weary,faint-despair-languishing
M24,H3021,labor,other-uncategorised
M24,H3021,labored,other-uncategorised
M24,H3021,toil,other-uncategorised
M24,H3021,wearied,other-uncategorised
M24,H3021,wearies,other-uncategorised
M24,H3021,weary,faint-despair-languishing
M24,H3023,weariness,other-uncategorised
M24,H3023,weary,faint-despair-languishing
M24,H3238,oppress,malice-enmity-persecution
M24,H3238,oppressed,malice-enmity-persecution
M24,H3238,oppresses,malice-enmity-persecution
M24,H3238,oppressing,malice-enmity-persecution
M24,H3238,oppressor,malice-enmity-persecution
M24,H3238,oppressors,malice-enmity-persecution
M24,H3238,proud,pride-arrogance-scoffing
M24,H3238,subdue,other-uncategorised
M24,H3238,thrusting,other-uncategorised
M24,H3238,wrong,other-uncategorised
M24,H3238,wronged,other-uncategorised
M24,H3286,become exhausted,other-uncategorised
M24,H3286,faint,faint-despair-languishing
M24,H3286,flight,other-uncategorised
M24,H3286,weary,faint-despair-languishing
M24,H3287,exhausted,other-uncategorised
M24,H3287,faint,faint-despair-languishing
M24,H3287,weary,faint-despair-languishing
M24,H3415,sad,grief-lament-sorrow
M24,H3415,trembles,fear-of-god-awe
M24,H3490,become orphans,other-uncategorised
M24,H3490,fatherless,other-uncategorised
M24,H3490,fatherless child,other-uncategorised
M24,H3490,fatherless children,other-uncategorised
M24,H3490,orphan,other-uncategorised
M24,H3631,Destruction,other-uncategorised
M24,H3631,failing,other-uncategorised
M24,H3807,Beat,other-uncategorised
M24,H3807,battered,other-uncategorised
M24,H3807,beat,other-uncategorised
M24,H3807,beaten,other-uncategorised
M24,H3807,beaten down,other-uncategorised
M24,H3807,crush,violence-cruelty
M24,H3807,crushed,violence-cruelty
M24,H3807,down,other-uncategorised
M24,H3807,pieces,other-uncategorised
M24,H3807,pursued,malice-enmity-persecution
M24,H3807,smashed,other-uncategorised
M24,H3811,grow weary,faint-despair-languishing
M24,H3811,impatient,other-uncategorised
M24,H3811,languished,faint-despair-languishing
M24,H3811,out,other-uncategorised
M24,H3811,wearied,other-uncategorised
M24,H3811,wearied herself,other-uncategorised
M24,H3811,wearies himself,other-uncategorised
M24,H3811,weary,faint-despair-languishing
M24,H3811,wore themselves,other-uncategorised
M24,H3856A,languished,faint-despair-languishing
M24,H3905,hold,other-uncategorised
M24,H3905,oppress,malice-enmity-persecution
M24,H3905,oppressed,malice-enmity-persecution
M24,H3905,oppresses,malice-enmity-persecution
M24,H3905,oppressing,malice-enmity-persecution
M24,H3905,oppressors,malice-enmity-persecution
M24,H3905,pressed,other-uncategorised
M24,H3905,pushed against,other-uncategorised
M24,H4064,diseases,other-uncategorised
M24,H4134,becomes poor,humility-lowliness-contrition
M24,H4134,poor,humility-lowliness-contrition
M24,H4164,anguish,faint-despair-languishing
M24,H4164,cramping,other-uncategorised
M24,H4164,frozen fast,other-uncategorised
M24,H4251,wounded,other-uncategorised
M24,H4290,breaking in,other-uncategorised
M24,H4542,poor,humility-lowliness-contrition
M24,H4712,distress,faint-despair-languishing
M24,H4712,pangs,other-uncategorised
M24,H4816,faintness,faint-despair-languishing
M24,H4834,forceful,other-uncategorised
M24,H4834,grievous,grief-lament-sorrow
M24,H4834,provokes,anger-wrath-vexation
M24,H4835,violence,violence-cruelty
M24,H4933,looter,other-uncategorised
M24,H4933,plundered,other-uncategorised
M24,H4933,spoil,other-uncategorised
M24,H5034B,certainly,other-uncategorised
M24,H5034B,crumbles away,other-uncategorised
M24,H5034B,fade,other-uncategorised
M24,H5034B,fades,other-uncategorised
M24,H5034B,fading,other-uncategorised
M24,H5034B,fall,other-uncategorised
M24,H5034B,falling,other-uncategorised
M24,H5034B,lost heart,inner-seat-heart-soul-spirit
M24,H5034B,wither,faint-despair-languishing
M24,H5034B,withered,faint-despair-languishing
M24,H5034B,withers,faint-despair-languishing
M24,H5034B,yourselves out,other-uncategorised
M24,H5065,driver,other-uncategorised
M24,H5065,every ruler,other-uncategorised
M24,H5065,exact,other-uncategorised
M24,H5065,exacted,other-uncategorised
M24,H5065,hard pressed,other-uncategorised
M24,H5065,oppress,malice-enmity-persecution
M24,H5065,oppressed,malice-enmity-persecution
M24,H5065,oppressor,malice-enmity-persecution
M24,H5065,oppressors,malice-enmity-persecution
M24,H5065,taskmaster,other-uncategorised
M24,H5065,taskmasters,other-uncategorised
M24,H5065,tribute,other-uncategorised
M24,H5136,despair,faint-despair-languishing
M24,H5222,wretches,other-uncategorised
M24,H5223,contrite,humility-lowliness-contrition
M24,H5223,crippled,other-uncategorised
M24,H5243A,cut off,other-uncategorised
M24,H5243A,fade,other-uncategorised
M24,H5243A,wither,faint-despair-languishing
M24,H5243A,withers,faint-despair-languishing
M24,H5263,sick man,other-uncategorised
M24,H5786,blinds,other-uncategorised
M24,H5786,put out,other-uncategorised
M24,H5787,blind,other-uncategorised
M24,H5848C,faint,faint-despair-languishing
M24,H5848C,fainted,faint-despair-languishing
M24,H5848C,fainting,faint-despair-languishing
M24,H5848C,faints,faint-despair-languishing
M24,H5848C,feebler,faint-despair-languishing
M24,H5888,faint,faint-despair-languishing
M24,H5888,fainting,faint-despair-languishing
M24,H5888,grew weary,faint-despair-languishing
M24,H5888,weariness,other-uncategorised
M24,H5969,fainted,faint-despair-languishing
M24,H6001A,misery,grief-lament-sorrow
M24,H6001A,worker’s,other-uncategorised
M24,H6001A,workmen’s,other-uncategorised
M24,H6031B,Violate,other-uncategorised
M24,H6031B,afflict,faint-despair-languishing
M24,H6031B,afflicted,faint-despair-languishing
M24,H6031B,affliction,faint-despair-languishing
M24,H6031B,and,other-uncategorised
M24,H6031B,broken,humility-lowliness-contrition
M24,H6031B,could,other-uncategorised
M24,H6031B,daunted,other-uncategorised
M24,H6031B,endured,other-uncategorised
M24,H6031B,harshly,other-uncategorised
M24,H6031B,humble,humility-lowliness-contrition
M24,H6031B,humbled,humility-lowliness-contrition
M24,H6031B,humiliated,shame-confusion
M24,H6031B,humiliated her,shame-confusion
M24,H6031B,hurt,other-uncategorised
M24,H6031B,might humble,humility-lowliness-contrition
M24,H6031B,mistreat,other-uncategorised
M24,H6031B,occupied,other-uncategorised
M24,H6031B,oppress,malice-enmity-persecution
M24,H6031B,oppressed,malice-enmity-persecution
M24,H6031B,oppressors,malice-enmity-persecution
M24,H6031B,overwhelm,faint-despair-languishing
M24,H6031B,put down,other-uncategorised
M24,H6031B,raped,other-uncategorised
M24,H6031B,shared,other-uncategorised
M24,H6031B,submit,humility-lowliness-contrition
M24,H6031B,suffered affliction,faint-despair-languishing
M24,H6031B,them,other-uncategorised
M24,H6031B,torment,other-uncategorised
M24,H6031B,violate,other-uncategorised
M24,H6031B,violated,other-uncategorised
M24,H6031B,violates,other-uncategorised
M24,H6032,Daniel,other-uncategorised
M24,H6032,answered,being-heard-listening
M24,H6032,declared,speech-mouth-tongue
M24,H6032,ordered,other-uncategorised
M24,H6032,said,speech-mouth-tongue
M24,H6035,afflicted,faint-despair-languishing
M24,H6035,humble,humility-lowliness-contrition
M24,H6035,meek,humility-lowliness-contrition
M24,H6035,poor,humility-lowliness-contrition
M24,H6039,affliction,faint-despair-languishing
M24,H6040,afflicted,faint-despair-languishing
M24,H6040,affliction,faint-despair-languishing
M24,H6040,filled,other-uncategorised
M24,H6040,great pains,faint-despair-languishing
M24,H6040,sorrow,grief-lament-sorrow
M24,H6041,Afflicted,faint-despair-languishing
M24,H6041,afflicted,faint-despair-languishing
M24,H6041,afflicted one,faint-despair-languishing
M24,H6041,humble,humility-lowliness-contrition
M24,H6041,iniquity,sin-guilt-iniquity
M24,H6041,needy,humility-lowliness-contrition
M24,H6041,poor,humility-lowliness-contrition
M24,H6041,poor man,humility-lowliness-contrition
M24,H6041,traders,other-uncategorised
M24,H6087A,bring me pain,faint-despair-languishing
M24,H6087A,displeased,other-uncategorised
M24,H6087A,distressed,faint-despair-languishing
M24,H6087A,grieved,grief-lament-sorrow
M24,H6087A,grieving,grief-lament-sorrow
M24,H6087A,hurt,other-uncategorised
M24,H6087A,indignant,other-uncategorised
M24,H6087A,injure,other-uncategorised
M24,H6101,slow,other-uncategorised
M24,H6102,sluggard,sloth-diligence-industry
M24,H6103,Slothfulness,sloth-diligence-industry
M24,H6103,sloth,sloth-diligence-industry
M24,H6104,idleness,sloth-diligence-industry
M24,H6115,barren,other-uncategorised
M24,H6115,oppression,malice-enmity-persecution
M24,H6199,destitute,humility-lowliness-contrition
M24,H6296,exhausted,other-uncategorised
M24,H6563,crossroads,other-uncategorised
M24,H6563,plunder,other-uncategorised
M24,H6869A,trouble,other-uncategorised
M24,H6869C,rival,other-uncategorised
M24,H6887C,birth pains,faint-despair-languishing
M24,H6887C,distress,faint-despair-languishing
M24,H7059,snatched away,other-uncategorised
M24,H7059,up,other-uncategorised
M24,H7186,fierce,anger-wrath-vexation
M24,H7186,hard,other-uncategorised
M24,H7186,hard things,other-uncategorised
M24,H7186,harsh,other-uncategorised
M24,H7186,harshly,other-uncategorised
M24,H7186,impudent,other-uncategorised
M24,H7186,more severe,other-uncategorised
M24,H7186,obstinate,rebellion-stubbornness
M24,H7186,pressed,other-uncategorised
M24,H7186,roughly,other-uncategorised
M24,H7186,stern,other-uncategorised
M24,H7186,stiff-necked,rebellion-stubbornness
M24,H7186,stubborn,rebellion-stubbornness
M24,H7186,troubled,faint-despair-languishing
M24,H7186,unbearable news,other-uncategorised
M24,H7218K,companies,other-uncategorised
M24,H7218K,company,other-uncategorised
M24,H7218K,divisions,other-uncategorised
M24,H7218K,groups,other-uncategorised
M24,H7218K,sum,other-uncategorised
M24,H7219,bitterness,grief-lament-sorrow
M24,H7219,gall,other-uncategorised
M24,H7219,poison,other-uncategorised
M24,H7219,poisoned,other-uncategorised
M24,H7219,poisonous,other-uncategorised
M24,H7219,venom,other-uncategorised
M24,H7326,A,other-uncategorised
M24,H7326,destitute,humility-lowliness-contrition
M24,H7326,poor,humility-lowliness-contrition
M24,H7326,poor man,humility-lowliness-contrition
M24,H7326,poor man’s,humility-lowliness-contrition
M24,H7326,poor person,humility-lowliness-contrition
M24,H7326,suffer want,desire-longing-appetite
M24,H7363A,shake,other-uncategorised
M24,H7503,Refrain,other-uncategorised
M24,H7503,Stop,other-uncategorised
M24,H7503,alone,other-uncategorised
M24,H7503,discouraged,other-uncategorised
M24,H7503,down,other-uncategorised
M24,H7503,drop,other-uncategorised
M24,H7503,failed,other-uncategorised
M24,H7503,faint,faint-despair-languishing
M24,H7503,fall helpless,humility-lowliness-contrition
M24,H7503,feeble,faint-despair-languishing
M24,H7503,fell helpless,humility-lowliness-contrition
M24,H7503,forsake,rebellion-stubbornness
M24,H7503,go,walk-way-conduct
M24,H7503,idle,sloth-diligence-industry
M24,H7503,leave,other-uncategorised
M24,H7503,leave me alone,other-uncategorised
M24,H7503,loosens,other-uncategorised
M24,H7503,put off,other-uncategorised
M24,H7503,relax,other-uncategorised
M24,H7503,respite,other-uncategorised
M24,H7503,sinks down,faint-despair-languishing
M24,H7503,slack,other-uncategorised
M24,H7503,stay,other-uncategorised
M24,H7503,still,rest-stillness-peace
M24,H7503,subsided,other-uncategorised
M24,H7503,waned,other-uncategorised
M24,H7503,weak,other-uncategorised
M24,H7503,weakening,other-uncategorised
M24,H7504,discouraged,other-uncategorised
M24,H7504,weak,other-uncategorised
M24,H7510,feeble,faint-despair-languishing
M24,H7533,broke,other-uncategorised
M24,H7533,broken,humility-lowliness-contrition
M24,H7533,bruised,other-uncategorised
M24,H7533,crush,violence-cruelty
M24,H7533,crushed,violence-cruelty
M24,H7533,discouraged,other-uncategorised
M24,H7533,inflicted cruelties,violence-cruelty
M24,H7533,oppressed,malice-enmity-persecution
M24,H7533,struggled together,other-uncategorised
M24,H7602B,crushed,violence-cruelty
M24,H7602B,trample,other-uncategorised
M24,H7602B,trample on,other-uncategorised
M24,H7602B,tramples,other-uncategorised
M24,H7665,Break,other-uncategorised
M24,H7665,birth,other-uncategorised
M24,H7665,break,other-uncategorised
M24,H7665,breaking,other-uncategorised
M24,H7665,breaks,other-uncategorised
M24,H7665,broke,other-uncategorised
M24,H7665,broke down,other-uncategorised
M24,H7665,broke in pieces,other-uncategorised
M24,H7665,broken,humility-lowliness-contrition
M24,H7665,broken down,humility-lowliness-contrition
M24,H7665,brokenhearted,humility-lowliness-contrition
M24,H7665,crush,violence-cruelty
M24,H7665,destroy,violence-cruelty
M24,H7665,destroyed,violence-cruelty
M24,H7665,injured,other-uncategorised
M24,H7665,maimed,other-uncategorised
M24,H7665,one breaks,other-uncategorised
M24,H7665,pieces,other-uncategorised
M24,H7665,prescribed,other-uncategorised
M24,H7665,quench,other-uncategorised
M24,H7665,shattered,other-uncategorised
M24,H7665,shatters,other-uncategorised
M24,H7665,torn,other-uncategorised
M24,H7665,will abolish,will-resolve-vow-intent
M24,H7665,wounded,other-uncategorised
M24,H7665,wrecked,other-uncategorised
M24,H7667,Crash,other-uncategorised
M24,H7667,breaches,other-uncategorised
M24,H7667,breaking,other-uncategorised
M24,H7667,breaks,other-uncategorised
M24,H7667,broken,humility-lowliness-contrition
M24,H7667,brokenness,humility-lowliness-contrition
M24,H7667,crash,other-uncategorised
M24,H7667,crashing,other-uncategorised
M24,H7667,destruction,other-uncategorised
M24,H7667,disabled,other-uncategorised
M24,H7667,fracture,other-uncategorised
M24,H7667,hurt,other-uncategorised
M24,H7667,injured,other-uncategorised
M24,H7667,injured foot,other-uncategorised
M24,H7667,interpretation,other-uncategorised
M24,H7667,ruin,other-uncategorised
M24,H7667,that,other-uncategorised
M24,H7667,wound,other-uncategorised
M24,H7670,breaking,other-uncategorised
M24,H7670,destruction,other-uncategorised
M24,H7829,wasting disease,other-uncategorised
M24,H8463,agony,other-uncategorised
M24,H8463,deadly,life-death-vitality
M24,H8463,diseases,other-uncategorised
M24,H8463,sicknesses,other-uncategorised
M24,H8496,man,other-uncategorised
M24,H8496,oppression,malice-enmity-persecution
M24,H8513,hardship,other-uncategorised
M24,H8513,tribulation,other-uncategorised
M24,H8513,weariness,other-uncategorised
M25,G0979,civilian,other-uncategorised
M25,G0979,goods,other-uncategorised
M25,G0979,life,life-death-vitality
M25,G0979,live on,life-death-vitality
M25,G0979,living,life-death-vitality
M25,G0979,property,other-uncategorised
M25,G0980,live,life-death-vitality
M25,G1236,lead,other-uncategorised
M25,G1236,passing our days,other-uncategorised
M25,G1312,corruption,other-uncategorised
M25,G2198,alive,other-uncategorised
M25,G2198,come to life,life-death-vitality
M25,G2198,life,life-death-vitality
M25,G2198,lifelong,life-death-vitality
M25,G2198,live,life-death-vitality
M25,G2198,lived,other-uncategorised
M25,G2198,lives,other-uncategorised
M25,G2198,living,life-death-vitality
M25,G2198,recovering,other-uncategorised
M25,G2222,Life,life-death-vitality
M25,G2222,life,life-death-vitality
M25,G2222,lifetime,life-death-vitality
M25,G2226,animals,other-uncategorised
M25,G2226,creatures,other-uncategorised
M25,G2226,living,life-death-vitality
M25,G2226,living creature,life-death-vitality
M25,G2226,living creatures,life-death-vitality
M25,G3905,prolonged,other-uncategorised
M25,G4151G,,other-uncategorised
M25,G4151G,Spirit,inner-seat-heart-soul-spirit
M25,G4151G,breath,other-uncategorised
M25,G4151G,spirit,inner-seat-heart-soul-spirit
M25,G4151G,spirits,inner-seat-heart-soul-spirit
M25,G4151H,Spirit,inner-seat-heart-soul-spirit
M25,G4151H,breath,other-uncategorised
M25,G4151H,wind,other-uncategorised
M25,G4151H,winds,other-uncategorised
M25,G5590H,life,life-death-vitality
M25,G5590H,lives,other-uncategorised
M25,G5590H,selves,other-uncategorised
M25,H0748,continued,other-uncategorised
M25,H0748,defer,other-uncategorised
M25,H0748,grow long,desire-longing-appetite
M25,H0748,lengthen,other-uncategorised
M25,H0748,long,desire-longing-appetite
M25,H0748,long continue,desire-longing-appetite
M25,H0748,made long,desire-longing-appetite
M25,H0748,outlived,other-uncategorised
M25,H0748,patient,other-uncategorised
M25,H0748,poles,other-uncategorised
M25,H0748,prolong,other-uncategorised
M25,H0748,prolongs,other-uncategorised
M25,H0748,slow,other-uncategorised
M25,H0748,stick out,other-uncategorised
M25,H2416A,Peace,rest-stillness-peace
M25,H2416A,Raw,other-uncategorised
M25,H2416A,alive,other-uncategorised
M25,H2416A,following spring,walk-way-conduct
M25,H2416A,fresh,other-uncategorised
M25,H2416A,green,other-uncategorised
M25,H2416A,life,life-death-vitality
M25,H2416A,live,life-death-vitality
M25,H2416A,lives,other-uncategorised
M25,H2416A,living,life-death-vitality
M25,H2416A,living creature,life-death-vitality
M25,H2416A,living thing,life-death-vitality
M25,H2416A,next year,other-uncategorised
M25,H2416A,only raw,other-uncategorised
M25,H2416A,raw,other-uncategorised
M25,H2416A,spring,other-uncategorised
M25,H2416A,vigorous,other-uncategorised
M25,H2416B,relatives,other-uncategorised
M25,H2416C,Beasts,other-uncategorised
M25,H2416C,For,other-uncategorised
M25,H2416C,animal,other-uncategorised
M25,H2416C,animals,other-uncategorised
M25,H2416C,appetite,desire-longing-appetite
M25,H2416C,beast,other-uncategorised
M25,H2416C,beasts,other-uncategorised
M25,H2416C,life,life-death-vitality
M25,H2416C,lives,other-uncategorised
M25,H2416C,living creature,life-death-vitality
M25,H2416C,living creatures,life-death-vitality
M25,H2416C,living thing,life-death-vitality
M25,H2416C,living things,life-death-vitality
M25,H2416C,wild animal,other-uncategorised
M25,H2416C,wild animals,other-uncategorised
M25,H2416C,wild beasts,other-uncategorised
M25,H2416E,alive,other-uncategorised
M25,H2416E,life,life-death-vitality
M25,H2416E,life-giving,life-death-vitality
M25,H2416E,lifetime,life-death-vitality
M25,H2416E,live,life-death-vitality
M25,H2416E,lived,other-uncategorised
M25,H2416E,lives,other-uncategorised
M25,H2416E,living,life-death-vitality
M25,H2416E,rival,other-uncategorised
M25,H2418,kept alive,other-uncategorised
M25,H2418,live,life-death-vitality
M25,H2421,Give me life,life-death-vitality
M25,H2421,Live,life-death-vitality
M25,H2421,alive,other-uncategorised
M25,H2421,certainly,other-uncategorised
M25,H2421,flourish,other-uncategorised
M25,H2421,give me life,life-death-vitality
M25,H2421,give us life,life-death-vitality
M25,H2421,given me life,life-death-vitality
M25,H2421,gives me life,life-death-vitality
M25,H2421,healed,restoration-revival-satisfaction
M25,H2421,keep alive,keeping-guarding-vigilance
M25,H2421,leave,other-uncategorised
M25,H2421,let,other-uncategorised
M25,H2421,life,life-death-vitality
M25,H2421,live,life-death-vitality
M25,H2421,lived,other-uncategorised
M25,H2421,lives,other-uncategorised
M25,H2421,preserve,keeping-guarding-vigilance
M25,H2421,recover,other-uncategorised
M25,H2421,recovered,other-uncategorised
M25,H2421,repaired,other-uncategorised
M25,H2421,restored,restoration-revival-satisfaction
M25,H2421,restored me to life,restoration-revival-satisfaction
M25,H2421,restored to life,restoration-revival-satisfaction
M25,H2421,revive,restoration-revival-satisfaction
M25,H2421,revived,restoration-revival-satisfaction
M25,H2421,save,restoration-revival-satisfaction
M25,H2421,save alive,restoration-revival-satisfaction
M25,H2421,saved,restoration-revival-satisfaction
M25,H2421,saved alive,restoration-revival-satisfaction
M25,H2421,saved them alive,restoration-revival-satisfaction
M25,H2421,saving,other-uncategorised
M25,H2421,spare,other-uncategorised
M25,H2421,spared,other-uncategorised
M25,H2421,surely,other-uncategorised
M25,H2421,up,other-uncategorised
M25,H2422,vigorous,other-uncategorised
M25,H2424,living,life-death-vitality
M25,H2425,lives,other-uncategorised
M25,H3306,breath,other-uncategorised
M25,H4241,living,life-death-vitality
M25,H4241,preserve life,keeping-guarding-vigilance
M25,H4241,raw,other-uncategorised
M25,H4241,remained alive,other-uncategorised
M25,H4241,reviving,restoration-revival-satisfaction
M25,H4241,sustenance,other-uncategorised
M25,H5301,blew it away,other-uncategorised
M25,H5301,blow,other-uncategorised
M25,H5301,blows,other-uncategorised
M25,H5301,boiling,other-uncategorised
M25,H5301,breathe,other-uncategorised
M25,H5301,breathed,other-uncategorised
M25,H5301,fainted,faint-despair-languishing
M25,H5301,fanned,other-uncategorised
M25,H5301,snort,other-uncategorised
M25,H5314,refreshed,restoration-revival-satisfaction
M25,H5315H,alive,other-uncategorised
M25,H5315H,and your,other-uncategorised
M25,H5315H,breath,other-uncategorised
M25,H5315H,deadly,life-death-vitality
M25,H5315H,delivered my life,restoration-revival-satisfaction
M25,H5315H,fatally,other-uncategorised
M25,H5315H,forfeit,other-uncategorised
M25,H5315H,human beings,other-uncategorised
M25,H5315H,last,other-uncategorised
M25,H5315H,life,life-death-vitality
M25,H5315H,lifeblood,life-death-vitality
M25,H5315H,live,life-death-vitality
M25,H5315H,lives,other-uncategorised
M25,H5315H,murdering,other-uncategorised
M25,H5315H,patient,other-uncategorised
M25,H5315H,perfume boxes,other-uncategorised
M25,H5315H,risk,other-uncategorised
M25,H5315H,souls,inner-seat-heart-soul-spirit
M25,H5315H,strength,strength-courage-steadfastness
M25,H5315H,yourselves,other-uncategorised
M25,H5396,breath,other-uncategorised
M25,H5397,blast,other-uncategorised
M25,H5397,breath,other-uncategorised
M25,H5397,breathed,other-uncategorised
M25,H5397,breathes,other-uncategorised
M25,H5397,life,life-death-vitality
M25,H5397,spirit,inner-seat-heart-soul-spirit
M25,H5782,Arise,other-uncategorised
M25,H5782,Awake,other-uncategorised
M25,H5782,Wake yourself,other-uncategorised
M25,H5782,awake,other-uncategorised
M25,H5782,awaken,other-uncategorised
M25,H5782,awakened,other-uncategorised
M25,H5782,awakens,other-uncategorised
M25,H5782,descendant,other-uncategorised
M25,H5782,exulted,joy-gladness
M25,H5782,fire,other-uncategorised
M25,H5782,raise,lifting-bearing
M25,H5782,rouse,other-uncategorised
M25,H5782,rouse up,other-uncategorised
M25,H5782,rouse yourself,other-uncategorised
M25,H5782,roused,other-uncategorised
M25,H5782,rouses,other-uncategorised
M25,H5782,stir,other-uncategorised
M25,H5782,stir him up,other-uncategorised
M25,H5782,stir up,other-uncategorised
M25,H5782,stirred,other-uncategorised
M25,H5782,stirred up,other-uncategorised
M25,H5782,stirring,other-uncategorised
M25,H5782,stirring up,other-uncategorised
M25,H5782,stirs,other-uncategorised
M25,H5782,stirs up,other-uncategorised
M25,H5782,up,other-uncategorised
M25,H5782,wake yourself,other-uncategorised
M25,H5782,wield,other-uncategorised
M25,H5782,wielded,other-uncategorised
M25,H5782,woke,other-uncategorised
M25,H6315,Blow,other-uncategorised
M25,H6315,aflame,other-uncategorised
M25,H6315,blow,other-uncategorised
M25,H6315,breathes,other-uncategorised
M25,H6315,breathes out,other-uncategorised
M25,H6315,hastens,other-uncategorised
M25,H6315,longs,desire-longing-appetite
M25,H6315,puffs,other-uncategorised
M25,H6315,speaks,speech-mouth-tongue
M26,G0087,impartial,other-uncategorised
M26,G0156,Therefore,other-uncategorised
M26,G0156,case,other-uncategorised
M26,G0156,cause,other-uncategorised
M26,G0156,charge,other-uncategorised
M26,G0156,charges,other-uncategorised
