strongNumber,stepGloss,stepTransliteration,language,count,type
G3761,nor,oude,Greek,599,candidate_vocabulary
G3762,none,oudeis,Greek,407,candidate_vocabulary
G3763,never,oudepote,Greek,18,candidate_vocabulary
G3765,not any more,ouketi,Greek,28,candidate_vocabulary
G3767,therefore/then,oun,Greek,707,candidate_vocabulary
G3768,not yet,oupō,Greek,37,candidate_vocabulary
G3770,heavenly,ouranios,Greek,10,candidate_vocabulary
G3772,heaven,ouranos,Greek,775,candidate_vocabulary
G3777,neither,oute,Greek,156,candidate_vocabulary
G3780,not!,ouchi,Greek,535,candidate_vocabulary
G3782,debt,ofeilē,Greek,3,candidate_vocabulary
G3783,debt,ofeilēma,Greek,4,candidate_vocabulary
G3789,snake,ofis,Greek,47,candidate_vocabulary
G3796,late,opse,Greek,8,candidate_vocabulary
G3798,evening,opsia,Greek,15,candidate_vocabulary
G3808,boy,paidarion,Greek,201,candidate_vocabulary
G3813,child,paidion,Greek,153,candidate_vocabulary
G3814,maidservant,paidiskē,Greek,87,candidate_vocabulary
G3816,child,pais,Greek,416,candidate_vocabulary
G3817,to strike,paiō,Greek,30,candidate_vocabulary
G3820,old,palaios,Greek,37,candidate_vocabulary
G3825,again,palin,Greek,200,candidate_vocabulary
G3850,parable,parabolē,Greek,83,candidate_vocabulary
G3862,tradition,paradosis,Greek,16,candidate_vocabulary
G3864,seaside,parathalassios,Greek,4,candidate_vocabulary
G3885,paralytic,paralutikos,Greek,10,candidate_vocabulary
G3899,to pass by/through,paraporeuomai,Greek,40,candidate_vocabulary
G3916,instantly,parachrēma,Greek,29,candidate_vocabulary
G3928,to pass by,parerchomai,Greek,154,candidate_vocabulary
G3933,virgin,parthenos,Greek,65,candidate_vocabulary
G3945,to resemble,paromoiazō,Greek,1,candidate_vocabulary
G3952,coming,parousia,Greek,24,candidate_vocabulary
G3953,dish,paropsis,Greek,2,candidate_vocabulary
G3957,Passover lamb,pascha,Greek,59,candidate_vocabulary
G3960,to strike,patassō,Greek,384,candidate_vocabulary
G3968,fatherland,patris,Greek,16,candidate_vocabulary
G3989,sea,pelagos,Greek,2,candidate_vocabulary
G3994,mother-in-law,penthera,Greek,20,candidate_vocabulary
G4000,five thousand,pentakischilioi,Greek,14,candidate_vocabulary
G4002,five,pente,Greek,294,candidate_vocabulary
G4008,other side,peran,Greek,119,candidate_vocabulary
G4009,end,peras,Greek,52,candidate_vocabulary
G4012,about,peri,Greek,892,candidate_vocabulary
G4051,overflow,perisseuma,Greek,6,candidate_vocabulary
G4053,excessive,perissos,Greek,30,candidate_vocabulary
G4057,excessively,perissōs,Greek,9,candidate_vocabulary
G4058,dove,peristera,Greek,45,candidate_vocabulary
G4066,region,perichōros,Greek,32,candidate_vocabulary
G4071,bird,peteinos,Greek,96,candidate_vocabulary
G4075,rocky,petrōdēs,Greek,4,candidate_vocabulary
G4082,bag,pēra,Greek,7,candidate_vocabulary
G4083,cubit/hour,pēchus,Greek,253,candidate_vocabulary
G4094,platter,pinax,Greek,5,candidate_vocabulary
G4105,to lead astray,planaō,Greek,131,candidate_vocabulary
G4116,street,platus,Greek,59,candidate_vocabulary
G4118,most,pleistos,Greek,8,candidate_vocabulary
G4133,but/however,plēn,Greek,245,candidate_vocabulary
G4134,full,plērēs,Greek,121,candidate_vocabulary
G4138,fulfillment,plērōma,Greek,34,candidate_vocabulary
G4143,boat,ploion,Greek,102,candidate_vocabulary
G4159,whence,pothen,Greek,62,candidate_vocabulary
G4160I,to do/make: appoint,poieō,Greek,7,candidate_vocabulary
G4166,shepherd,poimēn,Greek,95,candidate_vocabulary
G4167,flock,poimnē,Greek,7,candidate_vocabulary
G4171,war,polemos,Greek,302,candidate_vocabulary
G4178,often,pollakis,Greek,20,candidate_vocabulary
G4180,wordiness,polulogia,Greek,2,candidate_vocabulary
G4186,valuable,polutimos,Greek,3,candidate_vocabulary
G4206,far (away),porrō,Greek,15,candidate_vocabulary
G4212,how often!,posakis,Greek,6,candidate_vocabulary
G4214,how much/many?,posos,Greek,33,candidate_vocabulary
G4215,river,potamos,Greek,220,candidate_vocabulary
G4221,cup,potērion,Greek,64,candidate_vocabulary
G4234,action,praxis,Greek,15,candidate_vocabulary
G4245G,elder: Elder,presbuteros,Greek,222,candidate_vocabulary
G4263,sheep,probaton,Greek,324,candidate_vocabulary
G4334,to come near/agree,proserchomai,Greek,177,candidate_vocabulary
G4339,proselyte,prosēlutos,Greek,86,candidate_vocabulary
G4340,temporary,proskairos,Greek,4,candidate_vocabulary
G4347,to join,proskollaō,Greek,22,candidate_vocabulary
G4357,to remain/persist,prosmenō,Greek,8,candidate_vocabulary
G4363,to fall/beat,prospiptō,Greek,16,candidate_vocabulary
G4404,early,prōi,Greek,198,candidate_vocabulary
G4405,early morning,prōia,Greek,14,candidate_vocabulary
G4410,seat of honor,prōtokathedria,Greek,4,candidate_vocabulary
G4411,place of honor,prōtoklisia,Greek,5,candidate_vocabulary
G4413G,first,prōtos,Greek,338,candidate_vocabulary
G4419,pinnacle,pterugion,Greek,21,candidate_vocabulary
G4420,wing,pterux,Greek,79,candidate_vocabulary
G4431,fall,ptōsis,Greek,21,candidate_vocabulary
G4439,gate,pulē,Greek,347,candidate_vocabulary
G4440,gate,pulōn,Greek,40,candidate_vocabulary
G4442,fire,pur,Greek,507,candidate_vocabulary
G4446,fever,puretos,Greek,7,candidate_vocabulary
G4454,colt,pōlos,Greek,19,candidate_vocabulary
G4459,how?!,pōs,Greek,204,candidate_vocabulary
G4464,rod,rabdos,Greek,126,candidate_vocabulary
G4470,a cloth,rakos,Greek,4,candidate_vocabulary
G4476,needle,rafis,Greek,3,candidate_vocabulary
G4486,to throw violently,rēgnumi,Greek,44,candidate_vocabulary
G4487,declaration,rēma,Greek,597,candidate_vocabulary
G4491,root,riza,Greek,57,candidate_vocabulary
G4496,to throw/lay down,riptō,Greek,86,candidate_vocabulary
G4505,lane,rumē,Greek,5,candidate_vocabulary
G4518,sabachthani,sabachthani,Greek,2,candidate_vocabulary
G4522,dragnet,sagēnē,Greek,8,candidate_vocabulary
G4526,sackcloth,sakkos,Greek,53,candidate_vocabulary
G4536,trumpet,salpigx,Greek,94,candidate_vocabulary
G4568,seah,saton,Greek,4,candidate_vocabulary
G4572,yourself,seautou,Greek,239,candidate_vocabulary
G4578,earthquake,seismos,Greek,27,candidate_vocabulary
G4582,moon,selēnē,Greek,39,candidate_vocabulary
G4594,today,sēmeron,Greek,296,candidate_vocabulary
G4597,moth,sēs,Greek,8,candidate_vocabulary
G4600,cheek,siagōn,Greek,24,candidate_vocabulary
G4615,mustard,sinapi,Greek,5,candidate_vocabulary
G4616,linen,sindōn,Greek,9,candidate_vocabulary
G4619,fattened,sitistos,Greek,1,candidate_vocabulary
G4633,tent,skēnē,Greek,426,candidate_vocabulary
G4639,shadow,skia,Greek,52,candidate_vocabulary
G4666,myrrh,smurna,Greek,11,candidate_vocabulary
G4674,your,sos,Greek,133,candidate_vocabulary
G4690H,seed(s),sperma,Greek,8,candidate_vocabulary
G4693,cave,spēlaion,Greek,57,candidate_vocabulary
G4699,sponge,spongos,Greek,3,candidate_vocabulary
G4702,grainfield,sporimos,Greek,7,candidate_vocabulary
G4711,basket,spuris,Greek,5,candidate_vocabulary
G4712,stadium,stadios,Greek,7,candidate_vocabulary
G4715,coin,statēr,Greek,1,candidate_vocabulary
G4716,cross,stauros,Greek,28,candidate_vocabulary
G4718,grapes,stafulē,Greek,24,candidate_vocabulary
G4721,roof,stegē,Greek,5,candidate_vocabulary
G4753,troops,strateuma,Greek,8,candidate_vocabulary
G4757,soldier,stratiōtēs,Greek,26,candidate_vocabulary
G4765,sparrow,strouthion,Greek,12,candidate_vocabulary
G4801,to join,suzeugnumi,Greek,4,candidate_vocabulary
G4810,fig,sukon,Greek,23,candidate_vocabulary
G4815,to seize/conceive/help,sullambanō,Greek,115,candidate_vocabulary
G4856,to agree with,sumfōneō,Greek,9,candidate_vocabulary
G4864,synagogue,sunagōgē,Greek,253,candidate_vocabulary
G4885,to grow together,sunauxanō,Greek,1,candidate_vocabulary
G4892,council,sunedrion,Greek,33,candidate_vocabulary
G4930,consummation,sunteleia,Greek,53,candidate_vocabulary
G4970,very,sfodra,Greek,312,candidate_vocabulary
G5007,talent,talanton,Greek,62,candidate_vocabulary
G5022,bull,tauros,Greek,31,candidate_vocabulary
G5026,to this,tautē,Greek,0,candidate_vocabulary
G5035,quickly,tachu,Greek,21,candidate_vocabulary
G5037,and/both,te,Greek,368,candidate_vocabulary
G5043,child,teknon,Greek,275,candidate_vocabulary
G5045,craftsman,tektōn,Greek,28,candidate_vocabulary
G5046,perfect,teleios,Greek,35,candidate_vocabulary
G5057,tax collector,telōnēs,Greek,24,candidate_vocabulary
G5058,tax booth,telōnion,Greek,3,candidate_vocabulary
G5062,forty,tessarakonta,Greek,155,candidate_vocabulary
G5064,four,tessares,Greek,266,candidate_vocabulary
G5067,fourth,tetartos,Greek,101,candidate_vocabulary
G5070,four thousand,tetrakischilioi,Greek,13,candidate_vocabulary
G5076,tetrarch,tetrarchēs,Greek,4,candidate_vocabulary
G5083G,to keep: observe,tēreō,Greek,101,candidate_vocabulary
G5108,such as this,toioutos,Greek,112,candidate_vocabulary
G5118,so great,tosoutos,Greek,24,candidate_vocabulary
G5123,that is,toutesti,Greek,0,candidate_vocabulary
G5127,of this,toutou,Greek,182,candidate_vocabulary
G5130,of these,toutōn,Greek,88,candidate_vocabulary
G5132,table,trapeza,Greek,85,candidate_vocabulary
G5133,money lender,trapezitēs,Greek,1,candidate_vocabulary
G5144,thirty,triakonta,Greek,173,candidate_vocabulary
G5146,thistle,tribolos,Greek,7,candidate_vocabulary
G5147,path,tribos,Greek,58,candidate_vocabulary
G5154,third,tritos,Greek,211,candidate_vocabulary
G5158,way,tropos,Greek,197,candidate_vocabulary
G5160,food,trofē,Greek,31,candidate_vocabulary
G5180,to strike,tuptō,Greek,50,candidate_vocabulary
G5213,to you,humin,Greek,99,candidate_vocabulary
G5216,of you,humōn,Greek,547,candidate_vocabulary
G5221,to go meet,hupantaō,Greek,10,candidate_vocabulary
G5222,meeting,hupantēsis,Greek,3,candidate_vocabulary
G5228,above/for,huper,Greek,479,candidate_vocabulary
G5257,servant,hupēretēs,Greek,22,candidate_vocabulary
G5258,sleep,hupnos,Greek,41,candidate_vocabulary
G5259H,by/under: under,hupo,Greek,48,candidate_vocabulary
G5266,sandal,hupodēma,Greek,33,candidate_vocabulary
G5270,under,hupokatō,Greek,100,candidate_vocabulary
G5286,footstool,hupopodion,Greek,15,candidate_vocabulary
G5306,later,husteros,Greek,15,candidate_vocabulary
G5312,to lift up,hupsoō,Greek,178,candidate_vocabulary
G5314,glutton,fagos,Greek,2,candidate_vocabulary
G5318,clear,faneros,Greek,29,candidate_vocabulary
G5338,brightness,fengos,Greek,24,candidate_vocabulary
G5406,murderer,foneus,Greek,8,candidate_vocabulary
G5408,murder,fonos,Greek,28,candidate_vocabulary
G5412,to burden,fortizō,Greek,3,candidate_vocabulary
G5418,fence,fragmos,Greek,22,candidate_vocabulary
G5437,flight,fugē,Greek,11,candidate_vocabulary
G5438G,prison/watch: prison,fulakē,Greek,158,candidate_vocabulary
G5438H,prison/watch: watch,fulakē,Greek,6,candidate_vocabulary
G5440,phylactery,fulaktērion,Greek,1,candidate_vocabulary
G5443,tribe,fulē,Greek,411,candidate_vocabulary
G5444,leaf,fullon,Greek,25,candidate_vocabulary
G5451,plant,futeia,Greek,4,candidate_vocabulary
G5457,light,fōs,Greek,202,candidate_vocabulary
G5460,bright,fōteinos,Greek,5,candidate_vocabulary
G5467,harsh,chalepos,Greek,3,candidate_vocabulary
G5494,winter,cheimōn,Greek,9,candidate_vocabulary
G5501,worse than,cheirōn,Greek,11,candidate_vocabulary
G5510,snow,chiōn,Greek,21,candidate_vocabulary
G5519,pig,choiros,Greek,14,candidate_vocabulary
G5528,grass,chortos,Greek,61,candidate_vocabulary
G5532,need,chreia,Greek,57,candidate_vocabulary
G5557,gold,chrusos,Greek,33,candidate_vocabulary
G5560,lame,chōlos,Greek,30,candidate_vocabulary
G5563,to separate/leave,chōrizō,Greek,23,candidate_vocabulary
G5575,false witness,pseudomartur,Greek,3,candidate_vocabulary
G5589,crumb,psichion psix,Greek,3,candidate_vocabulary
G5593,cold,psuchros,Greek,5,candidate_vocabulary
G5599,oh!,ō,Greek,59,candidate_vocabulary
G5602,here,hōde,Greek,154,candidate_vocabulary
G5606,shoulder,ōmos,Greek,46,candidate_vocabulary
G5610,hour,hōra,Greek,156,candidate_vocabulary
G5615,likewise,hōsautōs,Greek,43,candidate_vocabulary
G5618,just as,hōsper,Greek,257,candidate_vocabulary
G6033,hence,enthen,Greek,31,candidate_vocabulary
G6064,household,oiketeia,Greek,1,candidate_vocabulary
G0219,crowing,alektorofōnia,Greek,1,candidate_vocabulary
G0254,chain,halusis,Greek,11,candidate_vocabulary
G0296,street,amfodon,Greek,3,candidate_vocabulary
G0358,unsalty,analos,Greek,2,candidate_vocabulary
G0508,an upper room,anōgeon,Greek,2,candidate_vocabulary
G0528,to meet,apantaō,Greek,34,candidate_vocabulary
G0590,absent,apodēmos,Greek,1,candidate_vocabulary
G0614,concealed,apokrufos,Greek,16,candidate_vocabulary
G0759,spices,arōma,Greek,22,candidate_vocabulary
G0762,unquenchable,asbestos,Greek,4,candidate_vocabulary
G0806,securely,asfalōs,Greek,4,candidate_vocabulary
G0886,not man-made,acheiropoiētos,Greek,3,candidate_vocabulary
G0906I,to throw: sow,ballō,Greek,2,candidate_vocabulary
G0909,baptism,baptismos,Greek,5,candidate_vocabulary
G0942,thorn bush,batos,Greek,12,candidate_vocabulary
G1010,member of a council,bouleutēs,Greek,5,candidate_vocabulary
G1027,thunder,brontē,Greek,19,candidate_vocabulary
G1049,treasury,gazofulakion,Greek,17,candidate_vocabulary
G1085G,family: descendant,genos,Greek,80,candidate_vocabulary
G1102,one who bleaches,gnafeus,Greek,4,candidate_vocabulary
G1119,a knee,gonu,Greek,41,candidate_vocabulary
G1199,chain,desmos,Greek,54,candidate_vocabulary
G1250,two hundred,diakosioi,Greek,93,candidate_vocabulary
G1364,twice,dis,Greek,19,candidate_vocabulary
G1367,two thousand,dischilioi,Greek,31,candidate_vocabulary
G1407,sickle,drepanon,Greek,21,candidate_vocabulary
G1487M,if: even though,ei,Greek,19,candidate_vocabulary
G1601,to fall out,ekpiptō,Greek,27,candidate_vocabulary
G1723,to embrace,enankalizomai,Greek,4,candidate_vocabulary
G1726,in front of,enantion,Greek,342,candidate_vocabulary
G1773,at night,ennuchos,Greek,1,candidate_vocabulary
G1780,burial,entafiasmos,Greek,2,candidate_vocabulary
G1806,to lead out,exagō,Greek,218,candidate_vocabulary
G1819,suddenly,exapina,Greek,10,candidate_vocabulary
G1824,immediately,exautēs,Greek,6,candidate_vocabulary
G1968,to fall/press upon,epipiptō,Greek,51,candidate_vocabulary
G1998,to run together,episuntrechō,Greek,1,candidate_vocabulary
G2079,extremely,eschatōs,Greek,1,candidate_vocabulary
G2094,year,etos,Greek,644,candidate_vocabulary
G2121,opportune,eukairos,Greek,3,candidate_vocabulary
G2122,well timed,eukairōs,Greek,2,candidate_vocabulary
G2158,proper,euschēmōn,Greek,6,candidate_vocabulary
G2255,half,hēmisus,Greek,141,candidate_vocabulary
G2258,were,ēn,Greek,70,candidate_vocabulary
G2286,deadly,thanasimos,Greek,1,candidate_vocabulary
G2365,little daughter,thugatrion,Greek,2,candidate_vocabulary
G2377,gatekeeper,thurōros,Greek,7,candidate_vocabulary
G2438,leather strap,himas,Greek,7,candidate_vocabulary
G2622,to break,kataklaō,Greek,3,candidate_vocabulary
G2646,guest room/inn,kataluma,Greek,13,candidate_vocabulary
G2760,centurion,kenturiōn,Greek,3,candidate_vocabulary
G2765,clay jar,keramion,Greek,5,candidate_vocabulary
G2775,to strike a head,kefalaioō,Greek,1,candidate_vocabulary
G2895,bed,krabbatos,Greek,12,candidate_vocabulary
G2937,creation,ktisis,Greek,20,candidate_vocabulary
