"strong","strong_variant","sort","sense_code","gloss","verse_refs","note","row_type"
"H7495","","5","1a4)","of individual distresses (fig)","","","description"
"H7495","","6","1b)","(Niphal) to be healed","","","description"
"H7495","","7","1b1)","literal (of persons)","","","lookup"
"H7495","","8","1b2)","of water, pottery","","","lookup"
"H7495","","9","1b3)","of national hurts (fig)","","","description"
"H7495","","10","1b4)","of personal distress (fig)","","","description"
"H7495","","11","1c)","(Piel) to heal","","","lookup"
"H7495","","12","1c1)","literal","","","lookup"
"H7495","","13","1c2)","of national defects or hurts (fig)","","","description"
"H7495","","14","1d)","(Hithpael) in order to get healed (infinitive)","","","description"
"H7496","","0","","ghosts of the dead, shades, spirits","","","description"
"H7500","","0","","healing","","","lookup"
"H7502","","0","1)","to spread","","","lookup"
"H7502","","1","1a)","(Qal) to spread","","","lookup"
"H7502","","2","1b)","(Piel) to spread out, support","","","description"
"H7503","","0","1)","to sink, relax, sink down, let drop, be disheartened","","","description"
"H7503","","1","1a)","(Qal)","","","not applicable"
"H7503","","2","1a1)","to sink down","","","lookup"
"H7503","","3","1a2)","to sink, drop","","","lookup"
"H7503","","4","1a3)","to sink, relax, abate","","","description"
"H7503","","5","1a4)","to relax, withdraw","","","lookup"
"H7503","","6","1b)","(Niphal) idle (participle)","","","lookup"
"H7503","","7","1c)","(Piel) to let drop","","","description"
"H7503","","8","1d)","(Hiphil)","","","not applicable"
"H7503","","9","1d1)","to let drop, abandon, relax, refrain, forsake","","","description"
"H7503","","10","1d2)","to let go","","","lookup"
"H7503","","11","1d3)","to refrain, let alone","","","description"
"H7503","","12","1d4)","to be quiet","","","lookup"
"H7503","","13","1e)","(Hithpael) to show oneself slack","","","description"
"H7504","","0","","slack","","","lookup"
"H7510","","0","","sinking","","","lookup"
"H7520","","0","","(Piel) to watch stealthily or with envious hostility, watch with enmity, watch with envy","","","description"
"H7521","","0","1)","to be pleased with, be favourable to, accept favourably","","","description"
"H7521","","1","1a)","(Qal)","","","not applicable"
"H7521","","2","1a1)","to be pleased with, be favourable to","","","description"
"H7521","","3","1a2)","to accept","","","lookup"
"H7521","","4","1a3)","to be pleased, be determined","","","description"
"H7521","","5","1a4)","to make acceptable, satisfy","","","description"
"H7521","","6","1a5)","to please","","","lookup"
"H7521","","7","1b)","(Niphal) to be accepted, be pleased with","","","description"
"H7521","","8","1c)","(Piel) to seek favour of","","","description"
"H7521","","9","1d)","(Hiphil) to please, pay off","","","description"
"H7521","","10","1e)","(Hithpael) to make oneself acceptable or pleasing","","","description"
"H7522","","0","1)","pleasure, delight, favour, goodwill, acceptance, will","","","description"
"H7522","","1","1a)","goodwill, favour","","","lookup"
"H7522","","2","1b)","acceptance","","","lookup"
"H7522","","3","1c)","will, desire, pleasure, self-will","","","description"
"H7523","","0","1)","to murder, slay, kill","","","description"
"H7523","","1","1a)","(Qal) to murder, slay","","","description"
"H7523","","2","1a1)","premeditated","","","lookup"
"H7523","","3","1a2)","accidental","","","lookup"
"H7523","","4","1a3)","as avenger","","","lookup"
"H7523","","5","1a4)","slayer (intentional) (participle)","","","lookup"
"H7523","","6","1b)","(Niphal) to be slain","","","description"
"H7523","","7","1c)","(Piel)","","","not applicable"
"H7523","","8","1c1)","to murder, assassinate","","","lookup"
"H7523","","9","1c2)","murderer, assassin (participle) (subst)","","","description"
"H7523","","10","1d)","(Pual) to be killed","","","description"
"H7533","","0","1)","to crush, oppress","","","lookup"
"H7533","","1","1a)","(Qal)","","","not applicable"
"H7533","","2","1a1)","to crush, get crushed, be crushed","","","description"
"H7533","","3","1a2)","to crush, oppress (fig)","","","description"
"H7533","","4","1a3)","crushed (participle passive)","","","lookup"
"H7533","","5","1b)","(Niphal) to be crushed, be broken","","","description"
"H7533","","6","1c)","(Piel)","","","not applicable"
"H7533","","7","1c1)","to crush in pieces","","","description"
"H7533","","8","1c2)","to grievously oppress (fig)","","","description"
"H7533","","9","1d)","(Poel) to oppress (fig)","","","description"
"H7533","","10","1e)","(Hiphil) to crush","","","lookup"
"H7533","","11","1f)","(Hithpoel) to crush each other","","","description"
"H7558","","0","","permission","","","lookup"
"H7561","","0","1)","to be wicked, act wickedly","","","description"
"H7561","","1","1a)","(Qal)","","","not applicable"
"H7561","","2","1a1)","to be wicked, act wickedly","","","description"
"H7561","","3","1a2)","to be guilty, be condemned","","","description"
"H7561","","4","1b)","(Hiphil)","","","not applicable"
"H7561","","5","1b1)","to condemn as guilty (in civil relations)","","","description"
"H7561","","6","1b2)","to condemn as guilty (in ethical or religious relations)","","","description"
"H7561","","7","1b3)","to act wickedly (in ethics and religion)","","","description"
"H7562","","0","1)","wrong, wickedness, guilt","","","lookup"
"H7562","","1","1a)","wickedness (as violence and crime against civil law)","","","description"
"H7562","","2","1b)","wickedness (of enemies)","","","lookup"
"H7562","","3","1c)","wickedness (in ethical relations)","","","description"
"H7563","","0","1)","wicked, criminal","","","lookup"
"H7563","","1","1a)","guilty one, one guilty of crime (subst)","","","description"
"H7563","","2","1b)","wicked (hostile to God)","","","description"
"H7563","","3","1c)","wicked, guilty of sin (against God or man)","","","description"
"H7564","","0","1)","wickedness, guilt","","","lookup"
"H7564","","1","1a)","wickedness (in civil relations)","","","description"
"H7564","","2","1b)","wickedness (of enemies)","","","lookup"
"H7564","","3","1c)","wickedness (ethical and religious)","","","description"
"H7576","","0","1)","to bind","","","lookup"
"H7576","","1","1a)","(Niphal) to be snapped, be broken","","","description"
"H7576","","2","1b)","(Pual) to be bound","","","description"
"H7578","","0","","trembling","","","lookup"
"H7580","","0","1)","(Qal) to roar","","","lookup"
"H7580","","1","1a)","of lion, conqueror, Jehovah, cry of distress","","","description"
"H7581","","0","1)","roaring","","","lookup"
"H7581","","1","1a)","of lion, the wicked, distress cry","","","description"
"H7583","","0","1)","(Hithpael)","","","not applicable"
"H7583","","1","1a)","to gaze","","","lookup"
"H7583","","2","1b)","gazing (participle)","","","lookup"
"H7589","","0","","despite, contempt","","","lookup"
"H7590","","0","1)","to treat with contempt or despite","","","description"
"H7590","","1","1a)","(Qal)","","","not applicable"
"H7590","","2","1a1)","to treat with contempt or despite","","","description"
"H7590","","3","1a2)","haters (participle)","","","lookup"
"H7591","","0","","ruin","","","lookup"
"H7592","","0","1)","to ask, enquire, borrow, beg","","","description"
"H7592","","1","1a)","(Qal)","","","not applicable"
"H7592","","2","1a1)","to ask, ask for","","","description"
"H7592","","3","1a2)","to ask (as a favour), borrow","","","description"
"H7592","","4","1a3)","to enquire, enquire of","","","description"
"H7592","","5","1a4)","to enquire of, consult (of deity, oracle)","","","description"
"H7592","","6","1a5)","to seek","","","lookup"
"H7592","","7","1b)","(Niphal) to ask for oneself, ask leave of absence","","","description"
"H7592","","8","1c)","(Piel)","","","not applicable"
"H7592","","9","1c1)","to enquire, enquire carefully","","","description"
"H7592","","10","1c2)","to beg, practise beggary","","","description"
"H7592","","11","1d)","(Hiphil)","","","not applicable"
"H7592","","12","1d1)","to be given on request","","","description"
"H7592","","13","1d2)","to grant, make over to, let (one) ask (successfully) or give or lend on request (then) grant or make over to","","","description"
"H7592","","14","","Aramaic equivalent: she.el (שְׁאֵל ""to ask"" H7593)","","","description"
"H7596","","0","1)","request, thing asked for, demand","","","description"
"H7596","","1","1a)","request, petition","","","lookup"
"H7596","","2","1b)","thing asked for","","","lookup"
"H7596","","3","","Aramaic equivalent: she.e.la (שְׁאֵלָא ""affair"" H7595)","","","description"
"H7599","","0","","(Pilel) to be at ease, be at peace, rest, rest securely, be quiet","","","description"
"H7600","","0","","adj","","","lookup"
"H7600","","1","1)","at ease, quiet, secure","","","description"
"H7600","","2","1a)","at ease, secure","","","lookup"
"H7600","","3","1b)","at ease, careless, wanton, arrogant","","","description"
"H7600","","4","","subst","","","lookup"
"H7600","","5","2)","security, pride, arrogance","","","lookup"
"H7600","","6","2a)","one at ease","","","lookup"
"H7600","","7","2b)","arrogance","","","lookup"
"H7602","","0","1)","to gasp, pant, pant after, long for, breathe heavily","","","description"
"H7602","","1","1a)","(Qal)","","","not applicable"
"H7602","","2","1a1)","to gasp, pant after, snuff up","","","description"
"H7602","","3","1a2)","to gasp or pant (with desire), pant after, be eager for","","","description"
"H7602","","4","1a3)","to thirst for one's blood (from actions of animals) (fig)","","","description"
"H7607","","0","1)","flesh, food, body, near kin, near kinswoman","","","description"
"H7607","","1","1a)","flesh","","","lookup"
"H7607","","2","1a1)","as food","","","lookup"
"H7607","","3","1a2)","for physical power (fig)","","","description"
"H7607","","4","1b)","flesh relation, blood relation","","","description"
"H7607","","5","1c)","self","","","lookup"
"H7607","","6","","Also means: sha.a.rah (שַׁאֲרָה ""kinswomen"" H7608)","","","description"
"H7613","","0","1)","elevation, exaltation, dignity, swelling, uprising","","","description"
"H7613","","1","1a)","dignity, exaltation, loftiness","","","lookup"
"H7613","","2","1b)","swelling","","","lookup"
"H7613","","3","1c)","uprising","","","lookup"
"H7616","","0","1)","splinters, fragment","","","lookup"
"H7616","","1","1a)","meaning probable","","","lookup"
"H7621","","0","1)","oath, curse","","","lookup"
"H7621","","1","1a)","oath","","","lookup"
"H7621","","2","1a1)","attesting of innocence","","","lookup"
"H7621","","3","1a2)","curse","","","lookup"
"H7621","","4","1b)","oath (of Jehovah)","","","lookup"
"H7623","","0","1)","to soothe, still, stroke","","","description"
"H7623","","1","1a)","(Piel) to soothe, still","","","description"
"H7623","","2","1b)","(Hiphil) stilling (participle)","","","lookup"
"H7624","","0","","(Pael) to laud, praise, adulate, adore","","","description"
"H7624","","1","","Aramaic of sha.vach (שָׁבַח ""to praise"" H7623B)","","","description"
"H7646","","0","1)","to be satisfied, be sated, be fulfilled, be surfeited","","","description"
"H7646","","1","1a)","(Qal)","","","not applicable"
"H7646","","2","1a1)","to be sated (with food)","","","description"
"H7646","","3","1a2)","to be sated, be satisfied with, be fulfilled, be filled, have one's fill of (have desire satisfied)","","","description"
"H7646","","4","1a3)","to have in excess, be surfeited, be surfeited with","","","description"
"H7646","","5","1a3a)","to be weary of (fig)","","","description"
"H7646","","6","1b)","(Piel) to satisfy","","","lookup"
"H7646","","7","1c)","(Hiphil)","","","not applicable"
"H7646","","8","1c1)","to satisfy","","","lookup"
"H7646","","9","1c2)","to enrich","","","lookup"
"H7646","","10","1c3)","to sate, glut (with the undesired)","","","description"
"H7648","","0","1)","satiety, abundance, fulness","","","lookup"
"H7648","","1","1a)","satiety","","","lookup"
"H7648","","2","1b)","abundance","","","lookup"
"H7649","","0","1)","sated, satisfied, surfeited","","","lookup"
"H7649","","1","1a)","sated, abounding, satisfied","","","lookup"
"H7649","","2","1b)","surfeited (bad sense)","","","lookup"
"H7650","","0","1)","to swear, adjure","","","lookup"
"H7650","","1","1a)","(Qal) sworn (participle)","","","lookup"
"H7650","","2","1b)","(Niphal)","","","not applicable"
"H7650","","3","1b1)","to swear, take an oath","","","description"
"H7650","","4","1b2)","to swear (of Jehovah by Himself)","","","description"
"H7650","","5","1b3)","to curse","","","lookup"
"H7650","","6","1c)","(Hiphil)","","","not applicable"
"H7650","","7","1c1)","to cause to take an oath","","","description"
"H7650","","8","1c2)","to adjure","","","lookup"
"H7661","","0","1)","cramp, agony, anguish","","","lookup"
"H7661","","1","1a)","meaning uncertain","","","lookup"
"H7662","","0","1)","to leave, let alone","","","description"
"H7662","","1","1a)","(P'al) to leave, let alone","","","description"
"H7662","","2","1b)","(Ithpael) to be left","","","description"
"H7663","","0","1)","(Piel)","","","not applicable"
"H7663","","1","1a)","to wait (for), wait upon","","","description"
"H7663","","2","1b)","to hope (for)","","","lookup"
"H7663","","3","","Aramaic equivalent: se.var (סְבַר ""to intend"" H5452)","","","description"
"H7664","","0","","hope","","","lookup"
"H7665","","0","1)","to break, break in pieces","","","description"
"H7665","","1","1a)","(Qal)","","","not applicable"
"H7665","","2","1a1)","break, break in or down, rend violently, wreck, crush, quench","","","description"
"H7665","","3","1a2)","to break, rupture (fig)","","","description"
"H7665","","4","1b)","(Niphal)","","","not applicable"
"H7665","","5","1b1)","to be broken, be maimed, be crippled, be wrecked","","","description"
"H7665","","6","1b2)","to be broken, be crushed (fig)","","","description"
"H7665","","7","1c)","(Piel) to shatter, break","","","description"
"H7665","","8","1d)","(Hiphil) to cause to break out, bring to the birth","","","description"
"H7665","","9","1e)","(Hophal) to be broken, be shattered","","","description"
"H7665","","10","","Aramaic equivalent: te.var (תְּבַר ""to break"" H8406)","","","description"
"H7667","","0","1)","breaking, fracture, crushing, breach, crash, ruin, shattering","","","description"
"H7667","","1","1a)","breaking, fracture, shattering, crushing","","","description"
"H7667","","2","1b)","crashing","","","lookup"
"H7667","","3","1c)","breaking (of a dream), interpretation","","","description"
"H7667","","4","1d)","quarries","","","lookup"
"H7670","","0","","destruction, breaking, shattering, crushing","","","description"
"H7672","","0","1)","to confuse, be perplexed","","","description"
"H7672","","1","1a)","(Ithpael) to be perplexed","","","description"
"H7683","","0","1)","to go astray, err, commit sin or error","","","description"
"H7683","","1","1a)","(Qal)","","","not applicable"
"H7683","","2","1a1)","to err (mentally)","","","lookup"
"H7683","","3","1a2)","to sin (ignorantly or inadvertently)","","","description"
"H7686","","0","1)","to go astray, stray, err","","","description"
"H7686","","1","1a)","(Qal)","","","not applicable"
"H7686","","2","1a1)","to err, stray","","","lookup"
"H7686","","3","1a2)","to swerve, meander, reel, roll, be intoxicated, err (in drunkenness)","","","description"
"H7686","","4","1a3)","to go astray (morally)","","","description"
"H7686","","5","1a4)","to commit sin of ignorance or inadvertence, err (ignorantly)","","","description"
"H7686","","6","1b)","(Hiphil)","","","not applicable"
"H7686","","7","1b1)","to lead astray","","","lookup"
"H7686","","8","1b2)","to lead astray, mislead (mentally)","","","description"
"H7686","","9","1b3)","to lead astray (morally)","","","description"
"H7696","","0","1)","to be mad","","","lookup"
"H7696","","1","1a)","(Pual)","","","not applicable"
"H7696","","2","1a1)","to be mad","","","lookup"
"H7696","","3","1a2)","to be maddened (participle)","","","description"
"H7696","","4","1b)","(Hithpael) to show madness","","","description"
"H7703","","0","1)","to deal violently with, despoil, devastate, ruin, destroy, spoil","","","description"
"H7703","","1","1a)","(Qal)","","","not applicable"
"H7703","","2","1a1)","to violently destroy, devastate, despoil, assail","","","description"
"H7703","","3","1a2)","devastator, despoiler (participle) (subst)","","","description"
"H7703","","4","1b)","(Niphal) to be utterly ruined","","","description"
"H7703","","5","1c)","(Piel)","","","not applicable"
"H7703","","6","1c1)","to assault","","","lookup"
"H7703","","7","1c2)","to devastate","","","lookup"
"H7703","","8","1d)","(Pual) to be devastated","","","description"
"H7703","","9","1e)","(Poel) to violently destroy","","","description"
"H7703","","10","1f)","(Hophal) to be devastated","","","description"
"H7703","","11","","Also means: shud (שׁוּד ""to waste"" H7736)","","","description"
"H7723","","0","1)","emptiness, vanity, falsehood","","","lookup"
"H7723","","1","1a)","emptiness, nothingness, vanity","","","lookup"
"H7723","","2","1b)","emptiness of speech, lying","","","description"
"H7723","","3","1c)","worthlessness (of conduct)","","","lookup"
"H7723","","4","","Also means: shav (שָׁוְא "": vain"" H7723H)","","","description"
"H7725","","0","1)","to return, turn back","","","description"
"H7725","","1","1a)","(Qal)","","","not applicable"
"H7725","","2","1a1)","to turn back, return","","","description"
"H7725","","3","1a1a)","to turn back","","","lookup"
"H7725","","4","1a1b)","to return, come or go back","","","description"
"H7725","","5","1a1c)","to return unto, go back, come back","","","description"
"H7725","","6","1a1d)","of dying","","","lookup"
"H7725","","7","1a1e)","of human relations (fig)","","","description"
"H7725","","8","1a1f)","of spiritual relations (fig)","","","description"
"H7725","","9","1a1f1)","to turn back (from God), apostatise","","","description"
"H7725","","10","1a1f2)","to turn away (of God)","","","description"
"H7725","","11","1a1f3)","to turn back (to God), repent","","","description"
"H7725","","12","1a1f4)","turn back (from evil)","","","description"
"H7725","","13","1a1g)","of inanimate things","","","lookup"
"H7725","","14","1a1h)","in repetition","","","lookup"
"H7725","","15","1b)","(Polel)","","","not applicable"
"H7725","","16","1b1)","to bring back","","","lookup"
"H7725","","17","1b2)","to restore, refresh, repair (fig)","","","description"
"H7725","","18","1b3)","to lead away (enticingly)","","","description"
"H7725","","19","1b4)","to show turning, apostatise","","","description"
"H7725","","20","1c)","(Pual) restored (participle)","","","lookup"
"H7725","","21","1d)","(Hiphil) to cause to return, bring back","","","description"
"H7725","","22","1d1)","to bring back, allow to return, put back, draw back, give back, restore, relinquish, give in payment","","","description"
"H7725","","23","1d2)","to bring back, refresh, restore","","","description"
"H7725","","24","1d3)","to bring back, report to, answer","","","description"
"H7725","","25","1d4)","to bring back, make requital, pay (as recompense)","","","description"
"H7725","","26","1d5)","to turn back or backward, repel, defeat, repulse, hinder, reject, refuse","","","description"
"H7725","","27","1d6)","to turn away (face), turn toward","","","description"
"H7725","","28","1d7)","to turn against","","","lookup"
"H7725","","29","1d8)","to bring back to mind","","","description"
"H7725","","30","1d9)","to show a turning away 1d10) to reverse, revoke","","","description"
"H7725","","31","1e)","(Hophal) to be returned, be restored, be brought back","","","description"
"H7725","","32","1f)","(Pulal) brought back","","","lookup"
"H7729","","0","","retirement, withdrawal","","","lookup"
"H7737","","0","1)","to agree with, be or become like, level, resemble","","","description"
"H7737","","1","1a)","(Qal)","","","not applicable"
"H7737","","2","1a1)","to be like","","","lookup"
"H7737","","3","1a2)","equivalent (participle)","","","lookup"
"H7737","","4","1a3)","to set, place","","","lookup"
"H7737","","5","1a4)","setting (participle)","","","lookup"
"H7737","","6","1b)","(Piel) to level, smooth, still","","","description"
"H7737","","7","1c)","(Hiphil) to make like","","","description"
"H7737","","8","1d)","(Nithpael) to be alike","","","description"
"H7737","","9","","Aramaic equivalent: she.vah (שְׁוָה ""be like"" H7739A)","","","description"
"H7739","","0","","(Pael) to become like","","","description"
"H7739","","1","","Aramaic of sha.vah (שָׁוָה ""be like"" H7737A)","","","description"
"H7742","","0","1)","(Qal) to meditate, muse, commune, speak, complain","","","description"
"H7742","","1","1a)","meaning uncertain","","","lookup"
"H7760","","0","1)","to put, place, set, appoint, make","","","description"
"H7760","","1","1a)","(Qal)","","","not applicable"
"H7760","","2","1a1)","to put, set, lay, put or lay upon, lay (violent) hands on","","","description"
"H7760","","3","1a2)","to set, direct, direct toward","","","description"
"H7760","","4","1a2a)","to extend (compassion) (fig)","","","description"
"H7760","","5","1a3)","to set, ordain, establish, found, appoint, constitute, make, determine, fix","","","description"
"H7760","","6","1a4)","to set, station, put, set in place, plant, fix","","","description"
"H7760","","7","1a5)","to make, make for, transform into, constitute, fashion, work, bring to pass, appoint, give","","","description"
"H7760","","8","1b)","(Hiphil) to set or make for a sign","","","description"
"H7760","","9","1c)","(Hophal) to be set","","","description"
"H7761","","0","1)","to set, make, appoint","","","description"
"H7761","","1","1a)","(P'al)","","","not applicable"
"H7761","","2","1a1)","to make, make decree, setout (decree)","","","description"
"H7761","","3","1a2)","to make, appoint","","","lookup"
"H7761","","4","1a3)","to set, fix","","","lookup"
"H7761","","5","1b)","(Ithp'al) to be made, be set, be laid","","","description"
"H7768","","0","","(Piel) to cry out (for help), shout","","","description"
"H7769","","0","1)","cry, cry for help, cry out","","","description"
"H7769","","1","2)","opulence","","","lookup"
"H7769","","2","2a)","meaning uncertain","","","lookup"
"H7773","","0","","to cry","","","lookup"
"H7775","","0","","cry for help","","","lookup"
"H7786","","0","1)","to be or act as prince, rule, contend, have power, prevail over","","","description"
"H7786","","1","1a)","(Qal) to rule over, govern","","","description"
"H7786","","2","1b)","(Hiphil) to make rulers, play the prince","","","description"
"H7797","","0","1)","to exult, rejoice","","","lookup"
"H7797","","1","1a)","(Qal) to exult, display joy","","","description"
"H7802","","0","","Title of a musical piece>;","","","description"
"H7802","","1","","called Shushan_Eduth (שׁוּשַׁן עֵדוּת)","","","description"
"H7804","","0","","(Peel or Peil) to deliver","","","description"
"H7804","","1","","Aramaic of shuv (שׁוּב "": return"" H7725)","","","description"
"H7807","","0","","low, lowly","","","lookup"
"H7808","","0","","thought","","","lookup"
"H7812","","0","1)","to bow down","","","lookup"
"H7812","","1","1a)","(Qal) to bow down","","","description"
"H7812","","2","1b)","(Hiphil) to depress (fig)","","","description"
"H7812","","3","1c)","(Hithpael)","","","not applicable"
"H7812","","4","1c1)","to bow down, prostrate oneself","","","description"
"H7812","","5","1c1a)","before superior in homage","","","description"
"H7812","","6","1c1b)","before God in worship","","","description"
"H7812","","7","1c1c)","before false gods","","","lookup"
"H7812","","8","1c1d)","before angel","","","lookup"
"H7814","","0","1)","laughter, laughing stock, mocking, derision","","","description"
"H7814","","1","1a)","laughter","","","lookup"
"H7814","","2","1a1)","joyful","","","lookup"
"H7814","","3","1a2)","hollow","","","lookup"
"H7814","","4","1b)","derision (of object)","","","lookup"
"H7814","","5","1c)","sport","","","lookup"
"H7817","","0","1)","to bow, crouch, bow down, be bowed down","","","description"
"H7817","","1","1a)","(Qal)","","","not applicable"
"H7817","","2","1a1)","to be bowed down, be prostrated, be humbled","","","description"
"H7817","","3","1a2)","to bow (in homage)","","","description"
"H7817","","4","1a3)","to bow (of mourner)","","","description"
"H7817","","5","1a4)","to crouch (of wild beast in lair)","","","description"
"H7817","","6","1b)","(Niphal) to be prostrated, be humbled, be reduced, be weakened, proceed humbly, be bowed down","","","description"
"H7817","","7","1c)","(Hiphil) to prostrate, lay low, bow down","","","description"
"H7817","","8","1d)","(Hithpolel) to be cast down, be despairing","","","description"
"H7830","","0","1)","dignity, pride","","","lookup"
"H7830","","1","1a)","majestic wild beasts","","","lookup"
"H7832","","0","1)","to laugh, play, mock","","","description"
"H7832","","1","1a)","(Qal)","","","not applicable"
"H7832","","2","1a1)","to laugh (usually in contempt or derision)","","","description"
"H7832","","3","1a2)","to sport, play","","","lookup"
"H7832","","4","1b)","(Piel)","","","not applicable"
"H7832","","5","1b1)","to make sport","","","lookup"
"H7832","","6","1b2)","to jest","","","lookup"
"H7832","","7","1b3)","to play (including instrumental music, singing, dancing)","","","description"
"H7832","","8","1c)","(Hiphil) to laugh mockingly","","","description"
"H7835","","0","1)","to be black","","","lookup"
"H7835","","1","1a)","(Qal) to be black (of skin)","","","description"
"H7836","","0","1)","to seek, seek early or earnestly, look early or diligently for","","","description"
"H7836","","1","1a)","(Qal) to look for diligently, seek","","","description"
"H7836","","2","1b)","(Piel) to seek, seek early","","","description"
"H7843","","0","1)","to destroy, corrupt, go to ruin, decay","","","description"
"H7843","","1","1a)","(Niphal) to be marred, be spoiled, be corrupted, be corrupt, be injured, be ruined, be rotted","","","description"
"H7843","","2","1b)","(Piel)","","","not applicable"
"H7843","","3","1b1)","to spoil, ruin","","","lookup"
"H7843","","4","1b2)","to pervert, corrupt, deal corruptly (morally)","","","description"
"H7843","","5","1c)","(Hiphil)","","","not applicable"
"H7843","","6","1c1)","to spoil, ruin, destroy","","","description"
"H7843","","7","1c2)","to pervert, corrupt (morally)","","","description"
"H7843","","8","1c3)","destroyer (participle)","","","lookup"
"H7843","","9","1d)","(Hophal) spoiled, ruined (participle)","","","description"
"H7843","","10","","Aramaic equivalent: she.chat (שְׁחַת ""to corrupt"" H7844)","","","description"
"H7844","","0","1)","to corrupt","","","lookup"
"H7844","","1","1a)","(P'al)","","","not applicable"
"H7844","","2","1a1)","corrupt (participle)","","","lookup"
"H7844","","3","1a2)","fault (subst)","","","lookup"
"H7845","","0","","Pit, of hell","","","lookup"
"H7845","","1","","This name means pit, grave","","","description"
"H7846","","0","","swerver, revolter, rebel, deeds that swerve","","","description"
"H7852","","0","1)","to hate, oppose oneself to, bear a grudge, retain animosity against, cherish animosity against","","","description"
"H7852","","1","1a)","(Qal) to cherish animosity against","","","description"
"H7853","","0","","(Qal) to be or act as an adversary, resist, oppose","","","description"
"H7854","","0","","An angel in the Old Testament;","","","description"
"H7854","","1","","called Satan or ""accuser"" (KJV= Satan) (שָׂטָן); or ""worthless"" (KJV= Belial; NIV= ""troublemakers"") or ""worthless"" (KJV= Belial; NIV= ""wicked"") or ""worthless"" (KJV= Belial; NIV= ""evil"") or ""worthless"" (KJV= Belial; NIV= ""scoundrel"") or ""scoundrel"" (KJV= Belial) (בְּלִיַּ֫עַל); or Beelzebul (KJV= Beelzebub) (Βεελζεβούλ); or Belial (Βελίαλ); or Satan (Σατάν); or [ ] (KJV= Satan) or Satan (Σατανᾶς) §","","","description"
"H7854","","2","","This name means adversary, one who withstands","","","description"
"H7854","","3","1a)","adversary (in general-personal or national)","","","description"
"H7854","","4","","♣2) superhuman adversary","","","lookup"
"H7854","","5","2a)","Satan (as noun pr)","","","description"
"H7867","","0","","(Qal) to be hoary, be gray","","","description"
"H7867","","1","","Aramaic equivalent: siv (שִׂיב ""be gray"" H7868)","","","description"
"H7868","","0","1)","to be gray, be hoary, be hoary-headed","","","description"
"H7868","","1","1a)","(P'al) elders (subst)","","","lookup"
"H7876","","0","","(Qal) to forget, deprive","","","description"
"H7878","","0","1)","to put forth, mediate, muse, commune, speak, complain, ponder, sing","","","description"
"H7878","","1","1a)","(Qal)","","","not applicable"
"H7878","","2","1a1)","to complain","","","lookup"
"H7878","","3","1a2)","to muse, meditate upon, study, ponder","","","description"
"H7878","","4","1a3)","to talk, sing, speak","","","description"
"H7878","","5","1b)","(Polel) to meditate, consider, put forth thoughts","","","description"
"H7879","","0","1)","meditation, complaint, musing","","","lookup"
"H7879","","1","1a)","plaint, complaint","","","lookup"
"H7879","","2","1b)","following are uncertain","","","lookup"
"H7879","","3","1b1)","musing","","","lookup"
"H7879","","4","1b2)","anxiety, trouble","","","lookup"
"H7879","","5","1b3)","talk","","","lookup"
"H7881","","0","1)","meditation, reflection, prayer, devotion, complaint, musing","","","description"
"H7881","","1","1a)","complaint","","","lookup"
"H7881","","2","1b)","musing, study (of object)","","","description"
"H7891","","0","1)","to sing","","","lookup"
"H7891","","1","1a)","(Qal)","","","not applicable"
"H7891","","2","1a1)","to sing","","","lookup"
"H7891","","3","1a2)","singer, songstresses (participle)","","","lookup"
"H7891","","4","1b)","(Polel)","","","not applicable"
"H7891","","5","1b1)","to sing","","","lookup"
"H7891","","6","1b2)","singer, songstress (participle)","","","lookup"
"H7891","","7","1c)","(Hophal) to be sung","","","description"
"H7896","","0","1)","to put, set","","","lookup"
"H7896","","1","1a)","(Qal)","","","not applicable"
"H7896","","2","1a1)","to put, lay (hand upon)","","","description"
"H7896","","3","1a2)","to set, station, appoint, fix, set mind to","","","description"
"H7896","","4","1a3)","to constitute, make (one something), make like, perform","","","description"
"H7896","","5","1a4)","to take one's stand","","","description"
"H7896","","6","1a5)","to lay waste","","","lookup"
"H7896","","7","1b)","(Hophal) to be imposed, be set upon","","","description"
"H7901","","0","1)","to lie down","","","lookup"
"H7901","","1","1a)","(Qal)","","","not applicable"
"H7901","","2","1a1)","to lie, lie down, lie on","","","description"
"H7901","","3","1a2)","to lodge","","","lookup"
"H7901","","4","1a3)","to lie (of sexual relations)","","","description"
"H7901","","5","1a4)","to lie down (in death)","","","description"
"H7901","","6","1a5)","to rest, relax (fig)","","","description"
"H7901","","7","1b)","(Niphal) to be lain with (sexually)","","","description"
"H7901","","8","1c)","(Pual) to be lain with (sexually)","","","description"
"H7901","","9","1d)","(Hiphil) to make to lie down","","","description"
"H7901","","10","1e)","(Hophal) to be laid","","","description"
"H7904","","0","1)","(Hiphil) lustful (participle)","","","lookup"
"H7904","","1","1a)","meaning uncertain","","","lookup"
"H7907","","0","1)","a celestial appearance or phenomenon, mind","","","description"
"H7907","","1","1a)","meaning uncertain","","","lookup"
"H7908","","0","","bereavement, loss of children","","","description"
"H7911","","0","1)","to forget, ignore, wither","","","description"
"H7911","","1","1a)","(Qal)","","","not applicable"
"H7911","","2","1a1)","to forget","","","lookup"
"H7911","","3","1a2)","to cease to care","","","description"
"H7911","","4","1b)","(Niphal) to be forgotten","","","description"
