id,strong,related_strong,related_form,related_transliteration,related_gloss,deleted
86066,H8088B,H8085G,שָׁמַע,sha.ma,to hear: hear,0
86067,H8088B,H8085H,שָׁמַע,sha.ma,to hear: obey,0
86068,H8088B,H8085I,שָׁמַע,sha.ma,to hear: proclaim,0
86069,H8088B,H8085J,שָׁמַע,sha.ma,to hear: understand,0
86070,H8088B,H8085K,שָׁמַע,sha.ma,to hear: judge,0
86071,H8088B,H8085L,שָׁמַע,sha.ma,to hear: welcome,0
86072,H8088B,H8087G,שֶׁ֫מַע,she.ma,Shema,0
86073,H8088B,H8087H,שֶׁ֫מַע,she.ma,Shema,0
86074,H8088B,H8087I,שֶׁ֫מַע,she.ma,Shema,0
86075,H8088B,H8087J,שֶׁ֫מַע,she.ma,Shema,0
86076,H8088B,H8088A,שֶׁ֫מַע,she.ma,sound,0
86077,H8088B,H8089,שֹׁ֫מַע,sho.ma,report,0
86078,H8088B,H8090,שְׁמַע,she.ma,Shema,0
86079,H8088B,H8091,שָׁמָע,sha.ma,Shama,0
86080,H8088B,H8092G,שִׁמְעָא,shim.a,Shimea,0
86081,H8088B,H8092H,שִׁמְעָא,shim.a,Shimea,0
86082,H8088B,H8092I,שִׁמְעָא,shim.a,Shimea,0
86083,H8088B,H8092J,שִׁמְעָא,shim.a,Shimea,0
86084,H8088B,H8093,שִׁמְעָה,shim.ah,Shimeah,0
86085,H8088B,H8094,שְׁמָעָה,she.ma.ah,Shemaah,0
86086,H8088B,H8095G,שִׁמְעוֹן,shim.on,Simeon,0
86087,H8088B,H8095H,שִׁמְעוֹן,shim.on,Shimeon,0
86088,H8088B,H8096G,שִׁמְעִי,shim.i,Shimei,0
86089,H8088B,H8096H,שִׁמְעִי,shim.i,Shimei,0
86090,H8088B,H8096I,שִׁמְעִי,shim.i,Shimei,0
86091,H8088B,H8096J,שִׁמְעִי,shim.i,Shimei,0
86092,H8088B,H8096K,שִׁמְעִי,shim.i,Shimei,0
86093,H8088B,H8096L,שִׁמְעִי,shim.i,Shimei,0
86094,H8088B,H8096M,שִׁמְעִי,shim.i,Shimei,0
86095,H8088B,H8096N,שִׁמְעִי,shim.i,Shimei,0
86096,H8088B,H8096O,שִׁמְעִי,shim.i,Shimei,0
86097,H8088B,H8096P,שִׁמְעִי,shim.i,Shimei,0
86098,H8088B,H8096Q,שִׁמְעִי,shim.i,Shimei,0
86099,H8088B,H8096R,שִׁמְעִי,shim.i,Shimei,0
86100,H8088B,H8096S,שִׁמְעִי,shim.i,Shimei,0
86101,H8088B,H8096T,שִׁמְעִי,shim.i,Shimei,0
86102,H8088B,H8096U,שִׁמְעִי,shim.i,Shimei,0
86103,H8088B,H8096V,שִׁמְעִי,shim.i,Shimei,0
86104,H8088B,H8096X,שִׁמְעִי,shim.i,Shimei,0
86105,H8088B,H8096Y,שִׁמְעִי,shim.i,Shimei,0
86106,H8088B,H8097,שִׁמְעִי,shim.i,Shimeite,0
86107,H8088B,H8098A,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86108,H8088B,H8098B,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86109,H8088B,H8098C,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86110,H8088B,H8098D,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86111,H8088B,H8098E,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86112,H8088B,H8098F,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86113,H8088B,H8098G,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86114,H8088B,H8098H,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86115,H8088B,H8098I,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86116,H8088B,H8098J,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86117,H8088B,H8098K,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86118,H8088B,H8098L,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86119,H8088B,H8098M,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86120,H8088B,H8098N,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86121,H8088B,H8098O,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86122,H8088B,H8098P,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86123,H8088B,H8098Q,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86124,H8088B,H8098R,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86125,H8088B,H8098S,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86126,H8088B,H8098T,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86127,H8088B,H8098U,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86128,H8088B,H8098V,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86129,H8088B,H8098W,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86130,H8088B,H8098X,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86131,H8088B,H8098Y,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86132,H8088B,H8098Z,שְׁמַעְיָ֫הוּ,she.ma.ya.hu,Shemaiah,0
86133,H8088B,H8099,שִׁמְעֹנִי,shim.o.ni,Simeon,0
86134,H8088B,H8100,שִׁמְעָת,shim.at,Shimeath,0
86135,H8088B,H8101,שִׁמְעָתִים,shim.a.tim,Shimeathite,0
86136,H8574H,H5216A,נֵר,ner,lamp,0
86137,H8574H,H5216B,נִיר,nir,lamp,0
86138,H8574H,H8571,תְּנוּךְ,te.nukh,lobe,0
86139,H8574H,H8574G,תַּנּוּר,tan.nur,[Tower of] the Ovens,0
86140,H0759H,H0758G,אֲרָם,a.ram,Aram,0
86141,H0759H,H0758H,אֲרָם,a.ram,Aram,0
86142,H0759H,H0758I,אֲרָם,a.ram,Syria,0
86143,H0759H,H0758J,אֲרָם,a.ram,Aram,0
86144,H0759H,H0758K,אֲרָם,a.ram,Aram [Maacah],0
86145,H0759H,H0758L,אֲרָם,a.ram,[Paddan]-aram,0
86146,H0759H,H0758M,אֲרָם,a.ram,Edom,0
86147,H0759H,H0758N,אֲרָם,a.ram,Mesopotamia,0
86148,H0759H,H0758O,אֲרָם,a.ram,Aram,0
86149,H0759H,H0759G,אַרְמוֹן,ar.mon,citadel: palace,0
86150,H0759H,H0764,אַרְמֹנִי,ar.mo.ni,Armoni,0
86151,H1890,H3051,יָהַב,ya.hav,to give,0
86152,H1890,H3053,יְהָב,ye.hav,burden,0
86153,H1890,H3054,יָהַד,ya.had,to become a Jew,0
86154,H1890,H3055,יְהֻד,ye.hud,Jehud,0
86155,H1890,H3057,יְהֻדִיָּה,ye.hu.diy.yah,Judahite wife,0
86156,H1890,H3063G,יְהוּדָה,ye.hu.dah,Judah,0
86157,H1890,H3063H,יְהוּדָה,ye.hu.dah,Judah,0
86158,H1890,H3063I,יְהוּדָה,ye.hu.dah,Judah,0
86159,H1890,H3063J,יְהוּדָה,ye.hu.dah,Judah,0
86160,H1890,H3063K,יְהוּדָה,ye.hu.dah,Judah,0
86161,H1890,H3063L,יְהוּדָה,ye.hu.dah,Judah,0
86162,H1890,H3063M,יְהוּדָה,ye.hu.dah,Judah,0
86163,H1890,H3063N,יְהוּדָה,ye.hu.dah,Judea,0
86164,H1890,H3063O,יְהוּדָה,ye.hu.dah,[Baalah of]Judah,0
86165,H1890,H3064,יְהוּדִי,ye.hu.di,Jew,0
86166,H1890,H3065,יְהוּדִי,ye.hu.di,Jehudi,0
86167,H1890,H3066,יְהוּדִית,ye.hu.dit,Hebrew,0
86168,H1890,H3067,יְהוּדִית,ye.hu.dit,Judith,0
86169,H2441,H2596,חָנַךְ,cha.nakh,to dedicate,0
86170,H2796,H2758,חָרִישׁ,cha.rish,plowing,0
86171,H2796,H2790A,חָרַשׁ,cha.rash,to plow/plot,0
86172,H2796,H2790B,חָרֵשׁ,cha.resh,be quiet,0
86173,H2796,H2791A,חֶ֫רֶשׁ,che.resh,silently,0
86174,H2796,H2791B,חֶ֫רֶשׁ,che.resh,craftily,0
86175,H2796,H2794,חֹרֵשׁ,cho.resh,artificer,0
86176,H2796,H2798,חֲרָשִׁים,cha.ra.shim,[Ge]-harashim,0
86177,H2796,H2799,חֲרֹ֫שֶׁת,cha.ro.shet,carving,0
86178,H2796,H4281,מַחֲרֵשָׁה,ma.cha.re.shah,plowshare,0
86179,H2803H,H2803G,חָשַׁב,cha.shav,to devise: design,0
86180,H2803H,H2803I,חָשַׁב,cha.shav,to devise: devise,0
86181,H2803H,H2803J,חָשַׁב,cha.shav,to devise: think,0
86182,H2803H,H2804,חֲשַׁב,cha.shav,to account,0
86183,H2803H,H2805,חֵ֫שֶׁב,che.shev,artwork,0
86184,H2803H,H2806,חַשְׁבַּדָּנָה,chash.bad.da.nah,Hashbaddanah,0
86185,H2803H,H2807,חֲשֻׁבָה,cha.shu.vah,Hashubah,0
86186,H2803H,H2808,חֶשְׁבּוֹן,chesh.bon,explanation,0
86187,H2803H,H2809,חֶשְׁבּוֹן,chesh.bon,Heshbon,0
86188,H2803H,H2810,חִשָּׁבוֹן,chish.sha.von,invention,0
86189,H2803H,H2811G,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86190,H2803H,H2811H,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86191,H2803H,H2811I,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86192,H2803H,H2811J,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86193,H2803H,H2811K,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86194,H2803H,H2811L,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86195,H2803H,H2811M,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86196,H2803H,H2811N,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86197,H2803H,H2811O,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86198,H2803H,H2811P,חֲשַׁבְיָ֫הוּ,cha.shav.ya.hu,Hashabiah,0
86199,H2803H,H2812,חֲשַׁבְנָה,cha.shav.nah,Hashabnah,0
86200,H2803H,H2813G,חֲשַׁבְנְיָה,cha.shav.ne.yah,Hashabneiah,0
86201,H2803H,H2813H,חֲשַׁבְנְיָה,cha.shav.ne.yah,Hashabneiah,0
86202,H2803H,H2815G,חַשּׁוּב,chash.shuv,Hasshub,0
86203,H2803H,H2815H,חַשּׁוּב,chash.shuv,Hasshub,0
86204,H2803H,H2815I,חַשּׁוּב,chash.shuv,Hasshub,0
86205,H2803H,H2815J,חַשּׁוּב,chash.shuv,Hasshub,0
86206,H2803H,H4284,מַחֲשָׁבָה,ma.cha.sha.vah,plot,0
86207,H5492A,H5486,סוּף,suph,to cease,0
86208,H5492A,H5488G,סוּף,suph,Red [Sea],0
86209,H5492A,H5488H,סוּף,suph,reed,0
86210,H5492A,H5489,סוּף,suph,Suph,0
86211,H5492A,H5490,סוֹף,soph,end,0
86212,H5492A,H5492B,סוּפָה,su.phah,Suphah,0
86213,H6501,H6500,פָּרָא,pa.ra,be fruitful,0
86214,H6501,H6502,פִּרְאָם,pir.am,Piram,0
86215,H6780,H6779,צָמַח,tsa.mach,to spring,0
86216,H7054,H3351,יְקוּם,ye.qum,existence,0
86217,H7054,H3356G,יָקִים,ya.qim,Jakim,0
86218,H7054,H3356H,יָקִים,ya.qim,Jakim,0
86219,H7054,H3359G,יְקַמְיָה,ye.qam.yah,Jekamiah,0
86220,H7054,H3359H,יְקַמְיָה,ye.qam.yah,Jekamiah,0
86221,H7054,H3360,יְקַמְעָם,ye.qam.am,Jekameam,0
86222,H7054,H3361G,יׇקְמְעָם,yoq.me.am,Jokmeam,0
86223,H7054,H3361H,יׇקְמְעָם,yoq.me.am,Jokmeam,0
86224,H7054,H4725,מָקוֹם,ma.qom,place,0
86225,H7054,H6965A,קָמָי,qa.ma,[Leb]-kamai,0
86226,H7054,H6965B,קוּם,qum,to arise: rise,0
86227,H7054,H6965H,קוּם,qum,to arise: raise,0
86228,H7054,H6965I,קוּם,qum,to arise: establish,0
86229,H7054,H6965J,קוּם,qum,to arise: attack,0
86230,H7054,H6965K,קוּם,qum,to arise: guard,0
86231,H7054,H6967,קוֹמָה,qo.mah,height,0
86232,H7054,H6968,קוֹמְמִיּוּת,qo.me.miy.yut,uprightness,0
86233,H7054,H6970,קוֹעַ,qo.a,Koa,0
86234,H7054,H6971,קוֹף,qoph,ape,0
86235,H7054,H7009,קִים,qim,adversary,0
86236,H7054,H7012,קִימָה,qi.mah,rising,0
86237,H7054,H7056,קָמוֹן,qa.mon,Kamon,0
86238,H7054,H8617,תְּקוּמָה,te.qu.mah,standing,0
86239,H7054,H8618,תְּקוֹמֵם,te.qo.mem,to confront,0
86240,H7058,,,,,0
86241,H8566,H0866,אֶתְנָה,et.nah,wages,0
86242,H8566,H3496,יַתְנִיאֵל,yat.ni.el,Jathniel,0
86243,H0990H,H0990G,בֶּ֫טֶן,be.ten,belly: abdomen,0
86244,H0990H,H0990I,בֶּ֫טֶן,be.ten,belly: hump,0
86245,H0990H,H0990J,בֶּ֫טֶן,be.ten,belly: body,0
86246,H0990H,H0991,בֶּ֫טֶן,be.ten,Beten,0
86247,H0990H,H0992,בָּטְנִים,ba.te.nim,pistachio,0
86248,H1187,G0896,Βάαλ,baal,Baal,0
86249,H1187,H1168A,בַּעַל,ba.al,Baal,0
86250,H1187,H1168B,בַּ֫עַל,ba.al,Baal,0
86251,H1187,H1168G,בַּ֫עַל,ba.al,Baal,0
86252,H1187,H1168H,בַּ֫עַל,ba.al,Baal,0
86253,H1187,H1168I,בַּעַל,ba.al,[Bamoth]-baal,0
86254,H2032,H2029,הָרָה,ha.rah,to conceive,0
86255,H2032,H2030A,הָרָה,ha.rah,pregnant,0
86256,H2032,H2030B,הָרִיָּה,ha.riy.yah,pregnant,0
86257,H2032,H2031,הַרְהֹר,har.hor,fantasies,0
86258,H2032,H2033,הֲרוֹרִי,ha.ro.ri,Harod,0
86259,H2032,H2036,הֹרָם,ho.ram,Horam,0
86260,H2032,H2037,הָרֻם,ha.rum,Harum,0
86261,H2032,H2038,הַרְמוֹן,har.mon,Harmon,0
86262,H2032,H2039G,הָרָן,ha.ran,Haran,0
86263,H2032,H2039H,הָרָן,ha.ran,Haran,0
86264,H2336,H2397,חַח,chach,hook,0
86265,H3352,H3353,יָקוּשׁ,ya.qush,fowler,0
86266,H3352,H3369,יָקֹשׁ,ya.qosh,to snare,0
86267,H3352,H3370,יׇקְשָׁן,yoq.shan,Jokshan,0
86268,H3352,H3371G,יׇקְתְאֵל,yoq.te.el,Joktheel,0
86269,H3352,H3371H,יׇקְתְאֵל,yoq.te.el,Joktheel,0
86270,H3352,H4170,מוֹקֵשׁ,mo.qesh,snare,0
86271,H3423G,H3388,"יְרוּשָׁא, יְרוּשָׁה",ye.ru.sha ye.ru.shah,Jerusha ,0
86272,H3423G,H3423H,יָרַשׁ,ya.rash,to possess: take,0
86273,H3423G,H3423I,יָרַשׁ,ya.rash,to possess: poor,0
86274,H3423G,H3424,יְרֵשָׁה,ye.re.shah,possession,0
86275,H3423G,H3425,יְרֻשָּׁה,ye.rush.shah,possession,0
86276,H3423G,H4180,מוֹרָשׁ,mo.rash,possession,0
86277,H3423G,H4181,מוֹרָשָׁה,mo.ra.shah,possession,0
86278,H3423G,H4182,מוֹרֶ֫שֶׁת גַּת,mo.re.shet gat,Moresheth-gath,0
86279,H3423G,H4183,מוֹרַשְׁתִּי,mo.rash.ti,Moreshethite,0
86280,H3423G,H7568,רֶ֫שֶׁת,re.shet,net,0
86281,H3423G,H8492,תִּירוֹשׁ,ti.rosh,new wine,0
86282,H4644,H5297,"נֹף, מֹף",noph moph,Memphis,0
86283,H5116A,H4999,נָוָה,na.vah,habitation,0
86284,H5116A,H5115A,נָוָה,na.vah,to beautify,0
86285,H5116A,H5115B,נָוָה,na.vah,to dwell,0
86286,H5116A,H5116B,נָוֶה,na.veh,dwelling,0
86287,H5116A,H5121,נָוִית,na.vit,Naioth,0
86288,H5774A,H4155,מוּעָף,mu.aph,gloom,0
86289,H5774A,H4588,מָעוּף,ma.uph,gloom,0
86290,H5774A,H5774B,תְּעֻפָה,te.u.phah,gloom,0
86291,H5774A,H5775,עוֹף,oph,bird,0
86292,H5774A,H5890,עֵיפָה,e.phah,darkness,0
86293,H5774A,H6079,עַפְעַף,aph.aph,eyelid,0
86294,H6784,H6778,צַמּוּק,tsam.muq,cluster,0
86295,H6912,H6900,קְבֻרָה,qe.vu.rah,tomb,0
86296,H6912,H6913,קֶ֫בֶר,qe.ver,grave,0
86297,H6912,H6914,קִבְרוֹת הַתַּאֲוָה,qiv.rot hat.ta.a.vah,Kibroth-hattaavah,0
86298,H7057,H7063,קִמָּשׂוֹן,qim.ma.s.von,thorn,0
86299,H8362,H8363,שָׁתִיל,sha.til,shoot,0
86300,H0206H,H0206G,אָ֫וֶן,a.ven,[Valley of] Aven,0
86301,H0206H,H1008G,בֵּֽיתְ־אֵל,bet-el,Bethel,0
86302,H0206H,H1008H,בֵּֽיתְ־אֵל,bet-el,Bethel,0
86303,H0206H,H1017,בֵּית הָאֱלִי,bet ha.e.li,Bethelite,0
86304,H0206H,H1066,בֹּכִים,bo.khim,Bochim,0
86305,H0206H,H3870G,לוּז,luz,Luz,0
86306,H0206H,H3870H,לוּז,luz,Luz,0
86307,H1008G,H0206G,אָ֫וֶן,a.ven,[Valley of] Aven,0
86308,H1008G,H0206H,אָ֫וֶן,a.ven,Aven,0
86309,H1008G,H1008H,בֵּֽיתְ־אֵל,bet-el,Bethel,0
86310,H1008G,H1017,בֵּית הָאֱלִי,bet ha.e.li,Bethelite,0
86311,H1008G,H1066,בֹּכִים,bo.khim,Bochim,0
86312,H1008G,H3870G,לוּז,luz,Luz,0
86313,H1008G,H3870H,לוּז,luz,Luz,0
86314,H1009,,,,,0
86315,H1863,H1858,דַּר,dar,mother-of-pearl,0
86316,H1863,H1864,דָּרוֹם,da.rom,south,0
86317,H1863,H1865,דְּרוֹר,de.ror,liberty,0
86318,H1863,H1866,דְּרוֹר,de.ror,swallow,0
86319,H2986,H0180,אוּבַל,u.val,river,0
86320,H2986,H0944,בּוּל,bul,produce,0
86321,H2986,H2981,יְבוּל,ye.vul,crops,0
86322,H2986,H2987,יְבַל,ye.val,to bring,0
86323,H2986,H2988,יָבָל,ya.val,stream,0
86324,H2986,H2989,יָבָל,ya.val,Jabal,0
86325,H2986,H2990,יַבָּל,yab.bal,running,0
86326,H2986,H2991,יִבְלְעָם,yiv.le.am,Ibleam,0
86327,H2986,H3104,יוֹבֵל,yo.vel,jubilee/horn,0
86328,H2986,H3105,יוּבַל,yu.val,stream,0
86329,H2986,H3106,יוּבָ֑ל,yu.val,Jubal,0
86330,H2986,H3999,מַבּוּל,mab.bul,flood,0
86331,H2986,H8398,תֵּבֵל,te.vel,world,0
86332,H3602,H3541,כֹּה,koh,thus,0
86333,H3602,H3542,כָּה,kah,thus,0
86334,H3649,H3648,כָּמַר,ka.mar,to grow warm,0
86335,H3649,H4364A,מִכְמָר,mikh.mar,net,0
86336,H3649,H4364B,מַכְמֹר,makh.mor,net,0
86337,H3649,H4365A,מִכְמֶ֫רֶת,mikh.me.ret,net,0
86338,H3649,H4365B,מִכְמֹ֫רֶת,mikh.mo.ret,net,0
86339,H3947J,H3947G,לָקַח,la.qach,to take: take,0
86340,H3947J,H3947H,לָקַח,la.qach,to take: recieve,0
86341,H3947J,H3947I,לָקַח,la.qach,to take: marry,0
86342,H3947J,H3947K,לָקַח,la.qach,to take: buy,0
86343,H3947J,H3947L,לָקַח,la.qach,to take: fire,0
86344,H3947J,H3948,לֶ֫קַח,le.qach,teaching,0
86345,H3947J,H3949,לִקְחִי,liq.chi,Likhi,0
86346,H3947J,H4455A,מַלְקוֹחַ,mal.qo.ach,prey,0
86347,H3947J,H4455B,מַלְקוֹחַ,mal.qo.ach,jaw,0
86348,H3947J,H4457,מֶלְקָחַ֫יִם,mel.qa.cha.yim,tong,0
86349,H3947J,H4727,מִקָּח,miq.qach,taking,0
86350,H3947J,H4728,מַקָּחָה,maq.qa.chah,ware,0
86351,H4503I,H4503G,מִנְחָה,min.chah,grain offering,0
86352,H4503I,H4503H,מִנְחָה,min.chah,offering: gift,0
86353,H4503I,H4504,מִנְחָה,min.chah,offering,0
86354,H4503I,H4508,מִנִּי,min.ni,Minni,0
86355,H5214,H5215,נִיר,nir,fallow ground,0
86356,H5215,H5214,נִיר,nir,to break,0
86357,H5697A,H4570,מַעְגָּל,ma.gal,track,0
86358,H5697A,H5694,עָגִיל,a.gil,ring,0
86359,H5697A,H5695,עֵ֫גֶל,e.gel,calf,0
86360,H5697A,H5696,עָגֹל,a.gol,round,0
86361,H5697A,H5697B,עֶגְלַת,eg.lat,Eglath-shelishiyah,0
86362,H5697A,H5698,עֶגְלָה,eg.lah,Eglah,0
86363,H5697A,H5699,עֲגָלָה,a.ga.lah,cart,0
86364,H5697A,H5700G,עֶגְלוֹן,eg.lon,Eglon,0
86365,H5697A,H5700H,עֶגְלוֹן,eg.lon,Eglon,0
86366,H6524A,H0667,אֶפְרֹחַ,eph.ro.ach,young,0
86367,H6524A,H6524B,פָּרַח,pa.rach,to break out,0
86368,H6524A,H6524C,פָּרַח,pa.rach,to fly,0
86369,H6524A,H6525,פֶּ֫רַח,pe.rach,flower,0
86370,H6524A,H6526,פִּרְחָח,pir.chach,brood,0
86371,H6975,H6972,קוּץ,quts,to summer,0
86372,H6975,H6976G,קוֹץ,qots,Koz,0
86373,H6975,H6976H,הַקוֹץ,ha.qots,Hakkoz,0
86374,H6975,H6976I,הַקוֹץ,ha.qots,Hakkoz,0
86375,H6975,H6976J,הַקוֹץ,ha.qots,Hakkoz,0
86376,H6975,H6977,קְוֻצּוֹת,qe.vuts.tsot,lock,0
86377,H7376,,,,,0
86378,H7392,H4817,מֶרְכָּב,mer.kav,chariot,0
86379,H7392,H4818,מֶרְכָּבָה,mer.ka.vah,chariot,0
86380,H7392,H7393G,רֶ֫כֶב,re.khev,chariot,0
86381,H7392,H7393H,רֶ֫כֶב,re.khev,chariot: millstone,0
86382,H7392,H7394G,רֵכָב,re.khav,Rechab,0
86383,H7392,H7394H,רֵכָב,re.khav,Rechab,0
86384,H7392,H7394I,רֵכָב,re.khav,Rechab,0
86385,H7392,H7395,רַכָּב,rak.kav,charioteer,0
86386,H7392,H7396,רִכְבָּה,rikh.bah,riding,0
86387,H7392,H7397A,רֵכָבִי,re.kha.vi,Rechabite,0
86388,H7392,H7397B,רֵכָה,re.khah,Recah,0
86389,H7392,H7398,רְכוּב,re.khuv,chariot,0
86390,H7588,H7582,שָׁאָה,sha.ah,to crash,0
86391,H7588,H7584,שַׁאֲוָה,sha.a.vah,desolation,0
86392,H7588,H7591,שְׁאִיָּה,she.iy.yah,ruin,0
86393,H7588,H7612,שֵׁאת,shet,devastation,0
86394,H7588,H8351,שֵׁת,shet,Sheth,0
86395,H7702,H7708,שִׂדִּים,sid.dim,Valley,0
86396,H7934,H4908,מִשְׁכָּן,mish.kan,tabernacle,0
86397,H7934,H7931,שָׁכַן,sha.khan,to dwell,0
86398,H7934,H7935G,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86399,H7934,H7935H,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86400,H7934,H7935I,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86401,H7934,H7935J,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86402,H7934,H7935K,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86403,H7934,H7935L,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86404,H7934,H7935M,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86405,H7934,H7935O,שְׁכַנְיָהוּ,she.khan.ya.hu,Shecaniah,0
86406,H8020,H8022,שַׁלְמַנְאֶ֫סֶר,shal.man.e.ser,Shalmaneser,0
86407,H8525,H8526G,תַּלְמַי,tal.may,Talmai,0
86408,H8525,H8526H,תַּלְמַי,tal.may,Talmai,0
86409,H0126,,,,,0
86410,H5288,H5271A,נְעוּרִים,ne.u.rim,youth,0
86411,H5288,H5271B,נְעוּרוֹת,ne.u.rot,youth,0
86412,H5288,H5290,נֹ֫עַר,no.ar,youth,0
86413,H5288,H5291,נַעֲרָה,na.a.rah,maiden,0
86414,H5288,H5292A,נַעֲרָה,na.a.rah,Naarah,0
86415,H5288,H5292B,נַעֲרָה,na.a.rah,Naarah,0
86416,H5288,H5293,נַעֲרַי,na.a.ray,Naarai,0
86417,H5288,H5294G,נְעַרְיָה,ne.ar.yah,Neariah,0
86418,H5288,H5294H,נְעַרְיָה,ne.ar.yah,Neariah,0
86419,H5288,H5295,נַעֲרָן,na.a.ran,Naaran,0
86420,H5288,H5298G,נֶ֫פֶג,ne.pheg,Nepheg,0
86421,H5288,H5298H,נֶ֫פֶג,ne.pheg,Nepheg,0
86422,H5688,H5686,עָבַת,a.vat,to weave,0
86423,H5688,H5687,עָבוֹת,a.vot,leafy,0
86424,H5923,H5948,עֲלִיל,a.lil,furnace,0
86425,H5923,H5953A,עָלַל,a.lal,to abuse,0
86426,H5923,H5953B,עָלַל,a.lal,to glean,0
86427,H5923,H5953C,עָלַל,a.lal,to mock,0
86428,H5923,H5953D,עָלַל,a.lal,to thrust,0
86429,H6636,,,,,0
86430,H6833,H6834,צִפּוֹר,tsip.por,Zippor,0
86431,H6833,H6852,צָפַר,tsa.phar,to depart,0
86432,H6833,H6853,צְפַר,tse.phar,bird,0
86433,H6833,H6855,צִפֹּרָה,tsip.po.rah,Zipporah,0
86434,H8511,H8515,תְּלַאשָּׂ֑ר,te.las.sar,Telassar,0
86435,H8637,H4772,מַרְגְּלוֹת,mar.ge.lot,feet,0
86436,H8637,H7270,רָגַל,ra.gal,to spy,0
86437,H8637,H7272,רֶ֫גֶל,re.gel,foot,0
86438,H8637,H7273,רַגְלִי,rag.li,on foot,0
86439,H8637,H7274,רֹגְלִים,ro.ge.lim,Rogelim,0
86440,H0758O,G3318,Μεσοποταμία,mesopotamia,Mesopotamia,0
86441,H0758O,H0758G,אֲרָם,a.ram,Aram,0
86442,H0758O,H0758H,אֲרָם,a.ram,Aram,0
86443,H0758O,H0758I,אֲרָם,a.ram,Syria,0
86444,H0758O,H0758J,אֲרָם,a.ram,Aram,0
86445,H0758O,H0758K,אֲרָם,a.ram,Aram [Maacah],0
86446,H0758O,H0758L,אֲרָם,a.ram,[Paddan]-aram,0
86447,H0758O,H0758M,אֲרָם,a.ram,Edom,0
86448,H0758O,H0758N,אֲרָם,a.ram,Mesopotamia,0
86449,H0758O,H0761J,אֲרַמִּי,a.ram.mi,Aramean,0
86450,H0758O,H0763G,אֲרַם נַהֲרַיִם,a.ram na.ha.ra.yim,Mesopotamia,0
86451,H0758O,H0763H,אֲרַם נַהֲרַיִם,a.ram na.ha.ra.yim,Aram-naharaim,0
86452,H0758O,H6307,פַּדָּן,pad.dan,Paddan,0
