id,strong,related_strong,related_form,related_transliteration,related_gloss,deleted
85679,H6510,H6499,פַּר,par,bullock,0
85680,H6510,H6511,פָּרָה,pa.rah,Parah,0
85681,H1144G,G0958,Βενιαμίν,beniamin,Benjamin,0
85682,H1144G,H1126,בֶּן־אוֹנִ֑י,ben-o.ni,Ben-oni,0
85683,H1144G,H1144H,בִּנְיָמִין,bin.ya.min,Benjamin,0
85684,H1144G,H1144I,בִּנְיָמִין,bin.ya.min,Benjamin,0
85685,H1144G,H1144J,בִּנְיָמִין,bin.ya.min,Benjamin,0
85686,H1144G,H1144K,בִּנְיָמִין,bin.ya.min,Benjamin,0
85687,H1144G,H1144L,בִּנְיָמִין,bin.ya.min,Benjamin [Gate],0
85688,H1144G,H1144M,בִּנְיָמִין,bin.ya.min,[Gate of] Benjamin,0
85689,H1144G,H1145,בֶּן־יְמִינִי,ben-ye.mi.ni,Benjaminite,0
85690,H1144G,H3225G,יָמִין,ya.min,right,0
85691,H1144G,H3225H,יָמִין,ya.min,right: south,0
85692,H1144G,H3225I,יָמִין,ya.min,[Ben]jamin,0
85693,H1144G,H3227A,יְמִינִי,ye.mi.ni,right,0
85694,H1144G,H3227B,יְמִינִי,ye.mi.ni,[Ben]jaminite,0
85695,H1144G,H3227H,יְמִינִי,ye.mi.ni,right: south,0
85696,H1144G,H3228G,יָֽמִינִי,ya.mi.ni,[Ben]jaminite,0
85697,H1144G,H3228H,יָֽמִינִי,ya.mi.ni,Jaminite,0
85698,H1390H,H1387G,גֶּ֫בַע,ge.va,Geba,0
85699,H1390H,H1387H,גֶּ֫בַע,ge.va,Gibeah,0
85700,H1390H,H1387I,גֶּ֫בַע,ge.va,Geba,0
85701,H1390H,H1387J,גֶּ֫בַע,ge.va,[Maareh]-geba,0
85702,H1390H,H1390G,גִּבְעָה,giv.ah,Gibeah,0
85703,H1390H,H1394,גִּבְעַת,giv.at,Gibeah,0
85704,H1390H,H1395,גִּבְעָתִי,giv.a.ti,Gibeathite,0
85705,H1455,H1456,גֵּהָה,ge.hah,cure,0
85706,H2502A,H2488,חֲלִיצָה,cha.li.tsah,spoil,0
85707,H2502A,H2502B,חָלַץ,cha.lats,to arm,0
85708,H2502A,H2503G,חֶ֫לֶץ,che.lets,Helez,0
85709,H2502A,H2503H,חֶ֫לֶץ,che.lets,Helez,0
85710,H2502A,H2504,חָלָץ,cha.lats,loin,0
85711,H2502A,H4254,מַחֲלָצָה,ma.cha.la.tsah,robe,0
85712,H2689,H2690,חָצַר,cha.tsar,to blow,0
85713,H3377,H6322G,פּוּל,pul,Pul,0
85714,H3377,H6322H,פּוּל,pul,Pul,0
85715,H3377,H8407,תִּגְלַת פִּלְאֶ֫סֶר,tig.lat pil.e.ser,Tiglath-pileser,0
85716,H4205,H2115,זוּר,zur,to crush,0
85717,H4205,H2116,זוּרֶה,zu.reh,crushed,0
85718,H4205,H2213,זֵר,zer,border,0
85719,H4205,H2223,זַרְזִיר,zar.zir,greyhound,0
85720,H4709H,H1567,גַּלְעֵד,gal.ed,Galeed,0
85721,H4709H,H1568G,גִּלְעָד,gil.ad,Gilead,0
85722,H4709H,H1568H,גִּלְעָד,gil.ad,Gilead,0
85723,H4709H,H1568I,גִּלְעָד,gil.ad,Gilead,0
85724,H4709H,H1568J,גִּלְעָד,gil.ad,Gilead,0
85725,H4709H,H1568K,גִּלְעָד,gil.ad,[Mount] Gilead,0
85726,H4709H,H1568L,גִּלְעָד,gil.ad,[Jabesh]-gilead,0
85727,H4709H,H1568M,גִּלְעָד,gil.ad,[Ramoth]-gilead,0
85728,H4709H,H3026A,יְגַר,ye.gar,Jegar,0
85729,H4709H,H3026B,שָֽׂהֲדוּ,sa.ha.du,[Jegar]-sahadutha,0
85730,H4709H,H4708G,מִצְפֶּה,mits.peh,Mizpeh,0
85731,H4709H,H4708H,מִצְפֶּה,mits.peh,Mizpeh,0
85732,H4709H,H4708I,מִצְפֶּה,mits.peh,Mizpeh,0
85733,H4709H,H4708J,מִצְפֶּה,mits.peh,[Valley of] Mizpeh,0
85734,H4709H,H4708K,מִצְפֶּה,mits.peh,Mizpah,0
85735,H4709H,H4709G,מִצְפָּה,mits.pah,Mizpah,0
85736,H4709H,H4709I,מִצְפָּה,mits.pah,Mizpah,0
85737,H4709H,H7216H,רָאמוֹת,ra.mot,Ramoth,0
85738,H4709H,H7414G,רָמָה,ra.mah,Ramah,0
85739,H4709H,H7414H,רָמָה,ra.mah,Ramah,0
85740,H4709H,H7414I,רָמָה,ra.mah,Ramah,0
85741,H4709H,H7414J,רָמָה,ra.mah,Ramah,0
85742,H4709H,H7414K,רָמָה,ra.mah,Ramah,0
85743,H4709H,H7418G,רָמוֹת,ra.mot,Ramoth,0
85744,H4709H,H7418H,רָמוֹת,ra.mot,Ramoth,0
85745,H4709H,H7433,רָמֹת ,ra.mot ,Ramoth [Gilead],0
85746,H4709H,H7434,רָמַת הַמִּצְפֶּה,ra.mat ham.mits.peh,Ramath-mizpeh,0
85747,H5414K,H4976,מַתָּן,mat.tan,gift,0
85748,H5414K,H4977G,מַתָּן,mat.tan,Mattan,0
85749,H5414K,H4977H,מַתָּן,mat.tan,Mattan,0
85750,H5414K,H4979,מַתָּנָה,mat.ta.nah,gift,0
85751,H5414K,H4980,מַתָּנָה,mat.ta.nah,Mattanah,0
85752,H5414K,H4982G,מַתְּנַי,mat.te.nay,Mattenai,0
85753,H5414K,H4982H,מַתְּנַי,mat.te.nay,Mattenai,0
85754,H5414K,H4982I,מַתְּנַי,mat.te.nay,Mattenai,0
85755,H5414K,H4983G,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85756,H5414K,H4983H,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85757,H5414K,H4983I,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85758,H5414K,H4983J,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85759,H5414K,H4983K,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85760,H5414K,H4983L,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85761,H5414K,H4983M,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85762,H5414K,H4983N,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85763,H5414K,H4983O,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85764,H5414K,H4983P,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85765,H5414K,H4983Q,מַתַּנְיָ֫הוּ,mat.tan.ya.hu,Mattaniah,0
85766,H5414K,H4991,מַתַּת,mat.tat,gift,0
85767,H5414K,H4992,מַתַּתָּה,mat.tat.tah,Mattattah,0
85768,H5414K,H4993G,מַתִּתְיָ֫הוּ,mat.tit.ya.hu,Mattithiah,0
85769,H5414K,H4993H,מַתִּתְיָ֫הוּ,mat.tit.ya.hu,Mattithiah,0
85770,H5414K,H4993I,מַתִּתְיָ֫הוּ,mat.tit.ya.hu,Mattithiah,0
85771,H5414K,H4993J,מַתִּתְיָ֫הוּ,mat.tit.ya.hu,Mattithiah,0
85772,H5414K,H5411,נְתִינִים,ne.ti.nim,temple servant,0
85773,H5414K,H5414G,נָתַן,na.tan,to give: give,0
85774,H5414K,H5414H,נָתַן,na.tan,to give: put,0
85775,H5414K,H5414I,נָתַן,na.tan,to give: make,0
85776,H5414K,H5414J,נָתַן,na.tan,to give: turn,0
85777,H5414K,H5414L,נָתַן,na.tan,to give: throw,0
85778,H5414K,H5414M,נָתַן,na.tan,to give: cry out,0
85779,H5414K,H5414N,נָתַן,na.tan,to give: pay,0
85780,H5414K,H5414O,נָתַן,na.tan,to give: give [marriage],0
85781,H5414K,H5414P,נָתַן,na.tan,to give: do,0
85782,H5414K,H5414Q,נָתַן,na.tan,to give: if only!,0
85783,H5414K,H5415G,נְתַן,ne.tan,to give: give,0
85784,H5414K,H5415H,נְתַן,ne.tan,to give: put,0
85785,H5414K,H5415I,נְתַן,ne.tan,to give: pay,0
85786,H5414K,H5416G,נָתָן,na.tan,Nathan,0
85787,H5414K,H5416H,נָתָן,na.tan,Nathan,0
85788,H5414K,H5416I,נָתָן,na.tan,Nathan,0
85789,H5414K,H5416J,נָתָן,na.tan,Nathan,0
85790,H5414K,H5416K,נָתָן,na.tan,Nathan,0
85791,H5414K,H5416L,נָתָן,na.tan,Nathan,0
85792,H5414K,H5417G,נְתַנְאֵל,ne.tan.el,Nethanel,0
85793,H5414K,H5417H,נְתַנְאֵל,ne.tan.el,Nethanel,0
85794,H5414K,H5417I,נְתַנְאֵל,ne.tan.el,Nethanel,0
85795,H5414K,H5417J,נְתַנְאֵל,ne.tan.el,Nethanel,0
85796,H5414K,H5417K,נְתַנְאֵל,ne.tan.el,Nethanel,0
85797,H5414K,H5417L,נְתַנְאֵל,ne.tan.el,Nethanel,0
85798,H5414K,H5417M,נְתַנְאֵל,ne.tan.el,Nethanel,0
85799,H5414K,H5417N,נְתַנְאֵל,ne.tan.el,Nethanel,0
85800,H5414K,H5417O,נְתַנְאֵל,ne.tan.el,Nethanel,0
85801,H5414K,H5417P,נְתַנְאֵל,ne.tan.el,Nethanel,0
85802,H5414K,H5418G,נְתַנְיָ֫הוּ,ne.tan.ya.hu,Nethaniah,0
85803,H5414K,H5418H,נְתַנְיָ֫הוּ,ne.tan.ya.hu,Nethaniah,0
85804,H5414K,H5418I,נְתַנְיָ֫הוּ,ne.tan.ya.hu,Nethaniah,0
85805,H5414K,H5418J,נְתַנְיָ֫הוּ,ne.tan.ya.hu,Nethaniah,0
85806,H5414K,H5419,נְתַן־מֶ֫לֶךְ,ne.tan-me.lekh,Nathan-melech,0
85807,H6341A,H6341B,פַּח,pach,plate,0
85808,H6341A,H6351,פָּחַח,pa.chach,to ensnare,0
85809,H6673,H4687,מִצְוָה,mits.vah,commandment,0
85810,H6673,H6680,צָוָה,tsa.vah,to command,0
85811,H6673,H6725,צִיּוּן,tsiy.yun,signpost,0
85812,H7414G,G4471,Ῥαμᾶ,rama,Ramah,0
85813,H7414G,H7414H,רָמָה,ra.mah,Ramah,0
85814,H7414G,H7414I,רָמָה,ra.mah,Ramah,0
85815,H7414G,H7414J,רָמָה,ra.mah,Ramah,0
85816,H7414G,H7414K,רָמָה,ra.mah,Ramah,0
85817,H7568,H3388,"יְרוּשָׁא, יְרוּשָׁה",ye.ru.sha ye.ru.shah,Jerusha ,0
85818,H7568,H3423G,יָרַשׁ,ya.rash,to possess: possess,0
85819,H7568,H3423H,יָרַשׁ,ya.rash,to possess: take,0
85820,H7568,H3423I,יָרַשׁ,ya.rash,to possess: poor,0
85821,H7568,H3424,יְרֵשָׁה,ye.re.shah,possession,0
85822,H7568,H3425,יְרֻשָּׁה,ye.rush.shah,possession,0
85823,H7568,H4180,מוֹרָשׁ,mo.rash,possession,0
85824,H7568,H4181,מוֹרָשָׁה,mo.ra.shah,possession,0
85825,H7568,H4182,מוֹרֶ֫שֶׁת גַּת,mo.re.shet gat,Moresheth-gath,0
85826,H7568,H4183,מוֹרַשְׁתִּי,mo.rash.ti,Moreshethite,0
85827,H7568,H8492,תִּירוֹשׁ,ti.rosh,new wine,0
85828,H7626H,H7625,שְׁבַט,she.vat,tribe,0
85829,H7626H,H7626G,שֵׁ֫בֶט,she.vet,tribe: staff,0
85830,H7626H,H7626I,שֵׁ֫בֶט,she.vet,tribe: javelin,0
85831,H7626H,H7626J,שֵׁ֫בֶט,she.vet,tribe: ruler,0
85832,H7626H,H7627,שְׁבָט,she.vat,Shebat,0
85833,H7626H,H8275,שַׁרְבִֿיט,shar.vit,scepter,0
85834,H7819B,H7819A,שָׁחַט,sha.chat,to slaughter,0
85835,H7819B,H7820,שָׁחוּט,sha.chut,beaten,0
85836,H7819B,H7821,שְׁחִיטָה,she.chi.tah,slaughtering,0
85837,H7826,H7827,שְׁחֵ֫לֶת,she.che.let,onycha,0
85838,H8396G,,,,,0
85839,H8433A,H3198,יָכַח,ya.khach,to rebuke,0
85840,H8433A,H8433B,תּוֹכַ֫חַת,to.kha.chat,argument,0
85841,H0121G,G0076,Ἀδάμ,adam,Adam,0
85842,H0121G,H0120G,אָדָם,a.dam,man,0
85843,H0121G,H0120H,הָאָדָם,ha.a.dam,the man [Adam],0
85844,H0121G,H0121H,אָדָם,a.dam,Adam,0
85845,H0561,H0201,אוֹמָר,o.mar,Omar,0
85846,H0561,H0204,אֹן,on,On,0
85847,H0561,H0534,אָמִיר,a.mir,top,0
85848,H0561,H0559,אָמַר,a.mar,to say,0
85849,H0561,H0562,אֹמֶר,o.mer,word,0
85850,H0561,H0564G,אִמֵּר,im.mer,Immer,0
85851,H0561,H0564H,אִמֵּר,im.mer,Immer,0
85852,H0561,H0564I,אִמֵּר,im.mer,Immer,0
85853,H0561,H0564J,אִמֵּר,im.mer,Immer,0
85854,H0561,H0565A,אִמְרָה,im.rah,word,0
85855,H0561,H0565B,אֶמְרָה,em.rah,threat,0
85856,H0561,H0566G,אִמְרִי,im.ri,Imri,0
85857,H0561,H0566H,אִמְרִי,im.ri,Imri,0
85858,H0561,H0567,אֱמֹרִי,e.mo.ri,Amorite,0
85859,H0561,H0568G,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85860,H0561,H0568H,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85861,H0561,H0568I,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85862,H0561,H0568J,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85863,H0561,H0568K,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85864,H0561,H0568L,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85865,H0561,H0568M,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85866,H0561,H0568N,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85867,H0561,H0568O,אֲמַרְיָ֫הוּ,a.mar.ya.hu,Amariah,0
85868,H0561,H0569,אַמְרָפֶל,am.ra.phel,Amraphel,0
85869,H0561,H0570,אֶ֫מֶשׁ,e.mesh,last night,0
85870,H0561,H0577,אָֽנָּ֫א,a.n.na,Please!,0
85871,H0561,H3982,מַאֲמַר,ma.a.mar,command,0
85872,H1870K,H0150,אֲדַרְכֹּן,a.dar.kon,dram,0
85873,H1870K,H1869,דָּרַךְ,da.rakh,to tread,0
85874,H1870K,H1870G,דֶּ֫רֶךְ,de.rekh,way: conduct,0
85875,H1870K,H1870H,דֶּ֫רֶךְ,de.rekh,Way,0
85876,H1870K,H1870I,דֶּ֫רֶךְ,de.rekh,[King's] Highway,0
85877,H1870K,H1870J,דֶּ֫רֶךְ,de.rekh,way: direction,0
85878,H1870K,H1870L,דֶּ֫רֶךְ,de.rekh,way: journey,0
85879,H1870K,H1871,דַּרְכְּמוֹן,dar.ke.mon,drachma,0
85880,H1870K,H4096,מִדְרָךְ,mid.rakh,treading,0
85881,H2672,H4274,מַחְצֵב,mach.tsev,hewing,0
85882,H3384A,H3138,יוֹרֶה,yo.reh,autumn rain,0
85883,H3384A,H3384B,יָרָה,ya.rah,to show,0
85884,H3384A,H4175,מוֹרֶה,mo.reh,rain/teacher,0
85885,H3384A,H8451,תּוֹרָה,to.rah,instruction,0
85886,H7896I,H7896G,שִׁית,shit,to set: make,0
85887,H7896I,H7896H,שִׁית,shit,to set: put,0
85888,H7896I,H7896J,שִׁית,shit,to set: accuse,0
85889,H7896I,H7896K,שִׁית,shit,to set: consider,0
85890,H7896I,H7897,שִׁית,shit,garment,0
85891,H7896I,H7898,שַׁ֫יִת,sha.yit,thornbush,0
85892,H7896I,H8352,שֵׁת,shet,Seth,0
85893,H7896I,H8356,שָׁת,shat,foundation,0
85894,H7925,H7926,שְׁכֶם,she.khem,shoulder,0
85895,H7925,H7927G,שְׁכֶם,she.khem,Shechem,0
85896,H7925,H7927H,שְׁכֶם,she.khem,Shechem,0
85897,H7925,H7928G,שֶׁ֫כֶם,she.khem,Shechem,0
85898,H7925,H7928H,שֶׁ֫כֶם,she.khem,Shechem,0
85899,H7925,H7929,שִׁכְמָה,shikh.mah,shoulder,0
85900,H7925,H7930,שִׁכְמִי,shikh.mi,Shechemite,0
85901,H7927G,G4966,Συχέμ,suchem,Shechem,0
85902,H7927G,H7927H,שְׁכֶם,she.khem,Shechem,0
85903,H7992,H7597A,שְׁאַלְתִּיאֵל,she.al.ti.el,Shealtiel,0
85904,H7992,H7597B,שַׁלְתִּיאֵל,shal.ti.el,Shealtiel,0
85905,H7992,H7969,שָׁלֹשׁ,sha.losh,three,0
85906,H7992,H7970,שְׁלֹשִׁים,she.lo.shim,thirty,0
85907,H7992,H7991A,שָׁלִישׁ,sha.lish,third,0
85908,H7992,H7991B,שָׁלִישׁ,sha.lish,triangle,0
85909,H7992,H7991C,שָׁלִישׁ,sha.lish,officer,0
85910,H7992,H8027,שָׁלַשׁ,sha.lash,to do three,0
85911,H7992,H8028,שֶׁ֫לֶשׁ,she.lesh,Shelesh,0
85912,H7992,H8029,שִׁלֵּשׁ,shil.lesh,third,0
85913,H7992,H8030,שִׁלְשָׁה,shil.shah,Shilshah,0
85914,H7992,H8031,שָׁלִ֫שָׁה,sha.li.shah,Shalishah,0
85915,H7992,H8032,שִׁלְשֹׁם,shil.shom,three days ago,0
85916,H7992,H8523A,תַּלְתִּי,tal.ti,third,0
85917,H7992,H8523B,תְּלִיתַי,te.li.tay,third,0
85918,H7992,H8531,תְּלַת,te.lat,third,0
85919,H8186B,H8175A,שָׂעַר,sa.ar,to shudder,0
85920,H8186B,H8175B,שָׂעַר,sa.ar,to storm,0
85921,H8186B,H8175C,שָׂעַר,sa.ar,to know,0
85922,H8186B,H8176,שָׁעַר,sha.ar,to calculate,0
85923,H8186B,H8182,שֹׁעָר,sho.ar,disgusting,0
85924,H8186B,H8186A,שַׁעֲרוּרָה,sha.a.ru.rah,horror,0
85925,H8186B,H8190,שַׁעַשְׁגַּז,sha.ash.gaz,Shaashgaz,0
85926,H0188,H0183,אָוָה,a.vah,to desire,0
85927,H0188,H0190,אוֹיָה,o.yah,woe!,0
85928,H0188,H0337,אִי,i,woe!,0
85929,H0188,H1945,הוֹי,hoy,woe!,0
85930,H0696,H0693,אָרַב,a.rav,to ambush,0
85931,H0696,H0694,אֲרָב,a.rav,Arab,0
85932,H0696,H0695,אֶ֫רֶב,e.rev,ambush,0
85933,H0696,H0698,אָרְבָּה,a.re.bah,skill,0
85934,H0696,H0699,אֲרֻבָּה,a.rub.bah,window,0
85935,H0696,H0700,אֲרֻבּוֹת,a.rub.bot,Arubboth,0
85936,H0696,H0701,אַרְבִּי,ar.bi,Arbite,0
85937,H0696,H3993,מַאֲרָב,ma.a.rav,ambush,0
85938,H1077,H1086,בָּלָה,ba.lah,to become old,0
85939,H1077,H1087,בָּלֶה,ba.leh,old,0
85940,H1077,H1094,בְּלוֹא,be.lo,old,0
85941,H1077,H1097,בְּלִי,be.li,without,0
85942,H1077,H1100G,בְּלִיַּ֫עַל,be.liy.ya.al,Belial,0
85943,H1077,H1100H,בְּלִיַּ֫עַל,be.liy.ya.al,Belial: destruction,0
85944,H1077,H1100I,בְּלִיַּ֫עַל,be.liy.ya.al,Belial: worthless,0
85945,H1077,H1107,בִּלְעֲדֵי,bil.a.de,beside,0
85946,H1077,H1109A,בִּלְעָם,bil.am,Balaam,0
85947,H1077,H1109B,בִּלְעָם,bil.am,Bileam,0
85948,H1077,H1115,בִּלְתִּי,bil.ti,lest,0
85949,H1077,H8399,תַּבְלִית,tav.lit,destruction,0
85950,H1197A,H1160G,בְּעוֹר,be.or,Beor,0
85951,H1197A,H1160H,בְּעוֹר,be.or,Beor,0
85952,H1197A,H1165,בְּעִיר,be.ir,cattle,0
85953,H1197A,H1197B,בָּעַר,ba.ar,be brutish,0
85954,H1197A,H1197H,בָּעַר,ba.ar,to burn: destroy,0
85955,H1197A,H1197I,בָּעַר,ba.ar,to burn: purge,0
85956,H1197A,H1198,בַּ֫עַר,ba.ar,stupid,0
85957,H1197A,H1199,בַּעֲרָא,ba.a.ra,Baara,0
85958,H1197A,H1200,בְּעֵרָה,be.e.rah,fire,0
85959,H1197A,H1201,בַּעְשָׁא,ba.sha,Baasha,0
85960,H1197A,H1202,בַּעֲשֵׂיָה,ba.a.se.yah,Baaseiah,0
85961,H1197A,H1203,בְּעֶשְׁתְּרָה,be.esh.te.rah,Beeshterah,0
85962,H1197A,H8404,תַּבְעֵרָה,tav.e.rah,Taberah,0
85963,H1217,H1216,בָּצֵק,ba.tseq,to swell,0
85964,H1217,H1218,בׇּצְקַת,bots.qat,Bozkath,0
85965,H1641,H1620,גַּרְגַּר,gar.gar,berry,0
85966,H1641,H1621,גַּרְגְּרוֹת,gar.ge.rot,neck,0
85967,H1641,H1625,גֵּרָה,ge.rah,cud,0
85968,H1641,H1626,גֵּרָה,ge.rah,gerah,0
85969,H1641,H1627,גָּרוֹן,ga.ron,throat,0
85970,H1641,H1642,גְּרָר,ge.rar,Gerar,0
85971,H1641,H4050,מְגֵרָה,me.ge.rah,saw,0
85972,H2097,H2088,זֶה,zeh,this,0
85973,H2236,H4219,מִזְרָק,miz.raq,bowl,0
85974,H2556A,H2541,חָמוֹץ,cha.mots,oppression,0
85975,H2556A,H2548,חָמִיץ,cha.mits,salted,0
85976,H2556A,H2556B,חָמַץ,cha.mats,be red,0
85977,H2556A,H2556C,חָמַץ,cha.mats,to oppress,0
85978,H2556A,H2557A,חָמֵץ,cha.mets,leaven,0
85979,H2556A,H2557B,מַחְמֶ֫צֶת,mach.me.tset,leaven,0
85980,H2556A,H2558,חֹ֫מֶץ,cho.mets,vinegar,0
85981,H3123,H3120G,יָוָן,ya.van,Javan,0
85982,H3123,H3120H,יָוָן,ya.van,Greece,0
85983,H3123,H3124,יוֹנָה,yo.nah,Jonah,0
85984,H3123,H3125,יְוָנִי,ye.va.ni,Greek,0
85985,H3123,H3128,יוֹנַת אֵלֶם רְחֹקִים,yo.nat e.lem re.cho.qim,Dove on Far-off Terebinths,0
85986,H3256,H3250,יִסּוֹר,yis.sor,faultfinder,0
85987,H3256,H4147,מוֹסֵר,mo.ser,bond,0
85988,H3256,H4148G,מוּסָר,mu.sar,discipline,0
85989,H3256,H4148H,מוּסָר,mu.sar,discipline: instruction,0
85990,H3256,H4148I,מוּסָר,mu.sar,discipline: bonds,0
85991,H3256,H4561,מֹסָר,mo.sar,discipline,0
85992,H3888,H3889,לוּשׁ,lush,Laish,0
85993,H3888,H3918,לַ֫יִשׁ,la.yish,lion,0
85994,H5074,H5075,נְדַד,ne.dad,to flee,0
85995,H5074,H5076,נְדוּד,ne.dud,tossing,0
85996,H5074,H5079,נִדָּה,nid.dah,impurity,0
85997,H5074,H5206,נִידָה,ni.dah,filth,0
85998,H5692,H4580,מָעוֹג,ma.og,bun,0
85999,H5692,H5746,עוּג,ug,to bake,0
86000,H5692,H5747,עוֹג,og,Og,0
86001,H5712,H3259,יָעַד,ya.ad,to appoint,0
86002,H5712,H3260,יֶעְדּוֹ,ye.do,Iddo,0
86003,H5712,H4150G,מוֹעֵד,mo.ed,meeting: time appointed,0
86004,H5712,H4150H,מוֹעֵד,mo.ed,meeting: festival,0
86005,H5712,H4150I,מוֹעֵד,mo.ed,meeting,0
86006,H5712,H4150J,מוֹעֵד,mo.ed,meeting: signal appointed,0
86007,H5712,H4151,מוֹעָד,mo.ad,ranks,0
86008,H5712,H4152,מוּעָדָה,mu.a.dah,designated,0
86009,H5712,H5129G,נוֹעַדְיָה,no.ad.yah,Noadiah,0
86010,H5712,H5129H,נוֹעַדְיָה,no.ad.yah,Noadiah,0
86011,H5920H,H0131,אֲדֻמִּים,a.dum.mim,Adummim,0
86012,H5920H,H4605,מַ֫עַל,ma.al,above,0
86013,H5920H,H4607,מֹ֫עַל,mo.al,lifting,0
86014,H5920H,H4608,מַעֲלֶה,ma.a.leh,ascent,0
86015,H5920H,H4609A,מַעֲלָה,ma.a.lah,thought,0
86016,H5920H,H4609B,מַעֲלָה,ma.a.lah,step,0
86017,H5920H,H4610,עַקְרַבִּים,aq.rab.bim,Akrabbim,0
86018,H5920H,H5921A,עַל,al,upon,0
86019,H5920H,H5921B,[כִּי] עַל [כֵּן],  ,as,0
86020,H5920H,H5927G,עָלָה,a.lah,to ascend: rise,0
86021,H5920H,H5927H,עָלָה,a.lah,to ascend: establish,0
86022,H5920H,H5927I,עָלָה,a.lah,to ascend: offer up,0
86023,H5920H,H5927J,עָלָה,a.lah,to ascend: attack,0
86024,H5920H,H5927K,עָלָה,a.lah,to ascend: copulate,0
86025,H5920H,H5927L,עָלָה,a.lah,to ascend: dawn,0
86026,H5920H,H5927M,עָלָה,a.lah,to ascend: regurgitate,0
86027,H5920H,H5929,עָלֶה,a.leh,leaf,0
86028,H5920H,H5930A,עֹלָה,o.lah,burnt offering,0
86029,H5920H,H5930B,עֹלָה,o.lah,ascent,0
86030,H5920H,H5933,עַלְוָה,al.vah,Alvah,0
86031,H5920H,H5935,"עַלְיָן, עַלְוָן ",al.yan al.van ,Alvan,0
86032,H5920H,H5940,עֱלִי,e.li,pestle,0
86033,H5920H,H5941,עֵלִי,e.li,Eli,0
86034,H5920H,H5942,עִלִּי,il.li,upper,0
86035,H5920H,H5944,עֲלִיָּה,a.liy.yah,upper room,0
86036,H5920H,H5945A,עֶלְיוֹן,el.yon,high,0
86037,H5920H,H5945B,עֶלְיוֹן,el.yon,Most High [God],0
86038,H5920H,H5945G,עֶלְיוֹן,el.yon,Upper [Beth Horon],0
86039,H5920H,H5945H,עֶלְיוֹן,el.yon,[LORD] Most High,0
86040,H5920H,H8585A,תְּעָלָה,te.a.lah,conduit,0
86041,H5920H,H8585B,תְּעָלָה,te.a.lah,healing,0
86042,H7701,H7703,שָׁדַד,sha.dad,to ruin,0
86043,H7701,H7736,שׁוּד,shud,to waste,0
86044,H7872,H7867,שִׂיב,siv,be gray,0
86045,H7872,H7868,שִׂיב,siv,be gray,0
86046,H7872,H7869,שֵׂיב,sev,age,0
86047,H8088B,H2045,הַשְׁמָעוּת,hash.ma.ut,report,0
86048,H8088B,H3458G,יִשְׁמָעֵאל,yish.ma.el,Ishmael,0
86049,H8088B,H3458H,יִשְׁמָעֵאל,yish.ma.el,Ishmael,0
86050,H8088B,H3458I,יִשְׁמָעֵאל,yish.ma.el,Ishmael,0
86051,H8088B,H3458J,יִשְׁמָעֵאל,yish.ma.el,Ishmael,0
86052,H8088B,H3458K,יִשְׁמָעֵאל,yish.ma.el,Ishmael,0
86053,H8088B,H3458L,יִשְׁמָעֵאל,yish.ma.el,Ishmael,0
86054,H8088B,H3459,יִשְׁמְעֵאלִי,yish.me.e.li,Ishmaelite,0
86055,H8088B,H3460G,יִשְׁמַעְיָ֫הוּ,yish.ma.ya.hu,Ishmaiah,0
86056,H8088B,H3460H,יִשְׁמַעְיָ֫הוּ,yish.ma.ya.hu,Ishmaiah,0
86057,H8088B,H4926,מִשְׁמָע,mish.ma,hearing,0
86058,H8088B,H4927G,מִשְׁמָע,mish.ma,Mishma,0
86059,H8088B,H4927H,מִשְׁמָע,mish.ma,Mishma,0
86060,H8088B,H4928,מִשְׁמַ֫עַת,mish.ma.at,guard,0
86061,H8088B,H8051G,שַׁמּוּעַ,sham.mu.a,Shammua,0
86062,H8088B,H8051H,שַׁמּוּעַ,sham.mu.a,Shammua,0
86063,H8088B,H8051I,שַׁמּוּעַ,sham.mu.a,Shammua,0
86064,H8088B,H8051J,שַׁמּוּעַ,sham.mu.a,Shammua,0
86065,H8088B,H8052,שְׁמוּעָה,she.mu.ah,tidings,0
