id,strong,mounce_parsed,row_type,deleted
406475,G5224,"to have, possess; (n.) possessions; to be, exist",description,0
406476,G5358,loving what islover of good,description,0
406477,G5543,"easy, good; kind, loving, benevolent",description,0
406478,G6107,to do good,lookup,0
406479,G7527,good news,lookup,0
406480,G7534,to enjoy good health,description,0
406481,G7548,to have good vine branches,description,0
406482,G7559,good-looking,lookup,0
406483,G2143,beauty,lookup,0
406484,G5485,"grace, the state of kindness and favor toward someone, often with a focus on a benefit given to the object; by extension: gift, benefit; credit; words of kindness and benefit: thanks, blessing",description,0
406485,G2169,"expression of thanks, thanksgiving, gratitude thankfulness",description,0
406486,G0147,in greediness for money,description,0
406487,G0724,"greediness, confiscation, robbery, plunder",description,0
406488,G3077,"sorrow, grief, pain",lookup,0
406489,G3996,"to mourn, grieve (over)",description,0
406490,G3997,"mourning, grief, sadness",lookup,0
406491,G4727,"to groan, sigh; to grumble",description,0
406492,G1690,"to warn sternly, rebuke harshly; to be deeply moved",description,0
406493,G4726,"groan, sigh",lookup,0
406494,G4959,"to join in groaning, groan together",description,0
406495,G6697,groaning,lookup,0
406496,G7929,to groan,lookup,0
406497,G0156,"(legal) charge; reason, cause",description,0
406498,G0159,causer-,lookup,0
406499,G0266,"sin, wrongdoing; usually any act contrary to the will and law of God",description,0
406500,G1171,"terribly, fiercely",lookup,0
406501,G1418,"- used only in composition as a prefix; hard, i.e. with difficulty",description,0
406502,G1419,hard to carry ponderous,description,0
406503,G1421,hard to explain abstruse,description,0
406504,G1422,"- properly, fastidious about eating (peevish), i.e. (genitive case) impracticable",description,0
406505,G1423,"hard, with difficultydifficultly",lookup,0
406506,G1425,hard to understand abstruse,description,0
406507,G21419,hardness,lookup,0
406508,G2872,"to work, labor, give effort; to become tired, grow weary",description,0
406509,G4456,"to harden, deaden, make dull",description,0
406510,G4457,"hardening, stubbornness",lookup,0
406511,G4641,"hardness of heart, stubbornness, obstinacy",description,0
406512,G4642,"hard, harsh",lookup,0
406513,G4643,"hardness, stubbornness",lookup,0
406514,G6980,hard of hearing,lookup,0
406515,G2189,"hostility, hatred, antagonism",lookup,0
406516,G7590,hatred,lookup,0
406517,G8332,hatred,lookup,0
406518,G0038,holiness,lookup,0
406519,G0039G,"holy (moral quality), consecrated ([ceremonially] acceptable to God); holy person/people = saint(s), holy place = sanctuary",description,0
406520,G0039H,"holy (moral quality), consecrated ([ceremonially] acceptable to God); holy person/people = saint(s), holy place = sanctuary",description,0
406521,G0040H,: saint/believer,lookup,0
406522,G0040H,holy,lookup,0
406523,G0041,"holiness, a characteristic of God, shared by his people, requiring a lifestyle acceptable to God",description,0
406524,G0042,"holiness, a characteristic of God, shared by his people, requiring a lifestyle acceptable to God",description,0
406525,G2150,"godliness, piety",lookup,0
406526,G2412,reverent,lookup,0
406527,G2413,"sacred, holy, set apart for God; (plural) the holy things",description,0
406528,G3741,"holy, pious, devout; (n.) Holy One; divine decree (Act.13:34)",description,0
406529,G3742,holiness,lookup,0
406530,G3743,- piously,lookup,0
406531,G4151G,: spirit,lookup,0
406532,G4151G,"wind, breath, things which are commonly perceived as having no material substance; by extension: spirit, heart, mind, the immaterial part of the inner person that can respond to God; spirit being: (evil) spirit, ghost, God the Holy Spirit",description,0
406533,G1679,"to hope, hope for, put hope in, expect, an attitude of confidently looking forward to what is good and beneficial",description,0
406534,G3785,How I wish! How I hope!,description,0
406535,G4276,"to be the first to hope, hope beforehand",description,0
406536,G7379,to raise hope,lookup,0
406537,G5012,"humility, humbleness, modesty",lookup,0
406538,G1495,"idolatry, the reverence and worship of idols",description,0
406539,G2712,idolatrous,lookup,0
406540,G1261,"thought, doubt; argument, dispute",description,0
406541,G1271,"mind, thinking, understanding; this is a part of the inner person that thinks and processes information into understanding, including the making of choices, the seat of which is the heart",description,0
406542,G1380,"to think, consider, regard, an action of the mind and heart for processing information into understanding and choices, sometimes with a focus on appearances. Often in the impersonal form translated, ""it seems"" (Act.17:18)",description,0
406543,G1761,"thought, reflection; design, idea",description,0
406544,G3053,"thought; argument, reasoning",lookup,0
406545,G3191,"to plot, think about, meditate on; to give oneself wholly to, practice, cultivate",description,0
406546,G3539,"to understand, see with insight, reflect",description,0
406547,G3543,"to think, suppose, expect, consider",description,0
406548,G7050,to imagine,lookup,0
406549,G0167,"impurity, a state of moral filthiness, especially in relation to sexual sin",description,0
406550,G0168,uncleanness,lookup,0
406551,G0169,"unclean, evil",lookup,0
406552,G6410,impure,lookup,0
406553,G0023,to be indignant,lookup,0
406554,G0024,indignation,lookup,0
406555,G4448,to burn; to burn inwardly,description,0
406556,G0092,"crime, unrighteous or unjust act",description,0
406557,G0458,"wickedness, lawlessness, lawless deed",description,0
406558,G3892,"wrongdoing, lawlessness",lookup,0
406559,G0053,"pure (in some contexts morally pure), innocent",description,0
406560,G0121,innocent,lookup,0
406561,G0172,"blameless, innocent, unsuspecting",lookup,0
406562,G0185,"innocent, pure, not mixed with evil",description,0
406563,G0338,innocent,lookup,0
406564,G1342,"right, righteous, upright; in the NT this refers to God’s proper standards and actions, expressed in the covenants; as a noun it refers to a person in accord with God’s standards, in proper relationship with God just",description,0
406565,G2513,"clean, pure, clear of responsibility, innocent",description,0
406566,G6177,innocence,lookup,0
406567,G3563,"mind, thinking; understanding, insight; ""to open the mind"" means ""to understand something""",description,0
406568,G4920,"to understand, realize",lookup,0
406569,G5428,"wisdom, understanding",lookup,0
406570,G0090,"sincerity, integrity",lookup,0
406571,G0861,"imperishableness, immortality",lookup,0
406572,G0816,"to look intently, gaze, stare",description,0
406573,G1227,to see clearly; to open eyes wide,description,0
406574,G1619,- intently,lookup,0
406575,G1771,"attitude, thought",lookup,0
406576,G1963,"thought, intention",lookup,0
406577,G3879,to bend over; to look (intently) stoop,description,0
406578,G5426,"to reason, think, regard, hold an opinion; to set one’s mind on; to have a (certain) attitude",description,0
406579,G1783,"prayer, intercession",lookup,0
406580,G5241,to intercede,lookup,0
406581,G3863,"to make envious, arouse jealousy",description,0
406582,G7600,jealousy,lookup,0
406583,G7601,jealousy,lookup,0
406584,G0021,"to be filled with delight, with great joy",description,0
406585,G2167,"joy, gladness, cheerfulness",lookup,0
406586,G3685,to have benefit or joy,description,0
406587,G4796,to rejoice with,lookup,0
406588,G6110,a leap for joy,description,0
406589,G1341,righteous judgment justice,lookup,0
406590,G1343,"righteousness, what is right, justice, the act of doing what is in agreement with God’s standards, the state of being in proper relationship with God",description,0
406591,G1556,"to avenge, take revenge; to grant justice, get justice",description,0
406592,G1557,justice; vengeance; punishment,lookup,0
406593,G2118,"righteousness, uprightness, a figurative extension of a straight (not crooked) object, not found in the NT",description,0
406594,G6928,court of justice,lookup,0
406595,G1074,"generation, one’s own kind or race, descendant; figuratively, age, period of time (as in ""to all generations"")",description,0
406596,G1085H,: kind,lookup,0
406597,G1085H,"family, offspring; nation, people, native (of a region); classification or kind",description,0
406598,G3634,"what sort of, what kind of",description,0
406599,G4164,"of various kinds, of all kinds",description,0
406600,G4169,"what?, which?, of what kind?",description,0
406601,G4217,"- interrogatively, whatever, i.e. of what possible sort",description,0
406602,G5363,"love, kindness",lookup,0
406603,G5449,nature; natural state of being or characteristics,description,0
406604,G5541,to be kind,lookup,0
406605,G8598,of all kinds,lookup,0
406606,G8922,kind,lookup,0
406607,G0056,"ignorance, with a focus on talk or action that opposes God",description,0
406608,G1108,"knowledge, understanding",lookup,0
406609,G1492I,: know/understand,lookup,0
406610,G1492I,"to know, to possess information; recognize, realize, to come to know; to understand, to be able to use knowledge",description,0
406611,G1922,"knowledge, understanding, insight",lookup,0
406612,G1990,"understanding, expert, learned",lookup,0
406613,G4924,to live with,lookup,0
406614,G7396,knowledge,lookup,0
406615,G7454,higher knowledge,lookup,0
406616,G0165H,: eternity,lookup,0
406617,G0165H,"eternity, age (time period); ""this age"" can mean the universe or even the current world system, the ""god of this age"" refers to the devil",description,0
406618,G0744,"ancient, of old",lookup,0
406619,G0891,"until, up to, as far as, as long as",description,0
406620,G1597,"for a long time, long ago",description,0
406621,G1973,longed for,lookup,0
406622,G2193,"up to, until",lookup,0
406623,G2375,"(long, oblong) shield",lookup,0
406624,G2863,to havebe long hair -haired,description,0
406625,G3112,"far away, distant, long way off",description,0
406626,G3117,"lengthy, long; distant, far away",description,0
406627,G3118,pertaining to having a long life-lived,description,0
406628,G3173,"great; spatially: large; of quantity or degree: loud, intense, violent; of time: long (time); of position: great, important",description,0
406629,G3745,"how great, how much, how far; as, just as",description,0
406630,G4119,"- more in quantity, number, or quality; also (in plural) the major portion",description,0
406631,G4183,"- (singular) much (in any respect) or (plural) many; neuter (singular) as adverbial, largely; neuter (plural) as adverb or noun often, mostly, largely",description,0
406632,G4219,"- interrogative adverb, at what time",description,0
406633,G5550,"time, period of time",description,0
406634,G7383,longed for,lookup,0
406635,G7808,with long sleeves,lookup,0
406636,G8232,long-lived,lookup,0
406637,G8237,to live a long time,description,0
406638,G8859,to delay long,lookup,0
