id,strong,mounce_parsed,row_type,deleted
407002,G2590,"fruit, crop, harvest, produce of vegetation; by extension: deed, activity, produce of a person",description,0
407003,G7805,to yield,lookup,0
407004,G7806,a yield,lookup,0
407005,G7807,a yield,lookup,0
407006,G4710,"hurry, haste; earnestness, diligence, zeal, eagerness earnest",description,0
407007,G5590H,: life,lookup,0
407008,G5590H,"life, soul; heart, mind; a person; the immaterial (and eternal) part of inner person, often meaning the animate self, which can be translated by pronouns: ""my soul"" = ""I, myself""",description,0
407009,G5590I,: myself/yourself/himself,lookup,0
407010,G5590I,"life, soul; heart, mind; a person; the immaterial (and eternal) part of inner person, often meaning the animate self, which can be translated by pronouns: ""my soul"" = ""I, myself""",description,0
407011,G5590J,: person,lookup,0
407012,G5590J,"life, soul; heart, mind; a person; the immaterial (and eternal) part of inner person, often meaning the animate self, which can be translated by pronouns: ""my soul"" = ""I, myself""",description,0
407013,G5590K,: animal,lookup,0
407014,G5590K,"life, soul; heart, mind; a person; the immaterial (and eternal) part of inner person, often meaning the animate self, which can be translated by pronouns: ""my soul"" = ""I, myself""",description,0
407015,G1457,"(passive) to be put into effect, inaugurate; (act.) to open",description,0
407016,G1573,to lose heart,lookup,0
407017,G2155,"compassionate, tenderhearted",lookup,0
407018,G2589,heart-knower of the heart,description,0
407019,G6657,heavy-hearted,lookup,0
407020,G7798,to take heart,lookup,0
407021,G8419,dull of heart,lookup,0
407022,G8485,be faint-hearted,lookup,0
407023,G4151H,: breath/wind,lookup,0
407024,G4151H,"wind, breath, things which are commonly perceived as having no material substance; by extension: spirit, heart, mind, the immaterial part of the inner person that can respond to God; spirit being: (evil) spirit, ghost, God the Holy Spirit",description,0
407025,G4436,spirit of divination,lookup,0
407026,G4861,"united in spirit, harmonious",description,0
407027,G5326,ghost,lookup,0
407028,G2699,"mutilation, cutting away",lookup,0
407029,G2907,meat,lookup,0
407030,G4559,"material; worldly, sinful; pertaining to the flesh; see also G4561 fleshly",description,0
407031,G4561,"flesh, body, the soft tissue of a creature, often in contrast to bone, ligament, or sinew; by extension human, humankind, with a focus on the fallen human nature, sinful nature",description,0
407032,G7143,to tear off flesh,description,0
407033,G7681,decaying flesh,lookup,0
407034,G2174,"to be cheerful, glad",description,0
407035,G0194,undiluted (of wine not watered down),description,0
407036,G1411,"power, ability; miracle; ruler, an extended meaning of a person or supernatural being who has administrative power",description,0
407037,G1412,(passive) to be strengthened,description,0
407038,G1743,"to give strength, strengthen; (middle/passive) to be strong, strengthened",description,0
407039,G1765,to strengthen (another); to regain (one’s own) strength,description,0
407040,G1840,"to have power, be strong enough able",description,0
407041,G1849,"authority, power, the right to control or govern; dominion, the area or sphere of jurisdiction; a ruler, human or supernatural",description,0
407042,G2478,"powerful, strong, forceful",lookup,0
407043,G2479,"strength, power",lookup,0
407044,G2480,"to be strong, powerful, able",description,0
407045,G2729,"to overcome, prevail; to be able",description,0
407046,G2904,"power, strength",lookup,0
407047,G3618,"to build, build up, rebuild, a physical edifice; by extension: to edify, strengthen, develop another person’s life through acts and words of love and encouragement",description,0
407048,G4732,"to make strong; (passive) to become strong, be strengthened strengthen",description,0
407049,G4991,salvation,lookup,0
407050,G6347,without strength,lookup,0
407051,G1145,"to weep, shed tears",description,0
407052,G2805,"weeping, crying",lookup,0
407053,G6443,to weep,lookup,0
407054,G8016,a place of weeping,description,0
407055,G7351,contempt,lookup,0
407056,G7352,contempt,lookup,0
407057,G7353,a contemptible thing,lookup,0
407058,G0571,"unbelieving, lacking in trust, doubting; as a noun: an unbeliever or outsider, one who does not believe the Gospel",description,0
407059,G0639,"to be puzzled, at a loss, in wonder",description,0
407060,G1280,"to be perplexed, puzzled, in wonder",description,0
407061,G1365,to doubt,lookup,0
407062,G3349,"to worry about, be anxious",description,0
407063,G3843,"surely, certainly, by all possible means, quite",description,0
407064,G3874,"encouragement, comfort, consolation, appeal",description,0
407065,G3875,"counselor, counsellor",lookup,0
407066,G3888,"to comfort, encourage, console",description,0
407067,G3889,"comfort, consolation",lookup,0
407068,G3890,"comfort, consolation, encouragement",lookup,0
407069,G3931,comfort,lookup,0
407070,G8618,comforting,lookup,0
407071,G8619,a comforter,lookup,0
407072,G3552,"to be unhealthy, ill sick",description,0
407073,G7114,craving,lookup,0
407074,G8013,to crave for strange food,description,0
407075,G1757,(passive) to be blessed,description,0
407076,G3106,to call blessed; to consider blessed bless,description,0
407077,G3107,blessed (receiving God’s favor),description,0
407078,G3108,"blessedness, joy",lookup,0
407079,G5486,gracious gift; see also G5485,description,0
407080,G5487,"to give graciously, to show acts of kindness by freely giving; (n.) one highly favored; see also G5485 favor",description,0
407081,G6050,to bless,lookup,0
407082,G8231,most blessed,lookup,0
407083,G0746,"beginning, origin, first; ruler, power, authority; position of authority, domain",description,0
407084,G1414,"to be able, powerful, strong",description,0
407085,G1415,"possible (based on power); powerful, able, the Mighty One",description,0
407086,G1753,"working, power, energy",lookup,0
407087,G1756,evident,lookup,0
407088,G1850,to have power over; (passive) to be mastered,description,0
407089,G2739,"(act.) to scorch, burn; (passive) to be scorched, seared",description,0
407090,G2888,(plural) powers of the world,description,0
407091,G3175,"great man, prince, high official",description,0
407092,G6975,be in power,lookup,0
407093,G7027,to have power over,description,0
407094,G8156,power of speech,lookup,0
407095,G0747,"author, originator, founder; leader, ruler",description,0
407096,G0758,"ruler, leader, official",lookup,0
407097,G0831,to have authority over,description,0
407098,G0922,"burden, weight; this can refer either to difficulty or importance",description,0
407099,G1291,"(middle) to give orders, command, authorize; (passive) what was commanded",description,0
407100,G1299,"(active/middle) to command, order, direct; (passive) to be required, ordered, put into effect",description,0
407101,G1413,"ruler, sovereign, (court) official",description,0
407102,G2003,"command, order; authority",lookup,0
407103,G2715,to exercise authority over rule,description,0
407104,G2963,"authority, dominion, power, lordship",description,0
407105,G4173,"city official, formally, ""politarch"" magistrate",description,0
407106,G5242,"to govern, have authority; to be better than, transcend; (n.) surpassing greatness higher",description,0
407107,G5247,"authority, superiority",lookup,0
407108,G0932,"kingdom, kingship, royal rule",description,0
407109,G2634,"to lord it over, gain dominion over, master",description,0
407110,G2961,"to lord over, be master of, have authority over, one who rules or exercises authority; note in some contexts there is an implication that the authority exercised is harsh",description,0
407111,G1504,"image, likeness, portrait",lookup,0
407112,G5480,"mark, stamp; image, idol",description,0
407113,G5481,"exact representation, reproduction",lookup,0
407114,G3339,"(passive) to be transformed, transfigured, changed in form transform",description,0
407115,G3345,"(act.) to transform, change (the form); (middle) to masquerade, disguise (oneself)",description,0
407116,G5122,named,lookup,0
407117,G3576,"slow to learn; lazy, sluggish",description,0
407118,G3636,"lazy, idle, not active; troublesome",description,0
407119,G8474,slothful,lookup,0
407120,G0871,"(passive) to be like, similar",description,0
407121,G1482,"- national (""ethnic""), i.e. (specially) a Gentile",description,0
407122,G1483,"like a Gentile, -like a pagan",description,0
407123,G21422,such-like,lookup,0
407124,G2465,like an angel angelic,description,0
407125,G3663,"like, of the same quality or kind of desires",description,0
407126,G3664,- similar (in appearance or character),description,0
407127,G3665,"similarity, likeness",lookup,0
407128,G3667,"likeness; looking like, image; form, appearance",description,0
407129,G3669,likeness,lookup,0
407130,G3946,"like, similar",lookup,0
407131,G4833,"(passive) to becomemake like, be conformed to",description,0
407132,G5616,"like, as; about (an approximation)",description,0
407133,G6530,a lion-like person,lookup,0
407134,G7813,nut-like,lookup,0
407135,G8159,like a covered chariot,description,0
407136,G0581,to die,lookup,0
407137,G0599,"to die (in a literal or figuratively sense); to be about to die, be mortal",description,0
407138,G2253,half dead,lookup,0
407139,G2288,death,lookup,0
407140,G2289,"to put to death, kill",description,0
407141,G2348,"(perfect) to have died, be deaddie",description,0
407142,G2837,"(passive) to fall asleep, sleep; die",description,0
407143,G2966,"dead body, corpse",lookup,0
407144,G3498,"dead (can be used physically or figuratively, of both persons and things); (n.) dead person, corpse",description,0
407145,G3499,(act.) to put to death; (passive) to be as good as dead kill,description,0
407146,G3500,"death, deadness",lookup,0
407147,G4430,"dead body, carcass, corpse",description,0
407148,G5053,to die,lookup,0
407149,G0069,"to keep awake, keep alert",description,0
407150,G0101,to be impossible,lookup,0
407151,G0120,"to be discouraged, lose heart",description,0
407152,G0198,to find out exactly,description,0
407153,G0416,to be moved by the wind,description,0
407154,G0433,"to be fitting, proper; to do one’s duty",description,0
407155,G0445,to be proconsul,lookup,0
407156,G0480,"to be an opponent, in conflict",description,0
407157,G0548,- to be away,lookup,0
407158,G0566,"to receive (in full); to be distant; (middle) to abstain, avoid",description,0
407159,G0567,refrain-,lookup,0
407160,G0568G,to be distant,lookup,0
407161,G0691,"to be idle, grow weary",description,0
407162,G0757,- to be first (in political rank or power),description,0
407163,G0764,"to do ungodly acts, act impiously",description,0
407164,G0790,"to be homeless, a vagabond",description,0
407165,G0812,"to be idle, lazy",description,0
407166,G0992,must be put,lookup,0
407167,G1073,to be full,lookup,0
407168,G1096,"to be, become, happen; to come into existence, be born. It is used in certain contexts to introduce a new section or paragraph in a narrative in Hebrew narrative style: and then, and it came to pass",description,0
407169,G1130,to be naked,lookup,0
407170,G1139,to be demon-possessed,lookup,0
407171,G1163,"it is a must, it is necessary (one should, ought)",description,0
407172,G1259,to become reconciled,lookup,0
407173,G1278,"to be greatly disturbed, troubled, annoyed vexed",description,0
407174,G1282,(passive) to be furious,description,0
407175,G1316,(passive) to be separated,description,0
407176,G1410,to be able,lookup,0
407177,G1480,"(passive) to be accustomed, required",description,0
407178,G1510,- I exist (used only when emphatic),description,0
407179,G1553,"to be away, absent",description,0
407180,G1572,"(passive) to be inflamed, have a strong desire burn",description,0
407181,G1605,"(passive) to be amazed, astonished",description,0
407182,G1693,to be enraged,lookup,0
407183,G1735,it is possible,lookup,0
407184,G1736,to be at home,description,0
407185,G1740,"to be glorified, honored",description,0
407186,G1751,to be inside; contents,description,0
407187,G1754,to be at work in; to produce active,description,0
407188,G1764,"to be present, (ptcp.) the present",description,0
407189,G1789,"(passive) to be brought up, reared, trained",description,0
407190,G1832,"it is legal, it is proper, it is permitted",description,0
407191,G1870,to be ashamed of,description,0
407192,G1902,to be clothed with,description,0
407193,G1952,to not have (time); to fail to have,description,0
407194,G20125,to be deprived of children,description,0
407195,G2077,- be thou,lookup,0
407196,G21401,be inundated,lookup,0
407197,G2141,"to have (financial) ability, have plenty, be well off",description,0
407198,G21410,be white,lookup,0
407199,G2164,"to produce a good crop, be fruitful",description,0
407200,G2192,"(tr.) to have, hold, keep; (intr.) to be",description,0
407201,G2204,"to have great fervor, as a figurative extension something boiling or seething, not found in the NT be fervent",description,0
407202,G2240,"to come, to have come, be present",description,0
407203,G2274,to be lesser,lookup,0
407204,G2277,- let him (or it) be,description,0
407205,G2450,to be Jewish,lookup,0
407206,G2468,- be thou,lookup,0
407207,G2520,"to be fitting; (pcpl.) things that ought to be, that are proper",description,0
407208,G2577H,: ill,lookup,0
407209,G2577H,to grow weary; be sick,description,0
407210,G2686,"to deal craftily, to be cunning",description,0
407211,G2693,(passive) to be scattered prostrate,description,0
407212,G2749,"to lay, lie, be laid, laid out; be destined, appointed",description,0
407213,G2793,to be in danger,description,0
407214,G2865,"(act.) to bring; (middle) to receive (what is due), reward, be repaid",description,0
407215,G2929,to be clear as crystal,description,0
407216,G2990,"to keep secret, escape notice, be hidden",description,0
407217,G3195,"to be about to, on the point of; to be destined, must; to intend to; (what is) to come, the future",description,0
407218,G3322,to be in the middle,description,0
407219,G3467,to be nearsighted,lookup,0
407220,G3489,"to be shipwrecked, have a shipwreck",description,0
407221,G3515,to be (like) a child childlike,description,0
407222,G3873,"to be present, ready",description,0
407223,G3909,to happen to be there,description,0
407224,G3918,"to be present, here; to have come",description,0
407225,G3939,"to live asbe a stranger, visit; to migrate",description,0
407226,G4020,to be a busybody,description,0
407227,G4104,(passive) to be convinced of convince,description,0
407228,G4176,"to fulfill one’s duty; to conduct oneself, lead one’s life be a citizen",description,0
407229,G4241,"to be proper, appropriate, fitting",description,0
407230,G4243,to be an ambassador,description,0
407231,G4360,"to be angry, provoked",description,0
407232,G4391,to exist be formerly,description,0
407233,G4409,"to be supreme, first, have first place",description,0
407234,G4433,to be or become poor,description,0
407235,G4445,to burn with a feverbe feverish,description,0
407236,G4449,"to be red, the color of fire",description,0
407237,G4583,(passive) to have a seizure to be epileptic,description,0
407238,G4659,to look be sad,description,0
407239,G4704,"to be eager, make every effort, do one’s best",description,0
407240,G4768,to be gloomy,lookup,0
407241,G4840,to be present with,description,0
407242,G4851,"to bring together; to be helpful, be gained; (n.) common good; (imper. verb) it is good, better, beneficial",description,0
407243,G4895,"- to be in company with, i.e. present at the time",description,0
407244,G4916,(passive) to be buried with bury,description,0
407245,G4925,(passive) to be built up together,description,0
407246,G4927,to be next door to adjacent,description,0
407247,G5075,to be a tetrarch,description,0
407248,G5198,"to be healthy, sound",description,0
407249,G5225,"- to begin under (quietly), i.e. come into existence (be present or at hand); expletively, to exist (as copula or subordinate to an adjective, participle, adverb or preposition, or as an auxiliary to a principal (verb)",description,0
407250,G5229,"to become conceited, exalt oneself be haughty",description,0
407251,G5252,to think too highly of oneself be haughty,description,0
407252,G5309,"to be arrogant, proud",description,0
407253,G5431,"to be careful, concerned",description,0
407254,G5492,(passive) to be batteredbatter in a storm,description,0
407255,G5520,to be angry,lookup,0
407256,G5534,"it should, it is necessary",description,0
407257,G5600,"- = (may, might, can, could, would, should, must, etc.; also with G1487 and its comparative, as well as with other particles) be",description,0
407258,G5605,to suffer the pains of childbirth be in labor,description,0
407259,G5607,- = being,lookup,0
407260,G6023,"to lose heart, become discouraged",description,0
407261,G6028,to be greatly amazed,description,0
407262,G6081,"to fall in, collapse; be downcast",description,0
407263,G6083,"to be conscious of, know",description,0
407264,G6108,be better; do good,description,0
407265,G6124,be wild,lookup,0
407266,G6131,to act as next of kin; be disinherited,description,0
407267,G6141,be despised,lookup,0
407268,G6185,be discouraged,lookup,0
407269,G6215,be a runaway,lookup,0
407270,G6297,be fatigued,lookup,0
407271,G6300,be effronted; to have a look of effrontery,description,0
407272,G6306,not be turned away,description,0
407273,G6441,be without a turban,description,0
407274,G6452,be mute; become deaf,description,0
407275,G6461,to be estranged,lookup,0
407276,G6542,be ill; infirm,lookup,0
407277,G6589,be barren; childless,lookup,0
407278,G6596,"to be unfortunate, be in adversity",description,0
407279,G6629,be unwise,lookup,0
407280,G6656,be weighed down,lookup,0
407281,G6772,be naked,lookup,0
407282,G6802,be master,lookup,0
407283,G6804,be second,lookup,0
407284,G6893,be overawed; divert,lookup,0
407285,G6948,be cloven,lookup,0
407286,G7025,be angry,lookup,0
407287,G7140,be torn from,lookup,0
407288,G7223,to stand as adversary; slander,description,0
407289,G7235,be pleased with,lookup,0
407290,G7255,be related,lookup,0
407291,G7301,be enough,lookup,0
407292,G7303,be attached to,lookup,0
407293,G7376,be used,lookup,0
407294,G7405,be lenient,lookup,0
407295,G7428,be possessed,lookup,0
407296,G7435,be welcomed as a guest,description,0
407297,G7518,be late,lookup,0
407298,G7533,be approved,lookup,0
407299,G7565,be moldy,lookup,0
407300,G7567,be stable,lookup,0
407301,G7576,be fragrant,lookup,0
407302,G7589,be an enemy,lookup,0
407303,G7618,be esteemed,lookup,0
407304,G7619,be delicious; delight,lookup,0
407305,G7635,be calm,lookup,0
407306,G7752,be clean,lookup,0
407307,G7767,be late,lookup,0
407308,G7973,be arrogant,lookup,0
407309,G7994,being easily led on,description,0
407310,G8083,be dizzy from wine,description,0
407311,G8128,be with child,lookup,0
407312,G8146,be silent,lookup,0
407313,G8147,be mute,lookup,0
407314,G8186,be white,lookup,0
407315,G8199,be famished,lookup,0
407316,G8229,be irresistibly led,lookup,0
407317,G8242,be infirm,lookup,0
407318,G8320,be infuriated; cherish wrath,description,0
407319,G8363,be troubled with warts,description,0
407320,G8376,be paralyzed,lookup,0
407321,G8422,be yellowish,lookup,0
407322,G8463,be drunk with wine,description,0
407323,G8466,be drunk with wine,description,0
407324,G8468,be undone; set out,description,0
407325,G8513,be sour,lookup,0
407326,G8546,be straight up,lookup,0
407327,G8642,be a bodyguard; run along,description,0
407328,G8658,be in heat,lookup,0
407329,G8687,be darkened,lookup,0
407330,G8694,be in need,lookup,0
407331,G8721,be an advantage,lookup,0
407332,G8825,be carried by wind,description,0
407333,G8854,be numerous,lookup,0
407334,G8898,be first to take,description,0
407335,G8926,be burnt through,lookup,0
407336,G8963,be seated first,lookup,0
407337,G8997,be reddish,lookup,0
407338,G0189,"(act of) hearing, what is heard",description,0
407339,G1522,"(passive) to be heard, listened to hear",description,0
407340,G1801,"to listen carefully, pay attention to",description,0
407341,G1873,"to hear, listen to",description,0
407342,G1874,to listen to,lookup,0
407343,G3878,"to refuse to listen, ignore",description,0
407344,G6354,to listen in turn,description,0
407345,G7214,to listen to attentively,description,0
407346,G2142,riches,lookup,0
407347,G2933,"wealth, possessions; piece of property, field possession",description,0
407348,G3126,"wealth, assets",lookup,0
407349,G4149,"riches, wealth",lookup,0
407350,G5094,wealth,lookup,0
407351,G5536,"money, wealth, possessions",lookup,0
407352,G0415,"ruthless, merciless",lookup,0
407353,G0786,"unforgiving, not reconcilable",lookup,0
407354,G2983,"to take, receive; (passive) to be received, selected",description,0
407355,G6103,incurable,lookup,0
407356,G6345,incurable; irretrievable,lookup,0
407357,G7474,incurring ridicule,lookup,0
407358,G0331,"curse, oath; one cursed",description,0
407359,G0332,to bind with an oath,description,0
407360,G0685,curse,lookup,0
407361,G1944,cursed,lookup,0
407362,G2616,"(act.) to exploit, oppress",description,0
407363,G2652,curse,lookup,0
407364,G2653,to curse,lookup,0
407365,G2671,"curse, imprecation",lookup,0
407366,G2672,(middle) to curse,lookup,0
407367,G6522,"to curse; oath, to make an",description,0
407368,G7906,a curse,lookup,0
407369,G4992,"bringing salvation, saving, delivering",description,0
407370,G0060,"marketplace, place where the courts meet",description,0
407371,G0832,to play the flute,description,0
407372,G0835,"to spend the night, find lodging",description,0
407373,G1005,the north,lookup,0
407374,G1037,"open sea, the deep",description,0
407375,G1206,"on the following next day, on the second day",description,0
407376,G1273,to spend the (entire) night,description,0
407377,G1359,"the twin gods Castor and Pollux, the Dioscuri, ""sons of Zeus""",description,0
407378,G1887,"the next day, tomorrow",description,0
407379,G1888,in the act,lookup,0
407380,G2789,to play the harp or lyre,description,0
407381,G2960,"pertaining to the Lord, the Lord’s",description,0
407382,G3303,"often untranslated; used with other particles to show contrast: on the one hand, one...or the other",description,0
407383,G3547,teacher of the law,description,0
407384,G3588,"(often not translated) the, this, that, who",description,0
407385,G3673,of the same trade,description,0
407386,G3832,with one’s whole family,description,0
407387,G3891,"to violate the law, act contrary to the law",description,0
407388,G4311,"to accompany, escort; to send on one’s way, help on one’s journey",description,0
407389,G4954,co-member of a body,description,0
407390,G5284,"to sail to the lee of, to move to the side that offers protection or shelter",description,0
407391,G5476,"to the ground, on the ground",description,0
407392,G5496,to lead by the hand,description,0
407393,G7680,affliction,lookup,0
407394,G7983,to afflict grievously,lookup,0
407395,G3835,"crafty, clever, sly",lookup,0
407396,G6063,"to know, understand, perceive",description,0
407397,G4982,to save,lookup,0
407398,G5456G,: voice,lookup,0
407399,G5456G,"voice, sound, tone, noise of any kind; by extension: speaking, language",description,0
407400,G4336,to pray,lookup,0
407401,G5185,blind; (n.) blind person,description,0
407402,G1344,"to justify, vindicate, declare righteous, to put someone in a proper relationship with another, usually referring to God’s relationship to humankind, implying a proper legal or moral relationship",description,0
407403,G4434,"poor; (n.) poor, beggar, a person of few resources, culturally considered oppressed, despised, and miserable. ""The poor in spirit"" are not lacking in spirit, but have the positive moral quality of humility, realizing they have nothing to offer God but are in need of his free gifts",description,0
407404,G2323,"to serve, to give help, take care of another; by extension: to heal, cure; (passive) to be healed",description,0
407405,G3404,"to hate; (passive) to be hated, detestable",description,0
407406,G1247,"to serve, wait on, help, attend to; this often refers to spiritual and practical ministry in the Church. ""To wait upon tables"" (Act.6:2) may mean to literally help in serving food, though some believe it refers (also) to the handling of finances",description,0
407407,G5316,"(act.) to shine, give light; (middle/passive); to appear, be visible;",description,0
407408,G1189,"to pray; ask, beg, plead",description,0
407409,G4680,"wise; expert, skilled; (n.) a person who is skilled or expert, often as a class or kind, a wise man or woman",description,0
407410,G4506,"to rescue, deliver",lookup,0
407411,G0700,"to please, accommodate",lookup,0
407412,G5013,"(act.) to humble (oneself), lower (oneself); (passive) to be humbled, brought low, in need",description,0
407413,G0094,unjust judge,lookup,0
407414,G3983,to be hungryhunger,lookup,0
407415,G4204,"prostitute, a woman who practices sexual immorality for payment; this can refer to religious unfaithfulness",description,0
407416,G3042,"hunger, famine, starvation",lookup,0
407417,G2675,"to restore, put in order, mend; to make complete, equip, train; to prepare, ordain",description,0
407418,G5574,to lie,lookup,0
407419,G1929,"to give, deliver, hand over to",description,0
407420,G1345,"regulation, requirement, commandment;righteous act of righteousness",description,0
407421,G2005,"to finish, complete, end; to perfect, attain a goal; (middle) to undergo",description,0
407422,G2706,"to despise, look down on, scorn, show contempt",description,0
407423,G4205,"one who is sexually immoral (male or female), in some contexts distinguished from an adulterer (1Co 6:9)sexual sinner",description,0
407424,G5579,"lie, falsehood, deception",lookup,0
407425,G3679,"to heap insults on, denounce, find fault, rebuke revile",description,0
407426,G1110,"acquainted with, known to",description,0
407427,G0483,"- to dispute, refuse",lookup,0
407428,G1702,"to mock, ridicule",lookup,0
407429,G4537,to sound a trumpet,description,0
407430,G0048,"to purify, ceremonially cleanse",description,0
407431,G3431,(act.) to commit adultery; (passive) to become an adulterer,description,0
407432,G1295,"save, spare, bring safely through a dangerous or distressing situation, with a focus that the rescue is complete or full; to heal, with a focus that the injured or sick person goes from the danger of ill health to the safety of a completely restored or healthy life",description,0
407433,G3170,"to glorify, regard highly, praise, exalt; to lengthen, expand magnify",description,0
407434,G0299,"unblemished, blameless",lookup,0
407435,G1818,"to deceive, cheat",lookup,0
407436,G4267,"to know beforehand, foreknow; (middle) to choose beforehand",description,0
407437,G5244,"exceedingly, beyond measure; (with G0652) super-apostles",description,0
407438,G5287,"confidence, trust, being sure; being, essence",description,0
407439,G3027,"robber, bandit; rebel, revolutionary; this word is derived from the Greek verb, ""to practice robbery or piracy,"" not found in the NT",description,0
407440,G2906,"crying out, shouting, verbal brawling",description,0
407441,G0103,to sing,lookup,0
407442,G4731,"solid, strong; standing firm, steadfast",description,0
407443,G0273,"blameless, faultless",lookup,0
407444,G2989,to shine,lookup,0
407445,G1611,"amazement, astonishment, bewilderment; a tranceecstasy",description,0
407446,G5014,"humbleness, lowliness, humiliation",lookup,0
407447,G1590,(passive) to faint,lookup,0
407448,G3680,"disgrace, insultreproach",lookup,0
407449,G2827,"to bow down, lay down; to be over (late in the day)",description,0
407450,G4931,to finish,lookup,0
407451,G1476,"firm, steadfast",lookup,0
407452,G5186,"to cause blindness, deprive of sightblind",description,0
407453,G1185,"to entice, seduce, lure",description,0
407454,G2360,"(passive) to be alarmed, disturbed alarm",description,0
407455,G3164,"to fight, quarrel, argue",description,0
407456,G4820,"to dispute with; to confer with, meet with; to ponder; to engage in (war); (middle) to help, assist",description,0
407457,G1805,"(act.) to redeem, as a figurative extension of the act of purchasing something in the marketplace; (middle) to make the most (of the time)",description,0
407458,G3833,"full armor, worn by a heavily armed soldier",description,0
407459,G2100,to please,lookup,0
407460,G0283,pure,lookup,0
407461,G1055,calm,lookup,0
407462,G5353,"voice, sound; note, musical tone",description,0
407463,G3058,"to insult, curse",lookup,0
407464,G3648,"whole, complete",lookup,0
407465,G5197,"insolent man, violent man",description,0
407466,G0587,"pleasing, pleasant",lookup,0
407467,G0146,pursuing dishonest gain,lookup,0
407468,G2358,to lead in a triumphal procession triumph,description,0
407469,G2042,"to stir up, provoke, arouse; embitter, provoke, irritate",description,0
407470,G2692,"ruin, destruction",lookup,0
407471,G2271,"quietness, silence; settling down, lack of disturbance",description,0
407472,G5256,"to serve, care for needs",description,0
407473,G2019,"to shout, cry out loudly",description,0
407474,G1165,to expose to public disgrace; to make a spectacle of,description,0
407475,G4101,pure,lookup,0
407476,G2905,"to shout, cry out",description,0
407477,G1879,"to rest on, rely on",description,0
407478,G0573,good; same as {606},lookup,0
407479,G3084,"to redeem, free a slave by paying a ransom; from the base meaning of slave redemption in the marketplace comes the figure of sinners redeemed by God from slavery to sin and death",description,0
407480,G3388,womb,lookup,0
407481,G3083,"ransom, the price of release, thus making redemption possible",description,0
407482,G1881,"to rebel against, rise up (in rebellion)",description,0
407483,G3430,(the state or condition of) adultery,description,0
407484,G0603,eager expectation,lookup,0
407485,G4866,"to contend at one’s side, together",description,0
407486,G2578,"to bend, bow (on a knee)",description,0
407487,G5005,"wretched, miserable",lookup,0
407488,G1347,justification,lookup,0
407489,G0214,"to clang, wail",lookup,0
407490,G4332,"to serve, wait upon",description,0
407491,G0362,"to wait for, expect",description,0
407492,G0642,to make an orphan of,description,0
407493,G5573,false of speech; (n.) liarlying,description,0
407494,G3055,quarrel about words,lookup,0
407495,G0983,harmful,lookup,0
407496,G1999,insurrection,lookup,0
407497,G5450,"arrogance, pride",lookup,0
407498,G2431,"cheerful, without grudging, with an implication of a gracious attitude; note that the transliteration ""hilarious"" does not communicate the meaning of this attitude",description,0
407499,G3993,poor,lookup,0
407500,G0298,"blameless, unblemished",lookup,0
407501,G3054,to quarrel about words bicker,description,0
407502,G3718,"to handle correctly, guide on a straight path",description,0
407503,G2371,"to quarrel, be fighting mad",description,0
407504,G1618,"deep, earnest",lookup,0
407505,G1264,"to argue vigorously, contend sharply",description,0
407506,G2467,- to know,lookup,0
407507,G2279,"sound, tone, blast (of a trumpet); news, report",description,0
407508,G0972,"violent, strong",lookup,0
407509,G5433,"to rage, rave",lookup,0
407510,G3086,"deliverer, redeemer",lookup,0
407511,G0699,"pleasing, striving to please",description,0
407512,G3437,complaint,lookup,0
407513,G2170,thankful (in word and attitude),description,0
407514,G2017,to shine on,lookup,0
407515,G4343,"perseverance, patience",lookup,0
407516,G4292,"(middle) to provoke, challenge",description,0
407517,G1561,expectation,lookup,0
407518,G3643,"to make light of, despise",description,0
407519,G5226,"to submit, yield",lookup,0
407520,G3893,"to rebel, disobey",lookup,0
407521,G0540,fatherless,lookup,0
407522,G0658,"to bring to completion; (passive) to be full-grown, mature, completed",description,0
407523,G3737,(n.) an orphan,lookup,0
407524,G4380,"to show favoritism, partiality favor",description,0
407525,G5003,"to grieve, lament",lookup,0
407526,G3649,"to wail, cry out",description,0
407527,G1864,"to contend, fight",lookup,0
407528,G0674,"to faint (some translate ""to die"")",description,0
407529,G4034,"to shine around, blaze around",description,0
407530,G2630,to throw down a cliff cast,description,0
407531,G0143,"to grasp, understand, to have the capacity to perceive something clearly",description,0
407532,G4305,to worry or be anxious beforehand,description,0
407533,G6006,"to cast, to cast a net",description,0
407534,G0389,to sigh deeply,lookup,0
407535,G4744,"to dazzle, be radiant",description,0
407536,G1584,to shine,lookup,0
407537,G2754,"vain conceit, empty conceit, a state of pride that has no proper basis",description,0
407538,G2679,(act.) to tear down; (passive) to be ruined ruin,description,0
407539,G2529,"(passive) to be clearly seen, perceived perceive",description,0
407540,G4938,"ruin, destruction",lookup,0
407541,G5582,"falsehood, untruth",lookup,0
407542,G4065,"to despise, look down on",description,0
407543,G5011,"humble, lowly, downcast, timid",description,0
407544,G0036,"lowly, insignificant, implying low social standing",description,0
407545,G2317,"worship of God, reverence for Goddevoutness",description,0
407546,G2659,"stupor, bewilderment, unable to think",description,0
407547,G3805,subject to suffering,lookup,0
407548,G2552,suffering,lookup,0
407549,G0655,"to hate, abhor, loathe",description,0
407550,G4964,(middle) to conform,lookup,0
407551,G4654,to darken,lookup,0
407552,G4656,(passive) to be or become darkeneddarken,description,0
407553,G4257,to hear about beforehand,description,0
407554,G2172,to pray for; wish for,description,0
