registry_word,strongNumber,language,stepTransliteration,stepGloss,cluster_code,cluster_name
comfort,H5205,Hebrew,nid,solace,,
comfort,H5582,Hebrew,sa.ad,to support,,
comfort,H7309,Hebrew,re.va.chah,relief,,
comfort,H7502,Hebrew,ra.phad,to spread,,
comfort,H8172,Hebrew,sha.an,to lean,M19,Trust
comfort,H8575,Hebrew,tan.chum,consolation,M05,Love
compassion,G1653,Greek,eleeō,to have mercy,M05,Love
compassion,G1656,Greek,eleos,mercy,M05,Love
compassion,G2944,Greek,kukloō,to surround,,
compassion,G3388,Greek,mētra,womb,,
compassion,G3627,Greek,oikteirō,to have compassion,M05,Love
compassion,G3628,Greek,oiktirmos,compassion,M05,Love
compassion,G4013,Greek,periagō,to take/go around,,
compassion,G4022,Greek,perierchomai,to go around,,
compassion,G4033,Greek,perikukloō,to surround,,
compassion,G4184,Greek,polusplanchnos,very compassionate,M05,Love
compassion,G4697,Greek,splanchnizō,to pity,M05,Love
compassion,G4698,Greek,splanchnon,affection/entrails,T2,Supplementary
compassion,G4777,Greek,sunkakopatheō,to suffer with,M24,Weakness
compassion,G4834,Greek,sumpatheō,to sympathize,M05,Love
compassion,G4835,Greek,sumpathēs,sympathetic,M05,Love
compassion,G4841,Greek,sumpaschō,to suffer with,M03,Grief
compassion,G7451,Greek,episplanchnizomai,to show compassion,,
compassion,H0661,Hebrew,a.phaph,to surround,,
compassion,H2328,Hebrew,chug,to mark,,
compassion,H2329,Hebrew,chug,circle,,
compassion,H2347,Hebrew,chus,to pity,M05,Love
compassion,H2550,Hebrew,cha.mal,to spare,M05,Love
compassion,H2551,Hebrew,chem.lah,compassion,M05,Love
compassion,H2594,Hebrew,cha.ni.nah,favor,M39,Blessing
compassion,H2603A,Hebrew,cha.nan,be gracious,M39,Blessing
compassion,H2617A,Hebrew,che.sed,kindness,M05,Love
compassion,H2949,Hebrew,tip.pu.chim,tender care,,
compassion,H3749,Hebrew,kar.kov,ledge,,
compassion,H3803,Hebrew,ka.tar,to surround,,
compassion,H4230,Hebrew,me.chu.gah,compass,,
compassion,H4263,Hebrew,mach.mal,compassion,M05,Love
compassion,H5150,Hebrew,ni.chum,comfort,M33,Peace
compassion,H5162G,Hebrew,na.cham,to be sorry: comfort,M05,Love
compassion,H5162H,Hebrew,na.cham,to be sorry: relent,M11,Repentance
compassion,H5164,Hebrew,no.cham,repentance,M45,Transformation
compassion,H5362B,Hebrew,na.qaph,to surround,,
compassion,H5437G,Hebrew,sa.vav,to turn: turn,,
compassion,H5437H,Hebrew,sa.vav,to turn: surround,,
compassion,H5439G,Hebrew,sa.viv,around,,
compassion,H5849A,Hebrew,a.tar,to surround,,
compassion,H7349,Hebrew,ra.chum,compassionate,M05,Love
compassion,H7355,Hebrew,ra.cham,to have compassion,M05,Love
compassion,H7356A,Hebrew,ra.cham,womb,T2,Supplementary
compassion,H7356B,Hebrew,ra.cha.mim,compassion,M05,Love
compassion,H7358,Hebrew,re.chem,womb,T2,Supplementary
compassion,H7359,Hebrew,ra.cha.min,compassion,M05,Love
compassion,H7362,Hebrew,ra.cha.ma.ni,compassionate,M05,Love
condemnation,G0176,Greek,akatagnōstos,beyond reproach,,
condemnation,G0843,Greek,autokatakritos,self-condemned,M26,Righteousness
condemnation,G1349,Greek,dikē,condemnation,M26,Righteousness
condemnation,G1935,Greek,epithanatios,condemned to death,,
condemnation,G2607,Greek,kataginōskō,to condemn,,
condemnation,G2613,Greek,katadikazō,to condemn,M26,Righteousness
condemnation,G2631,Greek,katakrima,condemnation,T2,Supplementary
condemnation,G2632,Greek,katakrinō,to condemn,M26,Righteousness
condemnation,G2633,Greek,katakrisis,condemnation,M26,Righteousness
condemnation,G2917,Greek,krima,judgment,,
condemnation,G2919,Greek,krinō,to judge,FLAG,Flag
condemnation,G2919,Greek,krinō,to judge,M26,Righteousness
condemnation,G2920,Greek,krisis,judgment,FLAG,Flag
condemnation,G2920,Greek,krisis,judgment,M26,Righteousness
condemnation,G5020,Greek,tartaroō,hell: Tartarus,T2,Supplementary
condemnation,G5272,Greek,hupokrisis,hypocrisy,M14,Deceit
condemnation,H0816,Hebrew,a.sham,be guilty,M10,Sin
condemnation,H4191,Hebrew,mut,to die,T2,Supplementary
condemnation,H6064,Hebrew,a.nash,to fine,,
condemnation,H7561,Hebrew,ra.sha,be wicked,M26,Righteousness
condemnation,H7563,Hebrew,ra.sha,wicked,M10,Sin
condemnation,H7725K,Hebrew,shuv,to return: pay,,
condemnation,H8199,Hebrew,sha.phat,to judge,FLAG,Flag
condemnation,H8199,Hebrew,sha.phat,to judge,M26,Righteousness
condemnation,H8201,Hebrew,she.phet,judgment,FLAG,Flag
condemnation,H8201,Hebrew,she.phet,judgment,M26,Righteousness
conscience,G4893,Greek,suneidēsis,conscience,M47,Constitution
conscience,G4894,Greek,suneidō,be aware,M15,Wisdom
conscience,H3629,Hebrew,kil.yah,kidney,T2,Supplementary
consecration,G0037,Greek,hagiazō,to sanctify,,
consecration,G0040G,Greek,hagios,holy,M22,Praise
consecration,G0334,Greek,anathēma,offering,,
consecration,G2564G,Greek,kaleō,to call: call,M37,Calling
consecration,G4286,Greek,prothesis,purpose,M17,Counsel
consecration,G5048,Greek,teleioō,to perfect,,
consecration,G7751,Greek,kathagiazō,to consecrate,,
consecration,H3027R,Hebrew,yad,hand: donate,T2,Supplementary
consecration,H4390,Hebrew,ma.le,to fill,,
consecration,H4394,Hebrew,mil.lu,setting,,
consecration,H4888B,Hebrew,ma.she.chah,consecrated portion,T2,Supplementary
consecration,H5087,Hebrew,na.dar,to vow,,
consecration,H5088,Hebrew,ne.der,vow,,
consecration,H5139,Hebrew,na.zir,Nazirite,,
consecration,H5144A,Hebrew,na.zar,to dedicate,M12,Purity
consecration,H5144B,Hebrew,na.zar,be a Nazarite,T2,Supplementary
consecration,H5145G,Hebrew,ne.zer,consecration: Nazirite vow,T2,Supplementary
consecration,H5145H,Hebrew,ne.zer,consecration: crown,T2,Supplementary
consecration,H5145I,Hebrew,ne.zer,consecration: hair,T2,Supplementary
consecration,H6918G,Hebrew,qa.dosh,holy,M22,Praise
consecration,H6942G,Hebrew,qa.dash,to consecrate: consecate,M12,Purity
consecration,H6942H,Hebrew,qa.dash,to consecrate: dedicate,M12,Purity
consecration,H6942I,Hebrew,qa.dash,to consecrate: forfeit,M12,Purity
consecration,H6942J,Hebrew,qa.dash,to consecrate: prepare,M12,Purity
consecration,H6942K,Hebrew,qa.dash,to consecrate: holiness,M12,Purity
consecration,H6944G,Hebrew,qo.desh,holiness,M22,Praise
contempt,G1609,Greek,ekptuō,to spit out,,
contempt,G1702,Greek,empaizō,to mock,,
contempt,G1847,Greek,exoudenoō,be rejected,T2,Supplementary
contempt,G1848,Greek,exoutheneō,to reject,M07,Shame
contempt,G2706,Greek,katafroneō,to despise,,
contempt,G3058,Greek,loidoreō,to revile,,
contempt,G3643,Greek,oligōreō,to despise,,
contempt,G3679,Greek,oneidizō,to revile,,
contempt,G3680,Greek,oneidismos,reproach,,
contempt,G3856,Greek,paradeigmatizō,to disgrace,M07,Shame
contempt,G4065,Greek,perifroneō,to despise,,
contempt,G7351,Greek,exoudenōma,contempt,,
contempt,G7352,Greek,exoudenōsis,contempt,,
contempt,G7353,Greek,exouthenēma,a contemptible thing,,
contempt,H0936,Hebrew,buz,to despise,,
contempt,H0937,Hebrew,buz,contempt,M06,Hate
contempt,H0939,Hebrew,bu.zah,contempt,,
contempt,H0959,Hebrew,ba.zah,to despise,M06,Hate
contempt,H0963,Hebrew,biz.za.von,contempt,M06,Hate
contempt,H1163,Hebrew,ba.at,to kick,,
contempt,H1422,Hebrew,ge.du.phah,taunt,,
contempt,H1860,Hebrew,de.ra.on,abhorrence,M06,Hate
contempt,,,,,,
contempt,H2049,Hebrew,ha.tu.lim,mockery,,
contempt,H2107,Hebrew,zul,to lavish/despise,,
contempt,H2778A,Hebrew,cha.raph,to taunt,M06,Hate
contempt,H2781,Hebrew,cher.pah,reproach,M06,Hate
contempt,H3887,Hebrew,lits,to mock,M08,Pride
contempt,H3932,Hebrew,la.ag,to mock,M08,Pride
contempt,H3933,Hebrew,la.ag,derision,M08,Pride
contempt,H3934,Hebrew,la.eg,mocking,,
contempt,H3944,Hebrew,la.tson,scorning,,
contempt,H4426,Hebrew,me.li.tsah,mockery,,
contempt,H4485,Hebrew,man.gi.nah,mocking,,
contempt,H4912,Hebrew,ma.shal,proverb,,
contempt,H5006,Hebrew,na.ats,to spurn,M06,Hate
contempt,H5007A,Hebrew,ne.a.tsah,contempt,M06,Hate
contempt,H5007B,Hebrew,ne.a.tsah,contempt,M06,Hate
contempt,H5034A,Hebrew,na.val,be senseless,,
contempt,,,,,,
contempt,H6962,Hebrew,qut,to loath,M06,Hate
contempt,H7034,Hebrew,qa.lah,to dishonor,M07,Shame
contempt,H7043,Hebrew,qa.lal,to lighten,T2,Supplementary
contempt,H7046,Hebrew,qa.las,to mock,,
contempt,H7047,Hebrew,qe.les,derision,M08,Pride
contempt,H7048,Hebrew,qal.la.sah,derision,,
contempt,H7589,Hebrew,she.at,scorn,M06,Hate
contempt,H7590,Hebrew,shut,to despise,M06,Hate
contempt,H8148,Hebrew,she.ni.nah,taunt,,
contempt,H8322,Hebrew,she.re.qah,hissing,,
contempt,H8591,Hebrew,ta.a,to mock,,
contentment,G0073,Greek,agōn,fight,M35,Testing
contentment,G0714,Greek,arkeō,be sufficient,,
contentment,G0841,Greek,autarkeia,self-sufficiency,T2,Supplementary
contentment,G0842,Greek,autarkēs,self-sufficient,M46,Abundance
contentment,G2052,Greek,eritheia,rivalry,M28,Envy
contentment,G2054,Greek,eris,quarrel,M02,Anger
contentment,G2106,Greek,eudokeō,to delight,M04,Joy
contentment,G2213,Greek,zētēma,a question/dispute,,
contentment,G3859,Greek,paradiatribē,contention,,
contentment,G3948,Greek,paroxusmos,stirring up,M02,Anger
contentment,G8313,Greek,metriazō,be content,,
contentment,H2974,Hebrew,ya.al,be willing,M29,Desire
contentment,H3190,Hebrew,ya.tav,be good,M39,Blessing
contentment,H4066,Hebrew,ma.don,strife,M02,Anger
contentment,H4079,Hebrew,mid.yan,contention,,
contentment,H4390,Hebrew,ma.le,to fill,,
contentment,H4490,Hebrew,ma.nah,portion,,
contentment,H4683,Hebrew,mats.tsah,strife,M02,Anger
contentment,H4808,Hebrew,me.ri.vah,provocation,M02,Anger
contentment,H7378,Hebrew,riv,to contend,M44,Relational
contentment,H7379,Hebrew,riv,strife,M02,Anger
contentment,H7646,Hebrew,sa.ve.a,to satisfy,M46,Abundance
contentment,H7648,Hebrew,so.va,satiety,,
contentment,H7649,Hebrew,sa.ve.a,sated,,
contentment,H7961,Hebrew,sha.lev,at ease,,
contentment,H8085G,Hebrew,sha.ma,to hear: hear,M41,Remembrance
contrition,H1792,Hebrew,da.kha,to crush,M24,Weakness
contrition,H1793A,Hebrew,dak.ka,contrite,M09,Humility
contrition,H1793A,Hebrew,dak.ka,contrite,M11,Repentance
contrition,H1793B,Hebrew,dak.ka,dust,T2,Supplementary
contrition,H1794,Hebrew,da.khah,to crush,M24,Weakness
contrition,H5223,Hebrew,na.kheh,crippled,M24,Weakness
corruption,G0853,Greek,afanizō,to destroy,,
corruption,G0889,Greek,achreioō,to make worthless,,
corruption,G1311,Greek,diaftheirō,to destroy,M10,Sin
corruption,G1312,Greek,diafthora,decay,M25,Life
corruption,G1612,Greek,ekstrefō,be warped,,
corruption,G2585,Greek,kapēleuō,to peddle,,
corruption,G2679,Greek,kataskaptō,to ruin,,
corruption,G2692,Greek,katastrofē,ruin,,
corruption,G2704,Greek,kataftheirō,to deprave,,
corruption,G3393,Greek,miasma,defilement,,
corruption,G3394,Greek,miasmos,defilement,M10,Sin
corruption,G4550,Greek,sapros,rotten,,
corruption,G4595,Greek,sēpō,to rot,,
corruption,G4646,Greek,skolios,crooked,,
corruption,G4938,Greek,suntrimma,ruin,,
corruption,G5349,Greek,fthartos,perishable,,
corruption,G5351,Greek,ftheirō,to destroy,M10,Sin
corruption,G5356,Greek,fthora,corruption,M10,Sin
corruption,G7946,Greek,katafthora,corruption,,
corruption,H0006,Hebrew,a.vad,to perish,,
corruption,H0444,Hebrew,a.lach,to corrupt,M10,Sin
corruption,H1097,Hebrew,be.li,without,T2,Supplementary
corruption,H1100I,Hebrew,be.liy.ya.al,Belial: worthless,T2,Supplementary
corruption,H1942,Hebrew,hav.vah,desire,M28,Envy
corruption,H2015,Hebrew,ha.phakh,to overturn,T2,Supplementary
corruption,H2254B,Hebrew,cha.val,to destroy,M10,Sin
corruption,H2610,Hebrew,cha.neph,to pollute,,
corruption,H3589,Hebrew,kid,ruin,,
corruption,H3832,Hebrew,la.vat,to ruin,,
corruption,H4072,Hebrew,mid.cheh,ruin,,
corruption,H4167,Hebrew,muq,to mock,,
corruption,,,,,,
corruption,H4743,Hebrew,ma.qaq,to rot,,
corruption,H4889,Hebrew,mash.chit,destruction,M10,Sin
corruption,H4893B,Hebrew,ma.she.chat,corruption,M10,Sin
corruption,H5754,Hebrew,av.vah,ruin,,
corruption,H5856,Hebrew,i,ruin,,
corruption,H7591,Hebrew,she.iy.yah,ruin,,
corruption,H7703,Hebrew,sha.dad,to ruin,,
corruption,H7843,Hebrew,sha.chat,to ruin,M27,Evil
corruption,H7844,Hebrew,she.chat,to corrupt,,
corruption,H7845G,Hebrew,sha.chat,Pit: hell,T2,Supplementary
corruption,H7845H,Hebrew,sha.chat,pit: grave,T2,Supplementary
corruption,H8395,Hebrew,te.vu.sah,ruin,,
counsel,G1011,Greek,bouleuō,to plan,M15,Wisdom
counsel,G1012,Greek,boulē,plan,M17,Counsel
counsel,G4823,Greek,sumbouleuō,to consult,T2,Supplementary
counsel,G4824,Greek,sumboulion,counsel/council,M17,Counsel
counsel,H1697G,Hebrew,da.var,word,,
counsel,H1697I,Hebrew,da.var,word: thing,,
counsel,H3272A,Hebrew,ye.at,to counsel,,
counsel,H3272B,Hebrew,ya.et,counsellor,,
counsel,H3289,Hebrew,ya.ats,to advise,M15,Wisdom
counsel,H4156,Hebrew,mo.e.tsah,counsel,M17,Counsel
counsel,H4427B,Hebrew,ma.lakh,to advise,,
counsel,H4431,Hebrew,me.lekh,counsel,,
counsel,H5475,Hebrew,sod,counsel,M17,Counsel
counsel,H5779,Hebrew,uts,to plan,M15,Wisdom
counsel,H5843,Hebrew,e.ta,counsel,,
counsel,H6098,Hebrew,e.tsah,counsel,M17,Counsel
counsel,H6310I,Hebrew,peh,lip: word,,
counsel,H8458,Hebrew,tach.bu.lah,counsel,M17,Counsel
courage,G0407,Greek,andrizō,to act like a man,,
courage,G2114,Greek,euthumeō,be cheerful,M04,Joy
courage,G2292,Greek,tharreō,be confident,M04,Joy
courage,G2292,Greek,tharreō,be confident,M23,Strength
courage,G2293,Greek,tharseō,take heart,M04,Joy
courage,G2293,Greek,tharseō,take heart,M23,Strength
courage,G2294,Greek,tharsos,courage/confidence,,
courage,G5111,Greek,tolmaō,be bold,M34,Perseverance
courage,G6326,Greek,andreia,courage,,
courage,H0533,Hebrew,am.mits,strong,M23,Strength
courage,H0553,Hebrew,a.mets,to strengthen,M23,Strength
courage,H1361,Hebrew,ga.vah,to exult,M04,Joy
courage,H1361,Hebrew,ga.vah,to exult,M08,Pride
courage,H1369,Hebrew,ge.vu.rah,might,M23,Strength
courage,H2388G,Hebrew,cha.zaq,to strengthen: strengthen,M23,Strength
courage,H2428G,Hebrew,cha.yil,strength,M23,Strength
courage,,,,,,
courage,H7307G,Hebrew,ru.ach,spirit,,
covenant,G1242,Greek,diathēkē,covenant,M44,Relational
covenant,G1303,Greek,diatithēmi,to make a covenant,M21,Prayer
covenant,G2787G,Greek,kibōtos,ark: covenant,T2,Supplementary
covenant,G4934,Greek,suntithēmi,to agree,,
covenant,H1285,Hebrew,be.rit,covenant,M44,Relational
covenant,H3772H,Hebrew,ka.rat,to cut: make [covenant],M44,Relational
covenant,H3772J,Hebrew,ka.rat,to cut: lack,T2,Supplementary
covenant,H6148,Hebrew,a.rav,to pledge,,
covenant,H7650,Hebrew,sha.va,to swear,T2,Supplementary
covenant,H7802,Hebrew,shu.shan e.dut,Shushan-eduth,,
covenant,H7999B,Hebrew,sha.lam,to ally,,
covetousness,G0866,Greek,afilarguros,not greedy,M05,Love
covetousness,G1937,Greek,epithumeō,to long for,M18,Hope
covetousness,G1939,Greek,epithumia,desire,M28,Envy
covetousness,G2206,Greek,zēloō,be eager,M19,Trust
covetousness,G3713,Greek,oregō,to aspire,M18,Hope
covetousness,G4123,Greek,pleonektēs,greedy,M28,Envy
covetousness,G4124,Greek,pleonexia,greediness,M28,Envy
covetousness,G5366,Greek,filarguros,money-loving,M28,Envy
covetousness,H0183,Hebrew,a.vah,to desire,M28,Envy
covetousness,H1214G,Hebrew,ba.tsa,to cut off,,
covetousness,H1214H,Hebrew,ba.tsa,to cut off: to end,,
covetousness,H1214I,Hebrew,ba.tsa,to cut off: to gain,M29,Desire
covetousness,H1215,Hebrew,be.tsa,unjust-gain,,
covetousness,H2530A,Hebrew,cha.mad,to desire,M28,Envy
covetousness,H2530B,Hebrew,cha.mu.dah,precious thing,M28,Envy
craving,G0025,Greek,agapaō,to love,M05,Love
craving,G0154,Greek,aiteō,to ask,,
craving,G1934,Greek,epizēteō,to seek after,M21,Prayer
craving,G1937,Greek,epithumeō,to long for,M18,Hope
craving,G1938,Greek,epithumētēs,one who desires,M29,Desire
craving,G1939,Greek,epithumia,desire,M28,Envy
craving,G1971,Greek,epipotheō,to long for,M18,Hope
craving,G3552,Greek,noseō,be sick,M24,Weakness
craving,G3713,Greek,oregō,to aspire,M18,Hope
craving,G4124,Greek,pleonexia,greediness,M28,Envy
craving,G7114,Greek,eklimia,craving,,
craving,G8013,Greek,kissaō,to crave for strange food,,
craving,H0183,Hebrew,a.vah,to desire,M28,Envy
craving,H0404,Hebrew,a.khaph,to crave,,
craving,H1942,Hebrew,hav.vah,desire,M28,Envy
craving,H2637,Hebrew,cha.ser,to lack,,
craving,H7592,Hebrew,sha.al,to ask,M21,Prayer
craving,H8378,Hebrew,ta.a.vah,desire,M28,Envy
deadness,G0581,Greek,apogenomenos,to cease to be,,
deadness,G0599,Greek,apothnēskō,to die,,
deadness,G2253,Greek,hēmithanēs,half-dead,M24,Weakness
deadness,G2288,Greek,thanatos,death,T2,Supplementary
deadness,G2289,Greek,thanatoō,to kill,,
deadness,G2348,Greek,thnēskō,to die/be dead,T2,Supplementary
deadness,G2659,Greek,katanuxis,stupor,,
deadness,G2837,Greek,koimaō,to sleep,,
deadness,G2966,Greek,kōlon,corpse,,
deadness,G3498,Greek,nekros,dead,T2,Supplementary
deadness,G3499,Greek,nekroō,to put to death,M24,Weakness
deadness,G3500,Greek,nekrōsis,death,,
deadness,G4430,Greek,ptōma,corpse,,
deadness,G5053,Greek,teleutaō,to decease,,
deadness,H0330,Hebrew,e.tun,fine linen,,
deadness,H1472,Hebrew,ge.viy.yah,body,,
deadness,H1478,Hebrew,ga.va,to die,,
deadness,H2491A,Hebrew,cha.lal,slain: killed,T2,Supplementary
deadness,H4191,Hebrew,mut,to die,T2,Supplementary
deadness,H4194,Hebrew,ma.vet,death,T2,Supplementary
deadness,H5038,Hebrew,ne.ve.lah,carcass,,
deadness,H5315M,Hebrew,ne.phesh,soul: dead,M47,Constitution
deadness,H6297,Hebrew,pe.ger,corpse,,
deadness,H7290,Hebrew,ra.dam,to sleep,,
deadness,H7496,Hebrew,re.pha.im,shade,M27,Evil
deadness,H7901J,Hebrew,sha.khav,to lie down: be dead,,
debauchery,G0766,Greek,aselgeia,debauchery,M28,Envy
debauchery,G0810,Greek,asōtia,debauchery,M28,Envy
debauchery,G0811,Greek,asōtōs,wildly,T2,Supplementary
deceit,G0539,Greek,apatē,deceit,M14,Deceit
deceit,G1386,Greek,dolios,deceitful,M14,Deceit
deceit,G1387,Greek,dolioō,to deceive,M14,Deceit
deceit,G1388,Greek,dolos,deceit,M14,Deceit
deceit,G1818,Greek,exapataō,to deceive,,
deceit,G3834,Greek,panourgia,craftiness,,
deceit,G4106,Greek,planē,error,,
deceit,G4108,Greek,planos,deceiving,,
deceit,G5573,Greek,pseudologos,lying,,
deceit,G5574,Greek,pseudomai,to lie,,
deceit,G5579,Greek,pseudos,lie,,
deceit,G5582,Greek,pseusma,falsehood,,
deceit,G6957,Greek,doliotēs,deceit,,
deceit,H0205G,Hebrew,a.ven,evil: wickedness,M10,Sin
deceit,H0391,Hebrew,akh.zav,deceptive,,
deceit,H0693,Hebrew,a.rav,to ambush,,
deceit,H0898,Hebrew,ba.gad,to act treacherously,M10,Sin
deceit,H2505B,Hebrew,cha.laq,to smooth,,
deceit,H2514,Hebrew,cha.laq.qah,flattery,,
deceit,H2665,Hebrew,che.phe.s,plot,M14,Deceit
deceit,H3576,Hebrew,ka.zav,to lie,M14,Deceit
deceit,H3577,Hebrew,ka.zav,lie,M14,Deceit
deceit,H3582,Hebrew,ka.chad,to hide,,
deceit,H3584,Hebrew,ka.chash,to deceive,,
deceit,H3586,Hebrew,ke.chash,deceptive,,
deceit,H3655,Hebrew,ka.nah,to flatter,,
deceit,H3868,Hebrew,luz,be devious,M14,Deceit
deceit,H4123,Hebrew,ma.ha.tal.lot,deception,,
deceit,H4209,Hebrew,me.zim.mah,plot,M14,Deceit
deceit,H4820,Hebrew,mir.mah,deceit,M14,Deceit
deceit,H4860,Hebrew,mash.sha.on,guile,,
deceit,H5230,Hebrew,na.khal,to plot,,
deceit,H5377,Hebrew,na.sha,to deceive,,
deceit,H5641,Hebrew,sa.tar,to hide,M20,Doubt
deceit,H5956,Hebrew,a.lam,to conceal,M14,Deceit
deceit,H6121A,Hebrew,a.qov,insidious,M14,Deceit
deceit,H6280,Hebrew,a.tar,be abundant,,
deceit,,,,,,
deceit,H7423A,Hebrew,re.miy.yah,deceit,M14,Deceit
deceit,H7423B,Hebrew,re.miy.yah,slackness,M14,Deceit
deceit,H7723G,Hebrew,shav,vanity: false,M14,Deceit
deceit,H8266,Hebrew,sha.qar,to deal,M13,Truth
deceit,H8267,Hebrew,she.qer,deception,M14,Deceit
deceit,H8419,Hebrew,tah.pu.khah,perversity,M10,Sin
deceit,H8496,Hebrew,tokh,oppression,,
deceit,H8649B,Hebrew,tar.mit,deceitfulness,M14,Deceit
defilement,G0234,Greek,alisgēma,defilement,,
defilement,G0449,Greek,aniptos,unwashed,,
defilement,G2839G,Greek,koinos,common: unsanctified,,
defilement,G2840,Greek,koinoō,to profane,,
defilement,G3392,Greek,miainō,to stain,M12,Purity
defilement,G3393,Greek,miasma,defilement,,
defilement,G3394,Greek,miasmos,defilement,M10,Sin
defilement,G3435,Greek,molunō,to defile,M10,Sin
defilement,G3436,Greek,molusmos,defilement,M10,Sin
defilement,G4510,Greek,rupoō,to defile,,
defilement,G4695,Greek,spiloō,to stain,,
defilement,G5351,Greek,ftheirō,to destroy,M10,Sin
defilement,G7121,Greek,ekmiainō,to defile,,
defilement,G7170,Greek,ekfurō,to defile,,
defilement,G8327,Greek,miansis,defilement,,
defilement,H1351,Hebrew,ga.al,to defile,,
defilement,H1352,Hebrew,go.el,defilement,,
defilement,H1602,Hebrew,ga.al,to abhor,M06,Hate
defilement,H2490H,Hebrew,cha.lal,to profane/begin: profane,T2,Supplementary
defilement,H2491B,Hebrew,cha.lal,profaned,T2,Supplementary
defilement,H2610,Hebrew,cha.neph,to pollute,,
defilement,H2930A,Hebrew,ta.me,to defile,M10,Sin
defilement,H2931,Hebrew,ta.me,unclean,M10,Sin
defilement,H2932,Hebrew,tum.ah,uncleanness,M12,Purity
defilement,H2933,Hebrew,ta.mah,to defile,,
defilement,H2936,Hebrew,ta.naph,to soil,,
defilement,H5079,Hebrew,nid.dah,impurity,M10,Sin
defilement,H5953D,Hebrew,a.lal,to thrust,,
defilement,H6942I,Hebrew,qa.dash,to consecrate: forfeit,M12,Purity
defilement,H8262,Hebrew,shiq.qets,to detest,M27,Evil
delight,G0020,Greek,agalliasis,joy,M04,Joy
delight,G0587,Greek,apodektos,pleasing,,
delight,G0699,Greek,areskeia,pleasing,,
delight,G0700,Greek,areskō,to please,,
delight,G2100,Greek,euaresteō,to please,,
delight,G2106,Greek,eudokeō,to delight,M04,Joy
delight,G2234,Greek,hēdeōs,gladly,M04,Joy
delight,G4913,Greek,sunēdomai,to delight,M04,Joy
delight,G5463,Greek,chairō,to rejoice,M04,Joy
delight,G5479,Greek,chara,joy,M04,Joy
delight,G7936,Greek,kataterpō,to delight,,
delight,H1523,Hebrew,gil,to rejoice,M04,Joy
delight,H2530A,Hebrew,cha.mad,to desire,M28,Envy
delight,H2531,Hebrew,che.med,delight,M04,Joy
delight,H2532A,Hebrew,chem.dah,desire,M28,Envy
delight,H2532B,Hebrew,cha.mu.dah,desirable thing,M28,Envy
delight,H2654A,Hebrew,cha.phets,to delight in,M04,Joy
delight,H2654B,Hebrew,cha.phats,to sway,FLAG,Flag
delight,H2654B,Hebrew,cha.phats,to sway,T2,Supplementary
delight,H2655,Hebrew,cha.phets,delighting,M04,Joy
delight,H2656,Hebrew,che.phets,pleasure,M04,Joy
delight,H2657H,Hebrew,cheph.tsi-vah,My Delight Is in Her,T2,Supplementary
delight,H2896A,Hebrew,tov,pleasant,M04,Joy
delight,H3302,Hebrew,ya.phah,be beautiful,,
delight,H4261,Hebrew,mach.mad,desire,M28,Envy
delight,H4263,Hebrew,mach.mal,compassion,M05,Love
delight,H4574,Hebrew,ma.a.dan,delicacy,T2,Supplementary
delight,H4885,Hebrew,ma.s.vo.s,rejoicing,M04,Joy
delight,H4998,Hebrew,na.ah,be lovely,,
delight,H5000,Hebrew,na.eh,lovely,M05,Love
delight,H5273A,Hebrew,na.im,pleasant,M04,Joy
delight,H5276,Hebrew,na.em,be pleasant,M04,Joy
delight,H5282,Hebrew,na.a.man,pleasantness,M04,Joy
delight,H5414G,Hebrew,na.tan,to give: give,M12,Purity
delight,H5727,Hebrew,a.dan,to luxuriate,M46,Abundance
delight,H5730A,Hebrew,e.den,delicacy,T2,Supplementary
delight,H5730B,Hebrew,ed.nah,delight,M04,Joy
delight,H5965,Hebrew,a.las,to rejoice,M04,Joy
delight,H6026,Hebrew,a.nog,to delight,M04,Joy
delight,H6027,Hebrew,o.neg,delight,M04,Joy
delight,H6149,Hebrew,a.rav,to please,M04,Joy
delight,H7306,Hebrew,ri.ach,to smell,,
delight,H7470,Hebrew,re.u,pleasure,,
delight,H7521,Hebrew,ra.tsah,to accept,M39,Blessing
delight,H7522,Hebrew,ra.tson,acceptance,M29,Desire
delight,H7797,Hebrew,su.s,to rejoice,M04,Joy
delight,H7814,Hebrew,se.choq,laughter,,
delight,H8055,Hebrew,sa.mach,to rejoice,M04,Joy
delight,H8056,Hebrew,sa.me.ach,glad,M04,Joy
delight,H8057,Hebrew,sim.chah,joy,M04,Joy
delight,H8173A,Hebrew,sha.a,to smear,T2,Supplementary
delight,H8173B,Hebrew,sha.a,to delight,M04,Joy
delight,H8191,Hebrew,sha.a.shu.im,delight,M04,Joy
delight,H8231,Hebrew,sha.phar,to polish,,
delight,H8342,Hebrew,sa.s.von,rejoicing,M04,Joy
delight,H8378,Hebrew,ta.a.vah,desire,M28,Envy
delight,H8588,Hebrew,ta.a.nug,luxury,M04,Joy
desire,G0154,Greek,aiteō,to ask,,
desire,G0701,Greek,arestos,pleasing,M04,Joy
desire,G1013,Greek,boulēma,plan,M17,Counsel
desire,G1014,Greek,boulomai,to plan,M15,Wisdom
desire,G1809,Greek,exaiteō,to demand/ask for,T2,Supplementary
desire,G1934,Greek,epizēteō,to seek after,M21,Prayer
desire,G1937,Greek,epithumeō,to long for,M18,Hope
desire,G1938,Greek,epithumētēs,one who desires,M29,Desire
