registry_word,strongNumber,language,stepTransliteration,stepGloss,cluster_code,cluster_name
being,G7565,Greek,eurōtiaō,be moldy,,
being,G7567,Greek,eustatheō,be stable,,
being,G7576,Greek,euōdiazō,be fragrant,,
being,G7589,Greek,echthreuō,be an enemy,,
being,G7618,Greek,hēgēteon,be esteemed,,
being,G7619,Greek,hēdunō,be delicious,,
being,G7635,Greek,ēremazō,be calm,,
being,G7752,Greek,kathareuō,be clean,,
being,G7767,Greek,kathustereō,be late,,
being,G7973,Greek,katoiomai,be arrogant,,
being,G7994,Greek,kepfōtheis,being easily led on,,
being,G8083,Greek,kraipalaō,be dizzy from wine,,
being,G8128,Greek,kuoforeō,be with child,,
being,G8146,Greek,kōfeuō,be silent,,
being,G8147,Greek,kōfoō,be mute,,
being,G8186,Greek,leukanthizō,be white,,
being,G8199,Greek,limōssō,be famished,,
being,G8229,Greek,maimassō,be irresistibly led,,
being,G8242,Greek,malakizomai,be infirm,,
being,G8313,Greek,metriazō,be content,,
being,G8320,Greek,mēniō,be infuriated,,
being,G8363,Greek,murmēkiaō,be troubled with warts,,
being,G8376,Greek,narkaō,be paralyzed,,
being,G8422,Greek,xanthizō,be yellowish,,
being,G8463,Greek,oinoflugeō,be drunk with wine,,
being,G8466,Greek,oinoō,be drunk with wine,,
being,G8468,Greek,oichomai,be undone,,
being,G8485,Greek,oligopsucheō,be faint-hearted,,
being,G8513,Greek,omfakizō,be sour,,
being,G8546,Greek,orthoō,be straight up,,
being,G8642,Greek,paratrechō,be a bodyguard,,
being,G8658,Greek,paroistraō,be in heat,,
being,G8687,Greek,pelioomai,be darkened,,
being,G8694,Greek,penomai,be in need,,
being,G8721,Greek,periginomai,be an advantage,,
being,G8825,Greek,pneumatoforeomai,be carried by wind,,
being,G8854,Greek,poluplētheō,be numerous,,
being,G8898,Greek,prokatalambanō,be first to take,,
being,G8926,Greek,proskaiō,be burnt through,,
being,G8963,Greek,prōtobathreō,be seated first,,
being,G8997,Greek,purrizō,be reddish,,
being,H0014,Hebrew,a.vah,be willing,M29,Desire
being,H0014,Hebrew,a.vah,be willing,M30,Obedience
being,H0142,Hebrew,a.dar,be glorious,,
being,H0235,Hebrew,a.zal,be gone,,
being,H0340,Hebrew,a.yav,be hostile,M06,Hate
being,H0377,Hebrew,.shsh,be manly,,
being,H0383,Hebrew,i.tay,there is,,
being,H0481,Hebrew,a.lam,be dumb,,
being,H0539,Hebrew,a.man,be faithful,M13,Truth
being,H0599,Hebrew,a.naph,be angry,M02,Anger
being,H0605,Hebrew,a.nash,be incurable,M24,Weakness
being,H0749,Hebrew,a.rikh,be proper,,
being,H0816,Hebrew,a.sham,be guilty,M10,Sin
being,H0888,Hebrew,be.esh,be displeased,M02,Anger
being,H0909,Hebrew,ba.dad,be alone,,
being,H0954,Hebrew,bosh,be ashamed,M07,Shame
being,H0973A,Hebrew,ba.chel,to loath,,
being,H0973B,Hebrew,ba.chel,be greedy,,
being,H1069,Hebrew,ba.khar,to be/bear firstborn,,
being,H1082,Hebrew,ba.lag,be cheerful,M04,Joy
being,H1149,Hebrew,be.nas,be angry,,
being,H1197B,Hebrew,ba.ar,be brutish,,
being,H1203,Hebrew,be.esh.te.rah,Beeshterah,,
being,H1238A,Hebrew,ba.qaq,be luxuriant,,
being,H1672,Hebrew,da.ag,be anxious,M20,Doubt
being,H1738,Hebrew,da.vah,be sick,M24,Weakness
being,H1821,Hebrew,de.mah,be like,T2,Supplementary
being,H1933A,Hebrew,ha.va,to fall,,
being,H1933B,Hebrew,ha.vah,to be,,
being,H1934,Hebrew,ha.va,to be,T2,Supplementary
being,H1951,Hebrew,hun,be ready,,
being,H1961,Hebrew,ha.yah,to be,,
being,H1984C,Hebrew,ha.lal,to be foolish,M16,Folly
being,H1995B,Hebrew,ha.man,be turbulent,,
being,H2103,Hebrew,zud,be proud,M08,Pride
being,H2114A,Hebrew,zur,be a stranger,,
being,H2114B,Hebrew,zur,be loathsome,,
being,H2141,Hebrew,za.khakh,be clean,,
being,H2151B,Hebrew,za.lal,be vile,,
being,H2194,Hebrew,za.am,be indignant,M02,Anger
being,H2204,Hebrew,za.qen,be old,,
being,H2254C,Hebrew,cha.val,be in labour,,
being,H2300A,Hebrew,cha.dad,be sharp,,
being,H2342B,Hebrew,chil,be firm,,
being,H2421,Hebrew,cha.yah,to live,M25,Life
being,H2449,Hebrew,cha.kham,be wise,,
being,H2456,Hebrew,cha.la,be sick,,
being,H2470A,Hebrew,cha.lah,be weak: weak,M24,Weakness
being,H2470H,Hebrew,cha.lah,be weak: ill,M24,Weakness
being,H2470I,Hebrew,cha.lah,be weak: grieved,M03,Grief
being,H2492A,Hebrew,cha.lam,be healthy,,
being,H2556B,Hebrew,cha.mats,be red,,
being,H2560C,Hebrew,cha.mar,be red,,
being,H2603A,Hebrew,cha.nan,be gracious,M39,Blessing
being,H2603B,Hebrew,cha.nan,be loathsome,T2,Supplementary
being,H2604,Hebrew,cha.nan,be gracious,M39,Blessing
being,H2616A,Hebrew,cha.sad,be kind,M05,Love
being,H2659,Hebrew,cha.pher,be ashamed,M07,Shame
being,H2666,Hebrew,cha.phash,be free,,
being,H2685,Hebrew,cha.tsaph,be hasty,,
being,H2718,Hebrew,cha.rav,be wasted,,
being,H2734,Hebrew,cha.rah,to be incensed,M02,Anger
being,H2790A,Hebrew,cha.rash,to plow/plot,M14,Deceit
being,H2790B,Hebrew,cha.resh,be quiet,M33,Peace
being,H2814,Hebrew,cha.shah,be silent,M42,Speech
being,H2826,Hebrew,cha.shal,be feeble,,
being,H2859B,Hebrew,cha.tan,be related,,
being,H2865,Hebrew,cha.tat,to to be dismayed,M01,Fear
being,H2868,Hebrew,te.ev,be good,M04,Joy
being,H2891,Hebrew,ta.her,be pure,M12,Purity
being,H2895,Hebrew,tov,be pleasing,M39,Blessing
being,H2902B,Hebrew,ta.chach,to be smeared,,
being,H2954,Hebrew,ta.phash,be insensitive,M30,Obedience
being,H2973,Hebrew,ya.al,be foolish,M16,Folly
being,H2974,Hebrew,ya.al,be willing,M29,Desire
being,H2992,Hebrew,ya.vam,be brother-in-law,,
being,H3021,Hebrew,ya.ge.a,be weary/toil,M24,Weakness
being,H3161,Hebrew,ya.chad,be joined,T2,Supplementary
being,H3190,Hebrew,ya.tav,be good,M39,Blessing
being,H3191,Hebrew,ye.tav,be good,,
being,H3201,Hebrew,ya.khol,be able,M23,Strength
being,H3202,Hebrew,ye.khil,be able,,
being,H3267,Hebrew,ya.az,be fierce,,
being,H3302,Hebrew,ya.phah,be beautiful,,
being,H3334,Hebrew,ya.tsar,be distressed,T2,Supplementary
being,H3365,Hebrew,ya.qar,be precious,M29,Desire
being,H3415,Hebrew,ya.ra,be ill,,
being,H3426,Hebrew,yesh,there,T2,Supplementary
being,H3456,Hebrew,ya.sham,be desolate,,
being,H3512A,Hebrew,ka.ah,be disheartened,M20,Doubt
being,H3546,Hebrew,ke.hal,be able,,
being,H3637,Hebrew,ka.lam,be humiliated,M07,Shame
being,H3665,Hebrew,ka.na,be humble,M09,Humility
being,H3688,Hebrew,ka.sal,be stupid,M16,Folly
being,H3735,Hebrew,ke.ra,be distressed,M01,Fear
being,H3736,Hebrew,kar.bel,be clothed,,
being,H3780,Hebrew,ka.sah,be sated,,
being,H3799,Hebrew,ka.tam,be stained,,
being,H3811,Hebrew,la.ah,be weary,M24,Weakness
being,H3868,Hebrew,luz,be devious,M14,Deceit
being,H4134,Hebrew,mukh,be poor,M24,Weakness
being,H4229C,Hebrew,ma.chah,be marrow,,
being,H4603,Hebrew,ma.al,be unfaithful,M10,Sin
being,H4834,Hebrew,ma.rats,be sick,,
being,H4985,Hebrew,ma.toq,be sweet,,
being,H4998,Hebrew,na.ah,be lovely,,
being,H5014,Hebrew,na.vav,be hollow,,
being,H5034A,Hebrew,na.val,be senseless,,
being,H5068,Hebrew,na.dav,be willing,M29,Desire
being,H5069,Hebrew,ne.dav,be willing,M29,Desire
being,H5136,Hebrew,nush,be sick,M24,Weakness
being,H5144B,Hebrew,na.zar,be a Nazarite,T2,Supplementary
being,H5162G,Hebrew,na.cham,to be sorry: comfort,M05,Love
being,H5162H,Hebrew,na.cham,to be sorry: relent,M11,Repentance
being,H5276,Hebrew,na.em,be pleasant,M04,Joy
being,H5314,Hebrew,na.phash,be refreshed,M25,Life
being,H5361,Hebrew,na.qa,be alienated,,
being,H5405,Hebrew,na.shat,be dry,,
being,H5433B,Hebrew,sa.va,be drunk,,
being,H5487,Hebrew,suph,be fulfilled,,
being,H5528,Hebrew,sa.khal,be foolish,,
being,H5532,Hebrew,sa.khan,be useful,,
being,H5535,Hebrew,sa.khat,be silent,,
being,H5674B,Hebrew,a.var,be angry,,
being,H5674H,Hebrew,a.var,be arrogant,,
being,H5701,Hebrew,a.gam,be grieved,,
being,H5783,Hebrew,ur,be exposed,T2,Supplementary
being,H5810,Hebrew,a.zaz,be strong,M23,Strength
being,H5888,Hebrew,iph,be faint,,
being,H6009,Hebrew,a.moq,be deep,,
being,H6031A,Hebrew,a.nah,be occupied,FLAG,Flag
being,H6031A,Hebrew,a.nah,be occupied,T2,Supplementary
being,H6101,Hebrew,a.tsel,be sluggish,M24,Weakness
being,H6105A,Hebrew,a.tsom,be vast,M23,Strength
being,H6132,Hebrew,a.qar,be uprooted,,
being,H6188,Hebrew,a.ral,be uncircumcised,,
being,H6191,Hebrew,a.rom,be shrewd,M15,Wisdom
being,H6225,Hebrew,a.shan,be angry,,
being,H6257,Hebrew,a.tod,be ready,,
being,H6280,Hebrew,a.tar,be abundant,,
being,H6313,Hebrew,pug,be numb,,
being,H6338,Hebrew,pa.zaz,be refined,,
being,H6339,Hebrew,pa.zaz,be agile,,
being,H6348,Hebrew,pa.chaz,be reckless,,
being,H6395,Hebrew,pa.lah,be distinguished,,
being,H6500,Hebrew,pa.ra,be fruitful,,
being,H6509,Hebrew,pa.rah,be fruitful,,
being,H6705,Hebrew,tsa.chach,be dazzling,,
being,H6800A,Hebrew,tsa.na,be humble,M09,Humility
being,H6819,Hebrew,tsa.ar,be little,,
being,H6879,Hebrew,tsa.ra,be leprous,,
being,H6937,Hebrew,qa.dar,be dark,T2,Supplementary
being,H6949,Hebrew,qa.hah,be blunt,,
being,H6994,Hebrew,qa.ton,be small,,
being,H7038,Hebrew,qa.lat,be stunted,,
being,H7065,Hebrew,qa.na,be jealous,M02,Anger
being,H7107,Hebrew,qa.tsaph,be angry,M02,Anger
being,H7108,Hebrew,qe.tsaph,be angry,,
being,H7114A,Hebrew,qa.tser,be short,T2,Supplementary
being,H7292,Hebrew,ra.hav,to be assertive,M08,Pride
being,H7304,Hebrew,ra.vach,be wide,,
being,H7311B,Hebrew,ra.mam,be rotten,T2,Supplementary
being,H7326,Hebrew,rush,be poor,M24,Weakness
being,H7363A,Hebrew,ra.chaph,be weak,,
being,H7372,Hebrew,ra.tev,be moist,,
being,H7375,Hebrew,ru.ta.phash,be fresh,,
being,H7401,Hebrew,ra.khakh,be tender,,
being,H7426,Hebrew,ra.mom,be exalted,M08,Pride
being,H7456,Hebrew,ra.ev,be hungry,,
being,H7488A,Hebrew,ra.an,be fresh,,
being,H7489A,Hebrew,ra.a,be evil,M27,Evil
being,H7561,Hebrew,ra.sha,be wicked,M26,Righteousness
being,H7662,Hebrew,she.vaq,to be left,,
being,H7672,Hebrew,she.vash,be perplexed,M20,Doubt
being,H7696,Hebrew,sha.ga,be mad,M16,Folly
being,H7737A,Hebrew,sha.vah,be like,T2,Supplementary
being,H7739A,Hebrew,she.vah,be like,T2,Supplementary
being,H7739B,Hebrew,she.vah,be set,T2,Supplementary
being,H7835,Hebrew,sha.char,be black,,
being,H7867,Hebrew,siv,be gray,,
being,H7868,Hebrew,siv,be gray,,
being,H7901J,Hebrew,sha.khav,to lie down: be dead,,
being,H7919A,Hebrew,sa.khal,be prudent,M15,Wisdom
being,H7921A,Hebrew,sha.khol,be bereaved,,
being,H7937,Hebrew,sha.khar,be drunk,,
being,H7954,Hebrew,she.leh,be safe,,
being,H7965I,Hebrew,sha.lom,peace: well-being,M33,Peace
being,H8000,Hebrew,she.lem,be complete,,
being,H8074G,Hebrew,sha.mem,be desolate: destroyed,M27,Evil
being,H8074H,Hebrew,sha.mem,be desolate: appalled,,
being,H8075,Hebrew,she.mam,be appalled,,
being,H8192,Hebrew,sha.phah,be bare,,
being,H8214,Hebrew,she.phel,be low,,
being,H8246,Hebrew,sha.qad,be almond shaped,,
being,H8367,Hebrew,sha.taq,be quiet,,
being,H8382,Hebrew,ta.am,be double,T2,Supplementary
being,H8429,Hebrew,te.vah,be startled,M01,Fear
being,H8524,Hebrew,ta.lul,be eminent,,
being,H8626,Hebrew,ta.qan,be straight,,
bitterness,G4087,Greek,pikrainō,to embitter,M03,Grief
bitterness,G4088,Greek,pikria,bitterness,M02,Anger
bitterness,G4089,Greek,pikros,bitter,M28,Envy
bitterness,G7895,Greek,katapikros,very bitter,,
bitterness,G8793,Greek,pikrasmos,bitterness,,
bitterness,G8794,Greek,pikris,a bitter herb,,
bitterness,H3939,Hebrew,la.a.nah,wormwood,,
bitterness,H4470,Hebrew,me.mer,bitterness,M03,Grief
bitterness,H4472,Hebrew,mam.ror,bitterness,M03,Grief
bitterness,H4751,Hebrew,mar,bitter,M03,Grief
bitterness,H4751,Hebrew,mar,bitter,T2,Supplementary
bitterness,H4784,Hebrew,ma.rah,to rebel,M30,Obedience
bitterness,H4786,Hebrew,mo.rah,bitterness,M03,Grief
bitterness,H4787,Hebrew,mor.rah,bitterness,M03,Grief
bitterness,H4805H,Hebrew,me.ri,rebellion,M30,Obedience
bitterness,H4814,Hebrew,me.ri.rut,bitterness,,
bitterness,H4815,Hebrew,me.ri.ri,bitter,,
bitterness,H4834,Hebrew,ma.rats,be sick,,
bitterness,H4843,Hebrew,ma.rar,to provoke,M02,Anger
bitterness,H4843,Hebrew,ma.rar,to provoke,M03,Grief
bitterness,H4844,Hebrew,ma.ror,bitterness,M03,Grief
bitterness,H4846,Hebrew,me.ro.rah,gall,,
bitterness,H7219,Hebrew,rosh,poison,M24,Weakness
bitterness,H8563,Hebrew,tam.rur,bitterness,,
blessing,G1757,Greek,eneulogeomai,be blessed,,
blessing,G2036,Greek,eipon,to say: said,,
blessing,G2127,Greek,eulogeō,to praise/bless,M22,Praise
blessing,G2128,Greek,eulogētos,praiseworthy,,
blessing,G2129,Greek,eulogia,praise,,
blessing,G3106,Greek,makarizō,to bless,,
blessing,G3107,Greek,makarios,blessed,,
blessing,G3108,Greek,makarismos,blessedness,M04,Joy
blessing,G5485,Greek,charis,grace,M39,Blessing
blessing,G5486,Greek,charisma,gift,M39,Blessing
blessing,G5487,Greek,charitoō,to favor,M39,Blessing
blessing,G6050,Greek,kateulogeō,to bless,,
blessing,G8231,Greek,makaristos,most blessed,,
blessing,H0833,Hebrew,a.shar,to bless,,
blessing,H0835,Hebrew,e.sher,blessed,M39,Blessing
blessing,H1288,Hebrew,ba.rakh,to bless,M39,Blessing
blessing,H1289,Hebrew,be.rakh,to bless,,
blessing,H1293,Hebrew,be.ra.khah,blessing,M22,Praise
blessing,H1926,Hebrew,ha.dar,glory,M22,Praise
blessing,H3190,Hebrew,ya.tav,be good,M39,Blessing
blindness,,,,,,
boastfulness,G0212,Greek,alazoneia,boasting,M08,Pride
boastfulness,G0213,Greek,alazōn,braggart,M08,Pride
boastfulness,G0850,Greek,auchmēros,dingy,,
boastfulness,G2620,Greek,katakauchaomai,to boast,,
boastfulness,G2744,Greek,kauchaomai,to boast,M08,Pride
boastfulness,G2745,Greek,kauchēma,pride,M08,Pride
boastfulness,G2746,Greek,kauchēsis,pride,M08,Pride
boastfulness,G2755,Greek,kenodoxos,conceited,,
boastfulness,G3004G,Greek,legō,to say: says,,
boastfulness,G3166,Greek,megalaucheō,to boast,,
boastfulness,G4068,Greek,perpereuomai,to boast,,
boastfulness,G5111,Greek,tolmaō,be bold,M34,Perseverance
boastfulness,G5246,Greek,huperonkos,boastful,,
boastfulness,G6094,Greek,aucheō,to boast,,
boastfulness,G7013,Greek,enkauchaomai,to boast of,,
boastfulness,H0907,Hebrew,bad,bluster,,
boastfulness,H1346,Hebrew,ga.a.vah,pride,M08,Pride
boastfulness,H1431,Hebrew,ga.dal,to magnify,M22,Praise
boastfulness,H1696G,Hebrew,da.var,to speak: speak,,
boastfulness,H1984A,Hebrew,ha.lal,to shine,T2,Supplementary
boastfulness,H1984B,Hebrew,ha.lal,to boast: praise,M22,Praise
boastfulness,H1984C,Hebrew,ha.lal,to be foolish,M16,Folly
boastfulness,H1984H,Hebrew,ha.lal,to boast: boast,M08,Pride
boastfulness,H1984I,Hebrew,ha.lal,to boast: rave madly,M08,Pride
boastfulness,H1984I,Hebrew,ha.lal,to boast: rave madly,M16,Folly
boastfulness,H3235,Hebrew,ya.mar,to exchange,,
boastfulness,H3513G,Hebrew,ka.ved,to honor: honour,,
boastfulness,H5947,Hebrew,al.liz,jubilant,,
boastfulness,H6286A,Hebrew,pa.ar,to beautify,,
boastfulness,H6350,Hebrew,pa.cha.zut,recklessness,,
boastfulness,H7235A,Hebrew,ra.vah,to multiply,M23,Strength
boastfulness,H7312,Hebrew,rum,height,M08,Pride
boldness,G0662,Greek,apotolmaō,be bold,M34,Perseverance
boldness,G2292,Greek,tharreō,be confident,M04,Joy
boldness,G2292,Greek,tharreō,be confident,M23,Strength
boldness,G3954,Greek,parrēsia,boldness,M34,Perseverance
boldness,G3955,Greek,parrēsiazomai,to preach boldly,M21,Prayer
boldness,G4006,Greek,pepoithēsis,confidence,M19,Trust
boldness,G5111,Greek,tolmaō,be bold,M34,Perseverance
boldness,G5112,Greek,tolmēroteron,more boldly,T2,Supplementary
boldness,G5113,Greek,tolmētēs,bold man,M08,Pride
boldness,G7683,Greek,thrasos,boldness,,
boldness,G7684,Greek,thrasukardios,bold-hearted,T2,Supplementary
boldness,G7686,Greek,thrasus,bold,,
boldness,H5797,Hebrew,oz,strength,M23,Strength
boldness,H5810,Hebrew,a.zaz,be strong,M23,Strength
boldness,H7292,Hebrew,ra.hav,to be assertive,M08,Pride
bondage,G0509,Greek,anōthen,from above/again,,
bondage,G1397,Greek,douleia,slavery,M36,Service
bondage,G1398,Greek,douleuō,be a slave,M36,Service
bondage,G1402,Greek,douloō,to enslave,M36,Service
bondage,G2615,Greek,katadouloō,to enslave,M36,Service
bondage,H0631,Hebrew,a.sar,to bind,,
bondage,H3533,Hebrew,ka.vash,to subdue,,
bondage,H4805H,Hebrew,me.ri,rebellion,M30,Obedience
bondage,H5647G,Hebrew,a.vad,to serve,M36,Service
bondage,H5650,Hebrew,e.ved,servant/slave,,
bondage,H5656G,Hebrew,a.vo.dah,service,M36,Service
bondage,H5656I,Hebrew,a.vo.dah,service: work,M36,Service
bondage,H5659,Hebrew,av.dut,slavery,M36,Service
brokenness,G1284,Greek,diarrēgnumi,to tear,,
brokenness,G1288,Greek,diaspaō,to tear apart,,
brokenness,G1358,Greek,diorussō,to break in,,
brokenness,G1575,Greek,ekklaō,to break off,,
brokenness,G1846,Greek,exorussō,to dig through/out,,
brokenness,G2801,Greek,klasma,fragment,,
brokenness,G2806,Greek,klaō,to break,,
brokenness,G3089,Greek,luō,to loose,,
brokenness,G4917,Greek,sunthlaō,to shatter,,
brokenness,G4937,Greek,suntribō,to break,,
brokenness,G4977,Greek,schizō,to split,T2,Supplementary
brokenness,G5259G,Greek,hupo,by/under: by,,
brokenness,G6485,Greek,apospasma,a broken branch,,
brokenness,H0006,Hebrew,a.vad,to perish,,
brokenness,H1438,Hebrew,ga.da,to cut down/off,,
brokenness,H1505,Hebrew,ge.zar,to determine,,
brokenness,H1638,Hebrew,ga.ras,to break,,
brokenness,H1790,Hebrew,dakh,crushed,,
brokenness,H1792,Hebrew,da.kha,to crush,M24,Weakness
brokenness,H1794,Hebrew,da.khah,to crush,M24,Weakness
brokenness,H1855,Hebrew,de.qaq,to break up,,
brokenness,H1986,Hebrew,ha.lam,to smite,,
brokenness,H2040,Hebrew,ha.ras,to overthrow,,
brokenness,H2116,Hebrew,zu.reh,crushed,,
brokenness,H2254B,Hebrew,cha.val,to destroy,M10,Sin
brokenness,H2490H,Hebrew,cha.lal,to profane/begin: profane,T2,Supplementary
brokenness,H2844B,Hebrew,chat,shattered,FLAG,Flag
brokenness,H2844B,Hebrew,chat,shattered,T2,Supplementary
brokenness,H2865,Hebrew,cha.tat,to to be dismayed,M01,Fear
brokenness,H3512A,Hebrew,ka.ah,be disheartened,M20,Doubt
brokenness,H3782,Hebrew,ka.shal,to stumble,,
brokenness,H3807,Hebrew,ka.tat,to crush,M24,Weakness
brokenness,H4347,Hebrew,mak.kah,wound,,
brokenness,H4790,Hebrew,me.ro.ach,crushed,,
brokenness,H5181,Hebrew,na.chet,to descend,,
brokenness,H5218B,Hebrew,na.khe,stricken,,
brokenness,H5310A,Hebrew,na.phats,to shatter,,
brokenness,H5421,Hebrew,na.ta,to break,,
brokenness,H5423,Hebrew,na.taq,to tear,,
brokenness,H5927L,Hebrew,a.lah,to ascend: dawn,,
brokenness,H6031B,Hebrew,a.nah,to afflict,M24,Weakness
brokenness,H6202,Hebrew,a.raph,to break the neck,,
brokenness,H6331,Hebrew,pur,to break,,
brokenness,H6480,Hebrew,pa.tsam,to split open,,
brokenness,H6481,Hebrew,pa.tsa,to wound,,
brokenness,H6524B,Hebrew,pa.rach,to break out,,
brokenness,H6528,Hebrew,pe.ret,broken,,
brokenness,H6555,Hebrew,pa.rats,to break through,,
brokenness,H6556,Hebrew,pe.rets,breach,,
brokenness,H6561,Hebrew,pa.raq,to tear,,
brokenness,H6565A,Hebrew,pa.rar,to break,,
brokenness,H6565B,Hebrew,pa.rar,to split,,
brokenness,H7115,Hebrew,qo.tser,shortness,T2,Supplementary
brokenness,H7280C,Hebrew,ra.ga,to harden,,
brokenness,H7462B,Hebrew,ra.ah,to pasture,,
brokenness,H7465,Hebrew,ro.ah,to shatter,T2,Supplementary
brokenness,H7489B,Hebrew,ra.a,to shatter,,
brokenness,H7533,Hebrew,ra.tsats,to crush,M24,Weakness
brokenness,H7576,Hebrew,ra.taq,to bind,,
brokenness,H7616,Hebrew,she.va.vim,fragment,,
brokenness,H7665,Hebrew,sha.var,to break,M24,Weakness
brokenness,H7665,Hebrew,sha.var,to break,T2,Supplementary
brokenness,H7667,Hebrew,she.ver,breaking,M24,Weakness
brokenness,H7670,Hebrew,shib.ba.ron,breaking,M24,Weakness
brokenness,H8406,Hebrew,te.var,to break,T2,Supplementary
brokenness,H8601,Hebrew,tu.phi.nim,baked,,
calling,G0235,Greek,alla,but,,
calling,G0994,Greek,boaō,to cry out,,
calling,G1528,Greek,eiskaleō,to invite,,
calling,G1793,Greek,entunchanō,to call on,M37,Calling
calling,G1941,Greek,epikaleō,to call (on)/name,M37,Calling
calling,G1951,Greek,epilegō,to call/choose,,
calling,G2028,Greek,eponomazō,to name,,
calling,G2036,Greek,eipon,to say: said,,
calling,G2046,Greek,erō,to say: did said,,
calling,G2564G,Greek,kaleō,to call: call,M37,Calling
calling,G2564H,Greek,kaleō,to call: name,,
calling,G2821,Greek,klēsis,calling,M31,Faith
calling,G2822,Greek,klētos,called,M31,Faith
calling,G2896,Greek,krazō,to cry,M42,Speech
calling,G3004G,Greek,legō,to say: says,,
calling,G3004H,Greek,legō,to say: name,,
calling,G3333,Greek,metakaleō,to summon,,
calling,G3686,Greek,onoma,name,T2,Supplementary
calling,G3687,Greek,onomazō,to name,T2,Supplementary
calling,G3870,Greek,parakaleō,to plead/comfort,M05,Love
calling,G4316,Greek,prosagoreuō,to designate,,
calling,G4341,Greek,proskaleō,to call to/summon,M37,Calling
calling,G4377,Greek,prosfōneō,to call to/summon,M37,Calling
calling,G4779,Greek,sunkaleō,to call together,,
calling,G5455,Greek,fōneō,to call,M42,Speech
calling,G5537,Greek,chrēmatizō,to announce,,
calling,G5581,Greek,pseudōnumos,falsely called,,
calling,G6285,Greek,anakaleō,to call by name,,
calling,G7099,Greek,ekkaleō,to call forth,,
calling,G7115,Greek,eklogizomai,to call into account,,
calling,H0559,Hebrew,a.mar,to say,,
calling,H0560,Hebrew,a.mar,to say,,
calling,H0833,Hebrew,a.shar,to bless,,
calling,H5414I,Hebrew,na.tan,to give: make,,
calling,H6030B,Hebrew,a.nah,to answer,,
calling,H6817,Hebrew,tsa.aq,to cry,,
calling,H6950,Hebrew,qa.hal,to gather,,
calling,H7121G,Hebrew,qa.ra,to call: call to,M37,Calling
calling,H7121H,Hebrew,qa.ra,to call: call by,M37,Calling
calling,H7121I,Hebrew,qa.ra,to call: call out,M37,Calling
calling,H7121J,Hebrew,qa.ra,to call: read out,M37,Calling
calling,H7123,Hebrew,qe.ra,to read,M37,Calling
calling,H7148,Hebrew,qa.ri,chosen,M29,Desire
calling,H7760A,Hebrew,sum,to set: make,,
calling,H7760M,Hebrew,sum,to set: name,,
calling,H7768,Hebrew,sha.va,to cry,,
calling,H7971G,Hebrew,sha.lach,to send: depart,,
calling,H8034,Hebrew,shem,name,FLAG,Flag
calling,H8034,Hebrew,shem,name,T2,Supplementary
calling,H8085I,Hebrew,sha.ma,to hear: proclaim,M41,Remembrance
character,G1382,Greek,dokimē,test,M35,Testing
character,G2239,Greek,ēthos,moral,,
character,H2747,Hebrew,che.ret,stylus,,
