id,book,anchor_verse_id,start_chapter,start_verse,end_chapter,end_verse,ref,verse_count,rule,source,needs_review,created_at,deleted
28951,Num,15674,10,32,10,32,Num 10:32,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28952,Num,17015,10,33,10,33,Num 10:33,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28953,Num,154,10,35,10,36,Num 10:35-36,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28954,Num,613,11,1,11,1,Num 11:1,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28955,Num,12535,11,2,11,2,Num 11:2,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28956,Num,12748,11,3,11,3,Num 11:3,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28957,Num,9894,11,4,11,5,Num 11:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28958,Num,2770,11,6,11,7,Num 11:6-7,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28959,Num,2408,11,8,11,8,Num 11:8,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28960,Num,614,11,10,11,13,Num 11:10-13,4,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28961,Num,21699,11,14,11,14,Num 11:14,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28962,Num,1544,11,15,11,15,Num 11:15,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28963,Num,9897,11,16,11,16,Num 11:16,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28964,Num,4911,11,17,11,17,Num 11:17,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28965,Num,9898,11,18,11,19,Num 11:18-19,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28966,Num,811,11,20,11,21,Num 11:20-21,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28967,Num,27362,11,22,11,22,Num 11:22,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28968,Num,9900,11,23,11,23,Num 11:23,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28969,Num,4912,11,24,11,26,Num 11:24-26,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28970,Num,9901,11,27,11,29,Num 11:27-29,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28971,Num,14127,11,31,11,31,Num 11:31,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28972,Num,615,11,33,11,33,Num 11:33,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28973,Num,12749,11,34,11,34,Num 11:34,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28974,Num,4914,12,1,12,2,Num 12:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28975,Num,26714,12,3,12,3,Num 12:3,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28976,Num,9904,12,4,12,4,Num 12:4,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28977,Num,12600,12,5,12,5,Num 12:5,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28978,Num,4916,12,6,12,6,Num 12:6,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28979,Num,6324,12,7,12,7,Num 12:7,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28980,Num,2967,12,8,12,8,Num 12:8,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28981,Num,616,12,9,12,9,Num 12:9,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28982,Num,25641,12,10,12,10,Num 12:10,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28983,Num,9905,12,11,12,11,Num 12:11,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28984,Num,14510,12,12,12,12,Num 12:12,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28985,Num,9906,12,13,12,14,Num 12:13-14,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28986,Num,4917,13,1,13,1,Num 13:1,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28987,Num,13114,13,2,13,3,Num 13:2-3,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28988,Num,13395,13,4,13,4,Num 13:4,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28989,Num,12750,13,16,13,17,Num 13:16-17,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28990,Num,19878,13,18,13,19,Num 13:18-19,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28991,Num,16767,13,20,13,20,Num 13:20,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28992,Num,25281,13,21,13,23,Num 13:21-23,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28993,Num,12751,13,24,13,24,Num 13:24,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28994,Num,27207,13,25,13,27,Num 13:25-27,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28995,Num,19879,13,28,13,29,Num 13:28-29,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28996,Num,9910,13,30,13,33,Num 13:30-33,4,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28997,Num,25846,14,1,14,1,Num 14:1,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28998,Num,9913,14,2,14,2,Num 14:2,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
28999,Num,17658,14,3,14,4,Num 14:3-4,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29000,Num,27389,14,6,14,6,Num 14:6,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29001,Num,9915,14,7,14,7,Num 14:7,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29002,Num,17595,14,8,14,8,Num 14:8,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29003,Num,2968,14,9,14,9,Num 14:9,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29004,Num,9916,14,10,14,12,Num 14:10-12,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29005,Num,9917,14,13,14,15,Num 14:13-15,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29006,Num,17101,14,16,14,16,Num 14:16,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29007,Num,4602,14,17,14,17,Num 14:17,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29008,Num,617,14,18,14,20,Num 14:18-20,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29009,Num,15224,14,21,14,23,Num 14:21-23,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29010,Num,6325,14,24,14,24,Num 14:24,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29011,Num,21750,14,25,14,25,Num 14:25,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29012,Num,4918,14,26,14,26,Num 14:26,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29013,Num,15843,14,27,14,27,Num 14:27,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29014,Num,4919,14,28,14,28,Num 14:28,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29015,Num,26716,14,29,14,29,Num 14:29,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29016,Num,22091,14,30,14,31,Num 14:30-31,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29017,Num,7629,14,33,14,34,Num 14:33-34,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29018,Num,4920,14,35,14,35,Num 14:35,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29019,Num,13116,14,36,14,37,Num 14:36-37,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29020,Num,2600,14,38,14,38,Num 14:38,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29021,Num,4921,14,39,14,39,Num 14:39,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29022,Num,9922,14,40,14,41,Num 14:40-41,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29023,Num,20986,14,43,14,43,Num 14:43,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29024,Num,17016,14,44,14,44,Num 14:44,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29025,Num,7350,14,45,14,45,Num 14:45,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29026,Num,4922,15,1,15,2,Num 15:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29027,Num,20515,15,3,15,3,Num 15:3,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29028,Num,26717,15,5,15,6,Num 15:5-6,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29029,Num,20516,15,8,15,8,Num 15:8,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29030,Num,24602,15,11,15,16,Num 15:11-16,6,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29031,Num,4924,15,17,15,18,Num 15:17-18,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29032,Num,20989,15,19,15,20,Num 15:19-20,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29033,Num,4926,15,22,15,22,Num 15:22,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29034,Num,20990,15,24,15,26,Num 15:24-26,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29035,Num,23664,15,27,15,28,Num 15:27-28,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29036,Num,20991,15,29,15,31,Num 15:29-31,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29037,Num,20992,15,32,15,33,Num 15:32-33,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29038,Num,20373,15,34,15,34,Num 15:34,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29039,Num,9924,15,35,15,35,Num 15:35,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29040,Num,9925,15,37,15,40,Num 15:37-40,4,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29041,Num,12897,16,2,16,2,Num 16:2,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29042,Num,9926,16,3,16,3,Num 16:3,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29043,Num,15844,16,4,16,4,Num 16:4,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29044,Num,4928,16,5,16,5,Num 16:5,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29045,Num,24607,16,6,16,6,Num 16:6,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29046,Num,18672,16,7,16,7,Num 16:7,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29047,Num,9927,16,8,16,8,Num 16:8,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29048,Num,22167,16,9,16,9,Num 16:9,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29049,Num,18719,16,10,16,10,Num 16:10,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29050,Num,26718,16,11,16,11,Num 16:11,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29051,Num,9928,16,12,16,12,Num 16:12,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29052,Num,17876,16,14,16,14,Num 16:14,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29053,Num,997,16,15,16,16,Num 16:15-16,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29054,Num,19107,16,18,16,18,Num 16:18,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29055,Num,12559,16,19,16,19,Num 16:19,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29056,Num,4929,16,20,16,20,Num 16:20,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29057,Num,28162,16,21,16,21,Num 16:21,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29058,Num,1148,16,22,16,24,Num 16:22-24,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29059,Num,22269,16,25,16,25,Num 16:25,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29060,Num,4932,16,26,16,26,Num 16:26,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29061,Num,9930,16,28,16,29,Num 16:28-29,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29062,Num,1094,16,30,16,30,Num 16:30,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29063,Num,4933,16,31,16,31,Num 16:31,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29064,Num,23509,16,32,16,32,Num 16:32,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29065,Num,7019,16,33,16,33,Num 16:33,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29066,Num,9931,16,34,16,34,Num 16:34,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29067,Num,28946,16,35,16,35,Num 16:35,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29068,Num,4934,16,36,16,38,Num 16:36-38,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29069,Num,4935,16,40,16,40,Num 16:40,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29070,Num,9933,16,41,16,41,Num 16:41,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29071,Num,12560,16,42,16,42,Num 16:42,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29072,Num,4936,16,44,16,44,Num 16:44,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29073,Num,26719,16,45,16,45,Num 16:45,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29074,Num,1174,16,46,16,47,Num 16:46-47,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29075,Num,14514,16,48,16,48,Num 16:48,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29076,Num,27208,16,50,16,50,Num 16:50,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29077,Num,4938,17,1,17,3,Num 17:1-3,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29078,Num,25931,17,4,17,4,Num 17:4,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29079,Num,18673,17,5,17,5,Num 17:5,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29080,Num,4940,17,6,17,6,Num 17:6,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29081,Num,25932,17,7,17,8,Num 17:7-8,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29082,Num,19882,17,9,17,9,Num 17:9,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29083,Num,3358,17,10,17,10,Num 17:10,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29084,Num,24608,17,11,17,11,Num 17:11,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29085,Num,7020,17,12,17,12,Num 17:12,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29086,Num,9934,18,1,18,1,Num 18:1,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29087,Num,26720,18,2,18,2,Num 18:2,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29088,Num,14517,18,3,18,5,Num 18:3-5,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29089,Num,17877,18,6,18,7,Num 18:6-7,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29090,Num,2340,18,8,18,11,Num 18:8-11,4,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29091,Num,17879,18,12,18,12,Num 18:12,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29092,Num,20995,18,13,18,13,Num 18:13,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29093,Num,17454,18,15,18,17,Num 18:15-17,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29094,Num,20996,18,18,18,18,Num 18:18,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29095,Num,15548,18,19,18,19,Num 18:19,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29096,Num,9935,18,20,18,20,Num 18:20,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29097,Num,17880,18,21,18,21,Num 18:21,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29098,Num,14519,18,22,18,23,Num 18:22-23,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29099,Num,9936,18,24,18,26,Num 18:24-26,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29100,Num,22770,18,27,18,27,Num 18:27,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29101,Num,17881,18,28,18,30,Num 18:28-30,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29102,Num,27921,18,31,18,31,Num 18:31,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29103,Num,7270,18,32,18,32,Num 18:32,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29104,Num,4943,19,1,19,2,Num 19:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29105,Num,24190,19,4,19,5,Num 19:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29106,Num,27298,19,6,19,6,Num 19:6,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29107,Num,17408,19,7,19,8,Num 19:7-8,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29108,Num,17487,19,9,19,9,Num 19:9,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29109,Num,17410,19,10,19,11,Num 19:10-11,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29110,Num,23665,19,12,19,14,Num 19:12-14,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29111,Num,17455,19,15,19,15,Num 19:15,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29112,Num,14523,19,16,19,16,Num 19:16,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29113,Num,17456,19,17,19,17,Num 19:17,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29114,Num,14524,19,18,19,22,Num 19:18-22,5,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29115,Num,14525,20,1,20,1,Num 20:1,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29116,Num,9938,20,3,20,3,Num 20:3,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29117,Num,14526,20,4,20,6,Num 20:4-6,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29118,Num,4945,20,7,20,8,Num 20:7-8,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29119,Num,3319,20,10,20,10,Num 20:10,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29120,Num,25428,20,11,20,11,Num 20:11,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29121,Num,9939,20,12,20,13,Num 20:12-13,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29122,Num,9940,20,14,20,14,Num 20:14,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29123,Num,20271,20,15,20,15,Num 20:15,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29124,Num,12536,20,16,20,16,Num 20:16,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29125,Num,24435,20,17,20,17,Num 20:17,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29126,Num,9941,20,18,20,20,Num 20:18-20,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29127,Num,17883,20,21,20,21,Num 20:21,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29128,Num,9944,20,23,20,23,Num 20:23,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29129,Num,3320,20,24,20,24,Num 20:24,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29130,Num,14527,20,26,20,26,Num 20:26,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29131,Num,24609,20,27,20,27,Num 20:27,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29132,Num,14528,20,28,20,28,Num 20:28,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29133,Num,19883,20,29,20,29,Num 20:29,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29134,Num,15845,21,1,21,1,Num 21:1,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29135,Num,9945,21,2,21,2,Num 21:2,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29136,Num,12752,21,3,21,3,Num 21:3,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29137,Num,14062,21,4,21,5,Num 21:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29138,Num,13118,21,6,21,6,Num 21:6,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29139,Num,4948,21,7,21,9,Num 21:7-9,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29140,Num,9946,21,14,21,14,Num 21:14,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29141,Num,21751,21,15,21,15,Num 21:15,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29142,Num,9947,21,16,21,16,Num 21:16,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29143,Num,28824,21,17,21,17,Num 21:17,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29144,Num,28766,21,18,21,18,Num 21:18,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29145,Num,9948,21,21,21,21,Num 21:21,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29146,Num,24436,21,22,21,22,Num 21:22,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29147,Num,27380,21,23,21,23,Num 21:23,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29148,Num,25283,21,24,21,24,Num 21:24,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29149,Num,21752,21,25,21,25,Num 21:25,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29150,Num,25284,21,26,21,26,Num 21:26,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29151,Num,9949,21,27,21,27,Num 21:27,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29152,Num,28947,21,28,21,28,Num 21:28,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29153,Num,21753,21,31,21,31,Num 21:31,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29154,Num,13119,21,32,21,32,Num 21:32,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29155,Num,2969,21,34,21,34,Num 21:34,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29156,Num,19884,22,2,22,2,Num 22:2,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29157,Num,2859,22,3,22,3,Num 22:3,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29158,Num,9950,22,4,22,5,Num 22:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29159,Num,19563,22,6,22,10,Num 22:6-10,5,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29160,Num,21700,22,11,22,14,Num 22:11-14,4,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29161,Num,5691,22,15,22,15,Num 22:15,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29162,Num,9957,22,16,22,18,Num 22:16-18,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29163,Num,4951,22,19,22,23,Num 22:19-23,5,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29164,Num,22168,22,24,22,24,Num 22:24,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29165,Num,19886,22,25,22,25,Num 22:25,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29166,Num,20207,22,26,22,26,Num 22:26,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29167,Num,619,22,27,22,27,Num 22:27,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29168,Num,9958,22,28,22,30,Num 22:28-30,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29169,Num,836,22,31,22,31,Num 22:31,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29170,Num,9961,22,32,22,32,Num 22:32,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29171,Num,2603,22,33,22,33,Num 22:33,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29172,Num,9962,22,34,22,35,Num 22:34-35,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29173,Num,15846,22,36,22,36,Num 22:36,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29174,Num,5693,22,37,22,38,Num 22:37-38,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29175,Num,13120,22,40,22,40,Num 22:40,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29176,Num,19887,22,41,22,41,Num 22:41,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29177,Num,9963,23,1,23,1,Num 23:1,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29178,Num,4955,23,2,23,2,Num 23:2,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29179,Num,9964,23,3,23,6,Num 23:3-6,4,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29180,Num,305,23,7,23,8,Num 23:7-8,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29181,Num,19888,23,9,23,9,Num 23:9,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29182,Num,14529,23,10,23,10,Num 23:10,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29183,Num,9966,23,11,23,13,Num 23:11-13,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29184,Num,9968,23,15,23,19,Num 23:15-19,5,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29185,Num,24128,23,20,23,20,Num 23:20,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29186,Num,1362,23,21,23,21,Num 23:21,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29187,Num,9970,23,23,23,23,Num 23:23,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29188,Num,22271,23,24,23,24,Num 23:24,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29189,Num,9971,23,25,23,27,Num 23:25-27,3,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29190,Num,9973,23,29,23,30,Num 23:29-30,2,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29191,Num,19889,24,1,24,4,Num 24:1-4,4,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29192,Num,23479,24,5,24,5,Num 24:5,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29193,Num,24437,24,6,24,6,Num 24:6,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29194,Num,25429,24,7,24,7,Num 24:7,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29195,Num,1432,24,8,24,8,Num 24:8,1,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
29196,Num,22272,24,9,24,14,Num 24:9-14,6,char-continuity,passage-build,0,2026-07-19T06:29:31Z,0
